insertion_point,name,bucket,feature_delta_energy,output_rgb_delta_energy,jacobian_amplification,lowfreq_output_ratio,highfreq_output_leakage,base_psnr,perturbed_psnr,psnr_delta_vs_A0
S4_encoder_late,1000_0.74_1.6.png,mid_by_a0,0.015394024550914764,0.0009042938472703099,0.05874317299413257,0.9397056698799133,0.06029433012008667,43.79819869995117,43.49976348876953,-0.2984352111816406
S4_encoder_late,1001_0.89_1.66.png,mid_by_a0,0.015210788697004318,0.0006001840811222792,0.039457788355214095,0.9623039364814758,0.03769606351852417,43.13391876220703,43.19965362548828,0.06573486328125
S4_encoder_late,1002_0.73_1.47.png,mid_by_a0,0.015527653507888317,0.00045992492232471704,0.029619731151977805,0.9576705694198608,0.04232943058013916,44.629798889160156,44.75670623779297,0.1269073486328125
S4_encoder_late,1003_0.9_1.06.png,mid_by_a0,0.0162968747317791,0.00041363012860529125,0.025380947906453965,0.9606680274009705,0.03933197259902954,44.49699401855469,44.389198303222656,-0.10779571533203125
S4_encoder_late,1004_0.91_1.17.png,mid_by_a0,0.015933670103549957,0.0005136564723215997,0.03223717253987574,0.9668446779251099,0.03315532207489014,45.3290901184082,45.332550048828125,0.003459930419921875
S4_encoder_late,1005_0.74_1.81.png,hard_bottom25_by_a0,0.013959072530269623,0.001582482480444014,0.11336587563482257,0.9068759083747864,0.09312409162521362,40.45524978637695,40.32793045043945,-0.1273193359375
S4_encoder_late,1006_0.89_1.55.png,hard_bottom25_by_a0,0.015233424492180347,0.0014946049777790904,0.09811352519890089,0.918761670589447,0.08123832941055298,39.988643646240234,39.883026123046875,-0.10561752319335938
S4_encoder_late,1007_0.68_1.25.png,hard_bottom25_by_a0,0.015092245303094387,0.0011383361415937543,0.07542523453156168,0.9111914038658142,0.08880859613418579,41.22175598144531,41.015655517578125,-0.2061004638671875
S4_encoder_late,1008_0.52_1.98.png,hard_bottom25_by_a0,0.01374154631048441,0.0020263686310499907,0.14746292631593644,0.9024618864059448,0.09753811359405518,39.63625717163086,39.56983947753906,-0.06641769409179688
S4_encoder_late,1009_0.84_0.56.png,easy_top25_by_a0,0.024533143267035484,0.000875967089086771,0.035705456881417394,0.9454579949378967,0.05454200506210327,47.09104537963867,46.67557144165039,-0.41547393798828125
S4_encoder_late,100_0.65_1.43.png,mid_by_a0,0.0137566439807415,0.0012098028091713786,0.08794316483475417,0.9430817365646362,0.05691826343536377,43.214820861816406,43.299598693847656,0.08477783203125
S4_encoder_late,1010_0.91_1.13.png,easy_top25_by_a0,0.02139732427895069,0.001181711908429861,0.055227087883710446,0.9340214133262634,0.06597858667373657,45.63189697265625,45.627525329589844,-0.00437164306640625
S4_encoder_late,1011_0.79_0.66.png,easy_top25_by_a0,0.02384929358959198,0.0009198129992000759,0.038567725108700476,0.9507116079330444,0.049288392066955566,48.208126068115234,48.01576232910156,-0.19236373901367188
S4_encoder_late,1012_0.85_1.28.png,mid_by_a0,0.0206269733607769,0.001304467674344778,0.06324086677812271,0.9252455234527588,0.07475447654724121,44.94407272338867,44.679832458496094,-0.2642402648925781
S4_encoder_late,1013_0.63_1.83.png,easy_top25_by_a0,0.014452314004302025,0.001173360855318606,0.08118844186262014,0.9448273777961731,0.055172622203826904,46.00318908691406,46.00837707519531,0.00518798828125
S4_encoder_late,1014_0.74_1.61.png,mid_by_a0,0.014614579267799854,0.0010973623720929027,0.07508682610594952,0.9515524506568909,0.04844754934310913,45.45661926269531,45.291175842285156,-0.16544342041015625
S5_bottleneck_mid,1000_0.74_1.6.png,mid_by_a0,0.00608345540240407,0.00044455198803916574,0.07307557278442231,0.9613812565803528,0.03861874341964722,43.79819869995117,43.76865005493164,-0.02954864501953125
S5_bottleneck_mid,1001_0.89_1.66.png,mid_by_a0,0.0055207014083862305,0.0003136040468234569,0.05680510928322915,0.9654746055603027,0.034525394439697266,43.13391876220703,43.233314514160156,0.099395751953125
S5_bottleneck_mid,1002_0.73_1.47.png,mid_by_a0,0.005485700909048319,0.00027506399783305824,0.0501419968739742,0.9697796106338501,0.030220389366149902,44.629798889160156,44.534183502197266,-0.09561538696289062
S5_bottleneck_mid,1003_0.9_1.06.png,mid_by_a0,0.005616321228444576,0.0003066960198339075,0.054607991131384426,0.975644588470459,0.024355411529541016,44.49699401855469,44.568878173828125,0.0718841552734375
S5_bottleneck_mid,1004_0.91_1.17.png,mid_by_a0,0.005592233035713434,0.0003440010768827051,0.06151408117040653,0.9789910912513733,0.02100890874862671,45.3290901184082,45.238433837890625,-0.09065628051757812
S5_bottleneck_mid,1005_0.74_1.81.png,hard_bottom25_by_a0,0.006159562151879072,0.00062831852119416,0.10200701051494081,0.8762425780296326,0.12375742197036743,40.45524978637695,40.38407897949219,-0.07117080688476562
S5_bottleneck_mid,1006_0.89_1.55.png,hard_bottom25_by_a0,0.006621676497161388,0.0005606784834526479,0.08467319170500133,0.8767831325531006,0.12321686744689941,39.988643646240234,39.95838928222656,-0.030254364013671875
S5_bottleneck_mid,1007_0.68_1.25.png,hard_bottom25_by_a0,0.00630340538918972,0.0006059186416678131,0.09612560263170726,0.9048400521278381,0.09515994787216187,41.22175598144531,41.05813980102539,-0.16361618041992188
S5_bottleneck_mid,1008_0.52_1.98.png,hard_bottom25_by_a0,0.005991978105157614,0.0007260156562551856,0.12116460432828774,0.8793725967407227,0.12062740325927734,39.63625717163086,39.67689514160156,0.040637969970703125
S5_bottleneck_mid,1009_0.84_0.56.png,easy_top25_by_a0,0.006667689885944128,0.0003654919273685664,0.05481537588288926,0.944303572177887,0.05569642782211304,47.09104537963867,47.04549789428711,-0.0455474853515625
S5_bottleneck_mid,100_0.65_1.43.png,mid_by_a0,0.005592031870037317,0.0005097582470625639,0.09115796528161814,0.9422415494918823,0.057758450508117676,43.214820861816406,43.20757293701172,-0.0072479248046875
S5_bottleneck_mid,1010_0.91_1.13.png,easy_top25_by_a0,0.006704075261950493,0.00040469542727805674,0.060365585329111314,0.9290180802345276,0.07098191976547241,45.63189697265625,45.640464782714844,0.00856781005859375
S5_bottleneck_mid,1011_0.79_0.66.png,easy_top25_by_a0,0.006610500626266003,0.0003702238027472049,0.05600541073639213,0.9499849081039429,0.05001509189605713,48.208126068115234,48.249794006347656,0.041667938232421875
S5_bottleneck_mid,1012_0.85_1.28.png,mid_by_a0,0.00662515964359045,0.000372013048036024,0.05615155981877813,0.9206569790840149,0.07934302091598511,44.94407272338867,44.890892028808594,-0.053180694580078125
S5_bottleneck_mid,1013_0.63_1.83.png,easy_top25_by_a0,0.006034750957041979,0.0005541218561120331,0.09182182662656953,0.9503073692321777,0.049692630767822266,46.00318908691406,45.99781036376953,-0.00537872314453125
S5_bottleneck_mid,1014_0.74_1.61.png,mid_by_a0,0.006101554725319147,0.0005482077249325812,0.08984721921082281,0.9273552894592285,0.07264471054077148,45.45661926269531,45.42558670043945,-0.031032562255859375
S6_decoder_early,1000_0.74_1.6.png,mid_by_a0,0.0032336160074919462,0.00023575696104671806,0.07290815004023178,0.9649343490600586,0.035065650939941406,43.79819869995117,43.780250549316406,-0.017948150634765625
S6_decoder_early,1001_0.89_1.66.png,mid_by_a0,0.0023564512375742197,0.000135051624965854,0.05731144477442231,0.9806644320487976,0.019335567951202393,43.13391876220703,43.16817855834961,0.034259796142578125
S6_decoder_early,1002_0.73_1.47.png,mid_by_a0,0.002199525712057948,9.0256922703702e-05,0.04103472044400639,0.9659075736999512,0.03409242630004883,44.629798889160156,44.59074401855469,-0.03905487060546875
S6_decoder_early,1003_0.9_1.06.png,mid_by_a0,0.0022178515791893005,0.00012185222294647247,0.054941558799445706,0.9784326553344727,0.021567344665527344,44.49699401855469,44.50187683105469,0.0048828125
S6_decoder_early,1004_0.91_1.17.png,mid_by_a0,0.002261197427287698,0.00011551714851520956,0.05108671499497156,0.9747219085693359,0.025278091430664062,45.3290901184082,45.31479263305664,-0.0142974853515625
S6_decoder_early,1005_0.74_1.81.png,hard_bottom25_by_a0,0.0046822307631373405,0.00034075506846420467,0.07277622263877505,0.8934323787689209,0.1065676212310791,40.45524978637695,40.44015884399414,-0.0150909423828125
S6_decoder_early,1006_0.89_1.55.png,hard_bottom25_by_a0,0.004943503066897392,0.0003744781715795398,0.0757515807135055,0.9295340180397034,0.07046598196029663,39.988643646240234,39.97214126586914,-0.01650238037109375
S6_decoder_early,1007_0.68_1.25.png,hard_bottom25_by_a0,0.003982887603342533,0.00026515458011999726,0.0665734528630618,0.9077712297439575,0.09222877025604248,41.22175598144531,41.215362548828125,-0.0063934326171875
S6_decoder_early,1008_0.52_1.98.png,hard_bottom25_by_a0,0.004639133810997009,0.0004301258595660329,0.0927168469567368,0.9004949331283569,0.09950506687164307,39.63625717163086,39.71650695800781,0.08024978637695312
S6_decoder_early,1009_0.84_0.56.png,easy_top25_by_a0,0.0035141974221915007,0.00012506185157690197,0.03558759982781836,0.9410547018051147,0.058945298194885254,47.09104537963867,47.09687042236328,0.005825042724609375
S6_decoder_early,100_0.65_1.43.png,mid_by_a0,0.003211098490282893,0.00024344841949641705,0.07581468467352105,0.9409749507904053,0.05902504920959473,43.214820861816406,43.23241424560547,0.0175933837890625
S6_decoder_early,1010_0.91_1.13.png,easy_top25_by_a0,0.00429058913141489,0.0002222991461167112,0.05181086776384121,0.9256163239479065,0.0743836760520935,45.63189697265625,45.64496994018555,0.013072967529296875
S6_decoder_early,1011_0.79_0.66.png,easy_top25_by_a0,0.0035353796556591988,0.00014833018940407783,0.04195594359056765,0.9438993334770203,0.056100666522979736,48.208126068115234,48.18982696533203,-0.018299102783203125
S6_decoder_early,1012_0.85_1.28.png,mid_by_a0,0.004337608814239502,0.00021504420146811754,0.04957667016033591,0.9128475189208984,0.08715248107910156,44.94407272338867,44.92457962036133,-0.01949310302734375
S6_decoder_early,1013_0.63_1.83.png,easy_top25_by_a0,0.0038543108385056257,0.0002926636370830238,0.07593150873023356,0.9511447548866272,0.0488552451133728,46.00318908691406,45.92880630493164,-0.07438278198242188
S6_decoder_early,1014_0.74_1.61.png,mid_by_a0,0.0038233690429478884,0.00027486291946843266,0.0718902403563189,0.9227511286735535,0.07724887132644653,45.45661926269531,45.43413162231445,-0.022487640380859375
decoder_mid,1000_0.74_1.6.png,mid_by_a0,0.0027660001069307327,0.0004425271472427994,0.15998811646245584,0.9029920697212219,0.09700793027877808,43.79819869995117,43.71882629394531,-0.07937240600585938
decoder_mid,1001_0.89_1.66.png,mid_by_a0,0.001612612628377974,0.00023886709823273122,0.14812428851744305,0.9242756962776184,0.07572430372238159,43.13391876220703,43.111106872558594,-0.0228118896484375
decoder_mid,1002_0.73_1.47.png,mid_by_a0,0.001442463370040059,0.0002131415094481781,0.14776216427752956,0.9329014420509338,0.06709855794906616,44.629798889160156,44.64690399169922,0.0171051025390625
decoder_mid,1003_0.9_1.06.png,mid_by_a0,0.0015217247419059277,0.0001828943786676973,0.12018887097716899,0.9226318597793579,0.07736814022064209,44.49699401855469,44.50065231323242,0.003658294677734375
decoder_mid,1004_0.91_1.17.png,mid_by_a0,0.0014934424543753266,0.00022019035532139242,0.14743812503541898,0.9322330951690674,0.06776690483093262,45.3290901184082,45.30504608154297,-0.024044036865234375
decoder_mid,1005_0.74_1.81.png,hard_bottom25_by_a0,0.0045683132484555244,0.0009174213046208024,0.2008227664622097,0.8531144857406616,0.14688551425933838,40.45524978637695,40.4842414855957,0.02899169921875
decoder_mid,1006_0.89_1.55.png,hard_bottom25_by_a0,0.004604991525411606,0.0008873098413459957,0.19268435923271013,0.8494765162467957,0.15052348375320435,39.988643646240234,39.89997482299805,-0.0886688232421875
decoder_mid,1007_0.68_1.25.png,hard_bottom25_by_a0,0.00318114529363811,0.0005965147283859551,0.18751571315491605,0.8561659455299377,0.14383405447006226,41.22175598144531,41.18780517578125,-0.0339508056640625
decoder_mid,1008_0.52_1.98.png,hard_bottom25_by_a0,0.00473208399489522,0.0009796940721571445,0.20703226595597177,0.846147358417511,0.153852641582489,39.63625717163086,39.60776138305664,-0.02849578857421875
decoder_mid,1009_0.84_0.56.png,easy_top25_by_a0,0.0029884197283536196,0.0004302713496144861,0.14397955733331047,0.8599396347999573,0.14006036520004272,47.09104537963867,47.028587341308594,-0.062458038330078125
decoder_mid,100_0.65_1.43.png,mid_by_a0,0.002850811230018735,0.0005319598712958395,0.186599472351715,0.8906705379486084,0.1093294620513916,43.214820861816406,43.20869445800781,-0.00612640380859375
decoder_mid,1010_0.91_1.13.png,easy_top25_by_a0,0.0038064897526055574,0.0006761894910596311,0.17764122196750345,0.8535416722297668,0.14645832777023315,45.63189697265625,45.507659912109375,-0.124237060546875
decoder_mid,1011_0.79_0.66.png,easy_top25_by_a0,0.002982581267133355,0.00047096406342461705,0.15790485530584525,0.8656026124954224,0.13439738750457764,48.208126068115234,48.184791564941406,-0.023334503173828125
decoder_mid,1012_0.85_1.28.png,mid_by_a0,0.0038956047501415014,0.0006956519209779799,0.1785735375111429,0.8607490658760071,0.13925093412399292,44.94407272338867,44.886722564697266,-0.05735015869140625
decoder_mid,1013_0.63_1.83.png,easy_top25_by_a0,0.003449594834819436,0.0005778681952506304,0.16751770075075442,0.8762199878692627,0.1237800121307373,46.00318908691406,45.95121765136719,-0.051971435546875
decoder_mid,1014_0.74_1.61.png,mid_by_a0,0.003390866331756115,0.0005838493816554546,0.172182954010187,0.8799870014190674,0.12001299858093262,45.45661926269531,45.34600067138672,-0.11061859130859375
decoder_pre_output_feature,1000_0.74_1.6.png,mid_by_a0,0.0013950535794720054,0.0007112980238161981,0.5098714732414847,0.6930906176567078,0.30690938234329224,43.79819869995117,43.7672233581543,-0.030975341796875
decoder_pre_output_feature,1001_0.89_1.66.png,mid_by_a0,0.0009816560195758939,0.0005063359276391566,0.5157977107479151,0.6966115832328796,0.30338841676712036,43.13391876220703,43.11008834838867,-0.023830413818359375
decoder_pre_output_feature,1002_0.73_1.47.png,mid_by_a0,0.0006827698089182377,0.00035772527917288244,0.5239324798787645,0.7047919034957886,0.2952080965042114,44.629798889160156,44.63566589355469,0.00586700439453125
