control_id,control,sample_index,sample_name,eligible_mask,a0_psnr,teacher_psnr,teacher_blend_psnr,teacher_blend_delta,pred_psnr,delta_psnr_vs_A0
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,22,1020_0.5_0.98.png,False,46.379356384277344,41.586997985839844,45.36625671386719,-1.0130996704101562,46.3795166015625,0.00016021728515625
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,23,1021_0.73_0.84.png,False,47.77589416503906,42.35860824584961,46.26526641845703,-1.5106277465820312,47.77598571777344,9.1552734375e-05
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,24,1022_0.66_1.05.png,False,47.50347137451172,42.27287292480469,46.27748489379883,-1.2259864807128906,47.50394821166992,0.000476837158203125
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,25,1023_0.5_1.87.png,False,41.85762405395508,35.55570983886719,41.344913482666016,-0.5127105712890625,41.857418060302734,-0.00020599365234375
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,26,1024_0.69_1.66.png,False,45.18925476074219,35.10350799560547,40.17337417602539,-5.015880584716797,45.188682556152344,-0.00057220458984375
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,27,1025_0.95_1.79.png,False,39.85005187988281,30.36785888671875,34.65103530883789,-5.199016571044922,39.84702682495117,-0.003025054931640625
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,28,1026_0.77_0.89.png,False,37.154296875,29.961645126342773,33.02183532714844,-4.1324615478515625,37.1514778137207,-0.002819061279296875
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,29,1027_0.57_1.77.png,False,43.58653259277344,35.19194793701172,39.013492584228516,-4.573040008544922,43.591400146484375,0.0048675537109375
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,30,1028_0.97_1.41.png,False,39.85142135620117,32.74188232421875,37.517059326171875,-2.334362030029297,39.85081100463867,-0.0006103515625
teacher_benefit_masked_ll_delta_preservation,teacher-benefit-masked LL delta + preservation,31,1029_0.71_0.56.png,False,49.80888748168945,39.55014419555664,46.04052734375,-3.768360137939453,49.80947494506836,0.00058746337890625
