action_area,active_scene_prevalence,arm,checkpoint_sha256,cvar10_gain,final_epoch_loss,final_expected_utility,final_policy_ce,final_tail,first_epoch_loss,fold,mean_gain,model_id,parameter_count,prediction_sha256,seed,seed_index,severe_harm_prevalence,subset_sha256,train_size
0.18073555555555554,0.9833333333333333,joint,08f404a10c4e1285b4c4258f37c8f10a1a3b9991e184faa7882c1fee12c2fe10,-2.6760071103834484,0.24903057149689023,-0.3890835405831846,0.3095165484546063,0.06771994039105872,1.4620042145252228,0,-0.33494692308954543,joint_n120_fold_0_seed_0,293971,e0d279aa58abefafcb8182db725003e76b1ecc8ce254543b8bb0ae0f66d77cf9,20260728,0,0.6083333333333333,0ce6f3e3e51db20a5595f4f7ca8004fb70b96f7488f953c6009410dc0b42a24f,120
0.1791422222222222,0.975,joint,86de25ece5fee5efc2fc607ff986fb809b787903a0a2ae0e9f2849e77069c3f4,-2.410228360201003,0.19780214422110778,-0.41465859990081905,0.2880083014412473,0.059223123748476304,1.4703806258738041,0,-0.24871450644620774,joint_n120_fold_0_seed_1,293971,a4be3570dde89019a95ff04aa9219560c56c91809518cabbde6fda057a328bed,20261737,1,0.525,0ce6f3e3e51db20a5595f4f7ca8004fb70b96f7488f953c6009410dc0b42a24f,120
0.16034333333333334,0.9833333333333333,joint,9203ac8f7c6e6451f150e3663a01a836ffce2da820cdd5a287c38442139ca83f,-2.177102999445601,0.24480096066060167,-0.3928901830591106,0.2993489343672991,0.07166824445109038,1.4797473470369975,0,-0.29179064238636626,joint_n120_fold_0_seed_2,293971,f31cb29ae8ad9a078d434ce9ebe68c57bc803530fb6efd65b852ca69189890c4,20262755,2,0.55,0ce6f3e3e51db20a5595f4f7ca8004fb70b96f7488f953c6009410dc0b42a24f,120
0.17969444444444443,0.975,joint,b94e66f9821813a1d2b3d6b535c4eaac8f3115bd30b8f02efff815d919002c58,-2.70501890716825,0.3570961425624167,-0.3443492705739724,0.37658037218546575,0.07711695372709074,1.3241398324569067,0,-0.23319235296304222,joint_n240_fold_0_seed_0,293971,49978fc949e468f1e32f0eb58a6c5357d7e8d3909759cd74563d77b10ed3bda8,20260728,0,0.5,95fc50f423bbe3c9d7d3898bcec0b4c3adedcc91b0347f18b8322f7a70d40878,240
0.18515444444444445,0.975,joint,af7645fc6227cb5f2b8e77c3c06fc4b6caea58ae2b41707f9e7a66fc434f62b5,-2.1749888880153265,0.36623952043786023,-0.3367104619067201,0.3856765327725346,0.07525181243399856,1.3813087373351058,0,-0.23897417262127113,joint_n240_fold_0_seed_1,293971,cd467c45a296025b900aa570403400c670370da8e7ca7553fbf40997470b5afa,20261737,1,0.6,95fc50f423bbe3c9d7d3898bcec0b4c3adedcc91b0347f18b8322f7a70d40878,240
0.1388822222222222,0.9583333333333334,joint,c0dc92ce433d079fcb5a691256e6a540afe939a61f8d26617be3ebc21a15efa0,-2.203549564929727,0.341996995692413,-0.3468807744313381,0.3767893897882459,0.07009327976605467,1.326823773359259,0,-0.09338564469648339,joint_n240_fold_0_seed_2,293971,3960cc7c23228da7542adb6e015551dea63b91c4e2c9e6228a9fe5b7c3069459,20262755,2,0.425,95fc50f423bbe3c9d7d3898bcec0b4c3adedcc91b0347f18b8322f7a70d40878,240
0.14299888888888887,0.9583333333333334,joint,bd504cdf50a8c02237b5abb323d35f3581d4ae4097d4073d06730f7d58e8351b,-1.8391173839324626,0.4548057598941442,-0.2943377582498619,0.43908590967217204,0.08228856266424474,1.2960086348983977,0,-0.08034354220629811,joint_n360_fold_0_seed_0,293971,845f4349ffa57e7ef820cad26faa485c8c6cb8931b69720e26e4ef8bb3bbd0d3,20260728,0,0.45,bc02754c43dc99aaa3e58b959f674480433a5da3480b1bb92479d2bcb9c43803,360
0.1610966666666667,0.9666666666666667,joint,5946ab729e06e87e1747b60506d66447785565b3e420d349817939469bb71d0a,-3.0763138196994757,0.4189227595899461,-0.31494692100944427,0.41850354436642695,0.07977767489371924,1.3021782769925065,0,-0.3643549894332053,joint_n360_fold_0_seed_1,293971,a6db54f4ea59e64fa697b403e8a43e80e7a59cdfdc5834e8b15ba9dce5724adc,20261737,1,0.5416666666666666,bc02754c43dc99aaa3e58b959f674480433a5da3480b1bb92479d2bcb9c43803,360
0.12135777777777777,0.975,joint,3e414f9ee593e64dbfbed370776a705d086f3bb32d2f2dc56565726c86fa78f1,-1.5007429891083526,0.4632406908100367,-0.2909895072519753,0.4392268579787924,0.0856034982309211,1.2700710474616952,0,-0.03386007904953428,joint_n360_fold_0_seed_2,293971,c0e68465753f80be7fde151ee761aa1beaeff409361678e1610d016628321a2d,20262755,2,0.39166666666666666,bc02754c43dc99aaa3e58b959f674480433a5da3480b1bb92479d2bcb9c43803,360
0.12352222222222223,0.9583333333333334,joint,3276c4dbf17ec9a6b1250d95abd4a1cd948f53b7ed206f90943beb891ab443e4,-1.4816224924278643,0.5143601332199371,-0.2589861451730637,0.4736171901245446,0.08599221726083973,1.2540551908624669,0,-0.002837559795302121,joint_n480_fold_0_seed_0,293971,1d178c3006c24ed62758e5ee06607f5de5dc55fb7d1159ca22eb877b6438ace7,20260728,0,0.325,287269c1ac813f04efe2f5735a612cbc8d3963c1f5e46d40f8edb46b0ed79470,480
