action_area,cvar10_gain,keep_psnr_lower,keep_psnr_upper,mean_gain,scene_count,selected_harm_ratio,severe_harm_prevalence,subgroup
0.19589244444444442,-1.0309009772244584,,36.19826702626397,0.5818702220198089,150,0.32559355715929295,0.18,keep_psnr_q1
0.1263368888888889,-1.7816386172616627,36.19826702626397,39.309026686749554,-0.07435248062917064,150,0.45214343488811,0.3333333333333333,keep_psnr_q2
0.09619911111111112,-2.068454477995586,39.309026686749554,42.558963701138836,-0.26606914839593976,150,0.5842836257309941,0.41333333333333333,keep_psnr_q3
0.062438222222222235,-0.8679071585187387,42.558963701138836,,-0.10021930387163736,150,0.5864675864675865,0.29333333333333333,keep_psnr_q4
