profile,group,bin,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB,usage_WD0375,usage_FS050,usage_A0,group_gate_pass
fixed_fs050,split,val_hard,900,2.0833832931518557,2.0046675362057154,2.127191569010417,1.9737955292595757,1.9657076517740886,0.002055951158205668,0.9666666666666667,0.9528135522326134,0.9666666666666667,18,12.0,0.031392584147765766,0.0,1.0,0.0,True
fixed_fs050,split,val_regular,900,1.9911201413472492,1.9216966916190255,2.0833434804280597,1.9481765492757162,1.8685392761230468,0.0013966864347457885,0.9433333333333334,0.9262584810630241,0.9433333333333334,36,24.0,0.05487930925385298,0.0,1.0,0.0,True
fixed_fs050,A0_PSNR_q4,q1,450,2.195684700012207,2.101625283559163,2.2228477682386125,2.037695864268712,2.156259843281337,0.002752995491027832,0.9666666666666667,0.9457355514111021,0.9666666666666667,12,16.0,0.04602763316742544,0.0,1.0,0.0,True
fixed_fs050,A0_PSNR_q4,q2,450,2.0554608408610027,1.9640503751966687,1.9253527777535575,1.7589470522744315,1.9225269045148576,0.0017350312074025471,0.9533333333333334,0.9297145615245548,0.9533333333333334,9,12.0,0.037569124753597236,0.0,1.0,0.0,True
fixed_fs050,A0_PSNR_q4,q3,450,2.0335558319091795,1.9332081548902722,2.1073862484523227,1.9373248083250862,2.2858575071607317,0.0016559517383575438,0.9666666666666667,0.9457355514111021,0.9666666666666667,15,20.0,0.054264448588897916,0.0,1.0,0.0,True
fixed_fs050,A0_PSNR_q4,q4,450,1.8643054962158203,1.7808126987881132,2.0028291089194163,1.8001181857926505,1.7114720344543457,0.0007612967491149903,0.9333333333333333,0.906424368996847,0.9333333333333333,18,24.0,0.06233831613166109,0.0,1.0,0.0,True
fixed_fs050,WDMamba_A0_diff_abs_q4,q1,450,1.8595884195963541,1.7621921836005319,2.000599111829485,1.8017652375357491,1.7300303663526262,0.0008133649826049805,0.9333333333333333,0.906424368996847,0.9333333333333333,21,28.0,0.07028543847544524,0.0,1.0,0.0,True
fixed_fs050,WDMamba_A0_diff_abs_q4,q2,450,2.0732061767578127,1.9851102159288194,2.228125367845808,2.071425800664084,2.0796573843274797,0.0016475462913513185,0.9733333333333334,0.9539723668325747,0.9733333333333334,6,8.0,0.028780925436274557,0.0,1.0,0.0,True
fixed_fs050,WDMamba_A0_diff_abs_q4,q3,450,1.9245340983072916,1.820838566886054,1.6671074117933,1.4870773332459586,2.1306865896497453,0.001765826145807902,0.9533333333333334,0.9297145615245548,0.9533333333333334,15,20.0,0.054264448588897916,0.0,1.0,0.0,True
fixed_fs050,WDMamba_A0_diff_abs_q4,q4,450,2.2916781743367514,2.1803659687042236,2.2228477682386125,2.022337992702212,2.171956402914865,0.0026785377661387127,0.96,0.9376616838683388,0.96,12,16.0,0.04602763316742544,0.0,1.0,0.0,True
fixed_fs050,WDMamba_A0_diff_signed_q4,q1,450,2.581429710388184,2.481230626212226,2.586419837815421,2.390607792139053,2.6306845801217213,0.0025974516073862712,0.98,0.9624308752464028,0.98,6,8.0,0.028780925436274557,0.0,1.0,0.0,True
fixed_fs050,WDMamba_A0_diff_signed_q4,q2,450,2.213841959635417,2.1332567744784883,2.272029604230608,2.108666637965611,1.850827727999006,0.0017693094412485758,0.9666666666666667,0.9457355514111021,0.9666666666666667,9,12.0,0.037569124753597236,0.0,1.0,0.0,True
fixed_fs050,WDMamba_A0_diff_signed_q4,q3,450,1.9070666885375978,1.8214650819566516,1.8903546503611974,1.6959899961948395,1.8681352138519287,0.001258315642674764,0.9533333333333334,0.9297145615245548,0.9533333333333334,15,20.0,0.054264448588897916,0.0,1.0,0.0,True
fixed_fs050,WDMamba_A0_diff_signed_q4,q4,450,1.4466685104370116,1.3637630479600693,1.274781584739685,1.1278003777776446,1.60287949017116,0.0012801984945933025,0.92,0.8912330415469882,0.92,24,32.0,0.078130017615554,0.0,1.0,0.0,False
fixed_fs050,FSNet_A0_diff_abs_q4,q1,450,1.5973634338378906,1.5254039126502144,0.7260184628622872,0.6331633840288435,1.833686419895717,0.0006789664427439371,0.96,0.9376616838683388,0.96,6,8.0,0.028780925436274557,0.0,1.0,0.0,False
fixed_fs050,FSNet_A0_diff_abs_q4,q2,450,1.6098549779256184,1.533137622833252,1.17189017363957,1.0485781346048628,1.8354011263166154,0.0013885637124379476,0.9266666666666666,0.898800980941121,0.9266666666666666,24,32.0,0.078130017615554,0.0,1.0,0.0,False
fixed_fs050,FSNet_A0_diff_abs_q4,q3,450,2.1800111134847007,2.09377668677436,1.511991228376116,1.379827688421522,2.813082150050572,0.0019448745250701905,0.9733333333333334,0.9539723668325747,0.9733333333333334,9,12.0,0.037569124753597236,0.0,1.0,0.0,True
fixed_fs050,FSNet_A0_diff_abs_q4,q4,450,2.76177734375,2.648519543541802,2.7440895353044783,2.540710410049983,2.0341030870165144,0.002892870505650838,0.96,0.9376616838683388,0.96,15,20.0,0.054264448588897916,0.0,1.0,0.0,True
fixed_fs050,FSNet_A0_diff_signed_q4,q1,450,2.7380214309692383,2.620620336320665,2.9598229101725986,2.7701744794845578,2.211375747408186,0.002828174034754435,0.9533333333333334,0.9297145615245548,0.9533333333333334,15,20.0,0.054264448588897916,0.0,1.0,0.0,True
fixed_fs050,FSNet_A0_diff_signed_q4,q2,450,1.9909903971354166,1.9080812346140543,1.5723638875143868,1.4142291179725102,2.42941038949149,0.001833489735921224,0.9733333333333334,0.9539723668325747,0.9733333333333334,12,16.0,0.04602763316742544,0.0,1.0,0.0,True
fixed_fs050,FSNet_A0_diff_signed_q4,q3,450,1.7393515268961588,1.6821418783399795,1.5013395036969865,1.3476249277591705,2.034333195005144,0.0012024863560994466,0.96,0.9376616838683388,0.96,6,8.0,0.028780925436274557,0.0,1.0,0.0,True
fixed_fs050,FSNet_A0_diff_signed_q4,q4,450,1.6806435139973959,1.6027725671132405,1.5198710645948137,1.352883940935135,1.6861728940691267,0.0010411250591278076,0.9333333333333333,0.906424368996847,0.9333333333333333,21,28.0,0.07028543847544524,0.0,1.0,0.0,True
fixed_fs050,WD0375_FS050_disagreement_q4,q1,450,2.4090179189046226,2.343214315202501,2.96890732220241,2.8466980491365703,1.976264374596732,0.00170189102490743,1.0,0.9915353726939091,1.0,0,0.0,0.008464627306090936,0.0,1.0,0.0,True
fixed_fs050,WD0375_FS050_disagreement_q4,q2,450,2.2077718607584633,2.1192801236046686,2.689421142850603,2.550038857119424,1.5857513972691126,0.001722566286722819,0.96,0.9376616838683388,0.96,9,12.0,0.037569124753597236,0.0,1.0,0.0,True
fixed_fs050,WD0375_FS050_disagreement_q4,q3,450,2.130546760559082,2.0299692609575057,2.8309850181852068,2.6454180496079585,1.7592318739209856,0.00179442564646403,0.96,0.9376616838683388,0.96,9,12.0,0.037569124753597236,0.0,1.0,0.0,True
fixed_fs050,WD0375_FS050_disagreement_q4,q4,450,1.4016703287760417,1.3087710914611816,1.3378304072788783,1.186364018065589,1.314021076474871,0.0016863922278086345,0.9,0.8688062285509017,0.9,36,48.0,0.10876695845301193,0.0,1.0,0.0,False
fixed_fs050,haze_density_q4,q1,450,2.234202105204264,2.1600397423638236,2.6600299733025685,2.525957189287458,1.811852216720581,0.0013387409845987957,0.9666666666666667,0.9457355514111021,0.9666666666666667,9,12.0,0.037569124753597236,0.0,1.0,0.0,True
