ablation,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB,mean_drop_vs_full,hard_drop_vs_full,easy_drop_vs_full
full,338,2.833737932013337,2.729097475808048,3.6667223430815197,3.5276669184366862,1.9561878840128581,0.001727636572877331,0.985207100591716,0.965843397695698,0.985207100591716,5,8.875739644970414,0.03415660230430197,,,
replace_WD0375,338,2.0566597154154582,1.9379223535752155,2.2018156278701055,1.926912910597665,1.7584989638555617,0.0016229015130263108,0.9467455621301775,0.91739801076869,0.9467455621301775,13,23.076923076923077,0.06468413992626232,0.7770782165978787,1.4649067152114141,0.19768892015729644
replace_FS050,338,2.5295226870203864,2.4176637753932435,3.6561714808146157,3.5486233972367787,1.2557279950096494,0.0015979991156673996,0.9733727810650887,0.9501765947244869,0.9733727810650887,6,10.650887573964498,0.03818162474537516,0.3042152449929505,0.010550862266903938,0.7004598890032088
replace_A0,338,2.833737932013337,2.729097475808048,3.6667223430815197,3.5276669184366862,1.9561878840128581,0.001727636572877331,0.985207100591716,0.965843397695698,0.985207100591716,5,8.875739644970414,0.03415660230430197,0.0,0.0,0.0
