selector,group,bin,count,mean_bootstrap_LCB,hard_bootstrap_LCB,positive_Wilson_LCB,severe_Wilson_UCB
nested_utility,split,val_hard,172,3.0640431115793625,3.487122852857723,0.967806209611983,0.03219379038801681
nested_utility,split,val_regular,166,2.303810940593122,3.0867588019952543,0.939688014520301,0.06031198547969896
nested_utility,A0_PSNR_q4,q1,85,3.535849157221177,3.6711666652134487,0.9567589957857581,0.04324100421424198
nested_utility,A0_PSNR_q4,q2,84,3.0348329589480447,2.9306941986083985,0.9562667346678565,0.043733265332143306
nested_utility,A0_PSNR_q4,q3,84,2.370510641733805,2.181477619352795,0.9356030079821146,0.06439699201788533
nested_utility,A0_PSNR_q4,q4,85,1.7403643103206858,1.8173533030918667,0.8851610525649923,0.1148389474350076
nested_utility,WDMamba_A0_diff_abs_q4,q1,86,1.8003270947655967,1.855898975190662,0.8864283624928286,0.11357163750717128
nested_utility,WDMamba_A0_diff_abs_q4,q2,83,2.3664401180772896,2.4061851024627683,0.9557631365612794,0.04423686343872062
nested_utility,WDMamba_A0_diff_abs_q4,q3,84,2.851913771175203,2.6653335752941314,0.9356030079821146,0.06439699201788533
nested_utility,WDMamba_A0_diff_abs_q4,q4,85,3.6725209673713235,3.661933635530018,0.9567589957857581,0.04324100421424198
nested_utility,WDMamba_A0_diff_signed_q4,q1,85,3.4713324860965504,3.3799288431803385,0.9567589957857581,0.04324100421424198
nested_utility,WDMamba_A0_diff_signed_q4,q2,84,2.482770356677827,2.7313889458065943,0.9172839887867146,0.0827160112132854
nested_utility,WDMamba_A0_diff_signed_q4,q3,84,2.0242670343035742,2.819621776399158,0.9001814156789331,0.09981858432106692
nested_utility,WDMamba_A0_diff_signed_q4,q4,85,2.610382287642535,3.40145628792899,0.9567589957857581,0.04324100421424198
nested_utility,FSNet_A0_diff_abs_q4,q1,85,2.0586103372012867,2.5677751677376883,0.9182114184971183,0.08178858150288165
nested_utility,FSNet_A0_diff_abs_q4,q2,84,2.462619009472075,3.246667816525414,0.9172839887867146,0.0827160112132854
nested_utility,FSNet_A0_diff_abs_q4,q3,84,2.825399833633786,3.278210058666411,0.9562667346678565,0.043733265332143306
nested_utility,FSNet_A0_diff_abs_q4,q4,85,3.210683639750761,3.6853658948625836,0.9363267530020379,0.06367324699796226
nested_utility,FSNet_A0_diff_signed_q4,q1,85,3.29013858795166,3.3610669363112677,0.9567589957857581,0.04324100421424198
nested_utility,FSNet_A0_diff_signed_q4,q2,85,2.8552387832192814,3.3600285030546644,0.9567589957857581,0.04324100421424198
nested_utility,FSNet_A0_diff_signed_q4,q3,83,2.2741139549806895,2.8548922109603883,0.9163352895899236,0.0836647104100764
nested_utility,FSNet_A0_diff_signed_q4,q4,85,2.1428933390449076,2.9959849448431104,0.9012978896926875,0.09870211030731246
nested_utility,WD0375_FS050_disagreement_q4,q1,85,2.297445747151094,2.8976286661057244,0.9567589957857581,0.04324100421424198
nested_utility,WD0375_FS050_disagreement_q4,q2,85,2.3898865452934714,3.4142147472926547,0.9182114184971183,0.08178858150288165
nested_utility,WD0375_FS050_disagreement_q4,q3,83,2.7785745482846917,3.6936317586898806,0.9163352895899236,0.0836647104100764
nested_utility,WD0375_FS050_disagreement_q4,q4,85,3.096702377094942,3.1636844635009767,0.9363267530020379,0.06367324699796226
nested_utility,haze_density_q4,q1,85,2.207668647766113,2.3955394744873044,0.9012978896926875,0.09870211030731246
nested_utility,haze_density_q4,q2,85,2.309779291713939,3.140779935745966,0.9182114184971183,0.08178858150288165
nested_utility,haze_density_q4,q3,83,2.9468888983669053,3.789014220237732,0.9557631365612794,0.04423686343872062
nested_utility,haze_density_q4,q4,85,3.1114515383103316,3.299772426060268,0.9567589957857581,0.04324100421424198
nested_utility,transmission_q4,q1,85,3.1114515383103316,3.299772426060268,0.9567589957857581,0.04324100421424198
nested_utility,transmission_q4,q2,85,2.9944953514547907,3.736752750760033,0.9567589957857581,0.04324100421424198
nested_utility,transmission_q4,q3,83,2.270709472104728,3.015597538948059,0.9163352895899236,0.0836647104100764
nested_utility,transmission_q4,q4,85,2.207668647766113,2.3955394744873044,0.9012978896926875,0.09870211030731246
