profile,group,bin,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB,usage_WD0375,usage_FS050,usage_A0,group_gate_pass
WD0375_or_FS050_or_A0_oracle,split,val_hard,300,3.3311546262105307,3.2510819768905637,3.7451947784423827,3.6236353314717613,2.9219685872395833,0.0023563377062479655,1.0,0.9873565700022642,1.0,0,0.0,0.012643429997735661,0.7133333333333334,0.2866666666666667,0.0,True
WD0375_or_FS050_or_A0_oracle,split,val_regular,300,2.625105438232422,2.5292528804143273,3.3884974670410157,3.2433177477518718,2.035023651123047,0.0014409758647282917,0.9966666666666667,0.9813628354450568,1.0,0,0.0,0.012643429997735661,0.43666666666666665,0.56,0.0033333333333333335,True
WD0375_or_FS050_or_A0_oracle,A0_PSNR_q4,q1,150,3.6391728591918944,3.5357295252482097,3.883597451287347,3.769522409181337,3.4222414171373523,0.0034193400541941326,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.7866666666666666,0.21333333333333335,0.0,True
WD0375_or_FS050_or_A0_oracle,A0_PSNR_q4,q2,150,3.276342264811198,3.1872387453715003,3.4014669882284627,3.2357845306396484,3.1517714423102303,0.001771146853764852,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.6933333333333334,0.30666666666666664,0.0,True
WD0375_or_FS050_or_A0_oracle,A0_PSNR_q4,q3,150,2.82502197265625,2.6819013888041177,3.0246566566261084,2.789208190505569,2.689472095386402,0.0016373964150746664,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.54,0.46,0.0,True
WD0375_or_FS050_or_A0_oracle,A0_PSNR_q4,q4,150,2.1719830322265623,2.0576988665262856,2.5126767545133024,2.3059329625722524,1.826039185395112,0.0007667438189188639,0.9933333333333333,0.9632062470660242,1.0,0,0.0,0.02497113914571871,0.28,0.7133333333333334,0.006666666666666667,True
WD0375_or_FS050_or_A0_oracle,WDMamba_A0_diff_abs_q4,q1,150,2.1351301574707033,2.0133999265034994,2.342654769485061,2.0778473055040516,1.826039185395112,0.000821076234181722,0.9933333333333333,0.9632062470660242,1.0,0,0.0,0.02497113914571871,0.26666666666666666,0.7266666666666667,0.006666666666666667,True
WD0375_or_FS050_or_A0_oracle,WDMamba_A0_diff_abs_q4,q2,150,2.7811548614501955,2.6715976155598957,2.9063326861407304,2.7687992817646747,2.5721912899532833,0.0016492378711700439,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.5066666666666667,0.49333333333333335,0.0,True
WD0375_or_FS050_or_A0_oracle,WDMamba_A0_diff_abs_q4,q3,150,3.204001922607422,3.121560126622518,3.1113114228119723,2.956839223810144,3.0914627281395166,0.0018849035104115805,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.7066666666666667,0.29333333333333333,0.0,True
WD0375_or_FS050_or_A0_oracle,WDMamba_A0_diff_abs_q4,q4,150,3.7922331873575845,3.7026875235239665,3.883597451287347,3.7583587594934413,3.744800464527027,0.003239409526189168,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,0.82,0.18,0.0,True
