count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB,selector,seed,aggregate_gate_pass
227,2.828050352928397,2.6988672756413528,3.5563686234610423,3.363205122947693,1.939444133213588,0.0017479933831135081,0.986784140969163,0.9618709347551735,0.986784140969163,3,7.929515418502203,0.03812906524482645,nested_utility,3407,True
0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0,0.0,,nested_utility,3411,False
111,2.845369287439295,2.6653029854233203,3.704838646782769,3.5494142991525153,2.05818854437934,0.0016860059789709143,0.9819819819819819,0.9366731979162645,0.9819819819819819,2,10.81081081081081,0.06332680208373541,nested_utility,2026,True
338,2.833737932013337,2.729097475808048,3.6667223430815197,3.5276669184366862,1.9561878840128581,0.001727636572877331,0.985207100591716,0.965843397695698,0.985207100591716,5,8.875739644970414,0.03415660230430197,nested_utility,overall,True
