variant,epoch,steps,loss_mean,smooth_l1_mean,ordinal_loss_mean,pair_loss_mean,ldhn_positive_loss_mean,tail_loss_mean,elapsed_sec,target_mode,core_only,ldhn_protection
f4_global_strat_control,1,300,0.972319040298462,0.028376511577516795,4.393746870358785,0.10642888835941752,0.04283697340016564,0.005168603025813354,29.755952835083008,global,False,True
f4_global_strat_control,2,300,0.905398775935173,0.025906247509022554,4.098179500102997,0.08794704729070266,0.04082222474738956,0.005370044936134946,28.74905776977539,global,False,True
f4_global_strat_control,3,300,0.8948028196891149,0.02539979091535012,4.051360057195027,0.0869581504104038,0.041432416231061024,0.004902579071349464,28.71344017982483,global,False,True
f4_global_strat_control,4,300,0.8931761721769969,0.025588967142005762,4.05125005086263,0.08603571477656563,0.03972625692995886,0.00488147114025196,28.853219747543335,global,False,True
f4_global_strat_control,5,300,0.8878199736277262,0.0252623444609344,4.023631420135498,0.08966700987890362,0.04088856204102437,0.004206567407551726,28.680952072143555,global,False,True
f4_global_strat_control,6,300,0.8841031006971996,0.025152989483127993,4.0137499332427975,0.08663759370955328,0.04014299226614336,0.004132945776703612,28.780731439590454,global,False,True
f4_excess_strat_ldhn,1,300,0.9723081545035044,0.040331451060871285,4.370366401672364,0.1184767059609294,0.04521140042071541,0.0024459051788271445,29.416362047195435,excess,True,True
f4_excess_strat_ldhn,2,300,0.9148617794116338,0.03608905186255773,4.1199601491292315,0.10259992447992165,0.04110419534146786,0.0035426417367125395,29.327534437179565,excess,True,True
f4_excess_strat_ldhn,3,300,0.8931335244576136,0.034623734485358,4.0159250275293985,0.09958179056333999,0.04007952429975072,0.004154848406518189,29.286925077438354,excess,True,True
f4_excess_strat_ldhn,4,300,0.8907260600725809,0.03417858855798841,4.00841357866923,0.09891385826592644,0.04008945460741719,0.003959085490884415,29.272123098373413,excess,True,True
f4_excess_strat_ldhn,5,300,0.8850109759966532,0.033916666125878694,3.983184678554535,0.1004179392879208,0.039653892529507476,0.0037008703686782006,29.282965183258057,excess,True,True
f4_excess_strat_ldhn,6,300,0.882830126285553,0.033551752623170616,3.982167278130849,0.09389236982290944,0.03849366366242369,0.004136080084135756,29.31448769569397,excess,True,True
