variant,target_contract,name,threshold,hard_negative_pixels,ldhn_pixels,false_tail_rate,ldhn_recall,pred_high_coverage
f4_global_strat_control,global_target,1765_0.51_1.47.png,0.5132026076316833,331,1271,0.0,0.01809598741148702,0.093017578125
f4_global_strat_control,global_target,1773_0.58_1.45.png,0.5132026076316833,1282,161,0.0015600624024961,0.043478260869565216,0.143798828125
f4_global_strat_control,global_target,1784_0.94_1.15.png,0.5132026076316833,809,15,0.0,0.06666666666666667,0.429931640625
f4_global_strat_control,global_target,1795_0.99_1.84.png,0.5132026076316833,3,1,0.0,1.0,0.572021484375
f4_global_strat_control,global_target,1796_0.93_0.58.png,0.5132026076316833,114,9,0.008771929824561403,0.0,0.021240234375
f4_global_strat_control,global_target,17_0.55_1.91.png,0.5132026076316833,32,706,0.0,0.025495750708215296,0.501708984375
f4_global_strat_control,global_target,1801_0.99_0.78.png,0.5132026076316833,1741,152,0.0017231476163124641,0.0,0.079833984375
f4_global_strat_control,global_target,1803_0.99_1.79.png,0.5132026076316833,902,17,0.004434589800443459,0.0,0.259765625
f4_global_strat_control,global_target,1814_0.55_0.54.png,0.5132026076316833,2974,40,0.0,0.2,0.003662109375
f4_global_strat_control,global_target,1817_0.81_2.0.png,0.5132026076316833,15,250,0.0,0.008,0.57421875
f4_global_strat_control,global_target,1822_0.51_1.51.png,0.5132026076316833,777,128,0.001287001287001287,0.1171875,0.141845703125
f4_global_strat_control,global_target,1835_0.61_1.23.png,0.5132026076316833,1130,649,0.004424778761061947,0.06471494607087827,0.238037109375
f4_global_strat_control,global_target,183_0.77_0.99.png,0.5132026076316833,236,602,0.00847457627118644,0.2707641196013289,0.430908203125
f4_global_strat_control,global_target,1841_0.64_1.79.png,0.5132026076316833,678,187,0.0014749262536873156,0.1657754010695187,0.196044921875
f4_global_strat_control,global_target,1844_0.91_1.28.png,0.5132026076316833,1040,106,0.0,0.12264150943396226,0.199462890625
f4_global_strat_control,global_target,1851_0.7_1.14.png,0.5132026076316833,791,41,0.0012642225031605564,0.07317073170731707,0.181396484375
f4_global_strat_control,global_target,1854_0.94_1.49.png,0.5132026076316833,270,28,0.007407407407407408,0.39285714285714285,0.133056640625
f4_global_strat_control,global_target,1859_0.73_1.32.png,0.5132026076316833,36,13,0.0,0.38461538461538464,0.3974609375
f4_global_strat_control,global_target,1860_0.77_1.07.png,0.5132026076316833,80,17,0.0,0.5294117647058824,0.236572265625
f4_global_strat_control,global_target,1862_0.82_1.52.png,0.5132026076316833,290,140,0.0034482758620689655,0.02857142857142857,0.381591796875
f4_global_strat_control,global_target,1867_0.67_1.54.png,0.5132026076316833,530,1655,0.0018867924528301887,0.016314199395770394,0.07275390625
f4_global_strat_control,global_target,1875_0.95_0.91.png,0.5132026076316833,657,126,0.0,0.0,0.106201171875
f4_global_strat_control,global_target,1876_0.97_1.69.png,0.5132026076316833,482,88,0.0,0.022727272727272728,0.399658203125
f4_global_strat_control,global_target,1884_0.78_0.61.png,0.5132026076316833,2118,126,0.00047214353163361664,0.0,0.003662109375
f4_global_strat_control,global_target,1885_0.54_0.83.png,0.5132026076316833,2805,95,0.00035650623885918,0.08421052631578947,0.025390625
f4_global_strat_control,global_target,1892_0.85_0.58.png,0.5132026076316833,2266,516,0.0,0.015503875968992248,0.0078125
f4_global_strat_control,global_target,1895_0.9_1.62.png,0.5132026076316833,235,1011,0.00851063829787234,0.012858555885262116,0.16552734375
f4_global_strat_control,global_target,1898_0.84_0.98.png,0.5132026076316833,1711,101,0.0011689070718877848,0.009900990099009901,0.109375
f4_global_strat_control,global_target,1911_0.96_1.13.png,0.5132026076316833,328,543,0.009146341463414634,0.022099447513812154,0.40380859375
f4_global_strat_control,global_target,1912_1.0_0.84.png,0.5132026076316833,501,559,0.027944111776447105,0.023255813953488372,0.310302734375
f4_global_strat_control,global_target,1914_0.81_0.98.png,0.5132026076316833,2668,249,0.0,0.08032128514056225,0.082275390625
f4_global_strat_control,global_target,1917_0.96_1.37.png,0.5132026076316833,120,16,0.0,0.375,0.529541015625
f4_global_strat_control,global_target,1919_0.59_0.94.png,0.5132026076316833,1237,17,0.0,0.0,0.019287109375
f4_global_strat_control,global_target,1920_0.99_1.69.png,0.5132026076316833,104,15,0.11538461538461539,0.4666666666666667,0.653564453125
f4_global_strat_control,global_target,1923_0.81_1.81.png,0.5132026076316833,402,159,0.03233830845771144,0.10062893081761007,0.417724609375
f4_global_strat_control,global_target,1936_0.52_1.67.png,0.5132026076316833,186,77,0.0913978494623656,0.14285714285714285,0.255859375
f4_global_strat_control,global_target,1937_0.79_0.84.png,0.5132026076316833,208,95,0.0,0.021052631578947368,0.21435546875
f4_global_strat_control,global_target,1939_0.93_1.32.png,0.5132026076316833,123,78,0.016260162601626018,0.0641025641025641,0.718505859375
f4_global_strat_control,global_target,1942_0.89_0.67.png,0.5132026076316833,2157,150,0.0013908205841446453,0.006666666666666667,0.061279296875
f4_global_strat_control,global_target,1952_0.78_0.75.png,0.5132026076316833,248,166,0.0,0.0,0.30810546875
f4_global_strat_control,global_target,1956_0.99_1.4.png,0.5132026076316833,572,114,0.0017482517482517483,0.08771929824561403,0.330322265625
f4_global_strat_control,global_target,1966_0.52_1.48.png,0.5132026076316833,453,302,0.006622516556291391,0.19536423841059603,0.41845703125
f4_global_strat_control,global_target,196_0.8_0.88.png,0.5132026076316833,19,794,0.10526315789473684,0.1561712846347607,0.279541015625
f4_global_strat_control,global_target,1979_0.6_0.93.png,0.5132026076316833,1289,341,0.0007757951900698216,0.002932551319648094,0.05224609375
f4_global_strat_control,global_target,1982_0.99_1.89.png,0.5132026076316833,203,110,0.024630541871921183,0.3,0.8330078125
f4_global_strat_control,global_target,1985_0.57_1.93.png,0.5132026076316833,619,980,0.0032310177705977385,0.05408163265306123,0.26904296875
f4_global_strat_control,global_target,1988_0.94_1.22.png,0.5132026076316833,399,148,0.012531328320802004,0.02027027027027027,0.503662109375
f4_global_strat_control,global_target,2000_0.86_0.62.png,0.5132026076316833,1050,168,0.004761904761904762,0.03571428571428571,0.08056640625
f4_global_strat_control,global_target,2003_0.64_1.33.png,0.5132026076316833,2007,167,0.0,0.005988023952095809,0.097412109375
f4_global_strat_control,global_target,2007_0.61_1.26.png,0.5132026076316833,159,298,0.012578616352201259,0.06711409395973154,0.235595703125
f4_global_strat_control,global_target,2013_1.0_1.78.png,0.5132026076316833,329,372,0.0060790273556231,0.010752688172043012,0.369140625
f4_global_strat_control,global_target,2024_0.99_1.36.png,0.5132026076316833,353,57,0.0028328611898017,0.10526315789473684,0.366943359375
f4_global_strat_control,global_target,2026_0.99_1.41.png,0.5132026076316833,153,71,0.05228758169934641,0.08450704225352113,0.60009765625
f4_global_strat_control,global_target,2027_0.69_0.59.png,0.5132026076316833,739,341,0.0,0.0,0.018310546875
f4_global_strat_control,global_target,2028_0.98_1.27.png,0.5132026076316833,213,68,0.023474178403755867,0.11764705882352941,0.549072265625
f4_global_strat_control,global_target,2033_0.61_0.56.png,0.5132026076316833,3104,93,0.0035438144329896907,0.053763440860215055,0.012939453125
f4_global_strat_control,global_target,2043_0.97_0.54.png,0.5132026076316833,894,73,0.0011185682326621924,0.2054794520547945,0.253662109375
