operator_label,row_count,zero_energy_abstain_count,active_count,beneficial_active_count,harmful_active_count,numerical_gray_active_count,abstain_count,energy_auc_beneficial_vs_all_nonbeneficial,energy_auc_beneficial_vs_harmful_only,pearson_energy_G1_active,pearson_energy_abs_G1_active,max_active_energy,max_energy_active_count,max_energy_harmful_rate,max_energy_beneficial_rate,image_count
D_ref,20000,5849,14151,9177,4974,0,5849,0.8024034865111511,0.5700468304202229,0.22634433126969097,0.4856149784722629,2.189333099522628e-05,3032,0.25725593667546176,0.7427440633245382,32
D_rep,20000,5849,14151,9173,4978,0,5849,0.8046335522072757,0.5750838629465999,0.23435806767175796,0.4871760832302418,2.189333099522628e-05,3135,0.24593301435406698,0.754066985645933,32
