low_size,K,index,name,anchor_psnr,router_output_psnr,oracle_psnr,router_output_gain,oracle_gain,coeff_mse,coeff_mae,lowspace_weighted_field_l1,lowspace_field_corr,full_field_corr,P_benefit,proxy_score,M_safe_mean,target_abs_mean,pred_abs_mean
32,4,0,1000_0.74_1.6.png,36.89458465576172,37.99026870727539,38.789039611816406,1.0956840515136719,1.8944549560546875,9.780190546315737e-12,2.4456530809402466e-06,0.006293827728832683,0.44866007566452026,0.4761481285095215,1.0,0.9999957084655762,0.2134159654378891,0.011313256807625294,0.01017305813729763
32,8,0,1000_0.74_1.6.png,36.89458465576172,38.2030029296875,38.789039611816406,1.3084182739257812,1.8944549560546875,5.56857034442193e-12,1.5820842236280441e-06,0.00513217334465594,0.6798291802406311,0.6969987750053406,1.0,0.9999957084655762,0.2134159654378891,0.011313256807625294,0.009952551685273647
32,4,1,1001_0.89_1.66.png,35.02743911743164,36.002017974853516,36.463478088378906,0.974578857421875,1.4360389709472656,3.222067057606637e-11,4.567205905914307e-06,0.007465451544717324,0.6755752563476562,0.6645052433013916,1.0,0.9999926090240479,0.15698379278182983,0.013404681347310543,0.012334500439465046
32,8,1,1001_0.89_1.66.png,35.02743911743164,36.34025192260742,36.463478088378906,1.3128128051757812,1.4360389709472656,1.0259681992863534e-10,8.44290480017662e-06,0.003500782390819876,0.9341003894805908,0.9226641058921814,1.0,0.9999926090240479,0.15698379278182983,0.013404681347310543,0.013684169389307499
32,4,2,1002_0.73_1.47.png,33.70071029663086,33.98438262939453,34.3560905456543,0.2836723327636719,0.6553802490234375,1.6566481519930676e-09,3.579817712306976e-05,0.010554696460110688,0.7082118391990662,0.7128445506095886,1.0,0.9999188184738159,0.08550451695919037,0.014679329469799995,0.00928968284279108
32,8,2,1002_0.73_1.47.png,33.70071029663086,34.21342849731445,34.3560905456543,0.5127182006835938,0.6553802490234375,1.140883942873927e-09,2.854038029909134e-05,0.005705342790240421,0.9127106070518494,0.9169746041297913,1.0,0.9999188184738159,0.08550451695919037,0.014679329469799995,0.013094301335513592
32,4,3,1003_0.9_1.06.png,38.71543502807617,39.067665100097656,39.21985626220703,0.3522300720214844,0.5044212341308594,3.3031128943150634e-09,4.814937710762024e-05,0.005558086214560611,0.5897136330604553,0.5789337754249573,1.0,0.9999078512191772,0.05866250395774841,0.009056659415364265,0.008698545396327972
32,8,3,1003_0.9_1.06.png,38.71543502807617,39.159671783447266,39.21985626220703,0.44423675537109375,0.5044212341308594,2.8890168035644592e-09,4.407018423080444e-05,0.0038158958206897086,0.8308120369911194,0.8161018490791321,1.0,0.9999078512191772,0.05866250395774841,0.009056659415364265,0.008908489719033241
32,4,4,1004_0.91_1.17.png,37.05818557739258,37.537742614746094,37.72386169433594,0.4795570373535156,0.6656761169433594,1.019151341097313e-08,8.743628859519958e-05,0.006144769408329081,0.5807619690895081,0.5738048553466797,1.0,0.9999440908432007,0.07627230137586594,0.01114090345799923,0.010771023109555244
32,8,4,1004_0.91_1.17.png,37.05818557739258,37.661216735839844,37.72386169433594,0.6030311584472656,0.6656761169433594,8.537469398106623e-09,7.674098014831543e-05,0.0036738038395348325,0.8627294898033142,0.8526347875595093,1.0,0.9999440908432007,0.07627230137586594,0.01114090345799923,0.01099702250212431
32,4,5,1005_0.74_1.81.png,38.33662796020508,38.654945373535156,39.121376037597656,0.3183174133300781,0.7847480773925781,2.1673132732935585e-10,1.4279037714004517e-05,0.006035697159242926,0.6348232626914978,0.6143406629562378,1.0,0.9999839067459106,0.11804071068763733,0.007624668534845114,0.005354344844818115
