low_size,K,index,name,anchor_psnr,output_psnr,oracle_psnr,output_gain,oracle_gain,corr,P_benefit,proxy_score,M_safe_mean,target_abs_mean,projection_abs_mean,residual_abs_mean,projection_weighted_l1,group
32,4,18,1017_0.91_1.44.png,33.59113311767578,33.88363265991211,34.21234130859375,0.2924995422363281,0.6212081909179688,0.6675808429718018,1.0,0.9995864033699036,0.09871816635131836,0.011212984099984169,0.006606605835258961,0.008997529745101929,0.00895714428389031,open_hard
32,4,19,1018_0.88_0.54.png,38.61735534667969,38.61735534667969,38.61735534667969,0.0,0.0,,0.0,0.0519559346139431,0.004500661976635456,0.007016218267381191,0.005078671500086784,0.00921010784804821,0.0,middle
32,4,20,1019_0.82_1.87.png,32.75981140136719,33.071529388427734,33.519691467285156,0.3117179870605469,0.7598800659179688,0.6597358584403992,1.0,0.9994409680366516,0.11797859519720078,0.013951051980257034,0.007975585758686066,0.010242464952170849,0.010184873503246487,open_hard
32,4,21,101_0.78_1.87.png,31.293811798095703,33.65883255004883,33.87527847290039,2.365020751953125,2.5814666748046875,0.9706747531890869,1.0,0.9999998807907104,0.3091174364089966,0.019500868394970894,0.01883377507328987,0.003945481963455677,0.003908312938529312,open_hard
32,4,22,1020_0.5_0.98.png,41.363670349121094,41.363670349121094,41.363670349121094,0.0,0.0,,0.0,0.00888428557664156,0.004220263101160526,0.00665947375819087,0.005078671500086784,0.00562951248139143,0.0,closed_easy
32,4,23,1021_0.73_0.84.png,38.96540451049805,38.96540451049805,38.96540451049805,0.0,0.0,,0.0,0.9809446334838867,0.014000875875353813,0.005958791356533766,0.005078671500086784,0.008831697516143322,0.0,middle
32,4,24,1022_0.66_1.05.png,40.1223030090332,40.191158294677734,40.285011291503906,0.06885528564453125,0.16270828247070312,0.6478287577629089,1.0,0.9939929842948914,0.02091854251921177,0.005909023806452751,0.004132401663810015,0.005327895749360323,0.0052905843562978064,open_easy
32,4,25,1023_0.5_1.87.png,37.44718933105469,37.64544677734375,37.90703582763672,0.1982574462890625,0.45984649658203125,0.6489600539207458,1.0,0.9996567964553833,0.0583980455994606,0.008995349518954754,0.006191716063767672,0.006915233097970486,0.00686869495634133,middle
32,4,26,1024_0.69_1.66.png,35.45882034301758,35.64653015136719,36.03076171875,0.18770980834960938,0.5719413757324219,0.6118817329406738,1.0,0.9999728202819824,0.08301740139722824,0.009800033643841743,0.005191314034163952,0.008586368523538113,0.008530808586518146,middle
32,4,27,1025_0.95_1.79.png,34.556087493896484,36.431549072265625,36.82017517089844,1.8754615783691406,2.264087677001953,0.9451228976249695,1.0,0.9999998807907104,0.28326040506362915,0.01305338367819786,0.011934845708310604,0.004242710769176483,0.004229148526177294,middle
32,4,28,1026_0.77_0.89.png,35.73930740356445,36.148162841796875,36.20172882080078,0.4088554382324219,0.4624214172363281,0.8447785973548889,1.0,0.9998424053192139,0.054025571793317795,0.013351695612072945,0.011983497999608517,0.005244044121354818,0.005226776037208094,middle
32,4,29,1027_0.57_1.77.png,33.44512176513672,34.24653244018555,34.482154846191406,0.8014106750488281,1.0370330810546875,0.8809744119644165,1.0,0.9999932050704956,0.1344485878944397,0.014729207381606102,0.013293762691318989,0.006717633921653032,0.006713950060044646,open_hard
32,4,30,1028_0.97_1.41.png,36.600486755371094,38.088287353515625,38.38471603393555,1.4878005981445312,1.7842292785644531,0.9262133836746216,1.0,0.9999997615814209,0.22275389730930328,0.0100977448746562,0.009443175978958607,0.0038451196160167456,0.003842144230417945,middle
32,4,31,1029_0.71_0.56.png,44.27614212036133,44.27614212036133,44.27614212036133,0.0,0.0,,0.0,0.0011881550308316946,0.0009659481002017856,0.003963490482419729,0.005078671500086784,0.006346546579152346,0.0,closed_easy
32,4,32,102_0.94_1.18.png,32.1729736328125,33.40045166015625,33.55607604980469,1.22747802734375,1.3831024169921875,0.9543238878250122,1.0,0.9999966621398926,0.17329809069633484,0.016690928488969803,0.01623830944299698,0.0046330951154232025,0.004614131390564958,open_hard
32,4,33,1030_0.75_1.69.png,38.17890548706055,38.5388069152832,40.177154541015625,0.35990142822265625,1.9982490539550781,0.4709759056568146,1.0,0.9999988079071045,0.23671729862689972,0.00891728326678276,0.004222292453050613,0.007724369410425425,0.0075567851861314895,middle
32,4,34,1031_0.76_0.7.png,42.86333465576172,42.86333465576172,42.86333465576172,0.0,0.0,,0.0,0.2740135192871094,0.004972994793206453,0.004733925219625235,0.005078671500086784,0.006937026046216488,0.0,closed_easy
32,4,35,1032_0.6_0.6.png,43.08393096923828,43.08393096923828,43.08393096923828,0.0,0.0,,0.0,0.0007467456161975861,0.000657223048619926,0.0046089948154985905,0.005078671500086784,0.006666632369160652,0.0,closed_easy
32,4,36,1033_0.52_1.2.png,34.247314453125,34.54666519165039,34.57925033569336,0.2993507385253906,0.3319358825683594,0.8780534863471985,1.0,0.9960118532180786,0.03913646191358566,0.016388144344091415,0.016042085364460945,0.004088420420885086,0.004080630514753472,middle
32,4,37,1034_0.55_0.77.png,37.833160400390625,37.833160400390625,37.833160400390625,0.0,0.0,,0.0,0.014910375699400902,0.0036144957412034273,0.010817000642418861,0.005078671500086784,0.009820133447647095,0.0,middle
32,4,38,1035_0.76_1.14.png,33.781837463378906,34.54993438720703,34.6605339050293,0.768096923828125,0.8786964416503906,0.8951653242111206,1.0,0.9992259740829468,0.10891582071781158,0.015132292173802853,0.015164744108915329,0.004986125975847244,0.004976988680006001,middle
32,4,39,1036_0.69_1.69.png,30.831130981445312,32.715763092041016,32.848297119140625,1.8846321105957031,2.0171661376953125,0.9286363124847412,1.0,0.9999933242797852,0.24977850914001465,0.02163066156208515,0.02116335742175579,0.004407054744660854,0.004424266201299954,open_hard
32,4,40,1037_0.89_0.54.png,35.93236541748047,35.93236541748047,35.93236541748047,0.0,0.0,,0.0,0.00041162516572512686,0.0010899457847699523,0.010262270458042622,0.005078671500086784,0.013268665410578251,0.0,middle
32,4,41,1038_0.87_1.29.png,32.43042755126953,32.689327239990234,32.731075286865234,0.2588996887207031,0.3006477355957031,0.9331504702568054,1.0,0.999871015548706,0.05793972685933113,0.010854091495275497,0.009502032771706581,0.00417251605540514,0.004180985673316516,open_hard
32,4,42,1039_0.79_1.79.png,32.14054870605469,33.07976531982422,33.23094177246094,0.9392166137695312,1.09039306640625,0.9297624230384827,1.0,0.9999996423721313,0.19693250954151154,0.012446753680706024,0.010223744437098503,0.004640439059585333,0.004631277276876945,open_hard
32,4,43,103_0.75_1.59.png,31.222423553466797,33.034202575683594,33.22276306152344,1.8117790222167969,2.0003395080566406,0.9625299572944641,1.0,0.9999994039535522,0.2416963279247284,0.020612580701708794,0.019548950716853142,0.004728729370981455,0.004695786924814732,open_hard
32,4,44,1040_0.78_2.0.png,31.548690795898438,32.71095275878906,32.94765090942383,1.162261962890625,1.3989601135253906,0.9129369258880615,1.0,1.0,0.2587778866291046,0.013158150017261505,0.01062424574047327,0.005455792415887117,0.005430794942630858,open_hard
32,4,45,1041_0.64_0.82.png,36.15682601928711,36.28912353515625,36.3502082824707,0.13229751586914062,0.19338226318359375,0.8003430366516113,1.0,0.9973652958869934,0.023144951090216637,0.013046006672084332,0.01041681133210659,0.006546340882778168,0.006513277855991708,middle
32,4,46,1042_0.91_0.56.png,42.41590118408203,42.41590118408203,42.41590118408203,0.0,0.0,,0.0,0.9889538288116455,0.012925146147608757,0.005180569365620613,0.005078671500086784,0.005559834651648998,0.0,closed_easy
32,4,47,1043_0.68_1.87.png,34.00482940673828,35.63686752319336,36.408843994140625,1.6320381164550781,2.4040145874023438,0.7552090883255005,1.0,1.0,0.2695181667804718,0.015865065157413483,0.013546525500714779,0.006973661947995424,0.006938021413386083,middle
32,4,48,1044_0.69_0.99.png,38.07298278808594,38.38800811767578,38.543907165527344,0.31502532958984375,0.47092437744140625,0.7964571118354797,1.0,0.9997280240058899,0.05774175748229027,0.009981772862374783,0.008178402669727802,0.005115347448736429,0.005094039786574452,middle
32,4,49,1045_0.58_1.58.png,32.2657356262207,32.859214782714844,32.9806022644043,0.5934791564941406,0.7148666381835938,0.9193608164787292,1.0,0.9996365308761597,0.0954236090183258,0.017691828310489655,0.016299858689308167,0.006362186279147863,0.006340305871451253,open_hard
32,4,50,1046_0.91_1.69.png,31.8325252532959,33.79914093017578,34.09466552734375,1.9666156768798828,2.2621402740478516,0.9581313729286194,1.0,1.0,0.3070627748966217,0.01746671088039875,0.016647495329380035,0.004582708701491356,0.00458313540718198,open_hard
32,4,51,1047_0.89_1.57.png,31.737903594970703,33.64997100830078,33.84706497192383,1.9120674133300781,2.109161376953125,0.9736166000366211,1.0,0.9999994039535522,0.2774014174938202,0.01853012852370739,0.0180205088108778,0.003732967423275113,0.0037569103237126036,open_hard
32,4,52,1048_0.73_0.95.png,33.066707611083984,33.32095718383789,33.364253997802734,0.25424957275390625,0.29754638671875,0.9283217191696167,1.0,0.9961419701576233,0.03854283690452576,0.016804374754428864,0.015561528503894806,0.005537198856472969,0.005519379102229578,open_hard
32,4,53,1049_0.97_1.09.png,38.18389892578125,38.22780227661133,38.7012939453125,0.043903350830078125,0.51739501953125,0.21587403118610382,1.0,0.9999014139175415,0.07555948942899704,0.00734897144138813,0.0039509376510977745,0.007681602146476507,0.007660023829397668,middle
32,4,54,104_0.88_1.76.png,31.492273330688477,33.832923889160156,34.02973937988281,2.3406505584716797,2.537466049194336,0.9746683239936829,1.0,1.0,0.31226709485054016,0.01773214526474476,0.017329512163996696,0.0035457066260278225,0.0035586671302934637,open_hard
32,4,55,1050_0.61_1.24.png,40.2548942565918,40.2548942565918,40.2548942565918,0.0,0.0,,0.0,0.9553096294403076,0.0178068820387125,0.006537599954754114,0.005078671500086784,0.005465060472488403,0.0,closed_easy
32,4,56,1051_0.69_0.54.png,42.75495529174805,42.75495529174805,42.75495529174805,0.0,0.0,,0.0,0.0001699386484688148,0.0009867633925750852,0.005099864676594734,0.005078671500086784,0.0055021801963448524,0.0,closed_easy
32,4,57,1052_0.73_1.22.png,38.54981994628906,38.63998031616211,38.86813735961914,0.09016036987304688,0.3183174133300781,0.3624694049358368,1.0,0.9954479336738586,0.04511784389615059,0.007994034327566624,0.005388753022998571,0.0066573284566402435,0.006621500789535723,middle
32,4,58,1053_0.54_1.81.png,37.235843658447266,37.235843658447266,37.235843658447266,0.0,0.0,,0.0,0.006072239018976688,0.0037356046959757805,0.011491314508020878,0.005078671500086784,0.009409135207533836,0.0,middle
32,4,59,1054_0.86_1.22.png,38.03886413574219,38.03886413574219,38.03886413574219,0.0,0.0,,0.0,0.02374306321144104,0.00424526073038578,0.009134061634540558,0.005078671500086784,0.008945408277213573,0.0,middle
32,4,60,1055_0.8_1.95.png,34.79117965698242,35.08879852294922,35.201942443847656,0.2976188659667969,0.4107627868652344,0.23595649003982544,1.0,0.9977745413780212,0.051352281123399734,0.01491088792681694,0.014303208328783512,0.006796660833060741,0.0068017387638508574,middle
32,4,61,1056_0.85_1.39.png,37.5057373046875,37.5057373046875,37.5057373046875,0.0,0.0,,0.0,0.6054373383522034,0.00969712808728218,0.010154451243579388,0.005078671500086784,0.0094832181930542,0.0,middle
32,4,62,1057_0.96_1.31.png,39.974578857421875,40.06910705566406,41.028770446777344,0.0945281982421875,1.0541915893554688,0.2088889330625534,1.0,0.9998762607574463,0.1377866119146347,0.006083630491048098,0.00395462941378355,0.006867211777716875,0.006931149693436149,open_easy
32,4,63,1058_0.6_1.0.png,42.02906036376953,42.02906036376953,42.02906036376953,0.0,0.0,,0.0,0.2300838828086853,0.012448105961084366,0.0049102469347417355,0.005078671500086784,0.004928886890411377,0.0,closed_easy
32,8,0,1000_0.74_1.6.png,36.89458465576172,38.20301055908203,38.789039611816406,1.3084259033203125,1.8944549560546875,0.696998655796051,1.0,0.9999957084655762,0.2134159654378891,0.011313256807625294,0.00995261687785387,0.005040586460381746,0.005076650713613716,middle
32,8,1,1001_0.89_1.66.png,35.02743911743164,36.340267181396484,36.463478088378906,1.3128280639648438,1.4360389709472656,0.9226639866828918,1.0,0.9999926090240479,0.15698379278182983,0.013404681347310543,0.013684281148016453,0.0036959752906113863,0.003680261760264425,middle
32,8,2,1002_0.73_1.47.png,33.70071029663086,34.213470458984375,34.3560905456543,0.5127601623535156,0.6553802490234375,0.9169712066650391,1.0,0.9999188184738159,0.08550451695919037,0.014679329469799995,0.013095159083604813,0.005626706872135401,0.005605687585337639,open_hard
32,8,3,1003_0.9_1.06.png,38.71543502807617,39.1596565246582,39.21985626220703,0.44422149658203125,0.5044212341308594,0.8160909414291382,1.0,0.9999078512191772,0.05866250395774841,0.009056659415364265,0.008907836861908436,0.0038522633258253336,0.003840876952170987,middle
32,8,4,1004_0.91_1.17.png,37.05818557739258,37.661285400390625,37.72386169433594,0.6030998229980469,0.6656761169433594,0.8526520729064941,1.0,0.9999440908432007,0.07627230137586594,0.01114090345799923,0.010998762212693691,0.003701436333358288,0.0036821180729679033,middle
32,8,5,1005_0.74_1.81.png,38.33662796020508,38.84553146362305,39.121376037597656,0.5089035034179688,0.7847480773925781,0.8167867064476013,1.0,0.9999839067459106,0.11804071068763733,0.007624668534845114,0.006590471602976322,0.004471056163311005,0.004464230160176857,middle
32,8,6,1006_0.89_1.55.png,37.09894561767578,37.918373107910156,38.48366165161133,0.819427490234375,1.3847160339355469,0.8194369673728943,1.0,0.9999990463256836,0.1934923231601715,0.008587831631302834,0.006993131246417761,0.005232572555541992,0.0052263681563268355,middle
32,8,7,1007_0.68_1.25.png,38.79450607299805,38.904293060302734,38.94744873046875,0.1097869873046875,0.15294265747070312,0.782068133354187,1.0,0.9970719814300537,0.02106962539255619,0.007698973640799522,0.0067110490053892136,0.004429759923368692,0.0044459643873930674,middle
32,8,8,1008_0.52_1.98.png,39.02428436279297,39.06093215942383,39.0996208190918,0.036647796630859375,0.07533645629882812,0.6557239294052124,1.0,0.997860848903656,0.01296052522957325,0.00647794408723712,0.004825114272534847,0.004922711290419102,0.004933435758732084,middle
32,8,9,1009_0.84_0.56.png,44.44461441040039,44.44461441040039,44.44461441040039,0.0,0.0,,0.0,8.601648005424067e-05,4.93106635985896e-05,0.004470694810152054,0.005078671500086784,0.00782853178679943,0.0,closed_easy
32,8,10,100_0.65_1.43.png,36.16236114501953,36.79026794433594,37.09977722167969,0.6279067993164062,0.9374160766601562,0.8334493041038513,1.0,0.9997609257698059,0.11936704814434052,0.0106405820697546,0.00939574558287859,0.005356699228286743,0.005340192246648174,middle
32,8,11,1010_0.91_1.13.png,39.185401916503906,39.2408561706543,39.29069900512695,0.055454254150390625,0.10529708862304688,0.3926418125629425,1.0,0.9999287128448486,0.01370201725512743,0.007629727479070425,0.0073549458757042885,0.006394547410309315,0.006297818913896008,middle
32,8,12,1011_0.79_0.66.png,43.748023986816406,43.748023986816406,43.748023986816406,0.0,0.0,,0.0,0.0007819355232641101,9.821240382734686e-05,0.005071797873824835,0.005078671500086784,0.008508727885782719,0.0,closed_easy
32,8,13,1012_0.85_1.28.png,38.438724517822266,38.52849578857422,38.60681915283203,0.08977127075195312,0.16809463500976562,0.44842082262039185,1.0,0.999962568283081,0.02146560698747635,0.008506431244313717,0.007828665897250175,0.006786171346902847,0.006687727027161512,middle
32,8,14,1013_0.63_1.83.png,39.83412170410156,40.48930740356445,40.726287841796875,0.6551856994628906,0.8921661376953125,0.9039145112037659,1.0,0.9999841451644897,0.11482831835746765,0.006926377769559622,0.005930673331022263,0.0031226216815412045,0.003130179909552757,open_easy
32,8,15,1014_0.74_1.61.png,40.047698974609375,40.71629333496094,40.91287612915039,0.6685943603515625,0.8651771545410156,0.9155418872833252,1.0,0.9999018907546997,0.11008141934871674,0.00640513701364398,0.005412852857261896,0.002800907474011183,0.0028106161247981325,open_easy
32,8,16,1015_0.7_1.92.png,39.555458068847656,40.50432205200195,40.884544372558594,0.9488639831542969,1.3290863037109375,0.9015973210334778,1.0,0.999993085861206,0.16993017494678497,0.00713506992906332,0.0058498140424489975,0.003259283257648349,0.0032624596104500643,open_easy
32,8,17,1016_0.8_1.72.png,39.64141082763672,40.561710357666016,40.935420989990234,0.9202995300292969,1.2940101623535156,0.8917420506477356,1.0,0.9999897480010986,0.16453078389167786,0.006814457476139069,0.005654586013406515,0.00331139680929482,0.003312976977445925,open_easy
32,8,18,1017_0.91_1.44.png,33.59113311767578,34.156368255615234,34.21234130859375,0.5652351379394531,0.6212081909179688,0.9330686330795288,1.0,0.9995864033699036,0.09871816635131836,0.011212984099984169,0.010086885653436184,0.004342705011367798,0.004354926753049836,open_hard
32,8,19,1018_0.88_0.54.png,38.61735534667969,38.61735534667969,38.61735534667969,0.0,0.0,,0.0,0.0519559346139431,0.004500661976635456,0.007016218267381191,0.005078671500086784,0.00921010784804821,0.0,middle
32,8,20,1019_0.82_1.87.png,32.75981140136719,33.442378997802734,33.519691467285156,0.6825675964355469,0.7598800659179688,0.9455058574676514,1.0,0.9994409680366516,0.11797859519720078,0.013951051980257034,0.012590036727488041,0.004553796257823706,0.004564048444493802,open_hard
32,8,21,101_0.78_1.87.png,31.293811798095703,33.744319915771484,33.87527847290039,2.4505081176757812,2.5814666748046875,0.9851172566413879,1.0,0.9999998807907104,0.3091174364089966,0.019500868394970894,0.019187141209840775,0.0027586284559220076,0.0027488888317893463,open_hard
32,8,22,1020_0.5_0.98.png,41.363670349121094,41.363670349121094,41.363670349121094,0.0,0.0,,0.0,0.00888428557664156,0.004220263101160526,0.00665947375819087,0.005078671500086784,0.00562951248139143,0.0,closed_easy
32,8,23,1021_0.73_0.84.png,38.96540451049805,38.96540451049805,38.96540451049805,0.0,0.0,,0.0,0.9809446334838867,0.014000875875353813,0.005958791356533766,0.005078671500086784,0.008831697516143322,0.0,middle
32,8,24,1022_0.66_1.05.png,40.1223030090332,40.217926025390625,40.285011291503906,0.09562301635742188,0.16270828247070312,0.8011747598648071,1.0,0.9939929842948914,0.02091854251921177,0.005909023806452751,0.004490743391215801,0.00416411692276597,0.004147949808094471,open_easy
32,8,25,1023_0.5_1.87.png,37.44718933105469,37.737205505371094,37.90703582763672,0.29001617431640625,0.45984649658203125,0.8102866411209106,1.0,0.9996567964553833,0.0583980455994606,0.008995349518954754,0.007375983987003565,0.005442497786134481,0.0054091100976295615,middle
32,8,26,1024_0.69_1.66.png,35.45882034301758,35.759033203125,36.03076171875,0.3002128601074219,0.5719413757324219,0.7721072435379028,1.0,0.9999728202819824,0.08301740139722824,0.009800033643841743,0.006605862639844418,0.006907707080245018,0.006883387021577312,middle
32,8,27,1025_0.95_1.79.png,34.556087493896484,36.60129165649414,36.82017517089844,2.0452041625976562,2.264087677001953,0.9818956851959229,1.0,0.9999998807907104,0.28326040506362915,0.01305338367819786,0.012280882336199284,0.0024370052851736546,0.0024387952589528163,middle
32,8,28,1026_0.77_0.89.png,35.73930740356445,36.155582427978516,36.20172882080078,0.4162750244140625,0.4624214172363281,0.8635162115097046,1.0,0.9998424053192139,0.054025571793317795,0.013351695612072945,0.012445538304746151,0.004430586937814951,0.004417343063373604,middle
32,8,29,1027_0.57_1.77.png,33.44512176513672,34.27403259277344,34.482154846191406,0.8289108276367188,1.0370330810546875,0.8912544846534729,1.0,0.9999932050704956,0.1344485878944397,0.014729207381606102,0.013784627430140972,0.0062935021705925465,0.00629175925062829,open_hard
32,8,30,1028_0.97_1.41.png,36.600486755371094,38.222251892089844,38.38471603393555,1.62176513671875,1.7842292785644531,0.9743025898933411,1.0,0.9999997615814209,0.22275389730930328,0.0100977448746562,0.009610188193619251,0.002258674707263708,0.002273642288424302,middle
32,8,31,1029_0.71_0.56.png,44.27614212036133,44.27614212036133,44.27614212036133,0.0,0.0,,0.0,0.0011881550308316946,0.0009659481002017856,0.003963490482419729,0.005078671500086784,0.006346546579152346,0.0,closed_easy
32,8,32,102_0.94_1.18.png,32.1729736328125,33.43866729736328,33.55607604980469,1.2656936645507812,1.3831024169921875,0.9649633169174194,1.0,0.9999966621398926,0.17329809069633484,0.016690928488969803,0.016107145696878433,0.004013648722320795,0.004020647417077446,open_hard
32,8,33,1030_0.75_1.69.png,38.17890548706055,39.44828414916992,40.177154541015625,1.269378662109375,1.9982490539550781,0.8551517128944397,1.0,0.9999988079071045,0.23671729862689972,0.00891728326678276,0.0075304205529391766,0.00458769965916872,0.00458432689052299,middle
32,8,34,1031_0.76_0.7.png,42.86333465576172,42.86333465576172,42.86333465576172,0.0,0.0,,0.0,0.2740135192871094,0.004972994793206453,0.004733925219625235,0.005078671500086784,0.006937026046216488,0.0,closed_easy
32,8,35,1032_0.6_0.6.png,43.08393096923828,43.08393096923828,43.08393096923828,0.0,0.0,,0.0,0.0007467456161975861,0.000657223048619926,0.0046089948154985905,0.005078671500086784,0.006666632369160652,0.0,closed_easy
32,8,36,1033_0.52_1.2.png,34.247314453125,34.54729080200195,34.57925033569336,0.2999763488769531,0.3319358825683594,0.8877007961273193,1.0,0.9960118532180786,0.03913646191358566,0.016388144344091415,0.01600816287100315,0.003918384201824665,0.003918401471115576,middle
32,8,37,1034_0.55_0.77.png,37.833160400390625,37.833160400390625,37.833160400390625,0.0,0.0,,0.0,0.014910375699400902,0.0036144957412034273,0.010817000642418861,0.005078671500086784,0.009820133447647095,0.0,middle
32,8,38,1035_0.76_1.14.png,33.781837463378906,34.596435546875,34.6605339050293,0.8145980834960938,0.8786964416503906,0.9509340524673462,1.0,0.9992259740829468,0.10891582071781158,0.015132292173802853,0.014849621802568436,0.003347029210999608,0.0033394347015326844,middle
32,8,39,1036_0.69_1.69.png,30.831130981445312,32.75078201293945,32.848297119140625,1.9196510314941406,2.0171661376953125,0.9465816020965576,1.0,0.9999933242797852,0.24977850914001465,0.02163066156208515,0.020999230444431305,0.003922350239008665,0.003925633118683531,open_hard
32,8,40,1037_0.89_0.54.png,35.93236541748047,35.93236541748047,35.93236541748047,0.0,0.0,,0.0,0.00041162516572512686,0.0010899457847699523,0.010262270458042622,0.005078671500086784,0.013268665410578251,0.0,middle
32,8,41,1038_0.87_1.29.png,32.43042755126953,32.705963134765625,32.731075286865234,0.27553558349609375,0.3006477355957031,0.9593632817268372,1.0,0.999871015548706,0.05793972685933113,0.010854091495275497,0.009975160472095013,0.003202499821782112,0.003208154944611272,open_hard
32,8,42,1039_0.79_1.79.png,32.14054870605469,33.15728759765625,33.23094177246094,1.0167388916015625,1.09039306640625,0.9725931882858276,1.0,0.9999996423721313,0.19693250954151154,0.012446753680706024,0.011441463604569435,0.0027991749811917543,0.0028012768534102224,open_hard
32,8,43,103_0.75_1.59.png,31.222423553466797,33.130653381347656,33.22276306152344,1.9082298278808594,2.0003395080566406,0.9847370386123657,1.0,0.9999994039535522,0.2416963279247284,0.020612580701708794,0.02013443224132061,0.0031075531151145697,0.003117204716113134,open_hard
32,8,44,1040_0.78_2.0.png,31.548690795898438,32.83708953857422,32.94765090942383,1.2883987426757812,1.3989601135253906,0.9675218462944031,1.0,1.0,0.2587778866291046,0.013158150017261505,0.0119879599660635,0.003230855567380786,0.0032334986375041085,open_hard
