name,index,anchor_psnr,output_psnr,oracle_psnr,full_oracle_psnr,output_gain,oracle_gain,full_oracle_gain,corr,m_safe_mean,pred_delta_abs_mean,target_abs_mean
1000_0.74_1.6.png,0,36.89458465576172,38.902679443359375,38.789039611816406,38.91822052001953,2.0080947875976562,1.8944549560546875,2.0236358642578125,0.8639321327209473,0.2134159654378891,0.013982871547341347,0.011313256807625294
1001_0.89_1.66.png,1,35.02743911743164,36.60243606567383,36.463478088378906,36.53671646118164,1.5749969482421875,1.4360389709472656,1.50927734375,0.9339203238487244,0.15698379278182983,0.01694733090698719,0.013404681347310543
1002_0.73_1.47.png,2,33.70071029663086,34.375579833984375,34.3560905456543,34.37172317504883,0.6748695373535156,0.6553802490234375,0.6710128784179688,0.972153902053833,0.08550451695919037,0.016882747411727905,0.014679329469799995
1003_0.9_1.06.png,3,38.71543502807617,39.30980682373047,39.21985626220703,39.25113296508789,0.5943717956542969,0.5044212341308594,0.5356979370117188,0.8622581958770752,0.05866250395774841,0.013008715584874153,0.009056659415364265
1004_0.91_1.17.png,4,37.05818557739258,37.76512908935547,37.72386169433594,37.75715255737305,0.7069435119628906,0.6656761169433594,0.6989669799804688,0.870465874671936,0.07627230137586594,0.0137095395475626,0.01114090345799923
1005_0.74_1.81.png,5,38.33662796020508,39.12931442260742,39.121376037597656,39.40576171875,0.7926864624023438,0.7847480773925781,1.0691337585449219,0.8822383880615234,0.11804071068763733,0.010134924203157425,0.007624668534845114
1006_0.89_1.55.png,6,37.09894561767578,38.53340148925781,38.48366165161133,38.87588119506836,1.4344558715820312,1.3847160339355469,1.7769355773925781,0.9224517941474915,0.1934923231601715,0.011530733667314053,0.008587831631302834
1007_0.68_1.25.png,7,38.79450607299805,38.953861236572266,38.94744873046875,38.97782516479492,0.15935516357421875,0.15294265747070312,0.183319091796875,0.8587899804115295,0.02106962539255619,0.010447951033711433,0.007698973640799522
1008_0.52_1.98.png,8,39.02428436279297,39.10770797729492,39.0996208190918,39.135135650634766,0.08342361450195312,0.07533645629882812,0.11085128784179688,0.8854764103889465,0.01296052522957325,0.009777716360986233,0.00647794408723712
1009_0.84_0.56.png,9,44.44461441040039,44.445213317871094,44.444984436035156,44.445037841796875,0.000598907470703125,0.000370025634765625,0.000423431396484375,0.8916064500808716,4.93106635985896e-05,0.009419470094144344,0.004470694810152054
100_0.65_1.43.png,10,36.16236114501953,37.17106628417969,37.09977722167969,37.169612884521484,1.0087051391601562,0.9374160766601562,1.0072517395019531,0.9439561367034912,0.11936704814434052,0.013751017861068249,0.0106405820697546
1010_0.91_1.13.png,11,39.185401916503906,39.30863952636719,39.29069900512695,39.30030059814453,0.12323760986328125,0.10529708862304688,0.114898681640625,0.8823844790458679,0.01370201725512743,0.011315204203128815,0.007629727479070425
1011_0.79_0.66.png,12,43.748023986816406,43.74919891357422,43.74876403808594,43.74885940551758,0.0011749267578125,0.00074005126953125,0.000835418701171875,0.9172767400741577,9.821240382734686e-05,0.0098366504535079,0.005071797873824835
1012_0.85_1.28.png,13,38.438724517822266,38.61994934082031,38.60681915283203,38.620689392089844,0.18122482299804688,0.16809463500976562,0.18196487426757812,0.9223933815956116,0.02146560698747635,0.010951800271868706,0.008506431244313717
1013_0.63_1.83.png,14,39.83412170410156,40.87718200683594,40.726287841796875,40.86585235595703,1.043060302734375,0.8921661376953125,1.0317306518554688,0.936934769153595,0.11482831835746765,0.010376845486462116,0.006926377769559622
1014_0.74_1.61.png,15,40.047698974609375,41.067848205566406,40.91287612915039,41.03218078613281,1.0201492309570312,0.8651771545410156,0.9844818115234375,0.9155044555664062,0.11008141934871674,0.009792312048375607,0.00640513701364398
1015_0.7_1.92.png,16,39.555458068847656,41.07506561279297,40.884544372558594,41.122528076171875,1.5196075439453125,1.3290863037109375,1.5670700073242188,0.9406313300132751,0.16993017494678497,0.010129624977707863,0.00713506992906332
1016_0.8_1.72.png,17,39.64141082763672,41.114280700683594,40.935420989990234,41.15845489501953,1.472869873046875,1.2940101623535156,1.5170440673828125,0.939946174621582,0.16453078389167786,0.009784639813005924,0.006814457476139069
1017_0.91_1.44.png,18,33.59113311767578,34.22212219238281,34.21234130859375,34.233612060546875,0.6309890747070312,0.6212081909179688,0.6424789428710938,0.9738044738769531,0.09871816635131836,0.01341408770531416,0.011212984099984169
1018_0.88_0.54.png,19,38.61735534667969,38.65778732299805,38.6551513671875,38.65605163574219,0.040431976318359375,0.0377960205078125,0.0386962890625,0.9436345100402832,0.004500661976635456,0.009868123568594456,0.007016218267381191
1019_0.82_1.87.png,20,32.75981140136719,33.53620147705078,33.519691467285156,33.54526901245117,0.7763900756835938,0.7598800659179688,0.7854576110839844,0.9848540425300598,0.11797859519720078,0.015904501080513,0.013951051980257034
101_0.78_1.87.png,21,31.293811798095703,33.83698272705078,33.87527847290039,33.976871490478516,2.543170928955078,2.5814666748046875,2.6830596923828125,0.9914275407791138,0.3091174364089966,0.02004699967801571,0.019500868394970894
1020_0.5_0.98.png,22,41.363670349121094,41.40489196777344,41.39753723144531,41.400108337402344,0.04122161865234375,0.03386688232421875,0.03643798828125,0.958381712436676,0.004220263101160526,0.00917736254632473,0.00665947375819087
1021_0.73_0.84.png,23,38.96540451049805,39.078857421875,39.07267761230469,39.077823638916016,0.11345291137695312,0.10727310180664062,0.11241912841796875,0.9506032466888428,0.014000875875353813,0.008108686655759811,0.005958791356533766
1022_0.66_1.05.png,24,40.1223030090332,40.297908782958984,40.285011291503906,40.29732131958008,0.17560577392578125,0.16270828247070312,0.175018310546875,0.9622097611427307,0.02091854251921177,0.007877052761614323,0.005909023806452751
1023_0.5_1.87.png,25,37.44718933105469,37.9149055480957,37.90703582763672,37.95851135253906,0.4677162170410156,0.45984649658203125,0.511322021484375,0.9764814376831055,0.0583980455994606,0.010348103940486908,0.008995349518954754
1024_0.69_1.66.png,26,35.45882034301758,36.04304885864258,36.03076171875,36.061912536621094,0.584228515625,0.5719413757324219,0.6030921936035156,0.985495924949646,0.08301740139722824,0.011017805896699429,0.009800033643841743
1025_0.95_1.79.png,27,34.556087493896484,36.861328125,36.82017517089844,36.9979248046875,2.3052406311035156,2.264087677001953,2.4418373107910156,0.9904443621635437,0.28326040506362915,0.014021346345543861,0.01305338367819786
1026_0.77_0.89.png,28,35.73930740356445,36.21902847290039,36.20172882080078,36.21302795410156,0.4797210693359375,0.4624214172363281,0.4737205505371094,0.9786272644996643,0.054025571793317795,0.01417464017868042,0.013351695612072945
1027_0.57_1.77.png,29,33.44512176513672,34.46650695800781,34.482154846191406,34.53070831298828,1.0213851928710938,1.0370330810546875,1.0855865478515625,0.9893775582313538,0.1344485878944397,0.014928753487765789,0.014729207381606102
1028_0.97_1.41.png,30,36.600486755371094,38.37710952758789,38.38471603393555,38.531742095947266,1.7766227722167969,1.7842292785644531,1.9312553405761719,0.9746618270874023,0.22275389730930328,0.010555832646787167,0.0100977448746562
1029_0.71_0.56.png,31,44.27614212036133,44.282230377197266,44.28349304199219,44.284271240234375,0.0060882568359375,0.007350921630859375,0.008129119873046875,0.7859532833099365,0.0009659481002017856,0.004401759710162878,0.003963490482419729
