cell,futile,gain_point_db,gain_ucb95_db,retention_point,retention_ucb95,safety,structural,survives,true_minus_shuffle_point_db,true_minus_shuffle_ucb95_db
C0_state,True,-6.457169850667317e-08,0.0,-4.245171452188577e-07,0.0,True,True,False,0.0,0.0
C1_action,False,0.016985314587752025,0.026954212288061778,0.11241622315905456,0.17360846150388365,False,True,False,0.025251281758149467,0.03430728415648143
C2_rgb_response,False,0.01606861750284831,0.026189762850602476,0.10634912186791327,0.16749516586014526,False,True,False,-0.014676285286744434,-0.0012499636660019547
C3_deep_response,False,0.0039183298746744795,0.008673710872729619,0.025760484095840693,0.05738073754775016,True,True,True,0.016492212812105816,0.026110429565111795
