cvar5_gain_db,image_count,mean_privileged_gain_db,mean_proposal_gain_db,operator,p10_gain_db,repairable_fraction,retention_ratio
-2.3319553968748644e-07,768,0.237119716747162,0.1563102842329966,D_ref,0.0,0.88671875,0.6592040779117007
-1.977196474237749e-07,768,0.23827067079374356,0.15557615953006587,D_rep,0.0,0.8645833333333334,0.6529387734201609
