cell,gain_lcb95_db,gain_point_db,gain_ucb95_db,hard_count,retention_lcb95,retention_point,severe_count,true_minus_shuffle_lcb95_db,true_minus_shuffle_point_db
C1_action,0.00671280383442839,0.012528325120608011,0.018872709851711994,2,0.04385859213646283,0.08052714095741603,6,0.015257942924896876,0.025946099311113358
C3_deep_response,0.006035129260271788,0.01085984210173289,0.01614484703168273,0,0.03910702974871273,0.06947614628213522,9,0.011326900248726209,0.02028700585166613
