selector,alpha,region,pixels,region_coverage,selector_touch_rate,base_region_psnr,shadow_region_psnr,region_psnr_gain,removed_energy_fraction,mean_abs_delta
d7c_fixed,0.3,action_positive,42400215,1.078293228149414,0.5711339671272894,31.986887853364216,33.68250181998684,1.6956139666226235,0.32323388897188743,0.003613508673407738
d7c_fixed,0.3,action_mid_high,41071344,1.044498291015625,0.5845601741204282,31.93038776909981,33.65057427606352,1.7201865069637137,0.32705224395341886,0.0037009249447679344
d7c_fixed,0.3,low_adjacent,1328871,0.03379493713378906,0.1561709150098091,34.23963660961078,34.806623317453585,0.5669867078428084,0.12239047282742498,0.0009117384043429376
d7c_fixed,0.3,negative_low_risk,21562895,0.5483727773030599,0.00269806071958334,50.97890115682769,50.989542753876336,0.010641597048646645,0.002447318693642185,2.2250049273056955e-06
d7c_fixed,0.3,ignore_abstain,26369607,0.6706137847900391,0.022625479401342612,36.80587309856537,36.96845283411025,0.16257973554488103,0.03674332665118912,9.462408058251331e-05
d7c_fixed,0.3,isolated_ldhn,9924190,0.2523852030436198,0.023606259049856967,33.29089624589143,33.46734313527993,0.17644688938850095,0.03981412908139762,0.00017178615872382006
d7c_fixed,0.3,low_haze,48573584,1.2352901204427083,0.016016112790853562,39.03018755145035,39.21735756341988,0.18717001196953476,0.04218199019087902,7.153537637973123e-05
d7c_fixed,0.3,heavy_haze,45766099,1.163892084757487,0.6458035892462672,33.78431229118918,35.99509014646005,2.2107778552708695,0.3989339277771956,0.00309041092354625
d7c_fixed,0.5,all,140160000,3.564453125,0.2892921375570776,36.127843755983704,38.3382653151789,2.210421559195197,0.3988846141716408,0.0021510941156598668
d7c_fixed,0.5,selected,40547186,1.031168263753255,1.0,33.483349824911215,39.50394973819083,6.020599913279618,0.75,0.007435715791741674
d7c_fixed,0.5,action_positive,42400215,1.078293228149414,0.5711339671272894,31.986887853364216,34.78814087403719,2.8012530206729735,0.4753439346606821,0.006022514238993255
d7c_fixed,0.5,action_mid_high,41071344,1.044498291015625,0.5845601741204282,31.93038776909981,34.77837249329077,2.847984724190958,0.4809591641396688,0.006168208050211838
d7c_fixed,0.5,low_adjacent,1328871,0.03379493713378906,0.1561709150098091,34.23963660961078,35.10142385020975,0.8617872405989715,0.1799859833165811,0.0015195639598229933
d7c_fixed,0.5,negative_low_risk,21562895,0.5483727773030599,0.00269806071958334,50.97890115682769,50.99455961560377,0.01565845877608041,0.0035990013890813076,3.708341428817061e-06
d7c_fixed,0.5,ignore_abstain,26369607,0.6706137847900391,0.022625479401342612,36.80587309856537,37.04711924496533,0.24124614639995912,0.054034309013700335,0.00015770679351633383
d7c_fixed,0.5,isolated_ldhn,9924190,0.2523852030436198,0.023606259049856967,33.29089624589143,33.55292451892844,0.2620282730370107,0.05855018876456772,0.00028631025481932933
d7c_fixed,0.5,low_haze,48573584,1.2352901204427083,0.016016112790853562,39.03018755145035,39.308308817004814,0.2781212655544678,0.062032321080083386,0.00011922562319640236
d7c_fixed,0.5,heavy_haze,45766099,1.163892084757487,0.6458035892462672,33.78431229118918,37.62131690119817,3.8370046100089894,0.5866675150839016,0.005150684656268689
d7c_fixed,1.0,all,140160000,3.564453125,0.2892921375570776,36.127843755983704,39.42395778756546,3.2961140315817588,0.5318461526318137,0.0043021882313197335
d7c_fixed,1.0,selected,40547186,1.031168263753255,1.0,33.483349824911215,99.0,65.51665017508878,1.0,0.014871431583483348
d7c_fixed,1.0,action_positive,42400215,1.078293228149414,0.5711339671272894,31.986887853364216,36.34960854120925,4.362720687845034,0.6337919125049599,0.01204502847798651
d7c_fixed,1.0,action_mid_high,41071344,1.044498291015625,0.5845601741204282,31.93038776909981,36.38281837204996,4.452430602950152,0.6412788859201346,0.012336416100423676
d7c_fixed,1.0,low_adjacent,1328871,0.03379493713378906,0.1561709150098091,34.23963660961078,35.43139386960769,1.191757259996912,0.23998130713834276,0.0030391279196459865
d7c_fixed,1.0,negative_low_risk,21562895,0.5483727773030599,0.00269806071958334,50.97890115682769,50.99979166134354,0.020890504515847397,0.004798665864945702,7.416682857634122e-06
d7c_fixed,1.0,ignore_abstain,26369607,0.6706137847900391,0.022625479401342612,36.80587309856537,37.13060740166465,0.32473430309927664,0.07204574032130355,0.00031541358703266766
d7c_fixed,1.0,isolated_ldhn,9924190,0.2523852030436198,0.023606259049856967,33.29089624589143,33.64390227788007,0.35300603198864167,0.07806692303758919,0.0005726205096386587
d7c_fixed,1.0,low_haze,48573584,1.2352901204427083,0.016016112790853562,39.03018755145035,39.40511987609987,0.37493232464952087,0.08270977074818302,0.00023845124639280472
d7c_fixed,1.0,heavy_haze,45766099,1.163892084757487,0.6458035892462672,33.78431229118918,40.4041992583376,6.6198869671484175,0.7822233548145016,0.010301369312537377
density_matched,0.1,all,140160000,3.564453125,0.27971076626712327,36.127843755983704,36.466806521971485,0.3389627659877803,0.07508095221203015,0.0003554812213582096
density_matched,0.1,selected,39204261,0.9970159149169922,1.0,34.62717516238466,35.54232525559104,0.9151500932063783,0.1900000525943181,0.0012708885900327685
density_matched,0.1,action_positive,42400215,1.078293228149414,0.42821110694839637,31.986887853364216,32.36697529073068,0.38008743736646267,0.08379795614053455,0.0008892711385046687
density_matched,0.1,action_mid_high,41071344,1.044498291015625,0.4380662585573046,31.93038776909981,32.31473653641811,0.3843487673183006,0.08469649954046451,0.0009102349379521575
density_matched,0.1,low_adjacent,1328871,0.03379493713378906,0.1236184701148569,34.23963660961078,34.40127607338686,0.1616394637760834,0.03653475363266596,0.00024134411731224905
density_matched,0.1,negative_low_risk,21562895,0.5483727773030599,0.04517788543699721,50.97890115682769,51.01690183849038,0.03800068166268744,0.008711810643361689,1.0177487018887715e-05
density_matched,0.1,ignore_abstain,26369607,0.6706137847900391,0.1018118320838077,36.80587309856537,36.969438688304415,0.16356558973904356,0.036961962368540185,0.0001483928224645023
density_matched,0.1,isolated_ldhn,9924190,0.2523852030436198,0.14708313726359531,33.29089624589143,33.47356032629757,0.18266408040614124,0.041187710439877616,0.00031640247968976704
density_matched,0.1,low_haze,48573584,1.2352901204427083,0.0771728518117996,39.03018755145035,39.191311418689764,0.16112386723941796,0.03642036377650941,8.998942693272468e-05
density_matched,0.1,heavy_haze,45766099,1.163892084757487,0.6106470643259326,33.78431229118918,34.260349885196334,0.4760375940071526,0.1038179508285224,0.0008106549029784311
density_matched,0.2,all,140160000,3.564453125,0.27971076626712327,36.127843755983704,36.794279935743475,0.6664361797597707,0.1422585809319068,0.0007109624427164192
density_matched,0.2,selected,39204261,0.9970159149169922,1.0,34.62717516238466,36.565375096028646,1.9381999336439861,0.3599999518826547,0.002541777180065537
density_matched,0.2,action_positive,42400215,1.078293228149414,0.42821110694839637,31.986887853364216,32.73776614356788,0.7508782902036657,0.15877499968099207,0.0017785422770093375
density_matched,0.2,action_mid_high,41071344,1.044498291015625,0.4380662585573046,31.93038776909981,32.69006445028937,0.7596766811895606,0.16047751595444226,0.001820469875904315
density_matched,0.2,low_adjacent,1328871,0.03379493713378906,0.1236184701148569,34.23963660961078,34.551183493487905,0.3115468838771278,0.06922371043592082,0.0004826882346244981
density_matched,0.2,negative_low_risk,21562895,0.5483727773030599,0.04517788543699721,50.97890115682769,51.05118654169293,0.07228538486523917,0.016506573505345207,2.035497403777543e-05
density_matched,0.2,ignore_abstain,26369607,0.6706137847900391,0.1018118320838077,36.80587309856537,37.12119845475944,0.3153253561940659,0.07003315728175177,0.0002967856449290046
density_matched,0.2,isolated_ldhn,9924190,0.2523852030436198,0.14708313726359531,33.29089624589143,33.64377471460808,0.3528784687166464,0.07803984313398722,0.0006328049593795341
density_matched,0.2,low_haze,48573584,1.2352901204427083,0.0771728518117996,39.03018755145035,39.340723251139515,0.3105356996891686,0.0690069690578406,0.00017997885386544937
density_matched,0.2,heavy_haze,45766099,1.163892084757487,0.6106470643259326,33.78431229118918,34.73557581491371,0.9512635237245277,0.19670761936183526,0.0016213098059568623
density_matched,0.3,all,140160000,3.564453125,0.27971076626712327,36.127843755983704,37.10527420106101,0.977430445077303,0.20153302998821376,0.0010664436911707645
density_matched,0.3,selected,39204261,0.9970159149169922,1.0,34.62717516238466,37.72521449087647,3.098039328491808,0.5100000145294731,0.0038126658669702853
density_matched,0.3,action_positive,42400215,1.078293228149414,0.42821110694839637,31.986887853364216,33.09348576279313,1.1065979094289133,0.2249312818809783,0.002667813459918597
density_matched,0.3,action_mid_high,41071344,1.044498291015625,0.4380662585573046,31.93038776909981,33.05052136657472,1.1201335974749114,0.22734318370442,0.002730704863355165
density_matched,0.3,low_adjacent,1328871,0.03379493713378906,0.1236184701148569,34.23963660961078,34.68789352917447,0.44825691956368985,0.0980669359847247,0.000724032357782666
density_matched,0.3,negative_low_risk,21562895,0.5483727773030599,0.04517788543699721,50.97890115682769,51.08166421479523,0.10276305796754315,0.023384316834443145,3.0532461380768265e-05
density_matched,0.3,ignore_abstain,26369607,0.6706137847900391,0.1018118320838077,36.80587309856537,37.259655228262496,0.4537821296971245,0.09921366965704079,0.0004451784770424634
density_matched,0.3,isolated_ldhn,9924190,0.2523852030436198,0.14708313726359531,33.29089624589143,33.79971235797698,0.5088161120855474,0.11055645263880556,0.0009492074588360347
density_matched,0.3,low_haze,48573584,1.2352901204427083,0.0771728518117996,39.03018755145035,39.476966247234586,0.44677869578423923,0.09775988952498887,0.00026996828537181856
density_matched,0.3,heavy_haze,45766099,1.163892084757487,0.6106470643259326,33.78431229118918,35.202967343058624,1.4186550518694432,0.2786691695228336,0.002431964757288886
density_matched,0.5,all,140160000,3.564453125,0.27971076626712327,36.127843755983704,37.65441316724036,1.5265694112566521,0.2963720882389847,0.001777406074280129
density_matched,0.5,selected,39204261,0.9970159149169922,1.0,34.62717516238466,40.647775075664285,6.020599913279625,0.75,0.006354442833933355
density_matched,0.5,action_positive,42400215,1.078293228149414,0.42821110694839637,31.986887853364216,33.731207124589886,1.7443192712256703,0.3307812924299764,0.004446355608333557
density_matched,0.5,action_mid_high,41071344,1.044498291015625,0.4380662585573046,31.93038776909981,33.697786134781246,1.7673983656814372,0.334328193558425,0.004551174614077495
density_matched,0.5,low_adjacent,1328871,0.03379493713378906,0.1236184701148569,34.23963660961078,34.91599538651922,0.6763587769084438,0.1442160792381626,0.0012067205600527692
density_matched,0.5,negative_low_risk,21562895,0.5483727773030599,0.04517788543699721,50.97890115682769,51.13087776349218,0.15197660666449053,0.034388700193130395,5.088743406182862e-05
density_matched,0.5,ignore_abstain,26369607,0.6706137847900391,0.1018118320838077,36.80587309856537,37.49079830571307,0.6849252071476997,0.14590244370419045,0.0007419641012481194
density_matched,0.5,isolated_ldhn,9924190,0.2523852030436198,0.14708313726359531,33.29089624589143,34.061478588099135,0.7705823422077032,0.16258301401625797,0.0015820123651636058
density_matched,0.5,low_haze,48573584,1.2352901204427083,0.0771728518117996,39.03018755145035,39.70425542720441,0.6740678757540621,0.1437645345765774,0.0004499471266173114
density_matched,0.5,heavy_haze,45766099,1.163892084757487,0.6106470643259326,33.78431229118918,36.07437607679574,2.2900637856065558,0.40980758815322044,0.004053274437513932
density_matched,1.0,all,140160000,3.564453125,0.27971076626712327,36.127843755983704,38.31145871818845,2.183614962204743,0.395162786699206,0.003554812148560258
density_matched,1.0,selected,39204261,0.9970159149169922,1.0,34.62717516238466,99.0,64.37282483761534,1.0,0.01270888566786671
density_matched,1.0,action_positive,42400215,1.078293228149414,0.42821110694839637,31.986887853364216,34.51309392608877,2.5262060727245554,0.44104172145481,0.008892711216667114
density_matched,1.0,action_mid_high,41071344,1.044498291015625,0.4380662585573046,31.93038776909981,34.493494725356435,2.5631069562566253,0.4457709261100843,0.00910234922815499
density_matched,1.0,low_adjacent,1328871,0.03379493713378906,0.1236184701148569,34.23963660961078,35.16707179735016,0.927435187739384,0.19228810028373622,0.0024134411201055385
density_matched,1.0,negative_low_risk,21562895,0.5483727773030599,0.04517788543699721,50.97890115682769,51.18274190301207,0.2038407461843832,0.04585160217077147,0.00010177486812365723
density_matched,1.0,ignore_abstain,26369607,0.6706137847900391,0.1018118320838077,36.80587309856537,37.74541489578056,0.9395417972151918,0.19453658279323896,0.0014839282024962388
density_matched,1.0,isolated_ldhn,9924190,0.2523852030436198,0.14708313726359531,33.29089624589143,34.35204390142148,1.0611476555300499,0.21677735700282644,0.0031640247303272116
density_matched,1.0,low_haze,48573584,1.2352901204427083,0.0771728518117996,39.03018755145035,39.954386804490724,0.9241992530403778,0.19168604866877537,0.0008998942532346228
density_matched,1.0,heavy_haze,45766099,1.163892084757487,0.6106470643259326,33.78431229118918,37.21767872097924,3.4333664297900555,0.5464101194461476,0.008106548875027864
action_oracle,0.1,all,140160000,3.564453125,0.30251294948630136,36.127843755983704,36.829261194074036,0.7014174380903313,0.14913970850421363,0.0006072069848010167
action_oracle,0.1,selected,42400215,1.078293228149414,1.0,31.986887853364216,32.90203797821711,0.915150124852893,0.19000005849669033,0.00200720989244301
action_oracle,0.1,action_positive,42400215,1.078293228149414,1.0,31.986887853364216,32.90203797821711,0.915150124852893,0.19000005849669033,0.00200720989244301
action_oracle,0.1,action_mid_high,41071344,1.044498291015625,1.0,31.93038776909981,32.84553788082435,0.9151501117245431,0.19000005604812975,0.002019528767348921
action_oracle,0.1,low_adjacent,1328871,0.03379493713378906,1.0,34.23963660961078,35.15478672010534,0.9151501104945652,0.19000005581872723,0.001626471057264629
action_oracle,0.1,negative_low_risk,21562895,0.5483727773030599,0.0,50.97890115682769,50.97890115682769,0.0,0.0,0.0
action_oracle,0.1,ignore_abstain,26369607,0.6706137847900391,0.026082641277133937,36.80587309856537,36.82119758066435,0.015324482098975523,0.0035223742376612184,2.8259977334899813e-05
action_oracle,0.1,isolated_ldhn,9924190,0.2523852030436198,0.0,33.29089624589143,33.29089624589143,0.0,0.0,0.0
action_oracle,0.1,low_haze,48573584,1.2352901204427083,0.027357894776716497,39.03018755145035,39.09875212491221,0.06856457346186318,0.01566360594606893,4.4496824042020555e-05
action_oracle,0.1,heavy_haze,45766099,1.163892084757487,0.5193483281150967,33.78431229118918,34.656741648865996,0.8724293576768147,0.18199291689777014,0.0011441652712058862
action_oracle,0.2,all,140160000,3.564453125,0.30251294948630136,36.127843755983704,37.570111242944165,1.4422674869604606,0.2825803771733655,0.0012144139696020333
action_oracle,0.2,selected,42400215,1.078293228149414,1.0,31.986887853364216,33.925087795176424,1.9381999418122078,0.35999995308636734,0.00401441978488602
action_oracle,0.2,action_positive,42400215,1.078293228149414,1.0,31.986887853364216,33.925087795176424,1.9381999418122078,0.35999995308636734,0.00401441978488602
action_oracle,0.2,action_mid_high,41071344,1.044498291015625,1.0,31.93038776909981,33.86858769154565,1.9381999224458397,0.3599999502324337,0.004039057534697842
action_oracle,0.2,low_adjacent,1328871,0.03379493713378906,1.0,34.23963660961078,36.177836568087976,1.938199958477199,0.3599999555422116,0.003252942114529258
action_oracle,0.2,negative_low_risk,21562895,0.5483727773030599,0.0,50.97890115682769,50.97890115682769,0.0,0.0,0.0
action_oracle,0.2,ignore_abstain,26369607,0.6706137847900391,0.026082641277133937,36.80587309856537,36.83495490869648,0.02908181013111033,0.006673963763602022,5.6519954669799626e-05
action_oracle,0.2,isolated_ldhn,9924190,0.2523852030436198,0.0,33.29089624589143,33.29089624589143,0.0,0.0,0.0
action_oracle,0.2,low_haze,48573584,1.2352901204427083,0.027357894776716497,39.03018755145035,39.16103047859299,0.13084292714264478,0.029678381868493448,8.899364808404111e-05
action_oracle,0.2,heavy_haze,45766099,1.163892084757487,0.5193483281150967,33.78431229118918,35.62076250299305,1.8364502118038715,0.34482852791992696,0.0022883305424117725
action_oracle,0.3,all,140160000,3.564453125,0.30251294948630136,36.127843755983704,38.34866453568379,2.220820779700084,0.4003222684548677,0.0018216209923431754
action_oracle,0.3,selected,42400215,1.078293228149414,1.0,31.986887853364216,35.0849272331882,3.0980393798239874,0.5100000203211125,0.006021629802745563
action_oracle,0.3,action_positive,42400215,1.078293228149414,1.0,31.986887853364216,35.0849272331882,3.0980393798239874,0.5100000203211125,0.006021629802745563
action_oracle,0.3,action_mid_high,41071344,1.044498291015625,1.0,31.93038776909981,35.02842714371781,3.098039374618004,0.5100000197337384,0.006058586428994068
action_oracle,0.3,low_adjacent,1328871,0.03379493713378906,1.0,34.23963660961078,37.337675999830154,3.098039390219377,0.5100000214939893,0.004879413276456019
action_oracle,0.3,negative_low_risk,21562895,0.5483727773030599,0.0,50.97890115682769,50.97890115682769,0.0,0.0,0.0
action_oracle,0.3,ignore_abstain,26369607,0.6706137847900391,0.026082641277133937,36.80587309856537,36.84712999978235,0.04125690121697545,0.009454772469035113,8.47799331561614e-05
action_oracle,0.3,isolated_ldhn,9924190,0.2523852030436198,0.0,33.29089624589143,33.29089624589143,0.0,0.0,0.0
action_oracle,0.3,low_haze,48573584,1.2352901204427083,0.027357894776716497,39.03018755145035,39.2167336526108,0.18654610116045234,0.04204437943095741,0.00013349047498939723
action_oracle,0.3,heavy_haze,45766099,1.163892084757487,0.5193483281150967,33.78431229118918,36.695916745188825,2.9116044539996437,0.48850716486637746,0.003432495879147712
action_oracle,0.5,all,140160000,3.564453125,0.30251294948630136,36.127843755983704,39.986353771578685,3.8585100155949803,0.5887091967963126,0.0030360348645183774
action_oracle,0.5,selected,42400215,1.078293228149414,1.0,31.986887853364216,38.00748776664384,6.020599913279625,0.75,0.0100360492655732
action_oracle,0.5,action_positive,42400215,1.078293228149414,1.0,31.986887853364216,38.00748776664384,6.020599913279625,0.75,0.0100360492655732
action_oracle,0.5,action_mid_high,41071344,1.044498291015625,1.0,31.93038776909981,37.950987682379434,6.020599913279625,0.75,0.01009764366383729
action_oracle,0.5,low_adjacent,1328871,0.03379493713378906,1.0,34.23963660961078,40.2602365228904,6.020599913279625,0.75,0.008132355087969324
action_oracle,0.5,negative_low_risk,21562895,0.5483727773030599,0.0,50.97890115682769,50.97890115682769,0.0,0.0,0.0
action_oracle,0.5,ignore_abstain,26369607,0.6706137847900391,0.026082641277133937,36.80587309856537,36.86668145858469,0.060808360019315444,0.013904075234364936,0.0001412998822628533
action_oracle,0.5,isolated_ldhn,9924190,0.2523852030436198,0.0,33.29089624589143,33.29089624589143,0.0,0.0,0.0
action_oracle,0.5,low_haze,48573584,1.2352901204427083,0.027357894776716497,39.03018755145035,39.30737201568015,0.2771844642298049,0.06182997355391599,0.0002224841147835598
action_oracle,0.5,heavy_haze,45766099,1.163892084757487,0.5193483281150967,33.78431229118918,39.2878756977784,5.503563406589215,0.7183928616699125,0.005720826248705282
action_oracle,1.0,all,140160000,3.564453125,0.30251294948630136,36.127843755983704,42.802360379132445,6.67451662314874,0.7849455974917514,0.006072069729036755
action_oracle,1.0,selected,42400215,1.078293228149414,1.0,31.986887853364216,99.0,67.01311214663579,1.0,0.0200720985311464
action_oracle,1.0,action_positive,42400215,1.078293228149414,1.0,31.986887853364216,99.0,67.01311214663579,1.0,0.0200720985311464
action_oracle,1.0,action_mid_high,41071344,1.044498291015625,1.0,31.93038776909981,99.0,67.06961223090019,1.0,0.02019528732767458
action_oracle,1.0,low_adjacent,1328871,0.03379493713378906,1.0,34.23963660961078,99.0,64.76036339038922,1.0,0.016264710175938647
action_oracle,1.0,negative_low_risk,21562895,0.5483727773030599,0.0,50.97890115682769,50.97890115682769,0.0,0.0,0.0
action_oracle,1.0,ignore_abstain,26369607,0.6706137847900391,0.026082641277133937,36.80587309856537,36.88714162195702,0.0812685233916497,0.018538772197680024,0.0002825997645257066
action_oracle,1.0,isolated_ldhn,9924190,0.2523852030436198,0.0,33.29089624589143,33.29089624589143,0.0,0.0,0.0
action_oracle,1.0,low_haze,48573584,1.2352901204427083,0.027357894776716497,39.03018755145035,39.40384263346875,0.37365508201840214,0.0824399597021353,0.0004449682295671196
action_oracle,1.0,heavy_haze,45766099,1.163892084757487,0.5193483281150967,33.78431229118918,47.53707317848097,13.752760887291792,0.9578571491347986,0.011441652497410564
