name,oof_fold,variant,stages,A0_PSNR,action_PSNR,dPSNR,best_loss,delta_abs_mean,bottleneck_delta_abs_mean,bottleneck_delta_rms,bottleneck_delta_abs_max,early_delta_abs_mean,early_delta_rms,early_delta_abs_max,mid_delta_abs_mean,mid_delta_rms,mid_delta_abs_max,final_delta_abs_mean,final_delta_rms,final_delta_abs_max
1007_0.68_1.25.png,1,S6_early_mid_final,early+mid+final,38.78367614746094,44.686073303222656,5.902397155761719,0.004411294125020504,0.006838498404249549,,,,0.011858569458127022,0.016373367980122566,0.17363277077674866,0.0058593908324837685,0.013777641579508781,0.22755183279514313,0.0027975349221378565,0.007707429118454456,0.12314105778932571
1011_0.79_0.66.png,1,S1_bottleneck,bottleneck,43.75776290893555,49.175323486328125,5.417560577392578,0.002657177159562707,0.03780994191765785,0.03780994191765785,0.04730765148997307,0.40385138988494873,,,,,,,,,
1011_0.79_0.66.png,1,S2_early_decoder,early,43.75776290893555,47.72599792480469,3.9682350158691406,0.003165711648762226,0.03441993147134781,,,,0.03441993147134781,0.04417403042316437,0.4314550459384918,,,,,,
1011_0.79_0.66.png,1,S3_mid_decoder,mid,43.75776290893555,48.49596405029297,4.738201141357422,0.0029172839131206274,0.00674382783472538,,,,,,,0.00674382783472538,0.013721437193453312,0.22664982080459595,,,
1011_0.79_0.66.png,1,S4_final_decoder,final,43.75776290893555,50.05321502685547,6.295452117919922,0.002424008911475539,0.0020667314529418945,,,,,,,,,,0.0020667314529418945,0.0058326320722699165,0.0800347551703453
1011_0.79_0.66.png,1,S5_bottleneck_mid,bottleneck+mid,43.75776290893555,49.27900695800781,5.521244049072266,0.002662332495674491,0.010679368861019611,0.01587909832596779,0.023196648806333542,0.21041573584079742,,,,0.005479639396071434,0.0107119744643569,0.11469382792711258,,,
1011_0.79_0.66.png,1,S6_early_mid_final,early+mid+final,43.75776290893555,48.813560485839844,5.055797576904297,0.002861727261915803,0.0041895597241818905,,,,0.007505099289119244,0.011263701133430004,0.15723709762096405,0.0034176723565906286,0.006988173816353083,0.07655895501375198,0.0016459075268357992,0.0048029739409685135,0.05046536773443222
1018_0.88_0.54.png,1,S1_bottleneck,bottleneck,38.6190071105957,47.84068298339844,9.221675872802734,0.0027768185827881098,0.03987102210521698,0.03987102210521698,0.048613063991069794,0.21095404028892517,,,,,,,,,
1018_0.88_0.54.png,1,S2_early_decoder,early,38.6190071105957,44.601905822753906,5.982898712158203,0.0036648493260145187,0.034672074019908905,,,,0.034672074019908905,0.03952581435441971,0.22447411715984344,,,,,,
1018_0.88_0.54.png,1,S3_mid_decoder,mid,38.6190071105957,45.33955001831055,6.720542907714844,0.003251774935051799,0.010695669800043106,,,,,,,0.010695669800043106,0.022100647911429405,0.1854146271944046,,,
1018_0.88_0.54.png,1,S4_final_decoder,final,38.6190071105957,43.58735656738281,4.968349456787109,0.003658947069197893,0.002813352271914482,,,,,,,,,,0.002813352271914482,0.006882603745907545,0.04535751789808273
1018_0.88_0.54.png,1,S5_bottleneck_mid,bottleneck+mid,38.6190071105957,49.699790954589844,11.08078384399414,0.0024072055239230394,0.014816404087468982,0.022586390376091003,0.030213912948966026,0.1560840755701065,,,,0.00704641779884696,0.014820090495049953,0.17391082644462585,,,
1018_0.88_0.54.png,1,S6_early_mid_final,early+mid+final,38.6190071105957,49.49560546875,10.876598358154297,0.002473464934155345,0.0072339103401949005,,,,0.014151310548186302,0.01996283419430256,0.17849314212799072,0.005846749525517225,0.01348988525569439,0.18046458065509796,0.001703670946881175,0.0047250837087631226,0.04526836425065994
1025_0.95_1.79.png,1,S1_bottleneck,bottleneck,34.59271240234375,40.87288284301758,6.280170440673828,0.006741659715771675,0.05057913810014725,0.05057913810014725,0.058143921196460724,0.25815996527671814,,,,,,,,,
1025_0.95_1.79.png,1,S2_early_decoder,early,34.59271240234375,38.6650390625,4.07232666015625,0.008198864758014679,0.041532229632139206,,,,0.041532229632139206,0.049847204238176346,0.35504040122032166,,,,,,
1025_0.95_1.79.png,1,S3_mid_decoder,mid,34.59271240234375,40.22611999511719,5.6334075927734375,0.006872476078569889,0.016628272831439972,,,,,,,0.016628272831439972,0.03715331852436066,0.3019374907016754,,,
1025_0.95_1.79.png,1,S4_final_decoder,final,34.59271240234375,41.32766342163086,6.734951019287109,0.00570721784606576,0.006523854099214077,,,,,,,,,,0.006523854099214077,0.017614996060729027,0.11839000135660172
1025_0.95_1.79.png,1,S5_bottleneck_mid,bottleneck+mid,34.59271240234375,42.56160354614258,7.968891143798828,0.0054821353405714035,0.01942579820752144,0.02749120257794857,0.03484329953789711,0.19259922206401825,,,,0.011360393837094307,0.02624412253499031,0.2899147868156433,,,
1025_0.95_1.79.png,1,S6_early_mid_final,early+mid+final,34.59271240234375,43.318450927734375,8.725738525390625,0.005145723465830088,0.008229921649520596,,,,0.013383695855736732,0.018775347620248795,0.24497009813785553,0.00771330064162612,0.021111877635121346,0.29736730456352234,0.0035927684511989355,0.010324743576347828,0.11797607690095901
1032_0.6_0.6.png,1,S1_bottleneck,bottleneck,43.00468444824219,49.64883804321289,6.644153594970703,0.002463350538164377,0.04200821742415428,0.04200821742415428,0.05289787799119949,0.3435041010379791,,,,,,,,,
1032_0.6_0.6.png,1,S2_early_decoder,early,43.00468444824219,49.23030471801758,6.225620269775391,0.0025694826617836952,0.03454873710870743,,,,0.03454873710870743,0.043782081454992294,0.36075881123542786,,,,,,
1032_0.6_0.6.png,1,S3_mid_decoder,mid,43.00468444824219,49.821533203125,6.8168487548828125,0.0023844707757234573,0.007402332499623299,,,,,,,0.007402332499623299,0.016313666477799416,0.2413887083530426,,,
1032_0.6_0.6.png,1,S4_final_decoder,final,43.00468444824219,50.79270935058594,7.78802490234375,0.002148768398910761,0.001976225757971406,,,,,,,,,,0.001976225757971406,0.007166047114878893,0.0929197296500206
1032_0.6_0.6.png,1,S5_bottleneck_mid,bottleneck+mid,43.00468444824219,50.57921600341797,7.574531555175781,0.002257784130051732,0.011646301951259375,0.018140612170100212,0.024545392021536827,0.1458376795053482,,,,0.005151991732418537,0.010944291949272156,0.1422354280948639,,,
1032_0.6_0.6.png,1,S6_early_mid_final,early+mid+final,43.00468444824219,50.4115104675293,7.406826019287109,0.0023500139359384775,0.004665753299680849,,,,0.009200608357787132,0.013245856389403343,0.11489897221326828,0.0036192666739225388,0.007875886745750904,0.0983084887266159,0.0011773848673328757,0.003596820402890444,0.04654012247920036
1042_0.91_0.56.png,1,S1_bottleneck,bottleneck,42.3957405090332,48.272701263427734,5.876960754394531,0.002739459043368697,0.03613564372062683,0.03613564372062683,0.043997734785079956,0.23095618188381195,,,,,,,,,
1042_0.91_0.56.png,1,S2_early_decoder,early,42.3957405090332,46.50138854980469,4.105648040771484,0.0032717359717935324,0.02908533625304699,,,,0.02908533625304699,0.036845412105321884,0.31680816411972046,,,,,,
1042_0.91_0.56.png,1,S3_mid_decoder,mid,42.3957405090332,48.31772232055664,5.9219818115234375,0.0027268107514828444,0.00691531877964735,,,,,,,0.00691531877964735,0.016084587201476097,0.22623558342456818,,,
1042_0.91_0.56.png,1,S4_final_decoder,final,42.3957405090332,49.16712951660156,6.771389007568359,0.0024726800620555878,0.0023039975203573704,,,,,,,,,,0.0023039975203573704,0.007944714277982712,0.09035928547382355
1042_0.91_0.56.png,1,S5_bottleneck_mid,bottleneck+mid,42.3957405090332,49.22869873046875,6.832958221435547,0.0024758954532444477,0.011209356132894754,0.017260178923606873,0.02375120297074318,0.19437876343727112,,,,0.005158533342182636,0.011320357210934162,0.16174940764904022,,,
1042_0.91_0.56.png,1,S6_early_mid_final,early+mid+final,42.3957405090332,49.42701721191406,7.031276702880859,0.00246886583045125,0.004414100898429751,,,,0.008176060393452644,0.011209636926651001,0.08096347004175186,0.003558357013389468,0.007941238582134247,0.11258605867624283,0.0015078852884471416,0.005093682091683149,0.08642785251140594
1048_0.73_0.95.png,1,S1_bottleneck,bottleneck,33.03868103027344,38.204959869384766,5.166278839111328,0.009558683261275291,0.06053940951824188,0.06053940951824188,0.07272985577583313,0.38949498534202576,,,,,,,,,
1048_0.73_0.95.png,1,S2_early_decoder,early,33.03868103027344,36.4466438293457,3.4079627990722656,0.011352652683854103,0.04986424371600151,,,,0.04986424371600151,0.06095307692885399,0.4869561791419983,,,,,,
1048_0.73_0.95.png,1,S3_mid_decoder,mid,33.03868103027344,39.960853576660156,6.922172546386719,0.007475877180695534,0.018402310088276863,,,,,,,0.018402310088276863,0.041753608733415604,0.3273182213306427,,,
1048_0.73_0.95.png,1,S4_final_decoder,final,33.03868103027344,41.28215026855469,8.24346923828125,0.006296795792877674,0.007528490386903286,,,,,,,,,,0.007528490386903286,0.023304663598537445,0.14606931805610657
1048_0.73_0.95.png,1,S5_bottleneck_mid,bottleneck+mid,33.03868103027344,40.94465255737305,7.905971527099609,0.006871773861348629,0.026869095396250486,0.039433035999536514,0.05050746351480484,0.350123792886734,,,,0.014305154792964458,0.03285317122936249,0.33070993423461914,,,
1048_0.73_0.95.png,1,S6_early_mid_final,early+mid+final,33.03868103027344,42.81183624267578,9.773155212402344,0.005437776446342468,0.009832088214655718,,,,0.01677233725786209,0.02281929925084114,0.2470230609178543,0.008719256147742271,0.021258236840367317,0.2727043330669403,0.004004671238362789,0.013194381259381771,0.1426309496164322
1052_0.73_1.22.png,1,S1_bottleneck,bottleneck,38.58009719848633,42.76973342895508,4.18963623046875,0.005149936769157648,0.039931971579790115,0.039931971579790115,0.04989926517009735,0.2589394748210907,,,,,,,,,
1052_0.73_1.22.png,1,S2_early_decoder,early,38.58009719848633,41.474422454833984,2.8943252563476562,0.005993619095534086,0.03637925535440445,,,,0.03637925535440445,0.043546874076128006,0.27941733598709106,,,,,,
1052_0.73_1.22.png,1,S3_mid_decoder,mid,38.58009719848633,42.15835952758789,3.5782623291015625,0.005477710161358118,0.014331524260342121,,,,,,,0.014331524260342121,0.02821946330368519,0.29961371421813965,,,
1052_0.73_1.22.png,1,S4_final_decoder,final,38.58009719848633,42.607730865478516,4.0276336669921875,0.005125449504703283,0.00469132699072361,,,,,,,,,,0.00469132699072361,0.012357118539512157,0.1336638480424881
1052_0.73_1.22.png,1,S5_bottleneck_mid,bottleneck+mid,38.58009719848633,43.44136047363281,4.861263275146484,0.004685410764068365,0.019005605950951576,0.027200870215892792,0.03570054844021797,0.1666187047958374,,,,0.01081034168601036,0.021516861394047737,0.28318464756011963,,,
1052_0.73_1.22.png,1,S6_early_mid_final,early+mid+final,38.58009719848633,43.812984466552734,5.232887268066406,0.004560224711894989,0.009740796172991395,,,,0.018098341301083565,0.023368051275610924,0.1389210820198059,0.007882990874350071,0.017240459099411964,0.2789408266544342,0.0032410563435405493,0.00822952575981617,0.12305672466754913
1058_0.6_1.0.png,1,S1_bottleneck,bottleneck,42.032283782958984,47.7390251159668,5.7067413330078125,0.0026367479003965855,0.035198863595724106,0.035198863595724106,0.04663274064660072,0.2596328854560852,,,,,,,,,
1058_0.6_1.0.png,1,S2_early_decoder,early,42.032283782958984,46.2708854675293,4.2386016845703125,0.002969918539747596,0.031866949051618576,,,,0.031866949051618576,0.040733955800533295,0.28971561789512634,,,,,,
1058_0.6_1.0.png,1,S3_mid_decoder,mid,42.032283782958984,48.201866149902344,6.169582366943359,0.002570744836702943,0.011019735597074032,,,,,,,0.011019735597074032,0.023727191612124443,0.31570351123809814,,,
1058_0.6_1.0.png,1,S4_final_decoder,final,42.032283782958984,48.007389068603516,5.975105285644531,0.0025346430484205484,0.003975995816290379,,,,,,,,,,0.003975995816290379,0.009988062083721161,0.12473148107528687
1058_0.6_1.0.png,1,S5_bottleneck_mid,bottleneck+mid,42.032283782958984,49.20179748535156,7.169513702392578,0.002390016568824649,0.012154961936175823,0.01635582372546196,0.024262916296720505,0.17503920197486877,,,,0.007954100146889687,0.01923350989818573,0.3118389844894409,,,
1058_0.6_1.0.png,1,S6_early_mid_final,early+mid+final,42.032283782958984,48.616432189941406,6.584148406982422,0.002512620994821191,0.005671769225349029,,,,0.009223397821187973,0.013929424807429314,0.11395300179719925,0.00566741731017828,0.015133475884795189,0.30264922976493835,0.002124492544680834,0.0057706986553967,0.09772127121686935
1064_0.54_0.97.png,1,S1_bottleneck,bottleneck,37.867576599121094,44.824798583984375,6.957221984863281,0.00421622209250927,0.04246772080659866,0.04246772080659866,0.05323353782296181,0.34121179580688477,,,,,,,,,
1064_0.54_0.97.png,1,S2_early_decoder,early,37.867576599121094,43.784637451171875,5.917060852050781,0.004664553329348564,0.03237936273217201,,,,0.03237936273217201,0.04232753440737724,0.40078088641166687,,,,,,
1064_0.54_0.97.png,1,S3_mid_decoder,mid,37.867576599121094,45.12432098388672,7.256744384765625,0.004338414873927832,0.011793568730354309,,,,,,,0.011793568730354309,0.02698425017297268,0.2766449749469757,,,
1064_0.54_0.97.png,1,S4_final_decoder,final,37.867576599121094,46.63218688964844,8.764610290527344,0.003629823913797736,0.0044351620599627495,,,,,,,,,,0.0044351620599627495,0.014297904446721077,0.10886816680431366
1064_0.54_0.97.png,1,S5_bottleneck_mid,bottleneck+mid,37.867576599121094,46.3326301574707,8.46505355834961,0.0036823453847318888,0.01483280211687088,0.02159915491938591,0.02920486032962799,0.23750421404838562,,,,0.00806644931435585,0.018145641312003136,0.2450602650642395,,,
1064_0.54_0.97.png,1,S6_early_mid_final,early+mid+final,37.867576599121094,46.950626373291016,9.083049774169922,0.0035194866359233856,0.005213721888139844,,,,0.008926311507821083,0.012312095612287521,0.11377701163291931,0.004577203653752804,0.010904891416430473,0.16635772585868835,0.002137650502845645,0.00690356083214283,0.0801674947142601
1070_0.79_1.57.png,1,S1_bottleneck,bottleneck,34.46012878417969,40.69978332519531,6.239654541015625,0.0067305658012628555,0.048763930797576904,0.048763930797576904,0.06138942763209343,0.43997517228126526,,,,,,,,,
1070_0.79_1.57.png,1,S2_early_decoder,early,34.46012878417969,39.949127197265625,5.4889984130859375,0.007235236931592226,0.04061787202954292,,,,0.04061787202954292,0.05629284307360649,0.5537921786308289,,,,,,
1070_0.79_1.57.png,1,S3_mid_decoder,mid,34.46012878417969,40.48324966430664,6.023120880126953,0.006851848214864731,0.014138463884592056,,,,,,,0.014138463884592056,0.03538244590163231,0.3782595992088318,,,
1070_0.79_1.57.png,1,S4_final_decoder,final,34.46012878417969,41.52843475341797,7.068305969238281,0.005910271313041449,0.00620611384510994,,,,,,,,,,0.00620611384510994,0.02059008926153183,0.17584361135959625
1070_0.79_1.57.png,1,S5_bottleneck_mid,bottleneck+mid,34.46012878417969,41.96177673339844,7.50164794921875,0.0058813211508095264,0.015089605934917927,0.020758336409926414,0.029022742062807083,0.2222861647605896,,,,0.009420875459909439,0.023955829441547394,0.37124183773994446,,,
1070_0.79_1.57.png,1,S6_early_mid_final,early+mid+final,34.46012878417969,41.92300796508789,7.462879180908203,0.005861734040081501,0.0064797803449134035,,,,0.010321318171918392,0.015096868388354778,0.1554730236530304,0.0060689616948366165,0.015313046984374523,0.3285740613937378,0.003049061167985201,0.009949036873877048,0.16250622272491455
1078_0.96_0.54.png,1,S1_bottleneck,bottleneck,43.199432373046875,47.35173797607422,4.152305603027344,0.003172091208398342,0.048929907381534576,0.048929907381534576,0.05758221447467804,0.2697088122367859,,,,,,,,,
1078_0.96_0.54.png,1,S2_early_decoder,early,43.199432373046875,45.18098449707031,1.9815521240234375,0.0037811908405274153,0.039232440292835236,,,,0.039232440292835236,0.045723073184490204,0.301926851272583,,,,,,
1078_0.96_0.54.png,1,S3_mid_decoder,mid,43.199432373046875,45.208892822265625,2.00946044921875,0.0036856606602668762,0.009755201637744904,,,,,,,0.009755201637744904,0.016180938109755516,0.1766260266304016,,,
1078_0.96_0.54.png,1,S4_final_decoder,final,43.199432373046875,47.45629119873047,4.256858825683594,0.0030693046282976866,0.002862303052097559,,,,,,,,,,0.002862303052097559,0.007847289554774761,0.08115626871585846
1078_0.96_0.54.png,1,S5_bottleneck_mid,bottleneck+mid,43.199432373046875,48.10407257080078,4.904640197753906,0.0029429730493575335,0.01942160725593567,0.031279079616069794,0.04041197896003723,0.17600537836551666,,,,0.007564134895801544,0.012171546928584576,0.09896162152290344,,,
1078_0.96_0.54.png,1,S6_early_mid_final,early+mid+final,43.199432373046875,48.12789535522461,4.928462982177734,0.0029283291660249233,0.0068282100061575575,,,,0.01340031623840332,0.018851498141884804,0.12135466933250427,0.004894331097602844,0.008462690748274326,0.09291444718837738,0.002189982682466507,0.005928422324359417,0.08069033920764923
1086_0.6_0.76.png,1,S1_bottleneck,bottleneck,44.294532775878906,48.946590423583984,4.652057647705078,0.0026556754019111395,0.034225236624479294,0.034225236624479294,0.04289889708161354,0.2879374921321869,,,,,,,,,
1086_0.6_0.76.png,1,S2_early_decoder,early,44.294532775878906,47.69560241699219,3.4010696411132812,0.0030260570347309113,0.02868753857910633,,,,0.02868753857910633,0.036139633506536484,0.3145151734352112,,,,,,
1086_0.6_0.76.png,1,S3_mid_decoder,mid,44.294532775878906,48.33751678466797,4.0429840087890625,0.0028433925472199917,0.008526738733053207,,,,,,,0.008526738733053207,0.015835998579859734,0.19286425411701202,,,
1086_0.6_0.76.png,1,S4_final_decoder,final,44.294532775878906,48.182533264160156,3.88800048828125,0.0027814311906695366,0.0028458102606236935,,,,,,,,,,0.0028458102606236935,0.0064850603230297565,0.08461245894432068
1086_0.6_0.76.png,1,S5_bottleneck_mid,bottleneck+mid,44.294532775878906,49.385284423828125,5.090751647949219,0.00257202610373497,0.013237964361906052,0.019857468083500862,0.026778647676110268,0.1447277069091797,,,,0.006618460640311241,0.01236196793615818,0.17643924057483673,,,
