variant,scope,count,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,p05_dPSNR,CVaR5_dPSNR,severe_count,severe_rate,strong_reference_regressions,strong_reference_regression_rate,wrong_direction_rate,delta_abs_mean,action_coverage
S1_bottleneck,all,80,6.322491717338562,6.64469690322876,5.65316219329834,3.998569297790527,3.654852867126465,0,0.0,0,0.0,0.0,0.04555713296867907,1.0
S2_early_decoder,all,80,4.761386179924012,4.610479068756104,4.281468772888184,2.329216957092285,1.7682924270629883,0,0.0,0,0.0,0.0,0.038027140172198416,1.0
S3_mid_decoder,all,80,6.1205219507217405,6.627962970733643,5.047655487060547,3.318324661254883,2.1586437225341797,0,0.0,0,0.0,0.0,0.012960848497459664,1.0
S4_final_decoder,all,80,6.6115111112594604,6.748129367828369,5.743356513977051,3.7139812469482423,3.381901264190674,0,0.0,0,0.0,0.0,0.004971284567727707,1.0
S5_bottleneck_mid,all,80,7.578598999977112,8.82476739883423,6.207111740112305,4.480344200134278,4.026424407958984,0,0.0,0,0.0,0.0,0.01684938815305941,1.0
S6_early_mid_final,all,80,7.850901341438293,9.42444200515747,6.182864189147949,4.516989135742188,3.8851137161254883,0,0.0,0,0.0,0.0,0.0071801332892694825,1.0
