threshold,coverage,recall,precision,false_global,false_per_image_mean,false_per_image_p90,false_per_image_p95,ldhn_recall,ldhn_precision,ldhn_per_image_recall_p50,ldhn_per_image_recall_p75,ldhn_per_image_recall_p90,ldhn_images_with_support,pearson,spearman,auroc,auprc,auroc_high_vs_hard_negative,monotonic_pairs,monotonic_valid_pairs,target_high_prevalence,variant,target_contract,selected_threshold_train_coverage
7.786351424732274e-12,1.0,1.0,0.42529134114583333,1.0,1.0,1.0,1.0,1.0,0.2798194770255002,1.0,1.0,1.0,599,0.5500584308892217,0.5379870127576577,0.8581930259546239,0.6561607082224895,0.9236253873344359,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.51926189661026
0.05,0.9920548502604166,0.99997416752456,0.4286863319160944,0.9654528239933436,0.984146677390651,1.0,1.0,0.9998777799405195,0.28374484724464877,1.0,1.0,1.0,599,0.5500584308892217,0.5379870127576577,0.8581930259546239,0.6561607082224895,0.9236253873344359,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.51926189661026
0.05242967857047916,0.9910172526041666,0.9999693837328119,0.4291331146808654,0.9615253421404139,0.9822796616397865,1.0,1.0,0.9998551465961714,0.2842024405684023,1.0,1.0,1.0,599,0.5500584308892217,0.5379870127576577,0.8581930259546239,0.6561607082224895,0.9236253873344359,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.51926189661026
0.07380022630095483,0.9822139485677084,0.9999358971905747,0.43296481321220653,0.9310427273046061,0.9651202598926336,1.0,1.0,0.9997283998678212,0.2878801308706023,1.0,1.0,1.0,599,0.5500584308892217,0.5379870127576577,0.8581930259546239,0.6561607082224895,0.9236253873344359,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.51926189661026
0.09615637473762036,0.9741971842447916,0.9998928430648414,0.4365089276652158,0.9065437840905106,0.9491758620118858,1.0,1.0,0.999628813152689,0.2909955579333255,1.0,1.0,1.0,599,0.5500584308892217,0.5379870127576577,0.8581930259546239,0.6561607082224895,0.9236253873344359,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.51926189661026
0.1,0.9728987630208333,0.9998832754813451,0.4370873058758777,0.9028713335267321,0.9465893437174319,1.0,1.0,0.9996061798083409,0.29148330108210996,1.0,1.0,1.0,599,0.5500584308892217,0.5379870127576577,0.8581930259546239,0.6561607082224895,0.9236253873344359,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.51926189661026
0.12074840391675631,0.9662154134114583,0.9998096050884236,0.44007822886744596,0.8838810661583043,0.9328827961428943,1.0,1.0,0.9994567997356425,0.2940147198448917,1.0,1.0,1.0,599,0.5500584308892217,0.5379870127576577,0.8581930259546239,0.6561607082224895,0.9236253873344359,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.51926189661026
0.14720118045806885,0.95804443359375,0.999650783202385,0.443761069276149,0.8611832814238397,0.9159511156824687,1.0,1.0,0.999144459583637,0.29720333391681364,1.0,1.0,1.0,599,0.5500584308892217,0.5379870127576577,0.8581930259546239,0.6561607082224895,0.9236253873344359,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.51926189661026
0.15,0.957152099609375,0.9996297345186932,0.4441654263896098,0.858699914245729,0.9141238835473999,1.0,1.0,0.9990901395572013,0.2975597918408068,1.0,1.0,1.0,599,0.5500584308892217,0.5379870127576577,0.8581930259546239,0.6561607082224895,0.9236253873344359,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.51926189661026
0.17335238084197044,0.94980224609375,0.9993962854813834,0.44749798006540903,0.837914864179899,0.8981537518857072,1.0,1.0,0.9986012593192796,0.30065035243323396,1.0,1.0,1.0,599,0.5500584308892217,0.5379870127576577,0.8581930259546239,0.6561607082224895,0.9236253873344359,4,4,0.42529134114583333,f4_global_strat_control,global_v2e_contract,0.51926189661026
