variant,score_density_spearman,score_global_target_spearman,score_cond_target_spearman,cond_target_density_spearman
f4_global_strat_control,0.5242506125530328,0.5379870127576577,0.38815128808405086,0.00953939061736107
f4_excess_strat_ldhn,-0.2531817671791108,0.3142851880259926,0.4133059666659334,0.00953939061736107
