variant,target_contract,name,threshold,hard_negative_pixels,ldhn_pixels,false_tail_rate,ldhn_recall,pred_high_coverage
f4_global_strat_control,global_target,1002_0.73_1.47.png,0.51926189661026,47,1233,0.0,0.0040551500405515,0.1064453125
f4_global_strat_control,global_target,1007_0.68_1.25.png,0.51926189661026,17,259,0.0,0.16602316602316602,0.73779296875
f4_global_strat_control,global_target,1012_0.85_1.28.png,0.51926189661026,0,61,nan,0.0,0.5439453125
f4_global_strat_control,global_target,1016_0.8_1.72.png,0.51926189661026,62,72,0.0,0.20833333333333334,0.54345703125
f4_global_strat_control,global_target,1022_0.66_1.05.png,0.51926189661026,636,487,0.0047169811320754715,0.002053388090349076,0.0693359375
f4_global_strat_control,global_target,1023_0.5_1.87.png,0.51926189661026,230,275,0.29130434782608694,0.10545454545454545,0.480224609375
f4_global_strat_control,global_target,1029_0.71_0.56.png,0.51926189661026,583,614,0.0,0.0,0.044189453125
f4_global_strat_control,global_target,103_0.75_1.59.png,0.51926189661026,0,786,nan,0.005089058524173028,0.4521484375
f4_global_strat_control,global_target,1042_0.91_0.56.png,0.51926189661026,131,338,0.0,0.0,0.19677734375
f4_global_strat_control,global_target,1045_0.58_1.58.png,0.51926189661026,2,456,0.0,0.8837719298245614,0.719482421875
f4_global_strat_control,global_target,1060_0.94_1.09.png,0.51926189661026,1087,0,0.0009199632014719411,nan,0.28515625
f4_global_strat_control,global_target,1064_0.54_0.97.png,0.51926189661026,84,234,0.0,0.0,0.0810546875
f4_global_strat_control,global_target,1072_0.58_0.58.png,0.51926189661026,690,96,0.0,0.0,0.009521484375
f4_global_strat_control,global_target,1073_0.51_0.98.png,0.51926189661026,573,743,0.0017452006980802793,0.005383580080753701,0.040771484375
f4_global_strat_control,global_target,1075_0.76_1.99.png,0.51926189661026,16,439,0.3125,0.26879271070615035,0.611328125
f4_global_strat_control,global_target,1080_0.59_1.22.png,0.51926189661026,32,373,0.0,0.11528150134048257,0.41845703125
f4_global_strat_control,global_target,1083_0.67_0.81.png,0.51926189661026,367,35,0.008174386920980926,0.05714285714285714,0.095703125
f4_global_strat_control,global_target,1090_0.54_0.58.png,0.51926189661026,272,227,0.003676470588235294,0.0,0.0048828125
f4_global_strat_control,global_target,1096_0.72_0.86.png,0.51926189661026,308,803,0.00974025974025974,0.0,0.198974609375
f4_global_strat_control,global_target,1098_0.8_0.51.png,0.51926189661026,691,835,0.0,0.0,0.0
f4_global_strat_control,global_target,1099_0.54_1.76.png,0.51926189661026,277,1468,0.02527075812274368,0.1478201634877384,0.193359375
f4_global_strat_control,global_target,1102_0.65_0.94.png,0.51926189661026,140,325,0.0,0.012307692307692308,0.126220703125
f4_global_strat_control,global_target,110_0.55_1.08.png,0.51926189661026,0,106,nan,0.02830188679245283,0.160400390625
f4_global_strat_control,global_target,1113_0.9_0.52.png,0.51926189661026,151,638,0.0,0.07210031347962383,0.115234375
f4_global_strat_control,global_target,1122_0.94_0.53.png,0.51926189661026,435,213,0.02528735632183908,0.009389671361502348,0.17919921875
f4_global_strat_control,global_target,1124_0.74_1.17.png,0.51926189661026,168,255,0.05357142857142857,0.13725490196078433,0.4736328125
f4_global_strat_control,global_target,1134_0.69_1.2.png,0.51926189661026,1,541,0.0,0.14048059149722736,0.343017578125
f4_global_strat_control,global_target,1140_0.67_1.42.png,0.51926189661026,131,1265,0.0,0.006324110671936759,0.019775390625
f4_global_strat_control,global_target,1143_0.73_1.33.png,0.51926189661026,20,13,0.0,0.0,0.477783203125
f4_global_strat_control,global_target,1145_0.9_1.2.png,0.51926189661026,190,483,0.005263157894736842,0.008281573498964804,0.04638671875
f4_global_strat_control,global_target,1146_0.89_0.87.png,0.51926189661026,344,591,0.0,0.0,0.013427734375
f4_global_strat_control,global_target,114_0.75_1.45.png,0.51926189661026,2,236,0.0,0.00423728813559322,0.361328125
f4_global_strat_control,global_target,1150_0.8_1.27.png,0.51926189661026,0,163,nan,0.006134969325153374,0.6962890625
f4_global_strat_control,global_target,1155_0.63_1.27.png,0.51926189661026,676,508,0.034023668639053255,0.11023622047244094,0.270263671875
f4_global_strat_control,global_target,1162_0.65_1.7.png,0.51926189661026,0,12,nan,0.25,0.62353515625
f4_global_strat_control,global_target,1164_0.79_1.96.png,0.51926189661026,0,10,nan,0.2,0.779296875
f4_global_strat_control,global_target,1168_0.56_0.69.png,0.51926189661026,567,1196,0.001763668430335097,0.00919732441471572,0.0078125
f4_global_strat_control,global_target,116_0.64_1.08.png,0.51926189661026,308,498,0.0,0.0,0.065185546875
f4_global_strat_control,global_target,1170_0.71_1.78.png,0.51926189661026,283,119,0.0,0.0,0.41796875
f4_global_strat_control,global_target,1179_0.56_1.96.png,0.51926189661026,49,721,0.02040816326530612,0.0638002773925104,0.24609375
f4_global_strat_control,global_target,1187_0.82_1.57.png,0.51926189661026,0,785,nan,0.06496815286624204,0.41162109375
f4_global_strat_control,global_target,119_0.6_1.7.png,0.51926189661026,23,424,0.34782608695652173,0.6462264150943396,0.69189453125
f4_global_strat_control,global_target,1200_0.97_0.52.png,0.51926189661026,135,226,0.007407407407407408,0.008849557522123894,0.045654296875
f4_global_strat_control,global_target,1205_0.78_1.01.png,0.51926189661026,0,42,nan,0.07142857142857142,0.763916015625
f4_global_strat_control,global_target,1208_0.63_0.83.png,0.51926189661026,85,77,0.0,0.05194805194805195,0.475830078125
f4_global_strat_control,global_target,1211_0.88_1.93.png,0.51926189661026,0,63,nan,0.7777777777777778,0.9169921875
f4_global_strat_control,global_target,1231_0.98_1.26.png,0.51926189661026,188,488,0.0,0.012295081967213115,0.124755859375
f4_global_strat_control,global_target,123_0.94_1.22.png,0.51926189661026,22,71,0.0,0.0,0.402099609375
f4_global_strat_control,global_target,1240_0.64_0.5.png,0.51926189661026,755,748,0.0,0.014705882352941176,0.012939453125
f4_global_strat_control,global_target,1246_0.62_2.0.png,0.51926189661026,33,351,0.030303030303030304,0.05982905982905983,0.3388671875
f4_global_strat_control,global_target,1250_0.57_0.61.png,0.51926189661026,14,1385,0.0,0.001444043321299639,0.020263671875
f4_global_strat_control,global_target,1254_0.97_1.31.png,0.51926189661026,3,19,0.0,0.0,0.536865234375
f4_global_strat_control,global_target,1263_0.9_1.41.png,0.51926189661026,258,50,0.0,0.22,0.329833984375
f4_global_strat_control,global_target,1266_0.96_1.34.png,0.51926189661026,16,60,0.0,0.38333333333333336,0.713134765625
f4_global_strat_control,global_target,126_0.75_1.47.png,0.51926189661026,135,595,0.0,0.010084033613445379,0.24658203125
f4_global_strat_control,global_target,1271_0.65_1.66.png,0.51926189661026,167,306,0.07784431137724551,0.19281045751633988,0.353759765625
f4_global_strat_control,global_target,1281_0.89_0.85.png,0.51926189661026,396,271,0.022727272727272728,0.13284132841328414,0.139892578125
f4_global_strat_control,global_target,1282_0.62_0.6.png,0.51926189661026,567,2524,0.001763668430335097,0.011885895404120444,0.016845703125
f4_global_strat_control,global_target,1292_0.66_1.45.png,0.51926189661026,118,693,0.025423728813559324,0.0836940836940837,0.46533203125
f4_global_strat_control,global_target,1297_0.99_0.69.png,0.51926189661026,642,9,0.0,0.0,0.116943359375
f4_global_strat_control,global_target,129_0.95_1.3.png,0.51926189661026,62,43,0.0,0.627906976744186,0.3583984375
f4_global_strat_control,global_target,1305_1.0_1.54.png,0.51926189661026,18,72,0.0,0.1388888888888889,0.531982421875
f4_global_strat_control,global_target,1306_0.6_0.6.png,0.51926189661026,611,242,0.0,0.0,0.0
f4_global_strat_control,global_target,1308_0.84_1.04.png,0.51926189661026,113,1301,0.0,0.0007686395080707148,0.061767578125
f4_global_strat_control,global_target,1322_0.64_1.06.png,0.51926189661026,388,136,0.002577319587628866,0.22058823529411764,0.311767578125
f4_global_strat_control,global_target,1323_0.89_0.88.png,0.51926189661026,236,707,0.00423728813559322,0.055162659123055166,0.36865234375
f4_global_strat_control,global_target,1324_0.55_1.43.png,0.51926189661026,390,64,0.010256410256410256,0.296875,0.55078125
f4_global_strat_control,global_target,1326_0.77_0.97.png,0.51926189661026,48,948,0.041666666666666664,0.0981012658227848,0.343994140625
f4_global_strat_control,global_target,1341_0.94_0.51.png,0.51926189661026,224,312,0.0,0.009615384615384616,0.116943359375
f4_global_strat_control,global_target,1347_0.75_1.79.png,0.51926189661026,32,56,0.125,0.19642857142857142,0.962158203125
f4_global_strat_control,global_target,136_0.6_1.01.png,0.51926189661026,278,770,0.0,0.0,0.205078125
f4_global_strat_control,global_target,1376_0.65_1.6.png,0.51926189661026,2,40,0.0,0.0,0.610107421875
f4_global_strat_control,global_target,1377_0.5_0.79.png,0.51926189661026,409,1993,0.0,0.0,0.0
f4_global_strat_control,global_target,1380_0.67_1.78.png,0.51926189661026,29,1733,0.0,0.015579919215233698,0.149658203125
f4_global_strat_control,global_target,1386_0.99_1.78.png,0.51926189661026,2,52,0.0,0.07692307692307693,0.653564453125
f4_global_strat_control,global_target,1397_0.94_0.79.png,0.51926189661026,370,119,0.03513513513513514,0.08403361344537816,0.341796875
f4_global_strat_control,global_target,139_0.87_1.52.png,0.51926189661026,53,803,0.018867924528301886,0.023661270236612703,0.628662109375
f4_global_strat_control,global_target,1403_0.73_1.26.png,0.51926189661026,0,14,nan,0.0,0.326904296875
f4_global_strat_control,global_target,1407_0.6_1.92.png,0.51926189661026,0,401,nan,0.970074812967581,0.74462890625
f4_global_strat_control,global_target,1410_0.76_1.08.png,0.51926189661026,1045,623,0.0,0.038523274478330656,0.2275390625
f4_global_strat_control,global_target,141_0.71_1.48.png,0.51926189661026,34,456,0.029411764705882353,0.3048245614035088,0.689453125
f4_global_strat_control,global_target,1425_0.84_1.75.png,0.51926189661026,0,780,nan,0.0,0.629150390625
f4_global_strat_control,global_target,1432_0.91_1.29.png,0.51926189661026,536,296,0.0,0.04054054054054054,0.28564453125
f4_global_strat_control,global_target,1433_0.9_1.85.png,0.51926189661026,7,76,0.0,0.5394736842105263,0.61865234375
f4_global_strat_control,global_target,1435_0.87_0.57.png,0.51926189661026,516,43,0.005813953488372093,0.06976744186046512,0.160400390625
f4_global_strat_control,global_target,1436_0.66_1.76.png,0.51926189661026,0,69,nan,0.0,0.555908203125
f4_global_strat_control,global_target,1440_0.65_1.26.png,0.51926189661026,52,431,0.057692307692307696,0.16705336426914152,0.823974609375
f4_global_strat_control,global_target,1442_0.62_0.81.png,0.51926189661026,49,608,0.0,0.027960526315789474,0.152099609375
f4_global_strat_control,global_target,1443_0.76_1.22.png,0.51926189661026,122,1231,0.02459016393442623,0.021121039805036556,0.50390625
f4_global_strat_control,global_target,1446_0.85_0.59.png,0.51926189661026,427,556,0.0,0.0,0.013427734375
f4_global_strat_control,global_target,1449_0.94_0.78.png,0.51926189661026,311,589,0.003215434083601286,0.059422750424448216,0.21826171875
f4_global_strat_control,global_target,1452_0.81_1.88.png,0.51926189661026,143,530,0.4405594405594406,0.3132075471698113,0.641845703125
f4_global_strat_control,global_target,1454_0.62_1.48.png,0.51926189661026,6,1152,0.0,0.11805555555555555,0.3046875
f4_global_strat_control,global_target,1456_0.66_1.83.png,0.51926189661026,52,1264,0.9807692307692307,0.46439873417721517,0.601806640625
f4_global_strat_control,global_target,1457_0.88_0.58.png,0.51926189661026,43,603,0.0,0.009950248756218905,0.13232421875
f4_global_strat_control,global_target,145_0.5_1.08.png,0.51926189661026,356,143,0.0056179775280898875,0.11188811188811189,0.162841796875
f4_global_strat_control,global_target,1461_0.59_0.54.png,0.51926189661026,254,1934,0.0,0.005170630816959669,0.0068359375
f4_global_strat_control,global_target,1464_0.64_1.56.png,0.51926189661026,84,728,0.9761904761904762,0.11126373626373626,0.6142578125
f4_global_strat_control,global_target,1470_0.63_1.26.png,0.51926189661026,193,338,0.0051813471502590676,0.07396449704142012,0.160400390625
f4_global_strat_control,global_target,1471_0.82_1.95.png,0.51926189661026,54,116,0.07407407407407407,0.27586206896551724,0.7734375
f4_global_strat_control,global_target,1474_0.92_0.89.png,0.51926189661026,138,295,0.0,0.01694915254237288,0.443603515625
f4_global_strat_control,global_target,1481_0.7_0.89.png,0.51926189661026,153,1384,0.0196078431372549,0.000722543352601156,0.035888671875
f4_global_strat_control,global_target,1482_0.59_1.05.png,0.51926189661026,189,483,0.0,0.008281573498964804,0.0419921875
f4_global_strat_control,global_target,1485_0.6_1.5.png,0.51926189661026,236,1465,0.029661016949152543,0.20409556313993174,0.367919921875
f4_global_strat_control,global_target,1493_0.84_0.8.png,0.51926189661026,14,118,0.0,0.07627118644067797,0.417724609375
f4_global_strat_control,global_target,1497_0.99_1.09.png,0.51926189661026,0,11,nan,0.09090909090909091,0.796142578125
f4_global_strat_control,global_target,1500_0.87_1.88.png,0.51926189661026,0,6,nan,0.0,0.97021484375
f4_global_strat_control,global_target,1511_0.63_1.09.png,0.51926189661026,872,330,0.017201834862385322,0.09090909090909091,0.169921875
f4_global_strat_control,global_target,1512_0.89_1.11.png,0.51926189661026,267,514,0.0,0.042801556420233464,0.327392578125
f4_global_strat_control,global_target,1517_0.72_1.25.png,0.51926189661026,1911,76,0.0015698587127158557,0.10526315789473684,0.159912109375
f4_global_strat_control,global_target,1518_0.62_1.44.png,0.51926189661026,1716,111,0.002331002331002331,0.1891891891891892,0.15185546875
f4_global_strat_control,global_target,1528_0.91_1.9.png,0.51926189661026,192,130,0.005208333333333333,0.19230769230769232,0.862548828125
f4_global_strat_control,global_target,152_0.8_1.99.png,0.51926189661026,0,67,nan,0.6119402985074627,0.895263671875
f4_global_strat_control,global_target,1531_0.52_1.01.png,0.51926189661026,1898,415,0.0,0.00963855421686747,0.051513671875
f4_global_strat_control,global_target,1537_0.52_1.24.png,0.51926189661026,558,433,0.010752688172043012,0.04849884526558892,0.08203125
f4_global_strat_control,global_target,1538_0.61_0.54.png,0.51926189661026,1851,318,0.002701242571582928,0.025157232704402517,0.0263671875
f4_global_strat_control,global_target,1539_0.58_0.79.png,0.51926189661026,1501,480,0.0073284477015323115,0.0125,0.048095703125
f4_global_strat_control,global_target,1543_0.92_1.98.png,0.51926189661026,988,38,0.0,0.02631578947368421,0.344970703125
f4_global_strat_control,global_target,1544_0.87_1.52.png,0.51926189661026,1390,45,0.0,0.13333333333333333,0.258544921875
f4_global_strat_control,global_target,1547_0.77_1.84.png,0.51926189661026,206,162,0.03398058252427184,0.19135802469135801,0.560791015625
f4_global_strat_control,global_target,1548_0.85_1.55.png,0.51926189661026,170,165,0.011764705882352941,0.21818181818181817,0.4609375
f4_global_strat_control,global_target,1549_0.91_1.37.png,0.51926189661026,819,171,0.003663003663003663,0.0,0.172607421875
f4_global_strat_control,global_target,154_0.97_0.91.png,0.51926189661026,0,111,nan,0.0,0.470458984375
f4_global_strat_control,global_target,1568_0.8_1.8.png,0.51926189661026,321,260,0.003115264797507788,0.05384615384615385,0.195556640625
f4_global_strat_control,global_target,1573_0.61_1.06.png,0.51926189661026,2275,267,0.0035164835164835165,0.00749063670411985,0.07373046875
f4_global_strat_control,global_target,1575_0.51_1.39.png,0.51926189661026,1035,642,0.0,0.07320872274143302,0.09375
f4_global_strat_control,global_target,1578_0.57_1.99.png,0.51926189661026,159,82,0.06918238993710692,0.17073170731707318,0.66552734375
f4_global_strat_control,global_target,1580_0.7_1.59.png,0.51926189661026,250,44,0.0,0.06818181818181818,0.597900390625
f4_global_strat_control,global_target,1586_0.74_1.29.png,0.51926189661026,232,61,0.004310344827586207,0.14754098360655737,0.249755859375
f4_global_strat_control,global_target,158_0.56_1.42.png,0.51926189661026,0,111,nan,0.25225225225225223,0.48388671875
f4_global_strat_control,global_target,1592_0.54_1.46.png,0.51926189661026,1359,328,0.002207505518763797,0.10365853658536585,0.083984375
f4_global_strat_control,global_target,1599_0.71_1.3.png,0.51926189661026,464,753,0.004310344827586207,0.010624169986719787,0.178955078125
f4_global_strat_control,global_target,1602_0.92_0.57.png,0.51926189661026,1072,140,0.0,0.04285714285714286,0.015380859375
f4_global_strat_control,global_target,1605_1.0_1.37.png,0.51926189661026,333,45,0.006006006006006006,0.13333333333333333,0.51025390625
f4_global_strat_control,global_target,1612_0.77_1.4.png,0.51926189661026,603,27,0.006633499170812604,0.14814814814814814,0.412841796875
f4_global_strat_control,global_target,161_0.83_1.56.png,0.51926189661026,0,74,nan,0.04054054054054054,0.890380859375
f4_global_strat_control,global_target,1621_0.5_0.72.png,0.51926189661026,1555,49,0.0180064308681672,0.1836734693877551,0.013671875
f4_global_strat_control,global_target,162_0.75_0.98.png,0.51926189661026,0,350,nan,0.03428571428571429,0.481689453125
f4_global_strat_control,global_target,1631_0.92_1.27.png,0.51926189661026,124,23,0.008064516129032258,0.13043478260869565,0.062255859375
f4_global_strat_control,global_target,1635_0.64_0.55.png,0.51926189661026,2275,656,0.0,0.0,0.0048828125
f4_global_strat_control,global_target,1636_0.96_1.23.png,0.51926189661026,917,586,0.0,0.006825938566552901,0.141357421875
f4_global_strat_control,global_target,1647_0.89_1.55.png,0.51926189661026,46,73,0.0,0.2191780821917808,0.595703125
f4_global_strat_control,global_target,1648_0.89_1.41.png,0.51926189661026,59,106,0.0,0.1509433962264151,0.52978515625
f4_global_strat_control,global_target,1657_0.68_1.28.png,0.51926189661026,632,35,0.0,0.02857142857142857,0.149169921875
f4_global_strat_control,global_target,1663_0.92_1.8.png,0.51926189661026,244,113,0.0,0.02654867256637168,0.537841796875
f4_global_strat_control,global_target,1664_0.8_2.0.png,0.51926189661026,180,30,0.0,0.03333333333333333,0.529296875
f4_global_strat_control,global_target,1666_0.85_0.59.png,0.51926189661026,2053,79,0.0004870920603994155,0.0,0.021484375
f4_global_strat_control,global_target,1685_0.79_1.99.png,0.51926189661026,446,92,0.02242152466367713,0.09782608695652174,0.655029296875
f4_global_strat_control,global_target,1686_0.51_0.6.png,0.51926189661026,1775,87,0.0005633802816901409,0.0,0.053955078125
f4_global_strat_control,global_target,1687_0.83_1.61.png,0.51926189661026,663,66,0.013574660633484163,0.13636363636363635,0.598876953125
f4_global_strat_control,global_target,1689_0.74_0.54.png,0.51926189661026,2287,267,0.0008745080891998251,0.018726591760299626,0.0234375
f4_global_strat_control,global_target,1691_0.77_1.92.png,0.51926189661026,453,252,0.0,0.19444444444444445,0.36572265625
f4_global_strat_control,global_target,1696_0.74_1.51.png,0.51926189661026,2001,204,0.0,0.13725490196078433,0.0703125
f4_global_strat_control,global_target,1701_0.55_0.71.png,0.51926189661026,2326,210,0.0012897678417884782,0.01904761904761905,0.014404296875
f4_global_strat_control,global_target,1705_0.66_1.4.png,0.51926189661026,163,918,0.006134969325153374,0.026143790849673203,0.149658203125
f4_global_strat_control,global_target,1712_0.9_0.74.png,0.51926189661026,1394,116,0.006456241032998565,0.02586206896551724,0.1787109375
f4_global_strat_control,global_target,1718_0.92_1.01.png,0.51926189661026,412,156,0.02669902912621359,0.05128205128205128,0.486083984375
f4_global_strat_control,global_target,1722_0.85_1.51.png,0.51926189661026,170,65,0.0058823529411764705,0.07692307692307693,0.72216796875
f4_global_strat_control,global_target,1726_0.54_0.7.png,0.51926189661026,655,199,0.012213740458015267,0.020100502512562814,0.1123046875
f4_global_strat_control,global_target,1730_0.81_1.53.png,0.51926189661026,1228,80,0.0,0.05,0.15380859375
f4_global_strat_control,global_target,1733_0.57_1.6.png,0.51926189661026,447,301,0.0,0.13953488372093023,0.34619140625
f4_global_strat_control,global_target,173_0.88_1.45.png,0.51926189661026,66,627,0.15151515151515152,0.13875598086124402,0.488037109375
f4_global_strat_control,global_target,1756_0.77_1.19.png,0.51926189661026,312,711,0.01282051282051282,0.02250351617440225,0.20849609375
f4_global_strat_control,global_target,1761_0.99_0.94.png,0.51926189661026,176,87,0.011363636363636364,0.04597701149425287,0.558349609375
f4_global_strat_control,global_target,1763_0.58_1.25.png,0.51926189661026,297,448,0.06397306397306397,0.015625,0.27197265625
f4_global_strat_control,global_target,1765_0.51_1.47.png,0.51926189661026,331,1271,0.0,0.01809598741148702,0.105712890625
f4_global_strat_control,global_target,1773_0.58_1.45.png,0.51926189661026,1282,161,0.00078003120124805,0.055900621118012424,0.13232421875
f4_global_strat_control,global_target,1784_0.94_1.15.png,0.51926189661026,809,15,0.0,0.13333333333333333,0.4033203125
f4_global_strat_control,global_target,1795_0.99_1.84.png,0.51926189661026,3,1,0.0,1.0,0.44677734375
f4_global_strat_control,global_target,1796_0.93_0.58.png,0.51926189661026,114,9,0.008771929824561403,0.0,0.018798828125
f4_global_strat_control,global_target,17_0.55_1.91.png,0.51926189661026,32,706,0.0,0.036827195467422094,0.504638671875
