bin,count,raw_need_mean,raw_need_q0,raw_need_q20,raw_need_q33,raw_need_q50,raw_need_q66,raw_need_q80,raw_need_q100
0,1966080,0.007552345405703542,0.0,0.00193588815163821,0.0027901179948821666,0.004354511154815555,0.0066669423598796134,0.010425095632672323,0.9903002977371216
1,1966080,0.009061293614773425,0.0,0.002694771718233824,0.003922812272794545,0.005943848984315991,0.008635852467268706,0.012671491876244546,0.9659895896911621
2,1966080,0.010528305614939877,0.0,0.0031273085158318283,0.004665269809775055,0.007198631763458252,0.010541387535631658,0.01513728201389313,0.9356992840766907
3,1966080,0.013259089010225593,0.0,0.003813654137775302,0.005774329579435289,0.009110511280596256,0.01359304392710329,0.019677812233567245,0.9697383046150208
4,1966080,0.01670350989814883,0.0,0.0048841875046491635,0.007408668417483569,0.01174651412293315,0.01752559963613749,0.02540238276124003,0.9834620356559753
