image_id,hazy_file,gt_file,width,height,shard_index,shard_count,input_PSNR,input_SSIM,A0_PSNR,A0_SSIM,WDMamba_PSNR,WDMamba_SSIM,WDMamba_dPSNR,WDMamba_dSSIM,A0_time_sec,WDMamba_time_sec,image_time_sec,input_mean,input_std,input_grad_mean,dark_channel_mean,airlight_proxy_p99,sky_highlight_proxy,a0_mean,a0_std,wdmamba_mean,wdmamba_std,wdmamba_residual_signed_mean,wdmamba_residual_abs_mean,wdmamba_residual_abs_p90,wdmamba_residual_grad_mean,a0_wdmamba_psnr,alpha_a0_PSNR,alpha_a0_SSIM,alpha_a0_dPSNR,alpha_a0_dSSIM,alpha_a0p125_PSNR,alpha_a0p125_SSIM,alpha_a0p125_dPSNR,alpha_a0p125_dSSIM,alpha_a0p25_PSNR,alpha_a0p25_SSIM,alpha_a0p25_dPSNR,alpha_a0p25_dSSIM,alpha_a0p375_PSNR,alpha_a0p375_SSIM,alpha_a0p375_dPSNR,alpha_a0p375_dSSIM,alpha_a0p5_PSNR,alpha_a0p5_SSIM,alpha_a0p5_dPSNR,alpha_a0p5_dSSIM,alpha_a0p75_PSNR,alpha_a0p75_SSIM,alpha_a0p75_dPSNR,alpha_a0p75_dSSIM,alpha_a1_PSNR,alpha_a1_SSIM,alpha_a1_dPSNR,alpha_a1_dSSIM
01,01_hazy.png,01_GT.png,1600,1200,0,3,11.271428108215332,0.4976890981197357,12.485432624816895,0.5962226390838623,13.105734825134277,0.580661416053772,0.6203022003173828,-0.015561223030090332,0.5072062015533447,0.7195508480072021,1.4070136547088623,0.4441870152950287,0.1493256837129593,0.009806245565414429,0.38361015915870667,0.7764706611633301,0.009034374728798866,0.389071524143219,0.18291467428207397,0.35695603489875793,0.17239290475845337,-0.03211547061800957,0.038285594433546066,0.08120211958885193,0.002157201524823904,26.186691284179688,12.485432624816895,0.5962226390838623,0.0,0.0,12.578944206237793,0.5958368182182312,0.09351158142089844,-0.0003858208656311035,12.668472290039062,0.5950581431388855,0.18303966522216797,-0.0011644959449768066,12.753724098205566,0.5938633680343628,0.2682914733886719,-0.0023592710494995117,12.834405899047852,0.5922268629074097,0.34897327423095703,-0.003995776176452637,12.980907440185547,0.5875142216682434,0.49547481536865234,-0.008708417415618896,13.105734825134277,0.580661416053772,0.6203022003173828,-0.015561223030090332
04,04_hazy.png,04_GT.png,1600,1200,0,3,10.43805980682373,0.4366517663002014,11.067317962646484,0.49233898520469666,11.103017807006836,0.46864867210388184,0.03569984436035156,-0.02369031310081482,0.2291584014892578,0.23697853088378906,0.5924491882324219,0.7208288908004761,0.14970271289348602,0.006184887140989304,0.6701208353042603,0.9411765336990356,0.3833291828632355,0.6262284517288208,0.1873295158147812,0.5945553779602051,0.19686591625213623,-0.0316731221973896,0.037166476249694824,0.07073956727981567,0.0021509872749447823,26.731342315673828,11.067317962646484,0.49233898520469666,0.0,0.0,11.084689140319824,0.49025505781173706,0.017371177673339844,-0.0020839273929595947,11.098417282104492,0.4879210591316223,0.031099319458007812,-0.004417926073074341,11.108469009399414,0.4853360056877136,0.04115104675292969,-0.007002979516983032,11.11482048034668,0.4825001358985901,0.04750251770019531,-0.009838849306106567,11.116357803344727,0.476075142621994,0.04903984069824219,-0.016263842582702637,11.103017807006836,0.46864867210388184,0.03569984436035156,-0.02369031310081482
07,07_hazy.png,07_GT.png,1600,1200,0,3,11.421245574951172,0.43153858184814453,11.628362655639648,0.48162537813186646,11.3242769241333,0.4609726071357727,-0.30408573150634766,-0.02065277099609375,0.23046660423278809,0.2366466522216797,0.6240494251251221,0.47899922728538513,0.13365623354911804,0.011341753415763378,0.45856979489326477,0.6732026934623718,0.0,0.47687193751335144,0.19257020950317383,0.48335000872612,0.21673394739627838,0.006478060036897659,0.03799602389335632,0.08294421434402466,0.002325213048607111,26.225784301757812,11.628362655639648,0.48162537813186646,0.0,0.0,11.605530738830566,0.48028597235679626,-0.02283191680908203,-0.0013394057750701904,11.578160285949707,0.4786009192466736,-0.050202369689941406,-0.003024458885192871,11.546337127685547,0.47656428813934326,-0.08202552795410156,-0.005061089992523193,11.510162353515625,0.4741705358028412,-0.11820030212402344,-0.0074548423290252686,11.425203323364258,0.4682992398738861,-0.20315933227539062,-0.013326138257980347,11.3242769241333,0.4609726071357727,-0.30408573150634766,-0.02065277099609375
10,10_hazy.png,10_GT.png,1600,1200,0,3,11.8403959274292,0.5256402492523193,14.683362007141113,0.6794605255126953,13.282938957214355,0.6242939233779907,-1.4004230499267578,-0.05516660213470459,0.23003721237182617,0.23651814460754395,0.6475522518157959,0.4640803039073944,0.1710900068283081,0.011867424473166466,0.4261953830718994,0.7633986473083496,0.0016963541274890304,0.32022351026535034,0.20217837393283844,0.3805979788303375,0.22526004910469055,0.06037445366382599,0.0656249150633812,0.15126383304595947,0.003812359180301428,21.045610427856445,14.683362007141113,0.6794605255126953,0.0,0.0,14.587623596191406,0.6750073432922363,-0.09573841094970703,-0.004453182220458984,14.464027404785156,0.669437825679779,-0.21933460235595703,-0.01002269983291626,14.314945220947266,0.6630702614784241,-0.36841678619384766,-0.01639026403427124,14.143028259277344,0.6561014652252197,-0.5403337478637695,-0.023359060287475586,13.741936683654785,0.6408385038375854,-0.9414253234863281,-0.03862202167510986,13.282938957214355,0.6242939233779907,-1.4004230499267578,-0.05516660213470459
13,13_hazy.png,13_GT.png,1600,1200,0,3,12.164037704467773,0.5476192235946655,12.901143074035645,0.6132701635360718,12.879623413085938,0.6333197951316833,-0.02151966094970703,0.020049631595611572,0.23006153106689453,0.2368924617767334,0.6275780200958252,0.5298115611076355,0.15216687321662903,0.015554612502455711,0.4601512551307678,0.8026143908500671,0.016567187383770943,0.45849141478538513,0.1886279135942459,0.46398138999938965,0.21223340928554535,0.005489966832101345,0.030759494751691818,0.0684535801410675,0.004473018925637007,27.067508697509766,12.901143074035645,0.6132701635360718,0.0,0.0,12.91667366027832,0.6177692413330078,0.015530586242675781,0.004499077796936035,12.927026748657227,0.6216642260551453,0.02588367462158203,0.008394062519073486,12.93216323852539,0.624961256980896,0.031020164489746094,0.011691093444824219,12.932065963745117,0.6276811957359314,0.030922889709472656,0.01441103219985962,12.91618824005127,0.6314976215362549,0.015045166015625,0.018227458000183105,12.879623413085938,0.6333197951316833,-0.02151966094970703,0.020049631595611572
16,16_hazy.png,16_GT.png,1600,1200,0,3,15.884992599487305,0.6773051619529724,16.619083404541016,0.7235007286071777,16.396747589111328,0.7356970310211182,-0.2223358154296875,0.01219630241394043,0.23124027252197266,0.2365734577178955,0.6186237335205078,0.6075480580329895,0.17213872075080872,0.011492808349430561,0.564078152179718,0.8549019694328308,0.13255780935287476,0.5722373127937317,0.1901395469903946,0.5804805755615234,0.20658889412879944,0.008243230171501637,0.02306770347058773,0.050437986850738525,0.002764307428151369,30.230714797973633,16.619083404541016,0.7235007286071777,0.0,0.0,16.61125373840332,0.7261525392532349,-0.007829666137695312,0.002651810646057129,16.59755516052246,0.7284711599349976,-0.021528244018554688,0.004970431327819824,16.57804298400879,0.7304622530937195,-0.04104042053222656,0.006961524486541748,16.552797317504883,0.732130765914917,-0.06628608703613281,0.008630037307739258,16.485515594482422,0.7345244288444519,-0.13356781005859375,0.01102370023727417,16.396747589111328,0.7356970310211182,-0.2223358154296875,0.01219630241394043
19,19_hazy.png,19_GT.png,1600,1200,0,3,12.4451265335083,0.4175778031349182,13.085137367248535,0.4632966220378876,11.056093215942383,0.484060138463974,-2.0290441513061523,0.020763516426086426,0.22961878776550293,0.2367393970489502,0.5740432739257812,0.4837532043457031,0.1593925505876541,0.010756254196166992,0.4468500018119812,0.6888889074325562,0.00021406250016298145,0.4257303774356842,0.17634624242782593,0.4816347360610962,0.23246942460536957,0.05590436980128288,0.06777612119913101,0.14413100481033325,0.004083950538188219,21.388439178466797,13.085137367248535,0.4632966220378876,0.0,0.0,12.839150428771973,0.4672207236289978,-0.2459869384765625,0.0039241015911102295,12.588423728942871,0.47075414657592773,-0.49671363830566406,0.007457524538040161,12.334478378295898,0.47390174865722656,-0.7506589889526367,0.01060512661933899,12.07862663269043,0.4766687750816345,-1.0065107345581055,0.013372153043746948,11.565515518188477,0.48108601570129395,-1.5196218490600586,0.017789393663406372,11.056093215942383,0.484060138463974,-2.0290441513061523,0.020763516426086426
22,22_hazy.png,22_GT.png,1600,1200,0,3,12.406150817871094,0.37440842390060425,12.894048690795898,0.429993212223053,12.995667457580566,0.414669930934906,0.10161876678466797,-0.015323281288146973,0.22961688041687012,0.2364823818206787,0.5779228210449219,0.46775925159454346,0.10980571061372757,0.007393029052764177,0.4143758714199066,0.6614379286766052,0.005699479021131992,0.43463289737701416,0.1459421068429947,0.41474443674087524,0.1452493816614151,-0.0198884978890419,0.026915723457932472,0.04863104224205017,0.0016398599836975336,29.933740615844727,12.894048690795898,0.429993212223053,0.0,0.0,12.916050910949707,0.4287404417991638,0.022002220153808594,-0.0012527704238891602,12.935455322265625,0.4272923171520233,0.04140663146972656,-0.002700895071029663,12.952224731445312,0.425651490688324,0.05817604064941406,-0.004341721534729004,12.96633243560791,0.42382094264030457,0.07228374481201172,-0.006172269582748413,12.986454010009766,0.41960400342941284,0.09240531921386719,-0.010389208793640137,12.995667457580566,0.414669930934906,0.10161876678466797,-0.015323281288146973
25,25_hazy.png,25_GT.png,1600,1200,0,3,10.644525527954102,0.5005364418029785,11.679616928100586,0.5691364407539368,12.85081672668457,0.5647791624069214,1.1711997985839844,-0.004357278347015381,0.22952556610107422,0.23688817024230957,0.5860905647277832,0.5708467960357666,0.11051496863365173,0.009052819572389126,0.5274757742881775,0.847058892250061,0.02764322981238365,0.5265032052993774,0.13444915413856506,0.47122299671173096,0.1433056890964508,-0.055280111730098724,0.05616169050335884,0.1049683690071106,0.0028057764284312725,23.39860725402832,11.679616928100586,0.5691364407539368,0.0,0.0,11.842945098876953,0.5702826976776123,0.1633281707763672,0.0011462569236755371,12.002802848815918,0.5709803700447083,0.32318592071533203,0.0018439292907714844,12.158559799194336,0.5712122917175293,0.47894287109375,0.0020758509635925293,12.309534072875977,0.5709614157676697,0.6299171447753906,0.0018249750137329102,12.594243049621582,0.5689427852630615,0.9146261215209961,-0.00019365549087524414,12.85081672668457,0.5647791624069214,1.1711997985839844,-0.004357278347015381
28,28_hazy.png,28_GT.png,1600,1200,0,3,11.443909645080566,0.3682882487773895,10.802287101745605,0.4288874864578247,10.681534767150879,0.5086594820022583,-0.12075233459472656,0.0797719955444336,0.2296590805053711,0.2365574836730957,0.5699160099029541,0.5592739582061768,0.08483195304870605,0.006926069036126137,0.5314748287200928,0.6941177248954773,2.1354166165110655e-05,0.4551858603954315,0.12659133970737457,0.5263767242431641,0.181499183177948,0.07119086384773254,0.07795491814613342,0.1629367470741272,0.007852768525481224,20.045663833618164,10.802287101745605,0.4288874864578247,0.0,0.0,10.843717575073242,0.44632649421691895,0.04143047332763672,0.01743900775909424,10.869112968444824,0.4612536132335663,0.06682586669921875,0.03236612677574158,10.878189086914062,0.4737994372844696,0.07590198516845703,0.0449119508266449,10.870838165283203,0.4841699004173279,0.06855106353759766,0.055282413959503174,10.807382583618164,0.49934685230255127,0.005095481872558594,0.07045936584472656,10.681534767150879,0.5086594820022583,-0.12075233459472656,0.0797719955444336
