checkpoint_label,present,score,pass_count,check_count,all_checks_pass,decision,regular_mean_psnr_delta,regular_hard_bottom25_psnr_delta,regular_easy_top25_psnr_delta,regular_mean_ssim_delta,regular_positive_ratio,regular_worst_count_delta_le_-0p20,regular_strong_regression_ratio,hard_mean_psnr_delta,hard_hard_bottom25_psnr_delta,hard_easy_top25_psnr_delta,hard_mean_ssim_delta,hard_positive_ratio,hard_worst_count_delta_le_-0p20,hard_strong_regression_ratio
model_5,True,-17.989206231594085,0,9,False,DIAGNOSTIC_ONLY,-1.233465124766032,-0.775934575398763,-1.8908906555175782,-0.0010676562786102294,0.14666666666666667,243.0,0.9333333333333333,-0.6421035448710124,-0.7462743886311849,-0.5824619547526042,-0.0012014140685399374,0.23,212.0,0.7066666666666667
model_10,True,-26.08218481238683,0,9,False,DIAGNOSTIC_ONLY,-3.293414929707845,-1.9296720631917317,-4.701922556559245,-0.0035808104276657104,0.05333333333333334,280.0,1.0,-1.8416770680745442,-1.734485829671224,-2.0915394337972004,-0.0036985433101654054,0.11333333333333333,260.0,0.88
model_15,True,-32.310483353455865,0,9,False,DIAGNOSTIC_ONLY,-5.291705303192138,-3.0181378936767578,-7.288813629150391,-0.00696511725584666,0.016666666666666666,294.0,1.0,-3.1396547762552895,-2.6839616394042967,-3.900775858561198,-0.00705771009127299,0.06666666666666667,278.0,0.9466666666666667
model_20,True,-38.3767699098587,0,9,False,DIAGNOSTIC_ONLY,-7.303673362731933,-4.451282043457031,-9.646471710205079,-0.011902599136034647,0.0033333333333333335,299.0,1.0,-4.672082633972168,-3.8784679412841796,-5.6724147033691406,-0.01183029313882192,0.04,288.0,0.96
Best,True,-5.19740442943573,0,9,False,DIAGNOSTIC_ONLY,-0.02925928751627604,-0.08199534098307291,-0.07175582885742188,-6.654977798461914e-05,0.4533333333333333,79.0,0.5066666666666667,-0.04635128657023112,-0.08009468078613281,0.032139129638671875,-8.234858512878418e-05,0.36666666666666664,69.0,0.48
Final,True,-38.37676993926366,0,9,False,DIAGNOSTIC_ONLY,-7.303673375447591,-4.451281992594401,-9.646471710205079,-0.011902597347895304,0.0033333333333333335,299.0,1.0,-4.672082659403483,-3.8784679412841796,-5.672414805094401,-0.011830295125643412,0.04,288.0,0.96
