n,mean,ci95_low,ci95_high,policy
600,0.0905649106437409,0.05358147172286236,0.1277886600443174,CONFIRM_DIRECT_CONTEXT
600,0.04851071550097453,0.017483289574922845,0.07996236952989837,CONFIRM_DIRECT_LINEAR
