n,mean,ci95_low,ci95_high,policy
1200,0.04792103256950366,0.0222410751571669,0.07250873647644245,OOF_DIRECT_CONTEXT
1200,0.022987040277301245,0.0018122307626416976,0.04474064298700834,OOF_DIRECT_LINEAR
