policy,n,mean_psnr_delta,median_psnr_delta,p10_psnr_delta,p05_psnr_delta,worst_psnr_delta,best_psnr_delta,positive_ratio,regression_le_0p2_count,regression_le_0p5_count
CONFIRM_A0,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
CONFIRM_DIRECT_CONTEXT,600,0.09919925451164367,0.00798466183335833,-0.44408343490701085,-0.6267779038397713,-1.4932216362161626,1.4550289816789643,0.5233333333333333,121,45
CONFIRM_DIRECT_LINEAR,600,0.0571450593688773,-0.00479621261509422,-0.39221871655873886,-0.5514124690499617,-1.3373065008071165,1.3750382690757803,0.47333333333333333,121,35
CONFIRM_HARD_D7C_ALPHA1,600,0.008634343867902773,0.0019312297462281691,-0.13134300922241735,-0.1759438353143171,-0.3497653327339876,0.6653993149518982,0.5166666666666667,23,0
