low_size,K,index,name,anchor_psnr,output_psnr,oracle_psnr,output_gain,oracle_gain,corr,P_benefit,proxy_score,M_safe_mean,target_abs_mean,pred_abs_mean,weighted_field_l1,group
32,16,0,1000_0.74_1.6.png,36.89458465576172,38.4368896484375,38.789039611816406,1.5423049926757812,1.8944549560546875,0.8335139155387878,1.0,0.9999957084655762,0.2134159654378891,0.011313256807625294,0.010701230727136135,0.003902158235629726,middle
32,16,1,1001_0.89_1.66.png,35.02743911743164,36.101173400878906,36.463478088378906,1.0737342834472656,1.4360389709472656,0.7392380833625793,1.0,0.9999926090240479,0.15698379278182983,0.013404681347310543,0.013159547932446003,0.006384525285417391,open_hard
32,16,2,1002_0.73_1.47.png,33.70071029663086,34.258056640625,34.3560905456543,0.5573463439941406,0.6553802490234375,0.9230313897132874,1.0,0.9999188184738159,0.08550451695919037,0.014679329469799995,0.01351388543844223,0.005716000880002025,open_hard
32,16,3,1003_0.9_1.06.png,38.71543502807617,39.09253692626953,39.21985626220703,0.3771018981933594,0.5044212341308594,0.7397915124893188,1.0,0.9999078512191772,0.05866250395774841,0.009056659415364265,0.008455174043774605,0.004370466810457423,middle
32,16,4,1004_0.91_1.17.png,37.05818557739258,37.5770149230957,37.72386169433594,0.518829345703125,0.6656761169433594,0.7244768142700195,1.0,0.9999440908432007,0.07627230137586594,0.01114090345799923,0.010879878886044025,0.0048484865105726,middle
32,16,5,1005_0.74_1.81.png,38.33662796020508,38.72093200683594,39.121376037597656,0.3843040466308594,0.7847480773925781,0.7292174100875854,1.0,0.9999839067459106,0.11804071068763733,0.007624668534845114,0.005704034585505724,0.005199229333211627,middle
32,16,6,1006_0.89_1.55.png,37.09894561767578,37.76722717285156,38.48366165161133,0.6682815551757812,1.3847160339355469,0.7431942224502563,1.0,0.9999990463256836,0.1934923231601715,0.008587831631302834,0.006395524367690086,0.006017806199356167,middle
32,16,7,1007_0.68_1.25.png,38.79450607299805,38.892269134521484,38.94744873046875,0.0977630615234375,0.15294265747070312,0.7441043257713318,1.0,0.9970719814300537,0.02106962539255619,0.007698973640799522,0.006515977438539267,0.004538115309314482,middle
32,16,8,1008_0.52_1.98.png,39.02428436279297,39.055423736572266,39.0996208190918,0.031139373779296875,0.07533645629882812,0.6496545672416687,1.0,0.997860848903656,0.01296052522957325,0.00647794408723712,0.0042428504675626755,0.004838483959614201,middle
32,16,9,1009_0.84_0.56.png,44.44461441040039,44.44461441040039,44.44461441040039,0.0,0.0,,0.0,8.601648005424067e-05,4.93106635985896e-05,0.004470694810152054,169.44723510742188,0.0,closed_easy
32,16,10,100_0.65_1.43.png,36.16236114501953,36.876670837402344,37.09977722167969,0.7143096923828125,0.9374160766601562,0.8881720900535583,1.0,0.9997609257698059,0.11936704814434052,0.0106405820697546,0.009782958775758743,0.004493732228959115,middle
32,16,11,1010_0.91_1.13.png,39.185401916503906,39.26739501953125,39.29069900512695,0.08199310302734375,0.10529708862304688,0.8415623307228088,1.0,0.9999287128448486,0.01370201725512743,0.007629727479070425,0.006287058349698782,0.0036553809686768702,middle
32,16,12,1011_0.79_0.66.png,43.748023986816406,43.748023986816406,43.748023986816406,0.0,0.0,,0.0,0.0007819355232641101,9.821240382734686e-05,0.005071797873824835,169.44775390625,0.0,closed_easy
32,16,13,1012_0.85_1.28.png,38.438724517822266,38.57399368286133,38.60681915283203,0.1352691650390625,0.16809463500976562,0.8678245544433594,1.0,0.999962568283081,0.02146560698747635,0.008506431244313717,0.007353937719017267,0.0037395594162514126,middle
32,16,14,1013_0.63_1.83.png,39.83412170410156,40.30634307861328,40.726287841796875,0.47222137451171875,0.8921661376953125,0.7642490267753601,1.0,0.9999841451644897,0.11482831835746765,0.006926377769559622,0.0052351257763803005,0.004652111241525931,open_easy
32,16,15,1014_0.74_1.61.png,40.047698974609375,40.544620513916016,40.91287612915039,0.4969215393066406,0.8651771545410156,0.7803609371185303,1.0,0.9999018907546997,0.11008141934871674,0.00640513701364398,0.0042944131419062614,0.004227136877481416,open_easy
32,16,16,1015_0.7_1.92.png,39.555458068847656,40.18571853637695,40.884544372558594,0.6302604675292969,1.3290863037109375,0.7357537746429443,1.0,0.999993085861206,0.16993017494678497,0.00713506992906332,0.004913313779979944,0.005004581463213962,middle
32,16,17,1016_0.8_1.72.png,39.64141082763672,40.28046417236328,40.935420989990234,0.6390533447265625,1.2940101623535156,0.7461962103843689,1.0,0.9999897480010986,0.16453078389167786,0.006814457476139069,0.004455958027392626,0.004834814273805958,open_easy
32,16,18,1017_0.91_1.44.png,33.59113311767578,34.127498626708984,34.21234130859375,0.5363655090332031,0.6212081909179688,0.9181481003761292,1.0,0.9995864033699036,0.09871816635131836,0.011212984099984169,0.009854510426521301,0.004400600023778928,open_hard
32,16,19,1018_0.88_0.54.png,38.61735534667969,38.61735534667969,38.61735534667969,0.0,0.0,,0.0,0.0519559346139431,0.004500661976635456,0.007016218267381191,169.466064453125,0.0,middle
32,16,20,1019_0.82_1.87.png,32.75981140136719,33.432594299316406,33.519691467285156,0.6727828979492188,0.7598800659179688,0.9370539784431458,1.0,0.9994409680366516,0.11797859519720078,0.013951051980257034,0.013145601376891136,0.004589090978540009,open_hard
32,16,21,101_0.78_1.87.png,31.293811798095703,33.46869659423828,33.87527847290039,2.174884796142578,2.5814666748046875,0.9364886283874512,1.0,0.9999998807907104,0.3091174364089966,0.019500868394970894,0.018639449030160904,0.005848824396038074,open_hard
32,16,22,1020_0.5_0.98.png,41.363670349121094,41.363670349121094,41.363670349121094,0.0,0.0,,0.0,0.00888428557664156,0.004220263101160526,0.00665947375819087,169.45376586914062,0.0,closed_easy
32,16,23,1021_0.73_0.84.png,38.96540451049805,38.96540451049805,38.96540451049805,0.0,0.0,,0.0,0.9809446334838867,0.014000875875353813,0.005958791356533766,169.78773498535156,0.0,middle
32,16,24,1022_0.66_1.05.png,40.1223030090332,40.25741195678711,40.285011291503906,0.13510894775390625,0.16270828247070312,0.9211000204086304,1.0,0.9939929842948914,0.02091854251921177,0.005909023806452751,0.005187947303056717,0.0024908263693845154,open_easy
32,16,25,1023_0.5_1.87.png,37.44718933105469,37.739830017089844,37.90703582763672,0.29264068603515625,0.45984649658203125,0.8143693208694458,1.0,0.9996567964553833,0.0583980455994606,0.008995349518954754,0.007163131609559059,0.005170363992844712,middle
32,16,26,1024_0.69_1.66.png,35.45882034301758,35.94826126098633,36.03076171875,0.48944091796875,0.5719413757324219,0.9266271591186523,1.0,0.9999728202819824,0.08301740139722824,0.009800033643841743,0.008870052173733711,0.0038532138457440896,open_hard
32,16,27,1025_0.95_1.79.png,34.556087493896484,35.997459411621094,36.82017517089844,1.4413719177246094,2.264087677001953,0.838071346282959,1.0,0.9999998807907104,0.28326040506362915,0.01305338367819786,0.011269156821072102,0.006775330029537706,open_hard
32,16,28,1026_0.77_0.89.png,35.73930740356445,36.166934967041016,36.20172882080078,0.4276275634765625,0.4624214172363281,0.9110718369483948,1.0,0.9998424053192139,0.054025571793317795,0.013351695612072945,0.012771219946444035,0.0031185519772580716,middle
32,16,29,1027_0.57_1.77.png,33.44512176513672,34.33571243286133,34.482154846191406,0.8905906677246094,1.0370330810546875,0.9315633177757263,1.0,0.9999932050704956,0.1344485878944397,0.014729207381606102,0.013845161534845829,0.00478245562174052,open_hard
32,16,30,1028_0.97_1.41.png,36.600486755371094,37.72386932373047,38.38471603393555,1.123382568359375,1.7842292785644531,0.8211415410041809,1.0,0.9999997615814209,0.22275389730930328,0.0100977448746562,0.008464637212455273,0.005610555494666082,middle
32,16,31,1029_0.71_0.56.png,44.27614212036133,44.27614212036133,44.27614212036133,0.0,0.0,,0.0,0.0011881550308316946,0.0009659481002017856,0.003963490482419729,169.44635009765625,0.0,closed_easy
32,32,0,1000_0.74_1.6.png,36.89458465576172,38.490848541259766,38.789039611816406,1.5962638854980469,1.8944549560546875,0.8664112687110901,1.0,0.9999957084655762,0.2134159654378891,0.011313256807625294,0.010671553201973438,0.003575660463141563,middle
32,32,1,1001_0.89_1.66.png,35.02743911743164,36.2374382019043,36.463478088378906,1.2099990844726562,1.4360389709472656,0.8582354187965393,1.0,0.9999926090240479,0.15698379278182983,0.013404681347310543,0.013544008135795593,0.004887640797100285,open_hard
