low_size,K,group,count,mean_output_gain,mean_oracle_gain,mean_corr
32,16,closed_easy,4,0.0,0.0,
32,16,middle,16,0.4390754699707031,0.6692929267883301,0.7888463011809758
32,16,open_easy,4,0.43582630157470703,0.8035154342651367,0.8029765486717224
32,16,open_hard,8,0.9795646667480469,1.2408795356750488,0.8937777504324913
32,32,closed_easy,4,0.0,0.0,
32,32,middle,16,0.49890875816345215,0.6692929267883301,0.8505995954786029
32,32,open_easy,4,0.5374279022216797,0.8035154342651367,0.8691819310188293
32,32,open_hard,8,1.0859880447387695,1.2408795356750488,0.9378228485584259
