image_id,hazy_file,gt_file,width,height,shard_index,shard_count,input_PSNR,input_SSIM,A0_PSNR,A0_SSIM,WDMamba_PSNR,WDMamba_SSIM,WDMamba_dPSNR,WDMamba_dSSIM,A0_time_sec,WDMamba_time_sec,image_time_sec,input_mean,input_std,input_grad_mean,dark_channel_mean,airlight_proxy_p99,sky_highlight_proxy,a0_mean,a0_std,wdmamba_mean,wdmamba_std,wdmamba_residual_signed_mean,wdmamba_residual_abs_mean,wdmamba_residual_abs_p90,wdmamba_residual_grad_mean,a0_wdmamba_psnr,alpha_a0_PSNR,alpha_a0_SSIM,alpha_a0_dPSNR,alpha_a0_dSSIM,alpha_a0p375_PSNR,alpha_a0p375_SSIM,alpha_a0p375_dPSNR,alpha_a0p375_dSSIM,alpha_a1_PSNR,alpha_a1_SSIM,alpha_a1_dPSNR,alpha_a1_dSSIM
01,01_hazy.png,01_GT.png,1600,1200,0,1,11.271428108215332,0.4976890981197357,29.874534606933594,0.9375380873680115,28.3516845703125,0.9046441316604614,-1.5228500366210938,-0.03289395570755005,0.42793941497802734,0.4068584442138672,1.0107858180999756,0.4441870152950287,0.1493256837129593,0.009806245565414429,0.38361015915870667,0.7764706611633301,0.009034374728798866,0.23916111886501312,0.2178240865468979,0.24218744039535522,0.2205156832933426,0.003026307560503483,0.018706170842051506,0.04110461473464966,0.004510620143264532,31.774320602416992,29.874534606933594,0.9375380873680115,0.0,0.0,29.847848892211914,0.934504508972168,-0.026685714721679688,-0.003033578395843506,28.3516845703125,0.9046441316604614,-1.5228500366210938,-0.03289395570755005
