candidate,kind,selected,train_pass,train_fail_count,train_hard_mean_b,train_easy_mean_b,train_ratio,train_hard_bce,test_hard_mean_b,test_easy_mean_b,test_ratio,test_hard_bce,test_auc_z,test_spearman_z
shifted_b0.25_g1,shifted_power,False,False,2,0.7293491464808975,0.052237420258779456,13.962196886212372,0.6836820350827371,0.7151895202108647,0.019578366084062476,36.529581536073934,1.461488066135189,0.97664,-0.7466395691194065
shifted_b0.25_g1.5,shifted_power,False,False,2,0.6624144081906909,0.032381716164981325,20.45643303201601,0.6357501407532637,0.6509175296517018,0.008333323244365008,78.11019812436199,1.6267739193999673,0.97664,-0.7466395691194065
shifted_b0.25_g2,shifted_power,False,False,1,0.6102716461203833,0.0218333010068733,27.951414489648855,0.6268885172972605,0.602213096172438,0.003976273934432233,151.45161176085503,1.7990122137617641,0.97664,-0.7466395691194065
shifted_b0.25_g3,shifted_power,False,False,1,0.5327738109621728,0.011498834317735072,46.332853943330264,0.6573737229335682,0.5306024019447693,0.0011508687713144838,461.0450949492121,2.1405373314429954,0.97664,-0.7466395691194065
shifted_b0.25_g4,shifted_power,False,False,1,0.4766870428078749,0.006804741753517821,70.05218714750546,0.7148171457690614,0.4785434660699747,0.000408774523711694,1170.6783038355109,2.462653439127143,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.05_g1,platt_power,False,False,3,0.9222772571494022,0.10306507735540302,8.94849429908329,3.753051948623393,0.8954280759919885,0.03188278049832556,28.085005824351335,1.9216206528461792,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.05_g1.5,platt_power,False,False,3,0.918969599202123,0.09814532514292727,9.363355797780933,3.731233907408159,0.889022375470906,0.028067167913254792,31.674815863807297,2.0973973741652854,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.05_g2,platt_power,False,False,3,0.916934706415298,0.09521836263660392,9.629809639919277,3.7119582001269693,0.885099565128026,0.02622966575554686,33.74421822134167,2.193215457755367,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.05_g3,platt_power,False,False,3,0.9144880861540257,0.09153677796756488,9.99038972595327,3.6856080557756887,0.8803445894988944,0.02444323030747936,36.01588572478976,2.302931870150718,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.05_g4,platt_power,False,False,2,0.9130035118531795,0.08908570143370773,10.2485976667376,3.6639058610540225,0.8774267078208527,0.023545167599141617,37.265681126552735,2.3731912855677306,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.1_g1,platt_power,False,False,3,0.921561287315822,0.1060914150047002,8.686483136029373,2.931117920515719,0.895772981334926,0.03895031325969278,22.997837664682017,1.3293524017231175,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.1_g1.5,platt_power,False,False,3,0.9153185042915225,0.09529038466331818,9.605570462597495,2.887020949584935,0.8847921496999672,0.02913373169703561,30.37002464706558,1.5810544284869685,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.1_g2,platt_power,False,False,2,0.9111179529953205,0.08929240277886784,10.20375669867121,2.8551396520165033,0.8776043284505864,0.024641205867000616,35.61531579206803,1.7341930482163785,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.1_g3,platt_power,False,False,2,0.9054481010259168,0.0821954838437895,11.015788930042662,2.8037399127875657,0.8684362427889512,0.02020822830203561,42.97438794777828,1.9234360738437837,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.1_g4,platt_power,False,False,2,0.9014988748284907,0.07780094718701598,11.587248066035624,2.76527298708972,0.8625526299314523,0.017784235393656738,48.500967898744,2.033636746450933,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.15_g1,platt_power,False,False,3,0.9186329966235812,0.11166980042915436,8.226333288796205,2.3158355306434975,0.8941012149935372,0.04869635714822305,18.3607412823931,0.9720520489965175,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.15_g1.5,platt_power,False,False,3,0.9090640950961855,0.0945046239751526,9.619255194700305,2.2433584138741445,0.8791713738585354,0.03167357879103065,27.757247757159032,1.2251509794461963,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.15_g2,platt_power,False,False,2,0.9022273067062843,0.08547288312907866,10.55571397239247,2.2014407161702954,0.8689817091654557,0.024069293367258906,36.10333281938049,1.4165050214084443,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.15_g3,platt_power,False,False,2,0.892388881173249,0.0754519233410507,11.827251601520567,2.1464904309320163,0.855473652672687,0.01709239877660665,50.049946988337474,1.66029824812105,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.15_g4,platt_power,False,False,2,0.885143070660155,0.06962016109656748,12.71389000999878,2.106098936779597,0.8465241415036621,0.013664478963900608,61.950707651572,1.8157910642314856,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.2_g1,platt_power,False,False,3,0.9143873383041178,0.11888720974596025,7.69121708094582,1.8843055136819877,0.8913194265107928,0.060288362649992204,14.784269920969699,0.7703617607928614,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.2_g1.5,platt_power,False,False,3,0.9012149940086204,0.09488758956386537,9.497711957389807,1.7905577545136562,0.8727876433935599,0.03573433811966425,24.424340545243613,0.9826666174227645,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.2_g2,platt_power,False,False,2,0.8914942878406054,0.0826816594210263,10.782249583320464,1.7395413639902564,0.8597616416744361,0.024897066039949574,34.53264895931398,1.1799321961426616,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.2_g3,platt_power,False,False,2,0.8770613484731736,0.06967004683511391,12.588786549101789,1.682982644106306,0.8420467040220467,0.015452252495599195,54.49346004809731,1.468002811897111,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.2_g4,platt_power,False,False,2,0.8661926419656482,0.06238410564236601,13.884829044938705,1.646789149230791,0.830074047558345,0.011271149086545886,73.64591144918715,1.6560468110612852,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.3_g1,platt_power,False,False,3,0.9034988226673392,0.13673773006243456,6.607531237024345,1.359625580336948,0.8834322584270078,0.08673296869542975,10.185656869756826,0.5777286601910148,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.3_g1.5,platt_power,False,False,3,0.8827067576392434,0.09813205250602998,8.995091156225467,1.243543270453574,0.858089111028971,0.04651536198905566,18.447434876049464,0.7257293126204605,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.3_g2,platt_power,False,False,2,0.8667699275457331,0.07925968860608668,10.935823024154177,1.1817474970384436,0.8395000943086108,0.029006659141881334,28.94163337467901,0.889067947812218,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.3_g3,platt_power,False,False,2,0.8424434695171655,0.060281100888189866,13.975250237711155,1.1231339778563019,0.8132093151418422,0.01456123231043369,55.84756137426268,1.1971708992212111,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.3_g4,platt_power,False,False,2,0.8238130474457923,0.050307275873109,16.375624264047048,1.0979668612270646,0.7948289143051681,0.00893849556350847,88.92200132090102,1.4410893830756861,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.5_g1,platt_power,False,False,3,0.8758729230690542,0.17895337496333882,4.894419695903971,0.9343167233529571,0.8608400238712214,0.14355737173623453,5.996487769732144,0.46083933493355445,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.5_g1.5,platt_power,False,False,3,0.8394993536430289,0.1120930968454083,7.489304669678394,0.8035768322988094,0.821776859221204,0.07330033673476637,11.211092551931417,0.5535224594860212,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.5_g2,platt_power,False,False,2,0.810339517604283,0.07967552962761207,10.170494270846424,0.735471856217859,0.7914272406430146,0.04181787696273866,18.925571983202463,0.6718221845170441,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.5_g3,platt_power,False,False,2,0.7647515404028131,0.04947621347991419,15.456953687720636,0.6770424484235193,0.746093456829585,0.01680330538614309,44.401588835304615,0.9349695514152983,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.5_g4,platt_power,False,False,2,0.729513008243148,0.035466595486411095,20.56901707756693,0.6649093983113802,0.7127501333053067,0.008109707263108145,87.88851560002382,1.1982656554943567,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.75_g1,platt_power,False,False,3,0.8370775033908336,0.22992821180089842,3.640603720763434,0.7574108218389181,0.8265151366008162,0.2066918027057723,3.998780434352146,0.43924485703565574,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.75_g1.5,platt_power,False,False,3,0.782288270505615,0.13602721152409003,5.7509689549658525,0.6199712487592114,0.7705398583753118,0.10860219303587854,7.095067206614798,0.50909460720661,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.75_g2,platt_power,False,False,3,0.7372340159534654,0.08849096781697977,8.331178131967542,0.5516398521154233,0.72546198653223,0.061073584619095754,11.878490366281879,0.6103796748084773,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.75_g3,platt_power,False,False,1,0.6661259304492276,0.04547305240969913,14.648806164310777,0.5007572857080043,0.656122409768094,0.02240515286106526,29.284442460032317,0.8473963927131347,0.97664,-0.7466395691194065
platt_tau-2.1004_t0.75_g4,platt_power,False,True,0,0.611429642494922,0.027527232029317672,22.211809812324155,0.4999694202240162,0.6041238386681108,0.009459426522879016,63.86474245631575,1.1015024220088663,0.97664,-0.7466395691194065
platt_tau-2.1004_t1_g1,platt_power,False,False,3,0.7997166373323755,0.27183796645886965,2.9418872122609714,0.6896793798228773,0.7922189703019962,0.2557160735554646,3.098041352219357,0.44943093843407034,0.97664,-0.7466395691194065
platt_tau-2.1004_t1_g1.5,platt_power,False,False,3,0.729053562691857,0.16019623492619287,4.551003105833002,0.5504782651988677,0.7212197435221261,0.14018707183529436,5.144695114036525,0.5119591087064362,0.97664,-0.7466395691194065
platt_tau-2.1004_t1_g2,platt_power,False,False,2,0.6705353530694723,0.10073863638972722,6.656188500262943,0.4841696483585177,0.6632929635958631,0.08019270971697982,8.271237696503713,0.6093238710855848,0.97664,-0.7466395691194065
platt_tau-2.1004_t1_g3,platt_power,False,False,1,0.5785319973340869,0.04640546132622565,12.466894645590656,0.4428800867089929,0.5737270087577369,0.029055253695748937,19.746067777122132,0.8437113682889859,0.97664,-0.7466395691194065
platt_tau-2.1004_t1_g4,platt_power,False,True,0,0.5089009213788264,0.024811555665515024,20.510641422058647,0.4544930992524896,0.5069666482261094,0.011687495198129914,43.376843338273865,1.0980752892424441,0.97664,-0.7466395691194065
platt_tau-2.1004_t1.5_g1,platt_power,False,False,3,0.7382858811729364,0.3302923914458285,2.2352494344212683,0.6463622338133869,0.7342587913072903,0.32106139579438364,2.2869731488289218,0.4844779346449302,0.97664,-0.7466395691194065
platt_tau-2.1004_t1.5_g1.5,platt_power,False,False,2,0.6443725835719569,0.20003356714367454,3.2213222649233413,0.5088970071853902,0.6406811454555053,0.1880873666756903,3.4062954720409264,0.5461454974838068,0.97664,-0.7466395691194065
platt_tau-2.1004_t1.5_g2,platt_power,False,False,2,0.5671444906693935,0.12505122548241132,4.535297343000956,0.44802807526391053,0.5643763265599518,0.11236447426903437,5.0227292053951595,0.646016969055706,0.97664,-0.7466395691194065
platt_tau-2.1004_t1.5_g3,platt_power,False,False,2,0.44857770539818625,0.05322707069767588,8.427623378826539,0.4239927112040065,0.44821857321058,0.04222547211376411,10.614886010107524,0.8915297901120341,0.97664,-0.7466395691194065
platt_tau-2.1004_t1.5_g4,platt_power,False,True,0,0.3628223247132443,0.024989693715707497,14.518878416072345,0.4566088054609506,0.3647438449700742,0.016826602537114287,21.67661856667512,1.1610363541045374,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.05_g1,platt_power,False,False,2,0.9000456155435367,0.07196212359561405,12.507213108402386,3.2987515261448173,0.8572261867871696,0.014515013010889389,59.05789999251569,2.1605864671049044,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.05_g1.5,platt_power,False,False,2,0.8962335607874974,0.06853818414239853,13.07641239699954,3.293882912161763,0.8518898746570749,0.011817543868882164,72.08688066733245,2.375686398652581,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.05_g2,platt_power,False,False,2,0.8935089279539451,0.06681018525365155,13.373842993574245,3.2871326239966745,0.8485478676311456,0.010105705224782439,83.96720948778848,2.5009964494020847,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.05_g3,platt_power,False,False,2,0.8894739398539936,0.0650877886533356,13.665757560015216,3.2711150952998698,0.8443872051372808,0.008146457414043596,103.6508462784879,2.614410361218695,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.05_g4,platt_power,False,False,2,0.886413551256089,0.06416948632746836,13.813630153318702,3.2506877698697085,0.8417654898525755,0.007155416618248658,117.64031848345455,2.6857123811788446,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.1_g1,platt_power,False,False,2,0.8956694551771345,0.07569621049489028,11.832421323622201,2.533258127491839,0.8571902347320851,0.017017287226002938,50.37173218903376,1.5186652841419888,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.1_g1.5,platt_power,False,False,2,0.8872202631730548,0.06832319297235867,12.98563817900014,2.512595893895283,0.8463340689764555,0.012122052985483169,69.81771734457749,1.830157583687096,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.1_g2,platt_power,False,False,2,0.881196486506899,0.06439514328355367,13.684207248777936,2.4935556409566026,0.8395203287201769,0.009716503273213318,86.40148674004836,2.0256355634036827,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.1_g3,platt_power,False,False,2,0.8723986524563635,0.0600203890315962,14.535038285025303,2.4641360008307216,0.8306498452468537,0.007149431341692707,116.18404395365356,2.2546359505915934,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.1_g4,platt_power,False,False,2,0.8659016153464476,0.05741492596713126,15.081472295934972,2.4421803711396315,0.8246531100708451,0.005835886919327936,141.3072462627176,2.393825182651103,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.15_g1,platt_power,False,False,2,0.8910926309031741,0.07984887223393262,11.15973971795803,1.9835538337748735,0.8568311204720133,0.0226071922604192,37.9008198188396,1.111040666853333,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.15_g1.5,platt_power,False,False,2,0.8781236924037568,0.06767305481178161,12.975972413925652,1.9417783073384722,0.8407730775267899,0.013519130088332863,62.19135935768419,1.4505145021392756,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.15_g2,platt_power,False,False,2,0.8687573783675197,0.06139548617302092,14.15018322225256,1.922366538868574,0.8304611236808369,0.00983577210250454,84.43273339663612,1.6885821910669683,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.15_g3,platt_power,False,False,2,0.855119371876571,0.05441035963319547,15.716113211552223,1.8922606962543662,0.8170948582841085,0.006533184667087557,125.06838546909819,1.986873092159244,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.15_g4,platt_power,False,False,2,0.8451003826477497,0.05022805894882079,16.825264609744394,1.8707658811030048,0.8081626599372717,0.004997109434891239,161.72602791014546,2.173008681604513,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.2_g1,platt_power,False,False,2,0.8859197901793567,0.08531963605079548,10.383539255276709,1.607417722902897,0.8555720192097471,0.030788156691597523,27.788997820816064,0.8729125792141494,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.2_g1.5,platt_power,False,False,2,0.8685375753262121,0.06758806894632895,12.85045702394471,1.5463088794814426,0.8349243812424072,0.016109332769187853,51.8286134630826,1.1700237020969624,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.2_g2,platt_power,False,False,2,0.8557576728945633,0.05880363378901145,14.552802569396272,1.5186365348715747,0.8212401375311152,0.01053732190202256,77.9363243494995,1.4282771976680209,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.2_g3,platt_power,False,False,2,0.8370046198034767,0.049353674267820724,16.95931725896273,1.4937731280972921,0.8032787419570661,0.006128370001851159,131.07543143028644,1.7763320647325882,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.2_g4,platt_power,False,False,2,0.8231831129530004,0.04385597019732194,18.77014940609541,1.4764414577165001,0.7912439435239937,0.004302309494539073,183.91144210529734,2.0071933256522336,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.3_g1,platt_power,False,False,3,0.873880665222238,0.10021330714109028,8.72020583046822,1.1625834345414527,0.8498277476166771,0.05230379048700869,16.247918930995237,0.6423400173509627,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.3_g1.5,platt_power,False,False,2,0.8477973411826886,0.06987670314321094,12.132761035464773,1.0763732997584956,0.8208718860205063,0.02417695904368521,33.952652380197094,0.8574664817788726,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.3_g2,platt_power,False,False,2,0.8280645987534281,0.0556914573654719,14.868790258428739,1.0389983700188608,0.8005456277249672,0.013614912041281872,58.79917735036606,1.0796846857985938,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.3_g3,platt_power,False,False,2,0.7985977004042554,0.0415927980552085,19.2003841468956,1.0165004766910104,0.772718785956472,0.006084581165834302,126.99621632058856,1.4754280791287444,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.3_g4,platt_power,False,False,2,0.776672248775669,0.034063905819217304,22.80044610555217,1.0171180994572946,0.7535089310772853,0.0035097649576587325,214.68928551270577,1.7671405756542413,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.5_g1,platt_power,False,False,3,0.845184808133859,0.13970168744422118,6.0499255491907835,0.8142340629719095,0.8289594974757167,0.10440091065976385,7.94015581125767,0.4959979039387564,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.5_g1.5,platt_power,False,False,3,0.8021767022207669,0.08274639255246553,9.694400897442689,0.7084994828819992,0.7843503338027746,0.04723082846370966,16.606745198328227,0.6343938772909489,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.5_g2,platt_power,False,False,2,0.7683637207870747,0.056830270253198964,13.520324949428225,0.6607703773050687,0.7506374457481164,0.024316323925761416,30.869692641035655,0.7949939497761641,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.5_g3,platt_power,False,False,2,0.7167195086204085,0.03382111774898148,21.1914790616875,0.6355514333930943,0.7014629547534229,0.008310669786812257,84.40510485286465,1.135720758613226,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.5_g4,platt_power,False,False,1,0.677834591186388,0.02347738817088971,28.871805766999866,0.6500370136541843,0.665832185543757,0.0035697171292894607,186.52239419213828,1.4640216254579455,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.75_g1,platt_power,False,False,3,0.8066145943974379,0.19157393575689238,4.210461048422752,0.6770623407721562,0.7959163092660025,0.1676621534649169,4.747143543235874,0.46100055623976244,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.75_g1.5,platt_power,False,False,3,0.744576466587447,0.10667827662590199,6.979644686223403,0.5606260636448339,0.7334291415369645,0.08062841751158083,9.09640997768089,0.5652085790251173,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.75_g2,platt_power,False,False,1,0.6945971425524641,0.06630784802208234,10.475338338851596,0.509749260151382,0.6842114292203101,0.04184488622627184,16.35113608674925,0.6981890970663293,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.75_g3,platt_power,False,False,1,0.6175593675203521,0.0319911160813901,19.304089483755124,0.487281747889339,0.61020460443855,0.013331502217121002,45.771631321104515,0.9941162884470713,0.97664,-0.7466395691194065
platt_tau-1.8848_t0.75_g4,platt_power,False,True,0,0.5598016724725083,0.018523838796707538,30.220608083245065,0.5099616489935396,0.5558366956236702,0.004991194949287142,111.36345129197099,1.3038234323233349,0.97664,-0.7466395691194065
platt_tau-1.8848_t1_g1,platt_power,False,False,3,0.7705929123177421,0.2364270711671543,3.2593260514272147,0.6296229142271371,0.7632619486313743,0.219603881450258,3.4756305015686126,0.46534422661393493,0.97664,-0.7466395691194065
platt_tau-1.8848_t1_g1.5,platt_power,False,False,2,0.6928683278709011,0.13195791908633725,5.2506763721968985,0.5084912752076695,0.6857342859945479,0.11248092443511024,6.096449593016503,0.5558854029238375,0.97664,-0.7466395691194065
platt_tau-1.8848_t1_g2,platt_power,False,False,2,0.6297575636943683,0.07929048270433041,7.942410516564738,0.45752713340316964,0.6237340730950087,0.06038625369622674,10.32907383578894,0.6792481974958837,0.97664,-0.7466395691194065
