fold,phase,feature,direction,threshold,coverage,udp_accept_count,mean_delta,hard_bottom25_delta,easy_top25_delta,mean_ssim_delta,strong_regression_ratio,worst_regression_ratio,utility_score,mechanism_gate_pass,utility_gate_pass,promotion_gate_pass,feature_source,note
all,posthoc,udp_a0_luma_shift_mean,low,0.001066103996708989,0.7,420,0.2534743595123291,0.6310486221313476,-0.020367584228515624,3.6060810089111327e-07,0.44,0.235,0.26091974067687995,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,dark_channel_max,low,0.9764705896377563,0.4116666666666667,247,0.16027766863505047,0.4545037841796875,-0.09563997904459635,-7.20121463139852e-05,0.12666666666666668,0.15666666666666668,0.2134241870244344,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,dark_channel_range,low,0.9764705896377563,0.4116666666666667,247,0.16027766863505047,0.4545037841796875,-0.09563997904459635,-7.20121463139852e-05,0.12666666666666668,0.15666666666666668,0.2134241870244344,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,udp_a0_low_high_abs_ratio,high,6.514970397949218,0.2,120,0.09411225001017252,0.32505789438883465,0.02603228251139323,-0.00010442107915878296,0.04,0.08333333333333333,0.19826277081171673,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,dark_channel_max,low,0.9843137264251709,0.525,315,0.1587468910217285,0.4925140380859375,-0.07598050435384114,-0.00011841386556625366,0.15333333333333332,0.20333333333333334,0.193915621916453,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,dark_channel_range,low,0.9843137264251709,0.525,315,0.1587468910217285,0.4925140380859375,-0.07598050435384114,-0.00011841386556625366,0.15333333333333332,0.20333333333333334,0.193915621916453,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,depth_luma_std_ratio,high,1.4702802419662475,0.2,120,0.08509717305501302,0.36929759979248045,-0.06552330017089844,1.6635855038960776e-05,0.06,0.08333333333333333,0.1939140828450521,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,depth_std,high,0.2630438268184662,0.3,180,0.08310961405436199,0.45863330841064454,-0.1066399892171224,-6.674975156784058e-05,0.06666666666666667,0.125,0.183286320845286,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,dark_channel_max,low,0.9686274528503418,0.32666666666666666,196,0.12612794240315756,0.3981416956583659,-0.08584187825520834,-4.110395908355713e-05,0.11333333333333333,0.12833333333333333,0.18020456218719477,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,dark_channel_range,low,0.9686274528503418,0.32666666666666666,196,0.12612794240315756,0.3981416956583659,-0.08584187825520834,-4.110395908355713e-05,0.11333333333333333,0.12833333333333333,0.18020456218719477,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_luma_max,low,0.9928646981716156,0.5,300,0.15256170908610026,0.44921582539876304,-0.05487312316894531,-0.00013987203439076742,0.15333333333333332,0.18666666666666668,0.17801356919606526,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_luma_max,low,0.9825561344623566,0.3,180,0.11903497060139974,0.37720958709716795,-0.08737515767415364,-4.422893126805623e-05,0.1,0.115,0.17382735776901245,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_luma_max,low,0.9959365248680114,0.6,360,0.16087724367777506,0.5012907536824545,-0.0309515380859375,-0.00019782006740570068,0.18,0.23833333333333334,0.1736119133631389,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,udp_a0_luma_shift_mean,low,0.0021745627280324695,0.8,480,0.23773884773254395,0.6716109848022461,-0.07007705688476562,-5.6879023710886636e-05,0.5,0.285,0.17329110542933154,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_luma_max,low,0.988372540473938,0.4,240,0.13168203989664715,0.38922843933105467,-0.053511403401692706,-6.876558065414428e-05,0.12,0.15333333333333332,0.1727102856636048,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,udp_a0_luma_shift_abs_mean,high,0.005998266628012061,0.5,300,0.0940622329711914,0.5067912292480469,-0.01447552998860677,-0.00017526427904764811,0.11333333333333333,0.21166666666666667,0.17217968304951983,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_luma_max,low,0.9976981282234192,0.7016666666666667,421,0.18406736056009929,0.5440641403198242,-0.014861170450846355,-0.00019335021575291953,0.25333333333333335,0.27666666666666667,0.17173854970932,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,udp_a0_absdiff_mean,high,0.006090277107432485,0.5,300,0.09434709548950196,0.5249915568033854,-0.02955998738606771,-0.0001958868900934855,0.11333333333333333,0.21166666666666667,0.1717179911931356,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,depth_luma_std_ratio,high,1.3432780027389526,0.3,180,0.08259889602661133,0.4320665868123372,-0.061517562866210934,-7.493197917938233e-06,0.12666666666666668,0.12666666666666668,0.1702480937639872,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_saturation_std,low,0.10235769599676132,0.6,360,0.12160787582397461,0.44275028228759766,0.0025646209716796873,-0.00018257617950439452,0.10666666666666667,0.23666666666666666,0.15540947596232094,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,dark_channel_max,low,0.9921568632125854,0.6466666666666666,388,0.15838778495788575,0.5075915400187174,-0.034658075968424476,-0.00020275264978408813,0.19333333333333333,0.25666666666666665,0.15439647436141965,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,dark_channel_range,low,0.9921568632125854,0.6466666666666666,388,0.15838778495788575,0.5075915400187174,-0.034658075968424476,-0.00020275264978408813,0.19333333333333333,0.25666666666666665,0.15439647436141965,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,udp_a0_lowfreq_abs_mean,high,0.010641276976093645,0.05,30,0.05276190439860026,0.2104086176554362,-0.01697687784830729,-2.2984445095062256e-05,0.0,0.021666666666666667,0.15292174704869585,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,depth_luma_std_ratio,high,1.2366437673568724,0.4,240,0.08237069447835287,0.5035125096638997,-0.08155281066894532,-6.992250680923462e-05,0.15333333333333332,0.16833333333333333,0.15205062691370652,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,depth_image_edge_mismatch,low,1.2240221500396729,0.5,300,0.08856553713480632,0.5418729654947917,0.015247751871744791,-0.00010511974493662516,0.24,0.20333333333333334,0.1506653674443563,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_saturation_std,low,0.1204760789871216,0.7,420,0.1376641337076823,0.527932497660319,-0.04853551228841146,-0.00020324140787124633,0.16,0.265,0.1505075945854187,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,depth_luma_std_ratio,high,1.7052956581115724,0.1,60,0.06766693751017253,0.23090924580891928,-0.04552009582519531,3.9914846420288084e-05,0.02666666666666667,0.035,0.14911910374959308,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,dark_channel_max,low,0.9960784316062927,0.735,441,0.18030945460001627,0.551181386311849,-0.02234570821126302,-0.0001881668965021769,0.2733333333333333,0.2966666666666667,0.14754538631439207,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,dark_channel_range,low,0.9960784316062927,0.735,441,0.18030945460001627,0.551181386311849,-0.02234570821126302,-0.0001881668965021769,0.2733333333333333,0.2966666666666667,0.14754538631439207,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,udp_a0_luma_shift_mean,low,-0.01088784085586667,0.02,12,0.054641888936360676,0.15977010091145832,0.0,1.647720734278361e-05,0.0,0.005,0.14750394948323567,False,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,depth_image_edge_mismatch,low,1.1590851664543151,0.3,180,0.03536068916320801,0.4295781707763672,-0.019308497111002604,-5.8624148368835447e-05,0.10666666666666667,0.11833333333333333,0.14739518006642655,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,udp_a0_lowfreq_abs_mean,high,0.005663548829033971,0.5,300,0.08601044336954752,0.5195574696858724,-0.05488739013671875,-0.0001985562841097514,0.12,0.215,0.1415899732907613,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,depth_luma_std_ratio,high,1.1560129523277283,0.5,300,0.08964422543843588,0.5590449651082356,-0.0947070058186849,-8.083264032999675e-05,0.19333333333333333,0.20833333333333334,0.1398845068613688,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,udp_a0_luma_shift_abs_mean,high,0.011218705913051954,0.05,30,0.04808496793111165,0.19170087178548176,-0.01697687784830729,-2.031862735748291e-05,0.0,0.021666666666666667,0.13755332660675043,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_edge_mean,high,0.02411907836794853,0.6,360,0.18208618799845377,0.5219025548299153,-0.09989535013834636,2.310335636138916e-05,0.3466666666666667,0.22833333333333333,0.13494671249389642,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_luma_max,low,0.9648402124643326,0.15,90,0.08169765790303549,0.18193840026855468,0.003792470296223958,8.411010106404623e-06,0.06666666666666667,0.043333333333333335,0.13152736473083496,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,udp_a0_absdiff_mean,high,0.01116743730381131,0.05,30,0.04557888984680176,0.18167655944824218,-0.01697687784830729,-2.651393413543701e-05,0.0,0.021666666666666667,0.127793599764506,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,udp_a0_low_high_abs_ratio,high,7.761005878448488,0.1,60,0.0596537176767985,0.18202740987141927,0.06957761128743489,-7.1945587793986e-05,0.013333333333333334,0.03833333333333333,0.12481437937418623,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,depth_image_edge_mismatch,low,1.1881713628768922,0.4,240,0.05849112828572591,0.41443955739339194,0.0007290395100911459,-8.977949619293213e-05,0.14,0.16166666666666665,0.12219896348317466,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,depth_image_edge_mismatch,low,1.0917758882045745,0.15,90,0.04202810287475586,0.24740880330403645,0.0152984619140625,-1.9219716389973957e-05,0.05333333333333334,0.065,0.12096277491251624,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_luma_range,low,0.9716619491577149,0.6,360,0.14949629147847493,0.4419214502970378,-0.02320660909016927,-9.690543015797933e-05,0.24,0.24,0.1196647710800171,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,dark_channel_std,low,0.16819972693920135,0.2,120,0.07962241172790527,0.25081747690836587,-0.020788294474283854,-2.2213955720265706e-05,0.1,0.07833333333333334,0.1182759594917297,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,depth_image_edge_mismatch,low,1.1188395261764525,0.2,120,0.04748690923055013,0.2592730331420898,0.012456436157226563,-2.7769307295481363e-05,0.06666666666666667,0.07833333333333334,0.11716353432337442,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,depth_std,high,0.27877790927886964,0.2,120,0.053924821217854815,0.31909618377685545,-0.09243268330891927,-7.31736421585083e-06,0.05333333333333334,0.09,0.11703605031967163,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,udp_a0_luma_shift_abs_mean,high,0.009691489860415459,0.1,60,0.032235177357991536,0.24845012664794922,-0.02895128885904948,-9.901593128840128e-05,0.006666666666666667,0.045,0.11669308932622276,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_edge_mean,high,0.03036184497177601,0.4,240,0.13445351918538412,0.2781974411010742,0.015013478597005208,4.7211746374766034e-05,0.19333333333333333,0.15166666666666667,0.11370531717936191,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,udp_a0_lowfreq_abs_mean,high,0.009142976999282838,0.1,60,0.03738890012105306,0.26293426513671875,-0.057211074829101566,-0.00012165466944376627,0.006666666666666667,0.043333333333333335,0.11287965456644693,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_luma_range,low,0.9641118347644806,0.5,300,0.12022977193196614,0.3773750813802083,0.018855819702148436,-9.376029173533122e-05,0.18666666666666668,0.205,0.11156942907969157,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,udp_a0_luma_shift_abs_mean,high,0.006579648237675428,0.4,240,0.06946672757466633,0.4079310735066732,-0.04669410705566406,-0.00018569727738698322,0.08,0.175,0.1087388626734416,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_edge_mean,high,0.020987640507519244,0.7,420,0.18637312253316243,0.6331356048583985,-0.18321797688802083,-1.5616416931152343e-06,0.41333333333333333,0.2683333333333333,0.10666650199890143,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,depth_std,high,0.2504386782646179,0.4,240,0.06804627100626627,0.4284376271565755,-0.09177963256835937,-0.00012119263410568238,0.09333333333333334,0.17166666666666666,0.1053138375282287,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,udp_a0_luma_shift_mean,low,-0.01237651139497757,0.01,6,0.04430291175842285,0.10247577667236328,0.0,1.4999707539876302e-05,0.0,0.0016666666666666668,0.10478837776184081,False,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_luma_max,low,0.9725373148918152,0.2,120,0.08004376093546549,0.1784494908650716,-0.004816004435221354,-4.002253214518229e-06,0.08,0.07166666666666667,0.10090500259399414,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,dark_channel_std,low,0.1903669774532318,0.4,240,0.08559875806172688,0.4305933888753255,-0.06947039286295573,-5.497843027114868e-05,0.20666666666666667,0.15833333333333333,0.09989057556788127,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,udp_a0_absdiff_mean,high,0.008130711317062379,0.2,120,0.039724540710449216,0.2998794682820638,-0.05692270914713542,-0.0001670551300048828,0.013333333333333334,0.08666666666666667,0.09911317443847659,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,dark_channel_std,low,0.2139550745487213,0.6,360,0.12356357892354329,0.5604665247599284,-0.10640752156575521,-8.381317059199015e-05,0.3,0.235,0.09887709887822478,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_luma_std,low,0.19985345751047134,0.5,300,0.09943803787231445,0.4893342717488607,-0.10153396606445313,-6.20986024538676e-05,0.23333333333333334,0.19333333333333333,0.09718523073196418,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_luma_contrast,low,0.19985345751047134,0.5,300,0.09943803787231445,0.4893342717488607,-0.10153396606445313,-6.20986024538676e-05,0.23333333333333334,0.19333333333333333,0.09718523073196418,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,dark_channel_std,low,0.16155051663517953,0.15,90,0.06239592552185059,0.2012393315633138,-0.03542953491210937,-3.09447447458903e-07,0.06666666666666667,0.058333333333333334,0.09702953418095907,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_luma_std,low,0.16288350522518158,0.2,120,0.060201956431070965,0.25325475056966146,-0.019576314290364584,-1.0306338469187418e-05,0.10666666666666667,0.08333333333333333,0.09697204860051471,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_luma_contrast,low,0.16288350522518158,0.2,120,0.060201956431070965,0.25325475056966146,-0.019576314290364584,-1.0306338469187418e-05,0.10666666666666667,0.08333333333333333,0.09697204860051471,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,dark_channel_std,low,0.20174089819192886,0.5,300,0.10571913083394369,0.44687296549479166,-0.05638165791829427,-8.28417142232259e-05,0.23333333333333334,0.195,0.09541707166035966,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,udp_a0_luma_shift_abs_mean,high,0.01349568359553814,0.02,12,0.04225247383117676,0.0942740249633789,0.0,-7.317860921223958e-06,0.0,0.008333333333333333,0.0923533166249593,False,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_edge_mean,high,0.017989367619156836,0.8,480,0.19938588460286458,0.6627789179484049,-0.1346124267578125,-7.925887902577718e-05,0.47333333333333333,0.30833333333333335,0.09222857952117926,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_saturation_std,low,0.14115529060363768,0.8,480,0.15017264366149902,0.5375255711873372,-0.052277781168619794,-0.00023781269788742066,0.24,0.315,0.08998655621210733,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,dark_channel_max,low,0.9372549057006836,0.15333333333333332,92,0.06850961049397787,0.14040027618408202,-0.008259938557942709,-1.94015105565389e-05,0.04,0.06,0.08873950481414795,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,dark_channel_range,low,0.9372549057006836,0.15333333333333332,92,0.06850961049397787,0.14040027618408202,-0.008259938557942709,-1.94015105565389e-05,0.04,0.06,0.08873950481414795,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,udp_a0_luma_shift_abs_mean,high,0.008055142872035504,0.2,120,0.03528785705566406,0.29418707529703775,-0.06829172770182292,-0.0001481148600578308,0.013333333333333334,0.08833333333333333,0.08836459970474245,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,depth_image_edge_mismatch,low,1.0623900771141053,0.1,60,0.03353997866312663,0.16984752655029298,-0.008203633626302083,-2.1431446075439453e-05,0.02666666666666667,0.043333333333333335,0.08772705523173013,False,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,dark_channel_mean,high,0.5357029676437378,0.6,360,0.0962995974222819,0.397740847269694,0.02113067626953125,-0.00019542068243026732,0.14,0.23333333333333334,0.08585996929804482,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,udp_a0_chroma_u_abs_mean,low,0.0008919461048208177,0.2,120,0.08473177591959635,0.14227752685546874,0.04057421366373698,1.9002060095469157e-05,0.08,0.07666666666666666,0.08409829203287758,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_edge_mean,high,0.0343074519187212,0.3,180,0.09284314155578613,0.24891502380371094,-0.012242762247721355,4.1725337505340574e-05,0.16,0.12,0.08407077471415199,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_luma_std,low,0.14912390559911728,0.1,60,0.05383642832438151,0.15660804748535156,-0.03714007059733073,1.3887882232666016e-07,0.04666666666666667,0.03833333333333333,0.08289788818359377,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_luma_contrast,low,0.14912390559911728,0.1,60,0.05383642832438151,0.15660804748535156,-0.03714007059733073,1.3887882232666016e-07,0.04666666666666667,0.03833333333333333,0.08289788818359377,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_luma_mean,high,0.5707520842552185,0.6,360,0.10067295074462891,0.3894620132446289,0.04616511027018229,-0.00019676258166631064,0.14666666666666667,0.23166666666666666,0.0826643090248108,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,input_luma_max,low,0.9519894361495972,0.1,60,0.07017728169759115,0.08239852905273437,0.03806602478027344,5.728006362915039e-07,0.04,0.028333333333333332,0.08261639912923177,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,udp_a0_luma_shift_abs_mean,high,0.0070736029651016,0.3,180,0.038008801142374676,0.35514764149983724,-0.04088239034016927,-0.00019919753074645996,0.05333333333333334,0.13833333333333334,0.08115001805623374,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
all,posthoc,depth_image_edge_mismatch,low,1.2617274045944213,0.6,360,0.10116498629252116,0.4998423512776693,0.07793017069498698,-0.0001252901554107666,0.30666666666666664,0.23666666666666666,0.0806790326436361,True,False,False,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.
