fold,split,name,choose_udp,a0_psnr,udpnet_psnr,udpnet_delta_psnr,switch_delta_psnr,delta_ssim,feature,feature_value,threshold,direction,bucket
0,val_regular,221_0.88_1.44.png,False,36.85853576660156,36.46485900878906,-0.3936767578125,0.0,0.0,udp_a0_luma_shift_mean,0.0013639535754919052,-0.0039256124291568995,low,mid_by_a0
0,val_regular,2232_0.72_0.59.png,False,46.65442657470703,47.05063247680664,0.3962059020996094,0.0,0.0,udp_a0_luma_shift_mean,0.0006641389918513596,-0.0039256124291568995,low,easy_top25_by_a0
0,val_regular,2242_0.99_1.49.png,False,41.06024932861328,41.48349380493164,0.4232444763183594,0.0,0.0,udp_a0_luma_shift_mean,0.0007245325832627714,-0.0039256124291568995,low,mid_by_a0
0,val_regular,2257_0.75_1.03.png,False,44.90797424316406,45.766136169433594,0.8581619262695312,0.0,0.0,udp_a0_luma_shift_mean,-0.0002614461409393698,-0.0039256124291568995,low,easy_top25_by_a0
0,val_regular,2289_0.83_1.86.png,False,38.940940856933594,39.46562194824219,0.5246810913085938,0.0,0.0,udp_a0_luma_shift_mean,-0.0006538550369441509,-0.0039256124291568995,low,mid_by_a0
0,val_regular,2321_0.92_0.62.png,False,42.372901916503906,41.575660705566406,-0.7972412109375,0.0,0.0,udp_a0_luma_shift_mean,-0.003246807958930731,-0.0039256124291568995,low,mid_by_a0
0,val_regular,2383_0.59_1.38.png,False,45.953697204589844,43.51042175292969,-2.4432754516601562,0.0,0.0,udp_a0_luma_shift_mean,0.0016193451592698693,-0.0039256124291568995,low,easy_top25_by_a0
0,val_regular,2421_0.95_1.35.png,False,36.84862518310547,38.321556091308594,1.472930908203125,0.0,0.0,udp_a0_luma_shift_mean,-0.003601574571803212,-0.0039256124291568995,low,mid_by_a0
0,val_regular,2488_0.64_1.77.png,False,41.72123336791992,42.17802047729492,0.456787109375,0.0,0.0,udp_a0_luma_shift_mean,0.0011205937480553985,-0.0039256124291568995,low,mid_by_a0
0,val_regular,2511_0.82_1.93.png,False,42.61885070800781,42.70553207397461,0.08668136596679688,0.0,0.0,udp_a0_luma_shift_mean,0.0015437656547874212,-0.0039256124291568995,low,easy_top25_by_a0
0,val_regular,2722_0.85_0.56.png,False,44.42241287231445,43.622779846191406,-0.7996330261230469,0.0,0.0,udp_a0_luma_shift_mean,0.0003903668839484453,-0.0039256124291568995,low,easy_top25_by_a0
0,val_regular,2733_0.56_1.8.png,False,42.048179626464844,41.461204528808594,-0.58697509765625,0.0,0.0,udp_a0_luma_shift_mean,0.00039077247492969036,-0.0039256124291568995,low,mid_by_a0
0,val_regular,2827_0.92_0.93.png,False,42.228363037109375,41.23466491699219,-0.9936981201171875,0.0,0.0,udp_a0_luma_shift_mean,-0.000694186775945127,-0.0039256124291568995,low,mid_by_a0
0,val_regular,2850_0.78_1.51.png,False,37.943172454833984,38.19165802001953,0.24848556518554688,0.0,0.0,udp_a0_luma_shift_mean,-0.0010479082120582461,-0.0039256124291568995,low,mid_by_a0
0,val_regular,290_0.6_1.14.png,True,41.83475875854492,40.78187942504883,-1.0528793334960938,-1.0528793334960938,-3.0338764190673828e-05,udp_a0_luma_shift_mean,-0.004373829811811447,-0.0039256124291568995,low,mid_by_a0
0,val_regular,2950_0.52_1.03.png,True,42.49952697753906,38.16355514526367,-4.335971832275391,-4.335971832275391,-0.0008851885795593262,udp_a0_luma_shift_mean,-0.005490271840244532,-0.0039256124291568995,low,easy_top25_by_a0
0,val_regular,2973_0.95_1.29.png,False,38.17295455932617,37.79862976074219,-0.3743247985839844,0.0,0.0,udp_a0_luma_shift_mean,0.00043700318201445043,-0.0039256124291568995,low,mid_by_a0
0,val_regular,2978_0.94_1.66.png,True,32.16834259033203,32.779354095458984,0.6110115051269531,0.6110115051269531,-0.0004966855049133301,udp_a0_luma_shift_mean,-0.00906436424702406,-0.0039256124291568995,low,hard_bottom25_by_a0
0,val_regular,2992_0.95_0.97.png,False,39.221702575683594,38.85575866699219,-0.36594390869140625,0.0,0.0,udp_a0_luma_shift_mean,-0.0007613123743794858,-0.0039256124291568995,low,mid_by_a0
0,val_regular,307_0.69_0.73.png,True,42.905879974365234,42.89751434326172,-0.008365631103515625,-0.008365631103515625,-2.7418136596679688e-05,udp_a0_luma_shift_mean,-0.004045589827001095,-0.0039256124291568995,low,easy_top25_by_a0
0,val_regular,31_0.54_1.13.png,True,35.85630416870117,36.74554443359375,0.8892402648925781,0.8892402648925781,0.0009073615074157715,udp_a0_luma_shift_mean,-0.00676219305023551,-0.0039256124291568995,low,hard_bottom25_by_a0
0,val_regular,335_0.73_1.53.png,True,35.31636047363281,34.277008056640625,-1.0393524169921875,-1.0393524169921875,-0.0002716183662414551,udp_a0_luma_shift_mean,-0.011652753688395023,-0.0039256124291568995,low,hard_bottom25_by_a0
0,val_regular,343_0.84_1.57.png,False,37.717529296875,36.54677963256836,-1.1707496643066406,0.0,0.0,udp_a0_luma_shift_mean,0.0001660867710597813,-0.0039256124291568995,low,mid_by_a0
0,val_regular,442_0.83_1.12.png,False,36.59823989868164,37.21379089355469,0.6155509948730469,0.0,0.0,udp_a0_luma_shift_mean,0.0014590484788641334,-0.0039256124291568995,low,mid_by_a0
0,val_regular,468_0.56_1.55.png,True,33.82410430908203,36.07804489135742,2.2539405822753906,2.2539405822753906,0.00020009279251098633,udp_a0_luma_shift_mean,-0.011808524839580059,-0.0039256124291568995,low,hard_bottom25_by_a0
0,val_regular,500_0.56_0.68.png,False,41.590919494628906,42.30036926269531,0.7094497680664062,0.0,0.0,udp_a0_luma_shift_mean,-0.002597242593765259,-0.0039256124291568995,low,mid_by_a0
0,val_regular,627_0.51_0.54.png,True,40.876747131347656,41.59245300292969,0.7157058715820312,0.7157058715820312,8.64863395690918e-05,udp_a0_luma_shift_mean,-0.0094124935567379,-0.0039256124291568995,low,mid_by_a0
0,val_regular,655_0.53_1.69.png,False,35.63919448852539,33.75263977050781,-1.8865547180175781,0.0,0.0,udp_a0_luma_shift_mean,0.004438924137502909,-0.0039256124291568995,low,hard_bottom25_by_a0
0,val_regular,680_0.76_1.75.png,True,36.99039840698242,37.798274993896484,0.8078765869140625,0.8078765869140625,-0.00015479326248168945,udp_a0_luma_shift_mean,-0.004501584451645613,-0.0039256124291568995,low,mid_by_a0
0,val_regular,73_0.93_1.41.png,False,35.02628707885742,35.655155181884766,0.6288681030273438,0.0,0.0,udp_a0_luma_shift_mean,0.002243427559733391,-0.0039256124291568995,low,hard_bottom25_by_a0
0,val_regular,754_0.7_1.86.png,False,30.516143798828125,32.06303405761719,1.5468902587890625,0.0,0.0,udp_a0_luma_shift_mean,4.572431498672813e-05,-0.0039256124291568995,low,hard_bottom25_by_a0
0,val_regular,861_0.95_0.65.png,False,40.757442474365234,42.73922348022461,1.981781005859375,0.0,0.0,udp_a0_luma_shift_mean,-0.0010127233108505607,-0.0039256124291568995,low,mid_by_a0
0,val_regular,863_0.87_0.58.png,False,36.95512390136719,36.88581848144531,-0.069305419921875,0.0,0.0,udp_a0_luma_shift_mean,-0.001477440120652318,-0.0039256124291568995,low,mid_by_a0
0,val_regular,881_0.6_1.13.png,True,37.4307861328125,34.942203521728516,-2.4885826110839844,-2.4885826110839844,-4.112720489501953e-06,udp_a0_luma_shift_mean,-0.006178379058837891,-0.0039256124291568995,low,mid_by_a0
0,val_hard,1002_0.73_1.47.png,False,33.684539794921875,32.14086151123047,-1.5436782836914062,0.0,0.0,udp_a0_luma_shift_mean,0.0007515259203501046,-0.0039256124291568995,low,mid_by_a0
0,val_hard,101_0.78_1.87.png,False,31.28585433959961,30.336380004882812,-0.9494743347167969,0.0,0.0,udp_a0_luma_shift_mean,0.0012191394343972206,-0.0039256124291568995,low,hard_bottom25_by_a0
0,val_hard,1024_0.69_1.66.png,False,35.469032287597656,35.592308044433594,0.1232757568359375,0.0,0.0,udp_a0_luma_shift_mean,-0.0032579649705439806,-0.0039256124291568995,low,mid_by_a0
0,val_hard,1069_0.66_1.4.png,True,33.7315673828125,35.44950485229492,1.7179374694824219,1.7179374694824219,0.0028235912322998047,udp_a0_luma_shift_mean,-0.004931046161800623,-0.0039256124291568995,low,mid_by_a0
0,val_hard,1075_0.76_1.99.png,False,29.52604103088379,29.644824981689453,0.11878395080566406,0.0,0.0,udp_a0_luma_shift_mean,0.003078076522797346,-0.0039256124291568995,low,hard_bottom25_by_a0
0,val_hard,1084_0.81_1.75.png,False,29.888851165771484,30.213260650634766,0.32440948486328125,0.0,0.0,udp_a0_luma_shift_mean,-0.0008855308406054974,-0.0039256124291568995,low,hard_bottom25_by_a0
0,val_hard,1111_0.57_1.35.png,False,35.81488800048828,36.7516975402832,0.9368095397949219,0.0,0.0,udp_a0_luma_shift_mean,-0.0032225928734987974,-0.0039256124291568995,low,mid_by_a0
0,val_hard,1137_0.87_0.85.png,False,35.985008239746094,36.179508209228516,0.19449996948242188,0.0,0.0,udp_a0_luma_shift_mean,-6.582705827895552e-05,-0.0039256124291568995,low,mid_by_a0
0,val_hard,1179_0.56_1.96.png,True,30.77662467956543,31.265953063964844,0.48932838439941406,0.48932838439941406,0.0022754669189453125,udp_a0_luma_shift_mean,-0.030873727053403854,-0.0039256124291568995,low,hard_bottom25_by_a0
0,val_hard,1199_0.86_0.65.png,True,32.410499572753906,35.11677551269531,2.7062759399414062,2.7062759399414062,0.0005328059196472168,udp_a0_luma_shift_mean,-0.005290978122502565,-0.0039256124291568995,low,hard_bottom25_by_a0
0,val_hard,1201_0.75_1.76.png,False,35.26105880737305,36.38300704956055,1.1219482421875,0.0,0.0,udp_a0_luma_shift_mean,-0.0023917369544506073,-0.0039256124291568995,low,mid_by_a0
0,val_hard,1275_0.54_1.73.png,True,33.21283721923828,37.682716369628906,4.469879150390625,4.469879150390625,0.0013736486434936523,udp_a0_luma_shift_mean,-0.007712364196777344,-0.0039256124291568995,low,mid_by_a0
0,val_hard,1287_0.56_1.87.png,True,31.299152374267578,29.52709197998047,-1.7720603942871094,-1.7720603942871094,0.0005367398262023926,udp_a0_luma_shift_mean,-0.012803750112652779,-0.0039256124291568995,low,hard_bottom25_by_a0
0,val_hard,1301_0.95_1.37.png,False,33.851810455322266,35.17965316772461,1.3278427124023438,0.0,0.0,udp_a0_luma_shift_mean,0.0012485841289162636,-0.0039256124291568995,low,mid_by_a0
0,val_hard,1322_0.64_1.06.png,False,36.47297668457031,38.361717224121094,1.8887405395507812,0.0,0.0,udp_a0_luma_shift_mean,-0.002277503488585353,-0.0039256124291568995,low,easy_top25_by_a0
0,val_hard,1359_0.92_1.46.png,False,35.454986572265625,36.419795989990234,0.9648094177246094,0.0,0.0,udp_a0_luma_shift_mean,0.00111691455822438,-0.0039256124291568995,low,mid_by_a0
0,val_hard,137_0.96_1.92.png,False,34.94767379760742,34.68628692626953,-0.2613868713378906,0.0,0.0,udp_a0_luma_shift_mean,0.005019103176891804,-0.0039256124291568995,low,mid_by_a0
0,val_hard,1393_0.89_1.9.png,False,33.04048156738281,33.302974700927734,0.2624931335449219,0.0,0.0,udp_a0_luma_shift_mean,0.002785502467304468,-0.0039256124291568995,low,mid_by_a0
0,val_hard,1431_0.81_0.84.png,False,34.230255126953125,35.16060256958008,0.9303474426269531,0.0,0.0,udp_a0_luma_shift_mean,-0.0012444249587133527,-0.0039256124291568995,low,mid_by_a0
0,val_hard,1479_0.8_1.08.png,False,32.0977668762207,32.18583679199219,0.08806991577148438,0.0,0.0,udp_a0_luma_shift_mean,-0.0003819107369054109,-0.0039256124291568995,low,hard_bottom25_by_a0
0,val_hard,148_0.79_1.94.png,False,33.452457427978516,34.66552734375,1.2130699157714844,0.0,0.0,udp_a0_luma_shift_mean,-0.002517790300771594,-0.0039256124291568995,low,mid_by_a0
0,val_hard,1715_0.89_1.94.png,False,34.84101867675781,34.80727767944336,-0.033740997314453125,0.0,0.0,udp_a0_luma_shift_mean,-0.0006135085131973028,-0.0039256124291568995,low,mid_by_a0
0,val_hard,188_0.9_1.18.png,False,37.32622146606445,36.74715805053711,-0.5790634155273438,0.0,0.0,udp_a0_luma_shift_mean,0.00407776003703475,-0.0039256124291568995,low,easy_top25_by_a0
0,val_hard,1932_0.8_1.59.png,False,36.84296798706055,38.86943435668945,2.0264663696289062,0.0,0.0,udp_a0_luma_shift_mean,-0.0035172621719539165,-0.0039256124291568995,low,easy_top25_by_a0
0,val_hard,199_0.81_1.86.png,False,37.514122009277344,38.41276168823242,0.8986396789550781,0.0,0.0,udp_a0_luma_shift_mean,-0.0029752475675195456,-0.0039256124291568995,low,easy_top25_by_a0
0,val_hard,2099_1.0_1.51.png,False,37.46699142456055,38.72817611694336,1.2611846923828125,0.0,0.0,udp_a0_luma_shift_mean,-0.00010484085942152888,-0.0039256124291568995,low,easy_top25_by_a0
0,val_hard,2168_0.63_1.99.png,True,37.423683166503906,38.286773681640625,0.8630905151367188,0.8630905151367188,-0.001507103443145752,udp_a0_luma_shift_mean,-0.004342272412031889,-0.0039256124291568995,low,easy_top25_by_a0
0,val_hard,23_0.83_1.63.png,False,27.395639419555664,27.441396713256836,0.045757293701171875,0.0,0.0,udp_a0_luma_shift_mean,0.0014220391167327762,-0.0039256124291568995,low,hard_bottom25_by_a0
0,val_hard,2528_0.96_1.84.png,False,30.003355026245117,27.170011520385742,-2.833343505859375,0.0,0.0,udp_a0_luma_shift_mean,-0.003489884315058589,-0.0039256124291568995,low,hard_bottom25_by_a0
0,val_hard,2918_0.6_1.92.png,True,37.33785629272461,38.34614944458008,1.0082931518554688,1.0082931518554688,-0.0009014010429382324,udp_a0_luma_shift_mean,-0.007432060316205025,-0.0039256124291568995,low,easy_top25_by_a0
0,val_hard,29_0.91_1.09.png,False,35.81285095214844,37.18302917480469,1.37017822265625,0.0,0.0,udp_a0_luma_shift_mean,-0.003536686534062028,-0.0039256124291568995,low,mid_by_a0
0,val_hard,329_0.57_1.97.png,False,36.21952819824219,35.09760284423828,-1.1219253540039062,0.0,0.0,udp_a0_luma_shift_mean,-0.0019523348892107606,-0.0039256124291568995,low,mid_by_a0
0,val_hard,340_0.94_1.5.png,False,37.28968048095703,37.70194625854492,0.4122657775878906,0.0,0.0,udp_a0_luma_shift_mean,0.00021356165234465152,-0.0039256124291568995,low,easy_top25_by_a0
0,val_hard,351_0.6_1.91.png,False,33.07141876220703,31.835979461669922,-1.2354393005371094,0.0,0.0,udp_a0_luma_shift_mean,0.0045734066516160965,-0.0039256124291568995,low,mid_by_a0
0,val_hard,352_0.55_0.71.png,False,36.72186279296875,35.64353561401367,-1.0783271789550781,0.0,0.0,udp_a0_luma_shift_mean,-0.0023369791451841593,-0.0039256124291568995,low,easy_top25_by_a0
0,val_hard,429_0.66_1.55.png,False,35.43775177001953,35.64341735839844,0.20566558837890625,0.0,0.0,udp_a0_luma_shift_mean,-0.0010474571026861668,-0.0039256124291568995,low,mid_by_a0
0,val_hard,431_0.76_1.15.png,True,35.50696563720703,38.2921028137207,2.785137176513672,2.785137176513672,0.000959932804107666,udp_a0_luma_shift_mean,-0.004572595469653606,-0.0039256124291568995,low,mid_by_a0
0,val_hard,476_0.69_0.56.png,False,35.812103271484375,36.49517822265625,0.683074951171875,0.0,0.0,udp_a0_luma_shift_mean,0.002672108355909586,-0.0039256124291568995,low,mid_by_a0
0,val_hard,490_0.83_1.67.png,True,30.725730895996094,31.742042541503906,1.0163116455078125,1.0163116455078125,0.0015875697135925293,udp_a0_luma_shift_mean,-0.004694561939686537,-0.0039256124291568995,low,hard_bottom25_by_a0
0,val_hard,533_0.96_1.51.png,False,36.965274810791016,37.2949333190918,0.32965850830078125,0.0,0.0,udp_a0_luma_shift_mean,-0.0008038778323680162,-0.0039256124291568995,low,easy_top25_by_a0
0,val_hard,56_0.78_1.27.png,True,37.057796478271484,38.448856353759766,1.3910598754882812,1.3910598754882812,0.0006197690963745117,udp_a0_luma_shift_mean,-0.004398443270474672,-0.0039256124291568995,low,easy_top25_by_a0
0,val_hard,570_0.79_1.59.png,True,36.03211975097656,34.70460891723633,-1.3275108337402344,-1.3275108337402344,0.00022840499877929688,udp_a0_luma_shift_mean,-0.006128281354904175,-0.0039256124291568995,low,mid_by_a0
0,val_hard,585_0.6_0.89.png,False,37.06272888183594,37.08617401123047,0.02344512939453125,0.0,0.0,udp_a0_luma_shift_mean,-0.0036908606998622417,-0.0039256124291568995,low,easy_top25_by_a0
0,val_hard,600_0.89_1.63.png,False,29.550861358642578,30.346961975097656,0.7961006164550781,0.0,0.0,udp_a0_luma_shift_mean,-0.0007946967962197959,-0.0039256124291568995,low,hard_bottom25_by_a0
0,val_hard,649_0.55_0.86.png,False,34.954166412353516,36.66389083862305,1.7097244262695312,0.0,0.0,udp_a0_luma_shift_mean,0.0016389915253967047,-0.0039256124291568995,low,mid_by_a0
0,val_hard,663_0.87_1.75.png,False,32.170799255371094,32.34969711303711,0.17889785766601562,0.0,0.0,udp_a0_luma_shift_mean,0.004050218965858221,-0.0039256124291568995,low,hard_bottom25_by_a0
0,val_hard,694_0.51_1.61.png,False,34.832969665527344,32.652034759521484,-2.1809349060058594,0.0,0.0,udp_a0_luma_shift_mean,0.00680285319685936,-0.0039256124291568995,low,mid_by_a0
0,val_hard,735_0.5_1.46.png,True,31.59710693359375,30.592010498046875,-1.005096435546875,-1.005096435546875,-0.000614166259765625,udp_a0_luma_shift_mean,-0.008202442899346352,-0.0039256124291568995,low,hard_bottom25_by_a0
0,val_hard,784_0.73_1.21.png,False,34.5540771484375,35.62823486328125,1.07415771484375,0.0,0.0,udp_a0_luma_shift_mean,7.31901527615264e-05,-0.0039256124291568995,low,mid_by_a0
0,val_hard,802_0.9_1.9.png,False,32.61903381347656,31.960018157958984,-0.6590156555175781,0.0,0.0,udp_a0_luma_shift_mean,0.000967520521953702,-0.0039256124291568995,low,mid_by_a0
0,val_hard,855_0.54_1.96.png,False,36.82237243652344,35.72736740112305,-1.0950050354003906,0.0,0.0,udp_a0_luma_shift_mean,0.0019083525985479355,-0.0039256124291568995,low,easy_top25_by_a0
0,val_hard,932_0.81_1.54.png,True,35.67013931274414,38.1214485168457,2.4513092041015625,2.4513092041015625,0.0011006593704223633,udp_a0_luma_shift_mean,-0.007016366347670555,-0.0039256124291568995,low,mid_by_a0
0,val_hard,953_0.95_0.84.png,False,32.65346145629883,34.01069259643555,1.3572311401367188,0.0,0.0,udp_a0_luma_shift_mean,-0.0021128531079739332,-0.0039256124291568995,low,mid_by_a0
0,val_hard,955_0.94_0.9.png,False,32.98907470703125,34.691402435302734,1.7023277282714844,0.0,0.0,udp_a0_luma_shift_mean,-0.0026258910074830055,-0.0039256124291568995,low,mid_by_a0
1,val_regular,1012_0.85_1.28.png,False,38.42698669433594,39.57215118408203,1.1451644897460938,0.0,0.0,udp_a0_luma_shift_mean,-0.0002575467515271157,-0.004073665756732225,low,mid_by_a0
1,val_regular,1016_0.8_1.72.png,False,39.64661407470703,37.51496887207031,-2.1316452026367188,0.0,0.0,udp_a0_luma_shift_mean,0.0031555911991745234,-0.004073665756732225,low,mid_by_a0
1,val_regular,1035_0.76_1.14.png,False,33.76014709472656,35.797935485839844,2.0377883911132812,0.0,0.0,udp_a0_luma_shift_mean,-0.002904494060203433,-0.004073665756732225,low,hard_bottom25_by_a0
1,val_regular,1080_0.59_1.22.png,False,40.88210678100586,39.49787139892578,-1.3842353820800781,0.0,0.0,udp_a0_luma_shift_mean,0.002380178077146411,-0.004073665756732225,low,mid_by_a0
1,val_regular,1085_0.71_1.3.png,False,40.47211456298828,38.926727294921875,-1.5453872680664062,0.0,0.0,udp_a0_luma_shift_mean,0.005254384595900774,-0.004073665756732225,low,mid_by_a0
1,val_regular,1102_0.65_0.94.png,True,29.688369750976562,31.516342163085938,1.827972412109375,1.827972412109375,0.0005307197570800781,udp_a0_luma_shift_mean,-0.0068267956376075745,-0.004073665756732225,low,hard_bottom25_by_a0
1,val_regular,1110_0.92_0.77.png,False,39.895408630371094,38.38520431518555,-1.5102043151855469,0.0,0.0,udp_a0_luma_shift_mean,0.004226829390972853,-0.004073665756732225,low,mid_by_a0
1,val_regular,1133_0.68_1.41.png,False,32.886505126953125,36.03715515136719,3.1506500244140625,0.0,0.0,udp_a0_luma_shift_mean,0.006879072170704603,-0.004073665756732225,low,hard_bottom25_by_a0
1,val_regular,1157_0.56_1.98.png,False,39.68464279174805,36.889671325683594,-2.794971466064453,0.0,0.0,udp_a0_luma_shift_mean,0.0019064670195803046,-0.004073665756732225,low,mid_by_a0
1,val_regular,1212_0.8_1.74.png,False,30.234447479248047,27.846195220947266,-2.3882522583007812,0.0,0.0,udp_a0_luma_shift_mean,0.003921873401850462,-0.004073665756732225,low,hard_bottom25_by_a0
1,val_regular,1266_0.96_1.34.png,False,35.360557556152344,35.34833526611328,-0.0122222900390625,0.0,0.0,udp_a0_luma_shift_mean,-0.0008258946472778916,-0.004073665756732225,low,hard_bottom25_by_a0
1,val_regular,1334_0.64_1.51.png,False,36.26000213623047,36.30223846435547,0.042236328125,0.0,0.0,udp_a0_luma_shift_mean,0.0005900343530811369,-0.004073665756732225,low,mid_by_a0
1,val_regular,1416_0.95_1.15.png,False,39.3605842590332,38.7029914855957,-0.6575927734375,0.0,0.0,udp_a0_luma_shift_mean,-0.0022244686260819435,-0.004073665756732225,low,mid_by_a0
1,val_regular,1419_0.62_1.04.png,False,37.92040252685547,37.48875045776367,-0.4316520690917969,0.0,0.0,udp_a0_luma_shift_mean,0.0025806373450905085,-0.004073665756732225,low,mid_by_a0
1,val_regular,1500_0.87_1.88.png,False,34.10819625854492,32.9708251953125,-1.1373710632324219,0.0,0.0,udp_a0_luma_shift_mean,-0.001451907679438591,-0.004073665756732225,low,hard_bottom25_by_a0
1,val_regular,1502_0.65_1.08.png,False,42.028228759765625,45.6431884765625,3.614959716796875,0.0,0.0,udp_a0_luma_shift_mean,-0.0036435171496123075,-0.004073665756732225,low,mid_by_a0
1,val_regular,1528_0.91_1.9.png,False,33.67494201660156,32.77896499633789,-0.8959770202636719,0.0,0.0,udp_a0_luma_shift_mean,0.0019865427166223526,-0.004073665756732225,low,hard_bottom25_by_a0
1,val_regular,1550_0.87_0.57.png,False,45.68352508544922,46.71687698364258,1.0333518981933594,0.0,0.0,udp_a0_luma_shift_mean,-0.0003394989762455225,-0.004073665756732225,low,easy_top25_by_a0
