split,name,baseline_psnr,udpnet_psnr,udpnet_delta_psnr,choose_udp,switch_delta_psnr,baseline_ssim,udpnet_ssim,switch_delta_ssim,bucket
val_regular,1012_0.85_1.28.png,38.42698669433594,39.57215118408203,1.1451644897460938,True,1.1451644897460938,0.9647457003593445,0.97921222448349,0.014466524124145508,mid_by_a0
val_regular,1016_0.8_1.72.png,39.64661407470703,37.51496887207031,-2.1316452026367188,False,0.0,0.9955741763114929,0.9942185282707214,0.0,mid_by_a0
val_regular,1023_0.5_1.87.png,37.447303771972656,32.920291900634766,-4.527011871337891,False,0.0,0.9968012571334839,0.995006263256073,0.0,mid_by_a0
val_regular,1031_0.76_0.7.png,42.88265609741211,42.50189971923828,-0.3807563781738281,False,0.0,0.9985312819480896,0.9981379508972168,0.0,easy_top25_by_a0
val_regular,1035_0.76_1.14.png,33.76014709472656,35.797935485839844,2.0377883911132812,True,2.0377883911132812,0.992926836013794,0.9944161176681519,0.0014892816543579102,hard_bottom25_by_a0
val_regular,1037_0.89_0.54.png,35.92600631713867,35.36244201660156,-0.5635643005371094,False,0.0,0.9982477426528931,0.9978852272033691,0.0,hard_bottom25_by_a0
val_regular,1039_0.79_1.79.png,32.156375885009766,31.944902420043945,-0.2114734649658203,False,0.0,0.9955867528915405,0.9952723979949951,0.0,hard_bottom25_by_a0
val_regular,1063_0.51_1.61.png,34.049652099609375,30.81061553955078,-3.2390365600585938,False,0.0,0.9881157875061035,0.982572078704834,0.0,hard_bottom25_by_a0
val_regular,1076_0.71_1.18.png,35.264984130859375,35.30143737792969,0.0364532470703125,True,0.0364532470703125,0.997783362865448,0.9967467188835144,-0.0010366439819335938,hard_bottom25_by_a0
val_regular,1080_0.59_1.22.png,40.88210678100586,39.49787139892578,-1.3842353820800781,False,0.0,0.9971342086791992,0.9965695142745972,0.0,mid_by_a0
val_regular,1085_0.71_1.3.png,40.47211456298828,38.926727294921875,-1.5453872680664062,False,0.0,0.9976644515991211,0.9971576929092407,0.0,mid_by_a0
val_regular,1087_0.68_1.22.png,41.450706481933594,39.59334945678711,-1.8573570251464844,False,0.0,0.9981293678283691,0.997502326965332,0.0,mid_by_a0
val_regular,1100_0.58_1.95.png,31.10500717163086,32.24049758911133,1.1354904174804688,True,1.1354904174804688,0.9931396842002869,0.9932613372802734,0.00012165307998657227,hard_bottom25_by_a0
val_regular,1102_0.65_0.94.png,29.688369750976562,31.516342163085938,1.827972412109375,True,1.827972412109375,0.9939987063407898,0.9945294260978699,0.0005307197570800781,hard_bottom25_by_a0
val_regular,1110_0.92_0.77.png,39.895408630371094,38.38520431518555,-1.5102043151855469,False,0.0,0.9984406232833862,0.9980136156082153,0.0,mid_by_a0
val_regular,1122_0.94_0.53.png,40.95265197753906,42.30426025390625,1.3516082763671875,True,1.3516082763671875,0.9982966780662537,0.9982516169548035,-4.506111145019531e-05,mid_by_a0
val_regular,1128_0.8_1.45.png,37.508033752441406,36.950931549072266,-0.5571022033691406,False,0.0,0.9963464140892029,0.9958969950675964,0.0,mid_by_a0
val_regular,1133_0.68_1.41.png,32.886505126953125,36.03715515136719,3.1506500244140625,True,3.1506500244140625,0.9953701496124268,0.9964148998260498,0.0010447502136230469,hard_bottom25_by_a0
val_regular,1134_0.69_1.2.png,32.375640869140625,34.910369873046875,2.53472900390625,True,2.53472900390625,0.9958571791648865,0.9968140125274658,0.0009568333625793457,hard_bottom25_by_a0
val_regular,114_0.75_1.45.png,33.996910095214844,33.2890510559082,-0.7078590393066406,False,0.0,0.99393630027771,0.9920253753662109,0.0,hard_bottom25_by_a0
val_regular,1157_0.56_1.98.png,39.68464279174805,36.889671325683594,-2.794971466064453,False,0.0,0.9974665641784668,0.9970512390136719,0.0,mid_by_a0
val_regular,1177_0.71_1.64.png,34.71192932128906,37.883155822753906,3.1712265014648438,True,3.1712265014648438,0.9957675337791443,0.9967513084411621,0.0009837746620178223,hard_bottom25_by_a0
val_regular,1183_0.84_1.24.png,34.02747344970703,36.809669494628906,2.782196044921875,True,2.782196044921875,0.9964789152145386,0.997039794921875,0.0005608797073364258,hard_bottom25_by_a0
val_regular,1200_0.97_0.52.png,31.913738250732422,34.22103500366211,2.3072967529296875,True,2.3072967529296875,0.9975616335868835,0.9980821013450623,0.0005204677581787109,hard_bottom25_by_a0
val_regular,1212_0.8_1.74.png,30.234447479248047,27.846195220947266,-2.3882522583007812,False,0.0,0.9950027465820312,0.9915243983268738,0.0,hard_bottom25_by_a0
val_regular,1233_0.54_0.63.png,37.283382415771484,35.32888412475586,-1.954498291015625,False,0.0,0.9980708956718445,0.9974857568740845,0.0,mid_by_a0
val_regular,1246_0.62_2.0.png,33.34962463378906,32.345176696777344,-1.0044479370117188,False,0.0,0.9931740760803223,0.9930755496025085,0.0,hard_bottom25_by_a0
val_regular,1266_0.96_1.34.png,35.360557556152344,35.34833526611328,-0.0122222900390625,False,0.0,0.995644748210907,0.9949814081192017,0.0,hard_bottom25_by_a0
val_regular,126_0.75_1.47.png,28.241600036621094,31.36237144470215,3.1207714080810547,True,3.1207714080810547,0.9916591644287109,0.9953824877738953,0.003723323345184326,hard_bottom25_by_a0
val_regular,1282_0.62_0.6.png,32.45446014404297,36.883052825927734,4.428592681884766,True,4.428592681884766,0.9982738494873047,0.9988293051719666,0.0005554556846618652,hard_bottom25_by_a0
val_regular,1290_0.95_1.76.png,32.715370178222656,30.393871307373047,-2.3214988708496094,False,0.0,0.9931788444519043,0.992510974407196,0.0,hard_bottom25_by_a0
val_regular,1291_0.62_0.59.png,40.49239730834961,43.07577133178711,2.5833740234375,True,2.5833740234375,0.9990509748458862,0.9990204572677612,-3.0517578125e-05,mid_by_a0
val_regular,1299_0.83_1.21.png,41.31084442138672,41.813106536865234,0.5022621154785156,True,0.5022621154785156,0.9971730709075928,0.9958572387695312,-0.0013158321380615234,mid_by_a0
val_regular,1300_0.92_1.03.png,43.74760055541992,41.761417388916016,-1.9861831665039062,False,0.0,0.9977936744689941,0.9971243143081665,0.0,easy_top25_by_a0
val_regular,1313_0.75_1.8.png,36.106903076171875,36.450279235839844,0.34337615966796875,True,0.34337615966796875,0.9914876818656921,0.991940975189209,0.0004532933235168457,hard_bottom25_by_a0
val_regular,1317_0.53_1.87.png,29.30721092224121,34.020484924316406,4.713274002075195,True,4.713274002075195,0.9913665652275085,0.995018720626831,0.0036521553993225098,hard_bottom25_by_a0
val_regular,1333_0.79_1.62.png,33.545631408691406,34.09949493408203,0.553863525390625,True,0.553863525390625,0.994997501373291,0.9946026802062988,-0.0003948211669921875,hard_bottom25_by_a0
val_regular,1334_0.64_1.51.png,36.26000213623047,36.30223846435547,0.042236328125,True,0.042236328125,0.9967612624168396,0.9963306188583374,-0.00043064355850219727,mid_by_a0
val_regular,1376_0.65_1.6.png,40.26970672607422,38.527565002441406,-1.7421417236328125,False,0.0,0.9958006739616394,0.9922374486923218,0.0,mid_by_a0
val_regular,1390_0.57_1.23.png,37.24122619628906,36.64883041381836,-0.5923957824707031,False,0.0,0.9973549842834473,0.9971951246261597,0.0,mid_by_a0
val_regular,1397_0.94_0.79.png,36.11112594604492,37.656150817871094,1.5450248718261719,True,1.5450248718261719,0.997368335723877,0.9975282549858093,0.00015991926193237305,hard_bottom25_by_a0
val_regular,1413_0.65_1.47.png,40.04090118408203,37.393985748291016,-2.6469154357910156,False,0.0,0.9981324672698975,0.9977021217346191,0.0,mid_by_a0
val_regular,1416_0.95_1.15.png,39.3605842590332,38.7029914855957,-0.6575927734375,False,0.0,0.9975548982620239,0.997512936592102,0.0,mid_by_a0
val_regular,1419_0.62_1.04.png,37.92040252685547,37.48875045776367,-0.4316520690917969,False,0.0,0.9978070259094238,0.9975243806838989,0.0,mid_by_a0
val_regular,1432_0.91_1.29.png,32.578590393066406,33.49134826660156,0.9127578735351562,True,0.9127578735351562,0.9951848983764648,0.9955977201461792,0.00041282176971435547,hard_bottom25_by_a0
val_regular,1435_0.87_0.57.png,43.462547302246094,42.47920227050781,-0.9833450317382812,False,0.0,0.9972888827323914,0.9970566034317017,0.0,easy_top25_by_a0
val_regular,1456_0.66_1.83.png,33.696537017822266,34.479698181152344,0.7831611633300781,True,0.7831611633300781,0.9958581328392029,0.996062159538269,0.0002040266990661621,hard_bottom25_by_a0
val_regular,1461_0.59_0.54.png,37.48857116699219,41.391868591308594,3.9032974243164062,True,3.9032974243164062,0.9987263083457947,0.9990913271903992,0.0003650188446044922,mid_by_a0
val_regular,1467_0.61_1.24.png,40.498504638671875,39.303794860839844,-1.1947097778320312,False,0.0,0.9966882467269897,0.99703449010849,0.0,mid_by_a0
val_regular,1474_0.92_0.89.png,30.879680633544922,32.149322509765625,1.2696418762207031,True,1.2696418762207031,0.9951201677322388,0.9952568411827087,0.0001366734504699707,hard_bottom25_by_a0
val_regular,1480_0.96_1.38.png,30.866212844848633,31.142160415649414,0.27594757080078125,True,0.27594757080078125,0.9846555590629578,0.9745301604270935,-0.010125398635864258,hard_bottom25_by_a0
val_regular,1491_0.88_1.85.png,33.575008392333984,31.935644149780273,-1.639364242553711,False,0.0,0.9801846742630005,0.978752076625824,0.0,hard_bottom25_by_a0
val_regular,1500_0.87_1.88.png,34.10819625854492,32.9708251953125,-1.1373710632324219,False,0.0,0.9912328720092773,0.9894031286239624,0.0,hard_bottom25_by_a0
val_regular,1502_0.65_1.08.png,42.028228759765625,45.6431884765625,3.614959716796875,True,3.614959716796875,0.9978892803192139,0.9981276392936707,0.0002383589744567871,mid_by_a0
val_regular,1528_0.91_1.9.png,33.67494201660156,32.77896499633789,-0.8959770202636719,False,0.0,0.9915022850036621,0.991196870803833,0.0,hard_bottom25_by_a0
val_regular,1534_0.7_0.91.png,45.483734130859375,46.09242248535156,0.6086883544921875,True,0.6086883544921875,0.9979841113090515,0.9977743625640869,-0.0002097487449645996,easy_top25_by_a0
val_regular,1547_0.77_1.84.png,38.38059616088867,37.89242172241211,-0.4881744384765625,False,0.0,0.9889602065086365,0.9889232516288757,0.0,mid_by_a0
val_regular,1550_0.87_0.57.png,45.68352508544922,46.71687698364258,1.0333518981933594,True,1.0333518981933594,0.9984163641929626,0.9982972145080566,-0.00011914968490600586,easy_top25_by_a0
val_regular,1567_0.8_0.84.png,41.414817810058594,41.12305450439453,-0.2917633056640625,False,0.0,0.9975079298019409,0.9956690669059753,0.0,mid_by_a0
val_regular,1575_0.51_1.39.png,42.521217346191406,41.72882080078125,-0.7923965454101562,False,0.0,0.9987869262695312,0.9988257884979248,0.0,easy_top25_by_a0
val_regular,1579_0.67_1.31.png,43.416500091552734,42.65692901611328,-0.7595710754394531,False,0.0,0.9952427744865417,0.9943214654922485,0.0,easy_top25_by_a0
val_regular,1580_0.7_1.59.png,40.74560546875,40.71484375,-0.03076171875,False,0.0,0.9933926463127136,0.9916505813598633,0.0,mid_by_a0
val_regular,1586_0.74_1.29.png,39.65418243408203,40.15209197998047,0.4979095458984375,True,0.4979095458984375,0.9956039786338806,0.9960758090019226,0.0004718303680419922,mid_by_a0
val_regular,1587_0.73_1.54.png,38.576385498046875,38.59523391723633,0.018848419189453125,True,0.018848419189453125,0.9944164752960205,0.9945869445800781,0.0001704692840576172,mid_by_a0
val_regular,1589_0.74_1.06.png,42.42633819580078,39.073707580566406,-3.352630615234375,False,0.0,0.9972526431083679,0.9968070983886719,0.0,mid_by_a0
val_regular,1612_0.77_1.4.png,41.39713668823242,37.868560791015625,-3.528575897216797,False,0.0,0.9956991672515869,0.9949320554733276,0.0,mid_by_a0
val_regular,1618_0.97_1.32.png,42.37184524536133,41.08078384399414,-1.2910614013671875,False,0.0,0.9923638701438904,0.9912747144699097,0.0,mid_by_a0
val_regular,161_0.83_1.56.png,28.51170539855957,32.37947082519531,3.867765426635742,True,3.867765426635742,0.9894108176231384,0.9919342994689941,0.002523481845855713,hard_bottom25_by_a0
