fold,phase,feature,direction,threshold,coverage,udp_accept_count,mean_delta,hard_bottom25_delta,easy_top25_delta,mean_ssim_delta,strong_regression_ratio,worst_regression_ratio,utility_score,mechanism_gate_pass,utility_gate_pass,promotion_gate_pass,feature_source,note,val_coverage,val_udp_accept_count,val_mean_delta,val_hard_bottom25_delta,val_easy_top25_delta,val_mean_ssim_delta,val_strong_regression_ratio,val_worst_regression_ratio,val_utility_score,val_mechanism_gate_pass,val_utility_gate_pass,val_promotion_gate_pass
0,train_select,udp_a0_luma_shift_mean,low,-0.0039256124291568995,0.20123203285420946,98,0.265682737440544,0.5736979370117188,0.043795257055458905,9.846246707610771e-05,0.08196721311475409,0.04722792607802875,0.5405811374433809,True,True,True,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.,0.21238938053097345,24,0.12326348566376003,0.2772718048095703,-0.034899803899949594,7.87662193838474e-05,0.06896551724137931,0.061946902654867256,0.20052576638591735,True,True,False
1,train_select,udp_a0_luma_shift_mean,low,-0.004073665756732225,0.2012987012987013,93,0.2510166209497493,0.5783239364624023,0.08114125409464198,8.789517662741922e-05,0.06896551724137931,0.049783549783549784,0.5336580943363712,True,True,True,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.,0.15942028985507245,22,0.2187416518943897,0.37571010589599607,0.1286624410878057,0.00010658087937728219,0.02857142857142857,0.028985507246376812,0.41249069679844697,True,True,True
2,train_select,udp_a0_luma_shift_mean,low,-0.003969017509371043,0.20041322314049587,97,0.2469640093401444,0.5073062503148639,0.08023489975347751,0.00010457955116082813,0.06611570247933884,0.049586776859504134,0.4885378421736909,True,True,True,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.,0.1896551724137931,22,0.18480143053778286,0.6134770711263021,-0.13672355369285302,4.428882023383831e-05,0.10344827586206896,0.04310344827586207,0.4069396894705859,True,False,False
3,train_select,udp_a0_luma_shift_mean,low,-0.004381380323320627,0.15010570824524314,71,0.18662324465858507,0.3345139878136771,0.11049482926078465,8.969402716477377e-05,0.03361344537815126,0.03382663847780127,0.35022893157103496,True,True,True,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.,0.2047244094488189,26,0.40695693549208756,0.8735891141389546,0.18318372453962053,9.141709860854262e-05,0.03125,0.031496062992125984,0.8965877661801847,True,True,True
4,train_select,udp_a0_luma_shift_mean,low,-0.003916484257206321,0.20040485829959515,99,0.24160424900441035,0.563972968754806,0.0031524526661839978,8.137361240773066e-05,0.056451612903225805,0.044534412955465584,0.5250415760324018,True,True,True,udp_switch_feature_table,Threshold selected on train folds only for OOF rows; PSNR/SSIM delta labels excluded as router features.,0.2169811320754717,23,0.2260732830695386,0.30519435716711957,0.11070756351246554,0.00015710603516056853,0.14814814814814814,0.07547169811320754,0.2898328044278118,True,True,False
