haze4k_group_digest,haze4k_representative_source,haze4k_representative_id,ots_scene_id,candidate_hamming_distance,correlation_score,score_gap,prequalified,reverse_score_gap,mutual_nearest,verified
4455b5bbc3f7aada7b6077d26b45e800c4ab28e48246cb429e78fb945ee6acfe,HAZE4K_TEST,917,8413,16,0.7017736434936523,0.06032276153564453,False,,False,False
445bef37251b59e7546e37714667ef45e972ae09404714bf158b0d173f9bf3db,HAZE4K_TRAIN,2545,4288,15,0.7681927680969238,0.010666251182556152,False,,False,False
453aee15f7cfc69b9b82f43a088f370d541a4de5447f7b67861393171bd7ae20,HAZE4K_TRAIN,2645,4166,17,0.5167760848999023,0.028262019157409668,False,,False,False
462e0940eca004f161703a70c7770f62dba415d4cc7ad08cc23d690d4e9308ed,HAZE4K_TRAIN,2557,0295,16,0.6549540758132935,0.023060321807861328,False,,False,False
463da6be4fe40431e16de9d5243a1407c7c7cfdd2d7f211350158fe109c36ae6,HAZE4K_TEST,625,1344,17,0.5474711060523987,0.02041018009185791,False,,False,False
465b584657df77be1b2f3706c494fe909519a59b7b24939c412cc7a667c32b71,HAZE4K_TEST,921,4802,18,0.67014479637146,0.05436283349990845,False,,False,False
47c8532b4ea31f10c3ddc592b12edf256c8072d8311d09d9256be872ac811ccf,HAZE4K_TRAIN,2633,7873,17,0.40685221552848816,0.009543031454086304,False,,False,False
480d0460d13da3d5cc77f0c0da7b44c9e6765f5cfd7b38b3cfe6a2e4c6e5ab9c,HAZE4K_TRAIN,321,5727,0,0.9999802708625793,0.1001400351524353,True,0.11813861131668091,True,True
480db8346e72af47b3a993d778cc87b3f4d1d3bb588766254f38a09685490a56,HAZE4K_TRAIN,2953,2411,13,0.3866587281227112,0.0013365447521209717,False,,False,False
480f632803e62dc25e13ac678f2f88add627758ea42a80aefcf108c342d8f206,HAZE4K_TEST,753,8916,17,0.5615522861480713,0.02158355712890625,False,,False,False
48197feb77662dd48f9179cdc847feca71826f7fa692659e0d3b0fbfc9535230,HAZE4K_TRAIN,2133,0062,18,0.5204321146011353,0.013640522956848145,False,,False,False
484084acf62ae00768e533eeafe967b82c42007962207ab3e42963da67877066,HAZE4K_TEST,945,3768,18,0.6846493482589722,0.024957239627838135,False,,False,False
488e225173504d4b88f1481616bf22aa72cb659bdc74dadb3545cab8d0d2f3a9,HAZE4K_TEST,665,2788,16,0.4129346013069153,0.00498509407043457,False,,False,False
4a05c897735bb48e91b1dfe82829b13f7bf7e20ddb8f7f7cc0c4c2df3512fede,HAZE4K_TRAIN,2141,1014,14,0.519482433795929,0.0035764575004577637,False,,False,False
4ae21ae454a81e2ca544f2e73d513cafaba8a56036d05ed1acd25422d0efdbc5,HAZE4K_TRAIN,1973,6608,15,0.5208680629730225,0.005341827869415283,False,,False,False
4d20c359a3d0426c423cf54f2b06eac263326d608d4eef86775b65187b21e83f,HAZE4K_TRAIN,2353,6820,15,0.5192770957946777,0.03490626811981201,False,,False,False
4d65e7b63ac689fd71feed1e45e184e0f9fe051286926d2eed09430949cf9e27,HAZE4K_TRAIN,1881,0882,15,0.7356204390525818,0.08120501041412354,False,,False,False
4d9751ffd4541e3a1d8c64b5799a035b06f10c3bf0e38196733d7a23b023b1d9,HAZE4K_TEST,689,5391,19,0.5273526906967163,0.007018744945526123,False,,False,False
5133d7d8f936a0e99d771b3c2347c053770b1868f30050e3ecbdaa3769ff7753,HAZE4K_TRAIN,1769,3962,16,0.818048894405365,0.014381587505340576,False,,False,False
52f48729403b1acefa250c65f61f6a4278d16cd992c0c045fec9b79b5f99c426,HAZE4K_TEST,789,1556,19,0.4009378254413605,0.00026494264602661133,False,,False,False
53a292e33c6f3e44eb1ed61d66091340ff1f1fe8068b96eef38a989b16a1c9d4,HAZE4K_TEST,573,0882,18,0.6464428305625916,0.02625906467437744,False,,False,False
53f83efc3e932981f23e233bdb62ede9f2a508dd04f81585e7673c208adf33f4,HAZE4K_TEST,501,6537,16,0.7319421768188477,0.01486438512802124,False,,False,False
542f3e5c51cb7ad0e9fb4b30ea52b1a24031543f9160ed69ae43f5493a73a676,HAZE4K_TRAIN,1713,2603,18,0.5659335255622864,0.00909644365310669,False,,False,False
542f91c5e05b02523359e44f79d02809024014c88abcd1dac9798cf814aa2b8e,HAZE4K_TRAIN,2553,8550,17,0.7578560709953308,0.030146479606628418,False,,False,False
54320f20bef3aee7211de0cb3ca6fa3c006279bb1856259407f87c193756a533,HAZE4K_TRAIN,2665,1680,18,0.5106803178787231,0.06721368432044983,False,,False,False
54eac1f645f3d40d268cd68801006ed58a5340cc91f3c721bd6dc7bf70fcd351,HAZE4K_TRAIN,2317,6662,13,0.8726840019226074,0.0038689374923706055,False,,False,False
55cf6bbc4073c65a6b33eed603f8d321849b8bc155d728da91bd801254066334,HAZE4K_TRAIN,2769,2249,18,0.7321000695228577,0.009160280227661133,False,,False,False
56ab6863253982f1c52f3ace857d4ef9979a3fef90d595f5460bfd361f15bc11,HAZE4K_TRAIN,2905,2090,18,0.678493082523346,0.028359711170196533,False,,False,False
56ba7f06d146ec4b44e4bdad27179f808713fbae9813cbbc2de7cc58cef5ca74,HAZE4K_TEST,785,1662,18,0.3302658796310425,0.032255083322525024,False,,False,False
56e553b893a020e8389adb50c98e23a5915846db7884ff0e88cf627218dfba93,HAZE4K_TRAIN,2749,0509,17,0.8262103796005249,0.01819378137588501,False,,False,False
57e6b00311dd4633d4b98390a3ea6af5fe005459bb6b12d3fe41c8edee34866c,HAZE4K_TEST,549,2755,18,0.545833945274353,0.055697470903396606,False,,False,False
5a9fdb517578ce7286206dd90bc13fc7044feab34a00bff0e9a901740753853f,HAZE4K_TEST,701,1171,19,0.4541392922401428,0.07219243049621582,False,,False,False
5aec891001e43f4b51688cddd543fb84083073b8ce4594e7eddf4c257e770af1,HAZE4K_TRAIN,1521,3672,19,0.40760475397109985,0.021564185619354248,False,,False,False
5affed012a4e9f832d7a9c3ab0353b01a3e14a4226c0ba9373605bdd6c72f0f0,HAZE4K_TEST,745,5239,15,0.6184661388397217,0.05300408601760864,False,,False,False
5bfb5758551cdf86f51cb61f05b907d24263847073f821dd0357eef3de7ccdf7,HAZE4K_TRAIN,2849,2306,19,0.5464918613433838,0.015906035900115967,False,,False,False
5bff917cd82946125cf0a291344201a8ee0894fdb01dc7fb604722f9968b35ee,HAZE4K_TRAIN,2701,1086,18,0.6509866118431091,0.04127359390258789,False,,False,False
5c056f92b2c6e1d683720f4adf28080334558a5ee69ee04dfd93f3f658084fe2,HAZE4K_TRAIN,2801,6026,16,0.7488448619842529,0.023527026176452637,False,,False,False
5c26defd14a2e142411e7e0acc448454d43f1a0b305347078de9e377d25960d0,HAZE4K_TEST,865,1620,18,0.5052282214164734,0.04987373948097229,False,,False,False
5ce1784ace53ecf9ddf347b5fffedf8e550f4c3b99516cc53ee7a988f6ebcceb,HAZE4K_TRAIN,197,5138,0,0.9999570250511169,0.1415225863456726,True,0.18454796075820923,True,True
5d018c11476af0338bf0807cee577255789aa25e67b1401b418028b8e01d559e,HAZE4K_TRAIN,1677,1597,18,0.5358399748802185,0.0036005377769470215,False,,False,False
5d5d1cf4f0eb2a15ddc9528280ae0904b8dcfa0ae658703c85405ee6e1e874f3,HAZE4K_TRAIN,1953,0459,18,0.47965943813323975,0.003373563289642334,False,,False,False
5db693cea5f0bc463112418cb2e83ad689a54b47a63fde2746fb3631e0d8b132,HAZE4K_TEST,429,7120,2,0.9999070167541504,0.062178611755371094,True,0.07879626750946045,True,True
5ddf9d6f25c103232b4b54096f8515acfe89951f2de023188e7e9ca63a0d891e,HAZE4K_TRAIN,2781,1056,18,0.6927343606948853,0.00288546085357666,False,,False,False
5dee6d3a0ea5ad3d99a461df7aa42bfd7e925791c7fd9245ae030ca43562f513,HAZE4K_TRAIN,2345,0660,16,0.5910074710845947,0.022340476512908936,False,,False,False
5e1e377de9ce1d1cddb91d77a881e059c70ee5b7650c466c679fc082803e959a,HAZE4K_TRAIN,2277,3868,17,0.71336829662323,0.03574424982070923,False,,False,False
5e8e66cdfd29041092727dc25af2103d43b4c6bf90316f843d63696d74818d8d,HAZE4K_TRAIN,1729,0575,17,0.4757085144519806,0.040985047817230225,False,,False,False
5e939ca77df1ff2e2ea420729d5b19d341c708e70883a0fc2321b528187873b8,HAZE4K_TRAIN,1229,3772,0,0.9999685287475586,0.04100346565246582,True,0.05448955297470093,True,True
5ee885c6e016bc52e903d75c72044b2c9dbaea47f3fe9ccfeb46d7e412c18085,HAZE4K_TEST,705,0009,20,0.49994829297065735,0.054532527923583984,False,,False,False
5f5472ceaeefb6508bb4d613ea29780d2c0549293e16aa7a6964c922a23bd524,HAZE4K_TRAIN,2301,1569,17,0.42509719729423523,0.0052148401737213135,False,,False,False
619ca62882f8b7ffaa1eb1f25136bf31d38213dddc4ad8811c3fe0468caec287,HAZE4K_TRAIN,2085,2911,18,0.6248874664306641,0.026075661182403564,False,,False,False
61da2d4ab7434f92a2c3d494f2256a4447e369d293d197fd9cae9b1422dd1657,HAZE4K_TRAIN,2713,8831,17,0.551772952079773,0.03574836254119873,False,,False,False
61df35223339626a9324839fa3269fdad9848cc9555fd2c09bc31b1badf54a56,HAZE4K_TRAIN,1569,4060,15,0.7876406908035278,0.00876462459564209,False,,False,False
628ab917c41afbfccf0173a9a405161122806e8ae7e77867270e8b89d7f6003d,HAZE4K_TRAIN,1761,1336,16,0.6432156562805176,0.02645397186279297,False,,False,False
6427dbe87dfffbbe2dd161e3ca3c767029e0d372dd82d32a62f9964535ab20bb,HAZE4K_TEST,961,7578,16,0.6928144693374634,0.021307408809661865,False,,False,False
6505979535b44929b728b103163610118ab29563c76c65c5d6d18eb7addcfdaf,HAZE4K_TRAIN,1897,6875,15,0.5908184051513672,0.011532425880432129,False,,False,False
65152d5d3ee87781b5670e6320aede7ec3b54f9262463f40ce59780c2ed5a0f0,HAZE4K_TRAIN,2981,5439,18,0.5454866290092468,0.07215413451194763,False,,False,False
65598e68a8279678b9073c3ba7f2a81dda0e3961fe79882dde681bc0620b952d,HAZE4K_TRAIN,1513,1975,17,0.712567925453186,0.006590604782104492,False,,False,False
6562a4d207ccc888837c0dcd3b737363714e1f575395b8e6a9d7c375616dee4b,HAZE4K_TRAIN,1617,3383,18,0.6476922035217285,0.016434073448181152,False,,False,False
6641cac49c7940bc4b8515c0532acabd1943a2acdef5133174ebf3028660eec6,HAZE4K_TRAIN,101,0870,0,0.9999778866767883,0.06022143363952637,True,0.06940549612045288,True,True
66b1a00b7e9e356b8b0d4506b954b73171adccf651af0be853c6dda2c1af4ccd,HAZE4K_TEST,925,0350,19,0.6016156077384949,0.061104774475097656,False,,False,False
66cebb358ed338f5fd01eeb336bfb8d4bddbbe608d51973eabcc108803dee613,HAZE4K_TRAIN,2033,5357,18,0.3943626880645752,0.00790339708328247,False,,False,False
67809ec6d97f0beda6b396cb2e92f86df32024df046ee4f80ecee90feff2ab48,HAZE4K_TRAIN,2505,0423,15,0.6188522577285767,0.02542400360107422,False,,False,False
6788b81543547f3eb684882b79adecb8eea1fe8945595787f62a6126afb93905,HAZE4K_TEST,977,8783,18,0.7307788133621216,0.02166438102722168,False,,False,False
680b67fa92e94ba078bbd1f12878faa7e4246ae74ca4646901a1243b090ee419,HAZE4K_TRAIN,1629,3354,17,0.7708215713500977,0.012457191944122314,False,,False,False
685ed3d5f728dd065a3d0328726e6f153b88495c75e379d2988c5c0f3179e6d3,HAZE4K_TRAIN,133,7267,0,0.999977707862854,0.03864884376525879,True,0.048412859439849854,True,True
685f5b400750eaac4cad8c39c7229c50af83441991f25a9ecf3d2b877c8ec9df,HAZE4K_TRAIN,2241,0970,18,0.660891592502594,0.00037539005279541016,False,,False,False
689f8f4f90b2621a54bb919e34198df89ca10ea619655316cd2074be87e41d7a,HAZE4K_TRAIN,769,3334,0,0.9999721050262451,0.057822585105895996,True,0.05265343189239502,True,True
6a746bde6df831cfb4607f9421d4171975a9f0c1d530c36b514ec0bf2dae7942,HAZE4K_TEST,697,0678,16,0.5107463598251343,0.11778533458709717,False,,False,False
6ac7aa746f8e01c12d8a49f6deda3a4c1cc3488ca4ba03f9b3aa2b3c1cb11ba8,HAZE4K_TEST,533,1190,16,0.6846389174461365,0.056945741176605225,False,,False,False
6c02000656386dd157a9bdc464089c6f28b25cf76083c5b3968f2a5ae0582dac,HAZE4K_TEST,577,4130,13,0.6462451815605164,0.011992871761322021,False,,False,False
6c4da6d5d6aa0b3cab502d65fcd872734fc140f57579e22dbfc015c181062f82,HAZE4K_TRAIN,2965,3800,18,0.7015219926834106,0.006716489791870117,False,,False,False
6d4b4f62c295c9d48962fdc822fd7186892f14980ebbb6b166b190a413c7b75e,HAZE4K_TRAIN,1737,4919,18,0.5347016453742981,0.030427873134613037,False,,False,False
6d805017236b4253007c5ef83ead49343e22c577f42319ce786e33d0aa5b3bcc,HAZE4K_TRAIN,2773,1169,15,0.5414143800735474,0.07286542654037476,False,,False,False
6da0f8dc3c4f682c6c37f670ce7d1b9094f8ef73ddbab7031ebbc2ac5cb6b67a,HAZE4K_TRAIN,2313,5200,17,0.8010202050209045,0.040880799293518066,False,,False,False
6df117e9d50111918b5a4633e4589444f52390e8677af690caa2ba9948e6c5ae,HAZE4K_TRAIN,2357,7633,18,0.5525329113006592,0.16950452327728271,False,,False,False
6edeffab9b1ff7366e71d5a85348de556d5467e1c4728c9af617e97de7dc6684,HAZE4K_TEST,477,1491,0,0.9999802112579346,0.049263954162597656,True,0.05703091621398926,True,True
6f2f7770954040684ed3e2fd9704d7618525994dfbe045ff999b2de52a602673,HAZE4K_TRAIN,2741,7813,16,0.7209669947624207,0.010204195976257324,False,,False,False
6f6e06bb21d1c877424890fae9d40bd7faeeefb27ce882b4444e0bfd2d843312,HAZE4K_TRAIN,1605,7857,17,0.6002248525619507,0.0017102956771850586,False,,False,False
6fbb7153f1eed74dbe87256e6c61a8cf0a52bbf8bf16ac2ac7b08f181566220a,HAZE4K_TRAIN,2045,6765,16,0.5740387439727783,0.031614720821380615,False,,False,False
6fe66067dae7e75a66a3abd0af2048720203ec9e5eb8daa897c9172653a2eadc,HAZE4K_TRAIN,2369,2533,16,0.6662672758102417,0.011059820652008057,False,,False,False
718d97ae2c9e2ed1a896be3b468015ed6e53531bb6f991da703499dbf9874ff2,HAZE4K_TEST,757,2958,17,0.7788137197494507,0.01173311471939087,False,,False,False
7203eff9c27001d245a6b3d82d429afe863573796898a6bb0b8888624a9e01ec,HAZE4K_TEST,873,6150,17,0.482731431722641,0.04917880892753601,False,,False,False
72ba43ef63483db249f1ff4793a4ea26978c84b6f8c7ea502f148fc019f95107,HAZE4K_TRAIN,2309,5334,17,0.5560671091079712,0.04388231039047241,False,,False,False
72cf2f30c93514b34b4db40e2b7916900d8ae9bf7ae1e3243782589e16de05f6,HAZE4K_TRAIN,773,2565,0,0.9998505115509033,0.16545510292053223,True,0.21414649486541748,True,True
72e35fb2739cbe48cd7f809377f1edf63bd1e76fcb2fc025b2e0b756e667a89d,HAZE4K_TEST,553,0360,18,0.5602393746376038,0.050634562969207764,False,,False,False
72f0e151a1c0e1a648a96ebabdf5168aac764cfb3ecfb4825a719efcf3d6d952,HAZE4K_TRAIN,1697,1470,17,0.6194268465042114,0.005119800567626953,False,,False,False
72f15bce983b1819a21cb6a5f0af676dd0ba9dc5362fbe3133f0c62d3f32833e,HAZE4K_TEST,845,4070,16,0.674409031867981,0.0037652254104614258,False,,False,False
732304e1bf2474cae9405b5f8ed257e2b3c93acd590551fa52072b4f7e369886,HAZE4K_TRAIN,2597,5106,17,0.520116925239563,0.008205235004425049,False,,False,False
73448357a8a44482c72d98ef81e8c0fe97872607e276e5739132412a226b22c6,HAZE4K_TEST,937,0869,17,0.6798187494277954,0.0320473313331604,False,,False,False
738115eddebbfbf149b277f7b58438f3b60ae7f6b83f41c017418d0b48457bd8,HAZE4K_TRAIN,2957,0117,18,0.689092755317688,0.00016236305236816406,False,,False,False
73bf3878678619c681c2cf0ba1e42dade5284b34b644370e0a0a21157079ea0f,HAZE4K_TRAIN,2837,5173,15,0.5731752514839172,0.0249670147895813,False,,False,False
744ab13674b762dbca59b5a2598f84cc5fe0e91ca1dfaed09eaf2c25b142cbdf,HAZE4K_TRAIN,2041,7540,18,0.3800047039985657,0.007659256458282471,False,,False,False
757f4e13459752c169838ffcb1c33c2f492666409b136bd2145795bf8bad5f1a,HAZE4K_TRAIN,25,2926,0,0.9999234676361084,0.32180362939834595,True,0.33958375453948975,True,True
75ba72fcd5e237ca2e6987c55549ceb9de9e84a8c992c4339f50b924f8b5da70,HAZE4K_TRAIN,2621,1387,17,0.5358178019523621,0.03532695770263672,False,,False,False
76328993ea097953ec665ef1ef39a047721ce0da054ff8811bce383e6d7bf6ba,HAZE4K_TRAIN,429,5410,0,0.9999167323112488,0.13543635606765747,True,0.12916117906570435,True,True
766c448cd30b0add2e8a17adb93604c20df2884999bab13ed86f710192b78470,HAZE4K_TRAIN,1609,3616,16,0.5645483732223511,0.002940356731414795,False,,False,False
7686715f982a903c6174811dce03ef40b9bd5db9cff0f6762f7217bf503fefc5,HAZE4K_TRAIN,2433,4071,15,0.6799260377883911,0.0009393095970153809,False,,False,False
770cc5df8154d557479a14aeeb745cd9b4ff61e8776d6c5b9b30c5639b61675a,HAZE4K_TEST,973,4795,17,0.7991656064987183,0.04422414302825928,False,,False,False
779c0e88b08108e744575c611d666ae195aa68dec696707fc612197bb52c355d,HAZE4K_TRAIN,2585,0166,18,0.6358533501625061,0.0008916258811950684,False,,False,False
7878ae5a24d5570188d61ef02702e2079461bec28e28b41d52cb8352f7e11486,HAZE4K_TRAIN,849,1513,0,0.9999145269393921,0.24223995208740234,True,0.21178150177001953,True,True
7892169cb07347ae638804b712a1cfe87025dc436f6f01753031177a49fcda88,HAZE4K_TRAIN,1505,6523,17,0.6434952616691589,0.0033531785011291504,False,,False,False
7b38109772553116d5773086636962d1158f290b2711df9f683801cd0bb3b704,HAZE4K_TRAIN,2817,0390,16,0.532781183719635,0.009386897087097168,False,,False,False
7bd6b1ca8b925c3cab29afbb4703ba54de133cc2da5e9c6115a869a4f97a1a34,HAZE4K_TRAIN,2445,1550,18,0.83808434009552,0.027484893798828125,False,,False,False
7be55447b68c526f64a23bc12b471b5674248c8ff0f18b7f81d438bf81a340fe,HAZE4K_TEST,909,0099,18,0.45402222871780396,0.021429836750030518,False,,False,False
7c6444156d0b67c955fa02e8bb921a061c943233f031f80689664733dca941ce,HAZE4K_TEST,829,2306,16,0.46400925517082214,0.08658397197723389,False,,False,False
7cc1e4b165f519e23c6176a0a7970138fd6c5f2c8066f907b64f9ff07cd7c0b4,HAZE4K_TEST,661,0320,17,0.6532803177833557,0.05205744504928589,False,,False,False
7d2ab5045db153b056cb65914be94d2f6ab72e0bb114ee3be0a76ac83590fa51,HAZE4K_TRAIN,2333,1702,17,0.6311818957328796,0.0037128329277038574,False,,False,False
7d8fa1dae9f5416a31a2dc91a70750054ed29a307b4ae01e641859102ac63eb1,HAZE4K_TEST,417,6360,0,0.9999370574951172,0.2013256549835205,True,0.1799250841140747,True,True
7e5c06551a8348995240753cd85e480aaea2c583279ae7418c6503a2940b91a0,HAZE4K_TRAIN,1905,1924,17,0.7857935428619385,0.004272580146789551,False,,False,False
7e6766f210e73ae2f90b04f4ab63113b9c79e9fda3146fe7b0c2d31fdcb4acb0,HAZE4K_TRAIN,2945,8907,17,0.7398928999900818,0.013634026050567627,False,,False,False
7f00b5f31878523befe65665d73c6a1f87e6858a64c2b3f65ac864332b2e7ae2,HAZE4K_TRAIN,2677,4146,17,0.7478710412979126,0.0036222338676452637,False,,False,False
7f7f3d5821653a2bb86935839b830a13bd721cfa3321c0fcc5e5f34769ed0729,HAZE4K_TRAIN,2881,5897,17,0.5464292764663696,0.011719465255737305,False,,False,False
7f81764ea2a291c5375161687f47dfd21609741403c6934c08fd5a096e358102,HAZE4K_TRAIN,1801,0783,17,0.7540366649627686,0.02093559503555298,False,,False,False
805ad752e4a155804565b64687752e52a2a4ad39bf9054d373a3e28a47a2d429,HAZE4K_TRAIN,2937,0608,15,0.8023973107337952,0.007094979286193848,False,,False,False
808d2354844f94e531761093a2006e54f814de3fb82838001f5bc619e4904b58,HAZE4K_TRAIN,573,5654,0,0.9999523162841797,0.07884156703948975,True,0.07918661832809448,True,True
81e0686637518557bde0e77f5af3f5292000b37b034ff57278a97a227982439a,HAZE4K_TRAIN,2321,3917,16,0.45501843094825745,0.00018638372421264648,False,,False,False
8215384b6d312f8b3efd5a4aa8d1b4015d302d1b7dbb3d740aeae6fb8e049b06,HAZE4K_TEST,609,1176,18,0.6436267495155334,0.028428375720977783,False,,False,False
832635534c72075446124ce639623b3e5d3b143e8a966394f9d531c64179dbcc,HAZE4K_TRAIN,1621,1777,16,0.47634902596473694,0.00277748703956604,False,,False,False
83de968b2c10048ae270803a70eb97e694be40512e9c14a9d37c0716ead41062,HAZE4K_TRAIN,2337,1684,17,0.7212574481964111,0.02990138530731201,False,,False,False
8476d6c97e61f256242a9d6de3190d7bbdaabb4d0129ea891f8ff49ce9c4d6ca,HAZE4K_TRAIN,2409,0404,18,0.7561217546463013,0.0033140182495117188,False,,False,False
84a9590443d2fd6af991e227d0e97943aafa00071cf259006f97cf3e6b801cb9,HAZE4K_TRAIN,2125,0841,16,0.4485633969306946,0.010761797428131104,False,,False,False
8501aacd2b5f2001ed2e7850ad65a54b30007044b5a67a20bea289310a8310ae,HAZE4K_TRAIN,2129,2057,17,0.4665601849555969,0.10253727436065674,False,,False,False
8751e3a985a1ed389e6e0310c55443856b19e5a7193256ed5e8aa55b7fa01574,HAZE4K_TRAIN,349,1377,0,0.9999709129333496,0.06001639366149902,True,0.06930416822433472,True,True
87aeb1e7c054993fd17ff1b0ae16ae11db0a96f77f0ed32427f0d27d32b77d3b,HAZE4K_TRAIN,2233,0207,19,0.4995006322860718,0.008711457252502441,False,,False,False
88986a7de07b713302f7c2353877e8a87ac9b01f8a70e62f0886396f3213da99,HAZE4K_TEST,817,7366,15,0.47259169816970825,0.0025796890258789062,False,,False,False
89185e3c746c5fb18bfc502543ff028f0dcf782669f9f480f81e824f56356fd0,HAZE4K_TEST,645,3849,16,0.5949526429176331,0.058009207248687744,False,,False,False
8986e141b2786607229247e163b30f0fb35f9e8c9025d72f3483136f6a0d94ad,HAZE4K_TRAIN,2493,6253,14,0.6219184398651123,0.0011032819747924805,False,,False,False
8997cabbeb1b6e848c1db550da395d529bf1f015aae37fa4e11547d663dd90d5,HAZE4K_TRAIN,1909,7193,16,0.6389317512512207,0.08273667097091675,False,,False,False
899f5c0d06bff1c513f2865da8c70cd29a7cb32ebeb2b6f5f36c6637e1fe2797,HAZE4K_TRAIN,1741,7281,18,0.3585790991783142,0.02279222011566162,False,,False,False
8cc244aa3a06fdf2eea0b43fea2a09ad661e1f1da070c1ecfde2970bfb8abbb9,HAZE4K_TRAIN,2181,8060,16,0.7332013249397278,0.03275388479232788,False,,False,False
8ce615e72f96add061ff447b088e26d197e4a67b63d7342733caefb05c4993c8,HAZE4K_TRAIN,2813,5318,17,0.6874896287918091,0.00016951560974121094,False,,False,False
8d5cd37ef28460bc2825c7191889c8e3b4c46fa11199c2f8344a0ff41d84a18d,HAZE4K_TEST,657,5933,15,0.5550727248191833,0.017033040523529053,False,,False,False
8d64ad04361a46da58ce80026a0ee635d4635a44ddcce9a0d0844645bdf256d2,HAZE4K_TRAIN,1825,3245,16,0.7466233968734741,0.03951895236968994,False,,False,False
8df10475cb489d4c29f5cd3c8db7052d15d2670a7d2a107ec8f949e299ddb2bc,HAZE4K_TRAIN,1797,3419,18,0.8165538311004639,0.010680437088012695,False,,False,False
8f21b50957c3abe2f3199483300011590d50548cc58073ecfe290537152a3317,HAZE4K_TRAIN,2185,0189,15,0.6991259455680847,0.013753414154052734,False,,False,False
8f30cdacbe70ce9fe2f8de94bb08658c29a1ba1686f6c44ce386be1a12cda781,HAZE4K_TRAIN,1625,4798,17,0.6222109794616699,0.046445608139038086,False,,False,False
90a2e6e1838a5f80e2cb9edb6fde4dbf8264ec6613e6a88165e7360fd877182e,HAZE4K_TRAIN,2053,1429,16,0.5456928014755249,0.003763914108276367,False,,False,False
90f831cd4f1fc08564be855fa7497bad0fea4b9b00fe852e0b5ae46b8a9474ee,HAZE4K_TRAIN,1641,4329,17,0.37783995270729065,0.0465603768825531,False,,False,False
911df99f89f27509d138cc8514de332080234a5b6dc249458b10e653500e890a,HAZE4K_TRAIN,2157,1792,18,0.6330205798149109,0.018226444721221924,False,,False,False
9153afafef8633dab7141731106140504bcec61ed4b1a5543507d5bbd1ac1d49,HAZE4K_TRAIN,2449,1871,17,0.4337865710258484,0.08700048923492432,False,,False,False
918269c649673b265bbe99d22580145eb962c6749e7c34c8b195d969db9f9ddb,HAZE4K_TRAIN,1533,1536,18,0.5513376593589783,0.03963655233383179,False,,False,False
923e2920b4437a571cbe9396579a095bd6ec59dd736e940e4b64519165d73582,HAZE4K_TEST,513,0746,16,0.6105949878692627,0.10183733701705933,False,,False,False
92b255fde9eb2d2263f811403957056e44d9a31b16277b48d38456f5a731ec7a,HAZE4K_TRAIN,2057,0102,18,0.6821715235710144,0.028719007968902588,False,,False,False
92c697a0100e1e26671606832e30cf628839ca49e235d788c3042bfc7b400194,HAZE4K_TRAIN,2485,1579,17,0.5107055306434631,0.02890878915786743,False,,False,False
92f3be3917b3fbf6a8059e9f1133256e9c5d9d7ff232789561a3209a4ea411c6,HAZE4K_TRAIN,2497,6649,14,0.6689118146896362,0.054807305335998535,False,,False,False
9373bb45b1ff6c936339179ab08d3b875c150b3d1913c76813e9c54238b07f6c,HAZE4K_TRAIN,2009,6585,18,0.8163357973098755,0.02733743190765381,False,,False,False
93ffde6e3a1f7f86efecef13df9a6d809453349140e27d87c6917be78023f150,HAZE4K_TEST,965,5398,18,0.5268449187278748,0.0020685791969299316,False,,False,False
943bde13787774c1702769fc70dfb1f860ce0482a075a35ed335dd6369f405ea,HAZE4K_TRAIN,2533,1045,17,0.7585536241531372,0.016158580780029297,False,,False,False
944dfe92220b957970e32a24692e807b7fc8509c32765fdec2886a2dba0c07e9,HAZE4K_TRAIN,2753,2628,14,0.7051312923431396,0.036509811878204346,False,,False,False
94e41dd30c3fcaa0488cd14b73c1c5c9a776e06485f830c0faadecc710b4db2e,HAZE4K_TRAIN,2261,2689,17,0.5811663269996643,0.027899324893951416,False,,False,False
95d755de2e319c233c509a3aaade741e2a51a72796e949428bf48231256344a6,HAZE4K_TRAIN,1681,0016,17,0.6480517983436584,0.024656176567077637,False,,False,False
95f077d37f78f1e2aaeea358d286ce052c8e14cbfa34a371bff5ad3972c0fc69,HAZE4K_TEST,637,4265,15,0.5980733633041382,0.0026397109031677246,False,,False,False
9638c2abbb647aef868c49174adb81ae170fc6d62a965e632bf6c66a357f5dc9,HAZE4K_TRAIN,1585,3173,15,0.5746248364448547,0.01728004217147827,False,,False,False
964d87be5324cc718b25b25070a6610c87777692efc58ba06d9f050e1ab38e19,HAZE4K_TRAIN,2941,0770,14,0.7694885730743408,0.019087910652160645,False,,False,False
9661df8ee9ec03b8875ecba5c5222e1e2737b39680a8c284e65a559ada5a0564,HAZE4K_TRAIN,1537,0971,19,0.698205828666687,0.001990795135498047,False,,False,False
96917f0064be25d6435457425a1bfbd090dcd4cda8e4ba442cf407c117752b23,HAZE4K_TRAIN,2913,1915,17,0.5311298966407776,0.03426194190979004,False,,False,False
976d3a0c166268077ef365b0839376e6f97fa10373e079fcd155e469407d4371,HAZE4K_TRAIN,2393,3933,17,0.6207309365272522,0.00930941104888916,False,,False,False
9774ed8cc167443b347c2a8bb39bae36323fa5ca9116c429a77eecc6e806e394,HAZE4K_TRAIN,2101,3491,16,0.7092224955558777,0.008866965770721436,False,,False,False
