action,calibration_scenes,cell,effective_raw_risk_maximum,effective_raw_utility_threshold,fold,model,quantile,risk_correction,risk_residual_max,risk_residual_mean,risk_residual_median,risk_structurally_unselectable,utility_correction,utility_residual_max,utility_residual_mean,utility_residual_median
strengthen,120,R1_L2,-0.11746981574694318,2.265036343966921,0,R1_L2_fold_0,0.95,0.21746981574694318,0.47934373749295867,0.041041416780388466,0.0004574835797150935,True,2.215036343966921,2.6457185046347482,1.3916518637769617,1.553411782880619
weaken,120,R1_L2,0.030589001393318188,2.3235275546034178,1,R1_L2_fold_1,0.95,0.06941099860668182,0.10802702209750811,0.015950841262323993,0.0037066919538709863,False,2.273527554603418,2.341855831015607,1.81118730376255,1.950755733079649
strengthen,120,R1_L2,-0.04349802780151368,2.289113431935509,1,R1_L2_fold_1,0.95,0.1434980278015137,0.4342762661774953,0.029963832630073583,0.0,True,2.2391134319355093,2.5788859406995277,1.3491813112008626,1.4600849751196803
weaken,120,R1_L2,0.03257348763147991,2.316591678327984,2,R1_L2_fold_2,0.95,0.0674265123685201,0.14398548231124877,0.012594782341475841,0.0,False,2.266591678327984,2.4078483834311366,1.8054627723713372,1.9520318922703466
strengthen,120,R1_L2,-0.056895752104123426,2.254798009680452,2,R1_L2_fold_2,0.95,0.15689575210412343,0.2909773132840793,0.023518186524615244,0.0,True,2.2047980096804523,2.3765937714586656,1.364449123832197,1.487741631970968
weaken,120,R1_L2,0.04415928333997726,2.313885215719541,3,R1_L2_fold_3,0.95,0.05584071666002274,0.10928727566401165,0.01283919293915784,0.0,False,2.263885215719541,2.355785795265933,1.7821947877465483,1.9400460615069919
strengthen,120,R1_L2,-0.0466360008875529,2.286324992684855,3,R1_L2_fold_3,0.95,0.1466360008875529,0.370621213889122,0.025743847355726695,0.0,True,2.236324992684855,2.483197373970598,1.4069171843098611,1.5973608766655445
weaken,120,R1_L2,0.047488450161616,2.3158280156135556,4,R1_L2_fold_4,0.95,0.052511549838384006,0.14328510758082072,0.01320158205462137,0.0,False,2.2658280156135557,2.4078793812284873,1.7608544379844848,1.9397893134630337
strengthen,120,R1_L2,-0.042892831795745434,2.2875570580378173,4,R1_L2_fold_4,0.95,0.14289283179574544,0.22057438898086548,0.02186221788864445,0.0,True,2.2375570580378175,2.447217703693112,1.352532802383249,1.5619415983556615
weaken,120,R2_L0,0.06915030327108171,0.13553538978513746,0,R2_L0_fold_0,0.95,0.03084969672891829,0.05040892696380615,0.005274711860056828,0.0,False,0.08553538978513747,0.19777266543772484,0.008737373877721322,0.0
strengthen,120,R2_L0,0.0031074399312337186,0.9091985970735551,0,R2_L0_fold_0,0.95,0.09689256006876629,0.3247466040770212,0.017975846681627963,0.0,False,0.8591985970735551,2.1883781346678735,0.10597480443684924,0.0
weaken,120,R2_L0,0.03329619822502136,0.2794730879147848,1,R2_L0_fold_1,0.95,0.06670380177497864,0.10959307678540547,0.010733198168074918,0.0,False,0.22947308791478482,0.3537862106720606,0.019345318178984647,0.0
strengthen,120,R2_L0,0.01299071245193481,0.6216027240832648,1,R2_L0_fold_1,0.95,0.0870092875480652,0.3409368562698365,0.01909035774437366,0.0,False,0.5716027240832647,2.3148559023181594,0.08918924204075433,0.0
weaken,120,R2_L0,0.04165694042841593,0.18859889879226688,2,R2_L0_fold_2,0.95,0.058343059571584074,0.12710034001668297,0.01010814991593361,0.0,False,0.13859889879226686,0.6476150567134222,0.022363352988314024,0.0
strengthen,120,R2_L0,0.018098766207695002,0.38406396236022317,2,R2_L0_fold_2,0.95,0.081901233792305,0.21130706987380982,0.010928724589276096,0.0,False,0.3340639623602232,1.1876655962944032,0.03963269615973105,0.0
weaken,120,R2_L0,0.06294221126370961,0.1255127982457479,3,R2_L0_fold_3,0.95,0.037057788736290405,0.08781544148127239,0.00769856218042749,0.0,False,0.07551279824574789,0.24943278337717056,0.010652123986496764,0.0
strengthen,120,R2_L0,0.026315789206822718,0.6700644362370174,3,R2_L0_fold_3,0.95,0.07368421079317729,0.36177072310447694,0.015468384293825539,0.0,False,0.6200644362370173,2.4375086237544816,0.08181813713888664,0.0
weaken,120,R2_L0,0.05345158269008001,0.14991280086835224,4,R2_L0_fold_4,0.95,0.046548417309919994,0.1057892012278239,0.00787026341031271,0.0,False,0.09991280086835225,0.42622656508286794,0.012962630605879412,0.0
strengthen,120,R2_L0,0.038063955227533974,0.12458921267191568,4,R2_L0_fold_4,0.95,0.06193604477246603,0.19075391956965126,0.009916405588863074,0.0,False,0.07458921267191568,0.7395196435064078,0.019710312298773618,0.0
weaken,120,R2_L1,0.07137903467814129,0.12983180965400407,0,R2_L1_fold_0,0.95,0.028620965321858722,0.05170762627919516,0.005055455216345964,0.0,False,0.07983180965400406,0.18442835760116577,0.009573382656322103,0.0
strengthen,120,R2_L1,-0.0025557367324829106,0.9352013256311418,0,R2_L1_fold_0,0.95,0.10255573673248292,0.37511011757055923,0.017762149510226317,0.0,True,0.8852013256311417,2.520104428315163,0.10895058529367407,0.0
weaken,120,R2_L1,0.06656156053543091,0.097942211218675,1,R2_L1_fold_1,0.95,0.03343843946456909,0.09064359795252482,0.00784494004673428,0.0,False,0.047942211218674986,0.30694042128125826,0.00984802624937147,0.0
strengthen,120,R2_L1,0.020659538992246,0.5687766731063526,1,R2_L1_fold_1,0.95,0.079340461007754,0.3460603798071543,0.0166614688298189,0.0,False,0.5187766731063526,2.3390596397240957,0.08232144921851654,0.0
weaken,120,R2_L1,0.056295695908864345,0.15995633873939513,2,R2_L1_fold_2,0.95,0.04370430409113566,0.10153686882654825,0.00763189451876614,0.0,False,0.10995633873939514,0.504111216711998,0.01441893683630697,0.0
strengthen,120,R2_L1,0.014800815814071236,0.6139518391251565,2,R2_L1_fold_2,0.95,0.08519918418592877,0.2642632678190867,0.015621660427172427,0.0,False,0.5639518391251565,1.5588016890446346,0.07511857814797925,0.0
weaken,120,R2_L1,0.06677632325490315,0.09300499089476139,3,R2_L1_fold_3,0.95,0.033223676745096846,0.08030845190684,0.007147333749919026,0.0,False,0.04300499089476139,0.2640254107475281,0.006740892728441224,0.0
strengthen,120,R2_L1,0.02016064061058892,0.7023026341835659,3,R2_L1_fold_3,0.95,0.07983935938941109,0.38291835160255433,0.018249633174163327,0.0,False,0.6523026341835658,2.656083870236079,0.08719414186650196,0.0
weaken,120,R2_L1,0.07037107137044271,0.13849112418492637,4,R2_L1_fold_4,0.95,0.0296289286295573,0.07365257170995078,0.005951273324906275,0.0,False,0.08849112418492636,0.35544217488765717,0.013484895943347019,0.0
strengthen,120,R2_L1,0.04697922484079997,0.2421176416784525,4,R2_L1_fold_4,0.95,0.053020775159200034,0.16778849856058758,0.009422233698461896,0.0,False,0.1921176416784525,0.8859776104852558,0.03105375291921371,0.0
weaken,120,R2_L2,0.046411180802517465,2.282092304153161,0,R2_L2_fold_0,0.95,0.05358881919748254,0.07726513573328654,0.010367502965620824,0.0,False,2.232092304153161,2.3385373317450284,1.7294320880801224,1.9051118677012466
strengthen,120,R2_L2,-0.09934426097472512,2.2700035025616483,0,R2_L2_fold_0,0.95,0.19934426097472513,0.46991537765165176,0.03973019827080097,0.00037102815591626495,True,2.2200035025616485,2.6301307443089783,1.3906299561919218,1.5823797724974653
weaken,120,R2_L2,0.027955373064676922,2.3224940273827976,1,R2_L2_fold_1,0.95,0.07204462693532308,0.1761552002509435,0.015278380850757717,0.0017120220820109062,False,2.272494027382798,2.34335549227496,1.8107202595777199,1.9601229041597494
strengthen,120,R2_L2,-0.060077815039290355,2.3049448918325206,1,R2_L2_fold_1,0.95,0.16007781503929036,0.4765431844542424,0.035325860412544395,0.0006766587661372293,True,2.254944891832521,2.6414301909973226,1.359840358636618,1.4612268923381966
weaken,120,R2_L2,0.03569934918085735,2.3155997547010583,2,R2_L2_fold_2,0.95,0.06430065081914266,0.16719317639668785,0.013623910399435299,0.0,False,2.2655997547010585,2.442257570362588,1.8085485895604234,1.957814458124024
strengthen,120,R2_L2,-0.06548280930353534,2.2683685829480487,2,R2_L2_fold_2,0.95,0.16548280930353534,0.303544561568896,0.02639259501713535,0.0,True,2.218368582948049,2.391115366497636,1.3695214635798991,1.5030033954800972
weaken,120,R2_L2,0.03959365854263306,2.3016271188259125,3,R2_L2_fold_3,0.95,0.060406341457366945,0.15044214849472046,0.012236127093484005,0.0,False,2.2516271188259127,2.4171092371404175,1.7820566821537631,1.9479879850684667
strengthen,120,R2_L2,-0.046851146088706136,2.2956367119471226,3,R2_L2_fold_3,0.95,0.14685114608870614,0.4091886055111885,0.028852824773653245,0.0,True,2.2456367119471228,2.5406517918560656,1.4141807220749136,1.5782605750155947
weaken,120,R2_L2,0.034081868378321334,2.3118384567730956,4,R2_L2_fold_4,0.95,0.06591813162167867,0.14377613913218185,0.01314971959269157,0.0,False,2.261838456773096,2.4071094361603262,1.7608007068015652,1.9465838311074304
strengthen,120,R2_L2,-0.004825633540749552,2.25100438011388,4,R2_L2_fold_4,0.95,0.10482563354074956,0.2541422596136729,0.019564853606309603,0.0,True,2.20100438011388,2.3854656363402804,1.3406204301278446,1.5489752327650788
