active_scene,candidate_minus_keep_psnr_db,candidate_minus_shuffled_psnr_db,candidate_minus_uniform_psnr_db,cell,fold,material_scene,population,scene,selected_area,selected_area_fraction,selected_harm_area,total_area
False,0.0,0.0,0.0,R2_L0,3,False,haze4k_train_oof,23754b93ea211c8b0a8bd60ca968d3e857f3a629dbe2cfe319c8132598868413,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,4,False,haze4k_train_oof,23b52292044eaf79309cf2ae91c5fc5e7195e5e6810d422caa22a5aa9098bd85,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,1,False,haze4k_train_oof,23d980293c72dca8d6bbc8feef534188857e60c8168f767aa2613f635f86ebcd,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,1,False,haze4k_train_oof,240a36431264938b02a47f0524b24bf13f73b0d0f58d4b1234b086e432a94eb0,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,1,False,haze4k_train_oof,240d18d45c90005f49e5e9ffc8c5c8e52f341c6e77108081ebe6fdbde0dd0658,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,3,False,haze4k_train_oof,24e47c681a0351df82cb2bed8c2f227fd62709ae8a006e9ae957e377fdbd72f0,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,0,False,haze4k_train_oof,24f93c3f6ea8ee5832e54512e34940c27521192ceea1f18a2500f5348682a1fc,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,4,False,haze4k_train_oof,2576b2d794e7df1c0f0a01099f12e67698e16a617c6af4916d333cb772da20c6,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,0,False,haze4k_train_oof,2611658d06cc01c6e718cf79ef4004cf8ca08d7e000708a5193e5412477c091e,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,3,False,haze4k_train_oof,269215eed8afb021aecdfeb4b1a6ee4256c2fb78cee564c4ade585e8b5cd2e1e,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,0,False,haze4k_train_oof,26d1f928e0f8d1dcf628acb6a3bd321ef8b866a67b73e5f0bf4b5742d17e1b41,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,1,False,haze4k_train_oof,27b4f4f1a172211f2e50a610688df9781d60c64ff5cfd3510fd8d13b76dcac5c,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,3,False,haze4k_train_oof,285c12fa84806ac972d3520ff42782733c556c7c54db25a34fe0210d3a683d7e,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,0,False,haze4k_train_oof,2865759ab5f4327e0a704fc2bcfe4049fc4c3b5b241af3decf1aea9bfaaefdb0,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,4,False,haze4k_train_oof,28e1b692c9b0a3327b4404d271483f7b901279f5750077f220c340e3765110d7,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,2,False,haze4k_train_oof,29251a493db748f02372bf6ba4c12499298f69be12c368720d6692a235d8cda9,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,1,False,haze4k_train_oof,29c7b134461bcb50232e2e0b703eca9990dfe719cd145c82b35ebc33b689a57a,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,1,False,haze4k_train_oof,2a087c0cdce9bd7dace49ab9bf2f29d03b2d7036ae030ff2de8c94c35ab021d2,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,1,False,haze4k_train_oof,2a0a3c7346d504d730dd9e6b5add420ec719df46be4ee1fbd8fc6b6064cbead0,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,3,False,haze4k_train_oof,2a8967df53565f0f7e4d97e3ec325e07d1cc8e5f4e612f09d1c9faae59b43fc7,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,1,False,haze4k_train_oof,2b27c41382ed880672a785d890a1683e9efdaf5d089a1c04f91c3689dd6ffc46,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,2,False,haze4k_train_oof,2b6faf7e36b960acb2cb57ab25a303ef9a109a671fe9e0465de63e5a985aedc2,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,3,False,haze4k_train_oof,2b8ad41699d474d2d71a5f90b72f278726f7d16b323e1636319df2a1eb8898e5,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,2,False,haze4k_train_oof,2bfeed5540b47bebaecdabdbf8352f795d3830692412d1ab0c95e4c71fa787a1,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,0,False,haze4k_train_oof,2c3cf1c60f5f5e48126b12604e0b7d3c7a24aa0bc7c400596e6cbbb98a5832d5,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,1,False,haze4k_train_oof,2c47bc09fa4bc650bded3933b5642ae1de9b246ca35ba6535bd4454d398dfac5,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,4,False,haze4k_train_oof,2c8f759e8e8aa94a0f390529c8a4d2c64bace8655d48691e75caf3519d817709,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,3,False,haze4k_train_oof,2d193c8f6e0f44be59295b674976da97ae08a3e22959336df5ba3137b44ad620,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,4,False,haze4k_train_oof,2d3a26004307cdba9e8fd92abfd9215b3e1b7cf08a417f3e799ab22f75517a3c,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,4,False,haze4k_train_oof,2e2b0c315b200c79e6e104908da8b922e6cb3dbb6f011b2bf2c487bc94a90aa2,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,1,False,haze4k_train_oof,2eef94ee0336b735c73ddd0474321052fe642a12a523eb8dcae9d643dbb87075,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,3,False,haze4k_train_oof,2fd350fb3d17dcf4d3d5b66deb29abcfaf3263c792ecba0435df9a175e289d20,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,1,False,haze4k_train_oof,300e5dcc5aa2a71d9c3e8b4196029acb5cb23e54fa5ca8edeb6606790aae19ea,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,1,False,haze4k_train_oof,3018b9d6a14938b9d337aa03aaaaf15f7f273eb9440a55f7849a41f639cdd2ef,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,3,False,haze4k_train_oof,30370fabda0efebbd58ca7dbbb5a2d61d67e5712984a22848149fa3a4ff490c9,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,1,False,haze4k_train_oof,304946f0881cecfefb1b44aec992c4b7fdc47d2cf4ccfd88da237acd8284db0d,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,0,False,haze4k_train_oof,3072b111d4220fe8d065984a22cdca61fc7090198fe4a95d7c3fd330371aedfc,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,1,False,haze4k_train_oof,3083efbe6596e6edb39c8daa87753e53778364a4645df0bff8acbe2f146fcda6,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,4,False,haze4k_train_oof,30fca3a0ee7fec5d9d31d1ed0a7bf147fc864cffdb90e72d97e091b4d3aeb858,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,0,False,haze4k_train_oof,3128516f11a858fc172444ef4a2b70fa2bb26fa39a72c0dfed68e38712316442,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,2,False,haze4k_train_oof,31410ceae4c381ddd0527459a1632c44feaec19e6c22f419fb5220e68ff78535,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,4,False,haze4k_train_oof,3176fb7dc49a53d16a6a22e695a9ea9ac4cb4f91bf13d832535620c79f65643b,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,3,False,haze4k_train_oof,322d98ebef795041d57e7fc5d79b6e8bd850aede12726f340b1986b848d5a1b2,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,3,False,haze4k_train_oof,328661fb79bbe9936dc9f212388521be5d330136704b2835eb4462d927cda7c9,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,0,False,haze4k_train_oof,333d5290068bc04a1823668e71157f7883b0ae8f5370bca9e1351e5c96505aa8,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,2,False,haze4k_train_oof,33c637904fa6d9429f7f7a938716934e8b465978629cd278893c96cff5945eb3,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,0,False,haze4k_train_oof,34804f193160353663a87770603c14edcbd32d3409fa95d1f00a5bd2618f3b9b,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,2,False,haze4k_train_oof,34c3067e3518a3c4f1d05dae865fe6ff21309c6dd9029c90a564c1dfe8eee8ea,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,0,False,haze4k_train_oof,358b0399b6ab7a8c2974816e308a04ebe4f373571e218ba33b59ca795e6fc838,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,3,False,haze4k_train_oof,35f91cf0fda25fadb3889731d1e2f024c021dc0f05773ba7cddf69f91c678470,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,0,False,haze4k_train_oof,36ac9bc43062cbcbfe5027dd1596866090fc149923e937ed797a91f3c777aa75,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,4,False,haze4k_train_oof,3807a870f2615fcef2d26d1bc5ac59b7062ec9efde9f995dab40375bfeb8908d,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,4,False,haze4k_train_oof,383e52b38e409d2b8ddc6cb01a09733e736d23a9a1012c8b699ad1c9ac3118f4,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,0,False,haze4k_train_oof,3843d5c0b17ad91f8e087389572c1c4bd4f53c22ee81be10a12f4a66a6b6b197,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,4,False,haze4k_train_oof,38d19ba9db4ce3c22b6be8b767873f282950193a830d2eee58fd7f7e684ce57d,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,0,False,haze4k_train_oof,399ec3a6c7f4e7997a5299c3dd16fec0f18c6324107174f65c58e0ef0400f1b2,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,2,False,haze4k_train_oof,39b3437baf3110c4f112d0fe0e84dcbe94854dd50d88d81e130bc4a7c66bbeba,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,1,False,haze4k_train_oof,3a1a5286066029417afe19f2409e96b5d6799134ba8a184f7b262f938726b24e,0.0,0.0,0.0,307200.0
False,0.0,0.0,0.0,R2_L0,4,False,haze4k_train_oof,3b5f4022bee90a8d5d4701329f79ec5e1ae20c81722a006b4f9a8004f19d54e2,0.0,0.0,0.0,160000.0
False,0.0,0.0,0.0,R2_L0,4,False,haze4k_train_oof,3bf1ba6099edaea2ccc6f471d8d77b0266e2bea42f4bbfabd760ccee570abd10,0.0,0.0,0.0,307200.0
