cell,checkpoint_sha256,epochs,final_epoch_risk_loss,final_epoch_total_loss,final_epoch_utility_loss,first_epoch_risk_loss,first_epoch_total_loss,first_epoch_utility_loss,fold,learner,representation,seed,seed_index,train_scenes
R0_L0,e9cd97ff8b860c369194e7b444fd4c333b8c30aa5cc3b144f808211b8e6ae147,12,0.3804539975166942,0.9107145464164205,0.7204875463619829,0.5290590580708037,1.2553080961729088,0.9907785672694445,0,L0,R0,20260726,0,480
R0_L0,cf560b38a2e27eb7552793dd0fb23a9c45429d36ea029e585e707b74843ce5f9,12,0.3801181383857814,0.9076905275966661,0.7176314597153881,0.5480288070936997,1.3147604291948178,1.0407460240802417,0,L0,R0,20261735,1,480
R0_L0,41f2bf3a351371f4f202f796da5dc17774dbec0048a2e76352986865df4ea397,12,0.380356052541174,0.9065731383860112,0.7163951128042148,0.5273840342027446,1.2317774799652397,0.968085459092011,0,L0,R0,20262753,2,480
R0_L0,b5c324d53cb86512b04fc435790d7971ec3cd5408d6d864edf7f32600499f695,12,0.3788699006816993,0.89673539903791,0.707300449036605,0.5188640285438547,1.2437054871736715,0.9842734718074401,1,L0,R0,20260727,0,480
R0_L0,6c5a23ff96afdb069d8328e2f08500d0cf349e024867a733505e1ac2fa571956,12,0.37772179312305526,0.8953769589231039,0.706516059837304,0.5065402479066203,1.215673193661496,0.9624030711517358,1,L0,R0,20261736,1,480
R0_L0,87d5b3a29ee7ab38e7d0014718d274ef1e94f5b139a6d61e53d9ce9120fbaf40,12,0.37577403999166564,0.8937832596090932,0.7058962386179094,0.5415139113552868,1.291645983591055,1.0208890285653374,1,L0,R0,20262754,2,480
R0_L0,06b772cf98d8c3a6b723f30cfc5f1b92be50287b9768b1af3fc048923c393a87,12,0.374411559298945,0.8955574803364773,0.708351701653252,0.5375106335617602,1.2321961641622086,0.9634408486851801,2,L0,R0,20260728,0,480
R0_L0,190b6d6e48986b2ad66e6fa44bf4080ae53bc9dca9e77695125d5d93333e947a,12,0.3758140619844198,0.8935927599823723,0.7056857264678305,0.5211098148797949,1.2598150417829552,0.9992601352433363,2,L0,R0,20261737,1,480
R0_L0,cdfa62f485e34fc97ffe40032add67c0a52b972f61203585150da4ec1d28e78e,12,0.3743935288162902,0.8930779077112675,0.7058811453248685,0.5196544458623975,1.2302893232864638,0.9704621023886527,2,L0,R0,20262755,2,480
R0_L0,b0c492d5b1e0a9c1bc2c06a7543a59cc91d414012b364e2396a73ca970d014eb,12,0.3794493471737951,0.9080970377661288,0.7183723640666965,0.5429182566857587,1.2922900572729608,1.0208309314058472,3,L0,R0,20260729,0,480
R0_L0,ecbaea8d47f844d6dc68607ee8a26fba622ea3639af139b4e395c63aa965c478,12,0.38067584031571944,0.906795703410171,0.7164577813023546,0.5562390754465014,1.2561557904351504,0.9780362537285934,3,L0,R0,20261738,1,480
R0_L0,ae8f9d05800b72ce64eff7acf648f494161442c69f1694e547f23bc2b9db5034,12,0.3834749232938824,0.9139641992049292,0.7222267361416016,0.5085877640793721,1.2374713538214563,0.9831774732253203,3,L0,R0,20262756,2,480
R0_L0,7e7ed492276e4350e4d6c390ff3f04c4d6e504dc57ccecdf06f05e3a55d90d45,12,0.38073862253610663,0.9103920520399698,0.7200227392730691,0.5526581301353872,1.2528817485397061,0.976552682587256,4,L0,R0,20260730,0,480
R0_L0,5fcc5576fbf9b095efb710f48f526233b54a1942ab777aa73668a6e0eceff244,12,0.3787502112565562,0.9072058906080201,0.7178307861982224,0.5364315062295646,1.279254601833721,1.0110388490992288,4,L0,R0,20261739,1,480
R0_L0,6050edb5829b9089e4ed0b7677a1a2cbe281774cbf997fcd6b2b0cf9eddbde40,12,0.37634991616553937,0.8998191379942,0.7116441809688695,0.5368678467503438,1.2527781322598457,0.9843442061217502,4,L0,R0,20262757,2,480
R0_L1,243ee67316f8f49c2e5cb2c12d4eef84a9e8b6be34b8adef81c61ea6ad011d74,12,0.37724245043549065,0.897238767145124,0.7086175396572798,0.47434968473389744,1.2002574607109031,0.9630826220071564,0,L1,R0,20260726,0,480
R0_L1,0b42f8952016e9aee0d110a2e1f7298a9e165218a6e1d5abe1f19d5488883388,12,0.37741784291380703,0.8974260011668472,0.7087170773932788,0.47555149560794235,1.2004420682787895,0.9626663201954215,0,L1,R0,20261735,1,480
R0_L1,41e12315897df821cbd3687790797976758a103b577d5d4e16a3dd54ed27b1dc,12,0.37520556766927865,0.8928804049656416,0.7052776215597987,0.4812146876783421,1.2124658746955295,0.9718585319506625,0,L1,R0,20262753,2,480
R0_L1,a547a74953b0cfeecce41395177aaa7412688fbf327aaa9607a96724e4a15cff,12,0.3721415119400869,0.8841093990253285,0.6980386422558998,0.4780651857610792,1.1932518567036217,0.9542192622243116,1,L1,R0,20260727,0,480
R0_L1,531bfc4f8c1cc1c150b0ab716a9eced83fa789966495463f7925112d38ba68f3,12,0.3727992854740781,0.8835093664645683,0.6971097242397567,0.4693877930287272,1.1838582014820227,0.9491643052082509,1,L1,R0,20261736,1,480
R0_L1,38bfc5b33df782a412f7c61d1e89587447a43a0eb21bfcb3fb30bf57bce0185a,12,0.3724697009582693,0.8817405149961511,0.6955056633994293,0.46695817572375137,1.194523725301648,0.9610446390074988,1,L1,R0,20262754,2,480
R0_L1,ee3173f0cfd28afd4d9904eb9938dc1d1e7b968c49a351fc0c113677b6d043de,12,0.3711176910592864,0.8823619169959177,0.6968030709928522,0.4633359415922314,1.1844261828809977,0.9527582127290467,2,L1,R0,20260728,0,480
R0_L1,5132ea29ebc2deacf10ab80053be4cc830f08daf6255bb98ffde12449fe5400d,12,0.371944554860238,0.8796678385852525,0.6936955639626831,0.46871363612202305,1.1608618847094476,0.926505065150559,2,L1,R0,20261737,1,480
R0_L1,eb2d04f8755eed549cf5f0052c8b8c5776fda7ce01aa557f1381881e4d358151,12,0.37232417398287604,0.8863399927737191,0.7001779061974958,0.477097669763801,1.1815080313322446,0.9429591949641084,2,L1,R0,20262755,2,480
R0_L1,f9edb04eb36509f228d8bc12955dec92e7f7aa12a432ebfc0ed0c66046d20563,12,0.376788296434097,0.8983552223265482,0.7099610753551436,0.47517898099807404,1.195100102915118,0.9575106133396427,3,L1,R0,20260729,0,480
R0_L1,714f9bbadfdd89a7007ed5d80a9012bad1fbc7d3c4f3fea9ca79b1dc81470fda,12,0.37997296701263017,0.9017763558852797,0.7117898720103161,0.4724976150939862,1.1751089084272583,0.9388601027584325,3,L1,R0,20261738,1,480
R0_L1,e409eedc891ca0b13f6416eceb395569338249c91e6568d2c133e09e1c8a38f0,12,0.37949071305532317,0.8969888387965814,0.7072434820962371,0.4725967513086895,1.180091747106053,0.9437933705281466,3,L1,R0,20262756,2,480
R0_L1,f60bd2160db8034e96262b4a244e3318260aebf2d9970a0b9342b71688fc2e7f,12,0.3743597825445856,0.8906186006575202,0.7034387084015179,0.4773110958281904,1.2104124419391156,0.9717568947312732,4,L1,R0,20260730,0,480
R0_L1,21cd62b160df458fa1719e398ca2cea5e69f1ced123c389009ac5a42f3bf799a,12,0.3759195032063872,0.8933264235345025,0.7053666714219919,0.4929552833860119,1.2285117188235746,0.9820340772780279,4,L1,R0,20261739,1,480
R0_L1,aac24279107d7a2fb03d5cc3f3d059de215c1343974ff0c99f9b6a738ccf2508,12,0.3745156198138526,0.8928879619789465,0.7056301513929308,0.47050823353541393,1.190974545897916,0.9557204296890025,4,L1,R0,20262757,2,480
R0_L2,0206726ef7c5e12e186000049312a687ae0391453ae012832ef646f8862fde9b,12,0.365616406321836,1.786990711838007,1.6041825098296008,0.565796494903043,2.1772639408707617,1.8943656961123148,0,L2,R0,20260726,0,480
R0_L2,3e32d62b83bf09354cdffe63043020839681cf1f3af35b13f4bfbeb773eab277,12,0.36470798996548787,1.7843786612153054,1.60202466994524,0.5693956520097951,2.175798597186804,1.8911007687449455,0,L2,R0,20261735,1,480
R0_L2,1cd73bff65dd0a0835613b2cae1cf51127507bc122ea1189667c96acccef17b5,12,0.3673551968221242,1.7880902975797652,1.604412700732549,0.5264008739031851,2.1293399187425774,1.8661394817133745,0,L2,R0,20262753,2,480
R0_L2,f2f8dfaea659d21f3badbcb3dde1e92cc1da5b33f99a9d58084d88447b117136,12,0.363879913984177,1.7845755120118458,1.6026355567077795,0.5626060244627297,2.183112275848786,1.9018092575172583,1,L2,R0,20260727,0,480
R0_L2,fde97593fdf7057f877939b17368454df67d8345402ce165d5796b0b2c08dcbe,12,0.3621625440971305,1.7796560190618038,1.5985747421781222,0.5612072181111822,2.1807195069889227,1.9001158960163593,1,L2,R0,20261736,1,480
R0_L2,f47f57aff0ff1ff3c50ea13c39d8f028ce8356d106a9d8277c8e0202dfee08c6,12,0.3623660518360945,1.7832344556848208,1.6020514324307442,0.5352533414183805,2.1365403455992538,1.8689136716226737,1,L2,R0,20262754,2,480
R0_L2,4a2b614f2694f4d33d46120572b5f1b111b437e381032c3d385cbf26130519f4,12,0.361154489692611,1.7794996547202269,1.5989224098622798,0.543548317750295,2.1456850317617255,1.873910872389873,2,L2,R0,20260728,0,480
R0_L2,1b42d58f69f0b8bd60867edb4ccea96727306abf8b6570e0db4a14ebf742d9f8,12,0.3652435623924248,1.7846916216115156,1.6020698415736356,0.523320238913099,2.116856231292089,1.855196111400922,2,L2,R0,20261737,1,480
R0_L2,86c9ccd765cfaf23fc149b2dbb34dd65ab7a340e55f71e6e97f5c8471ad1c924,12,0.3631827373911316,1.7816301512221495,1.6000387835005918,0.5227623554257055,2.116544932375352,1.855163752535979,2,L2,R0,20262755,2,480
