name,pixels,ldhn_pixels,ldhn_coverage,target_mean,density_mean
1002_0.73_1.47.png,4096,1233,0.301025390625,0.7677308917045593,0.21945124864578247
1007_0.68_1.25.png,4096,259,0.063232421875,0.7027646899223328,0.3753069341182709
1012_0.85_1.28.png,4096,61,0.014892578125,0.9608817100524902,0.6239497065544128
1016_0.8_1.72.png,4096,72,0.017578125,0.6362853050231934,0.5506405830383301
1022_0.66_1.05.png,4096,487,0.118896484375,0.4687286615371704,0.14818592369556427
1023_0.5_1.87.png,4096,275,0.067138671875,0.5847597122192383,0.2501627206802368
1029_0.71_0.56.png,4096,614,0.14990234375,0.35938531160354614,0.19004768133163452
103_0.75_1.59.png,4096,786,0.19189453125,0.8573706150054932,0.43950778245925903
1042_0.91_0.56.png,4096,338,0.08251953125,0.5519981384277344,0.23874527215957642
1045_0.58_1.58.png,4096,456,0.111328125,0.8090534210205078,0.4337928295135498
1060_0.94_1.09.png,4096,0,0.0,0.46021711826324463,0.2509327530860901
1064_0.54_0.97.png,4096,234,0.05712890625,0.677487850189209,0.33350813388824463
1072_0.58_0.58.png,4096,96,0.0234375,0.45453721284866333,0.1979696899652481
1073_0.51_0.98.png,4096,743,0.181396484375,0.42141193151474,0.1243816614151001
1075_0.76_1.99.png,4096,439,0.107177734375,0.8201601505279541,0.3940945267677307
1080_0.59_1.22.png,4096,373,0.091064453125,0.6053937673568726,0.280241459608078
1083_0.67_0.81.png,4096,35,0.008544921875,0.5486502647399902,0.20575490593910217
1090_0.54_0.58.png,4096,227,0.055419921875,0.44385284185409546,0.1619429886341095
1096_0.72_0.86.png,4096,803,0.196044921875,0.6391720771789551,0.18987242877483368
1098_0.8_0.51.png,4096,835,0.203857421875,0.6934815645217896,0.08856889605522156
1099_0.54_1.76.png,4096,1468,0.3583984375,0.7523349523544312,0.09691467881202698
1102_0.65_0.94.png,4096,325,0.079345703125,0.8425899744033813,0.25635868310928345
110_0.55_1.08.png,4096,106,0.02587890625,0.5835796594619751,0.2747236490249634
1113_0.9_0.52.png,4096,638,0.15576171875,0.4560242295265198,0.1757950633764267
1122_0.94_0.53.png,4096,213,0.052001953125,0.5710862278938293,0.17955926060676575
1124_0.74_1.17.png,4096,255,0.062255859375,0.6492301225662231,0.22027960419654846
1134_0.69_1.2.png,4096,541,0.132080078125,0.7453624606132507,0.27084314823150635
1140_0.67_1.42.png,4096,1265,0.308837890625,0.6564323902130127,0.09004517644643784
1143_0.73_1.33.png,4096,13,0.003173828125,0.6835309267044067,0.5558360815048218
1145_0.9_1.2.png,4096,483,0.117919921875,0.7796823978424072,0.23743975162506104
1146_0.89_0.87.png,4096,591,0.144287109375,0.6017298698425293,0.17509546875953674
114_0.75_1.45.png,4096,236,0.0576171875,0.5739019513130188,0.3720601499080658
1150_0.8_1.27.png,4096,163,0.039794921875,0.539576530456543,0.46829405426979065
1155_0.63_1.27.png,4096,508,0.1240234375,0.5659973621368408,0.14757981896400452
1162_0.65_1.7.png,4096,12,0.0029296875,0.656002938747406,0.5710649490356445
1164_0.79_1.96.png,4096,10,0.00244140625,0.6267963647842407,0.6744260787963867
1168_0.56_0.69.png,4096,1196,0.2919921875,0.5204592347145081,0.062243472784757614
116_0.64_1.08.png,4096,498,0.12158203125,0.5979920029640198,0.20749351382255554
1170_0.71_1.78.png,4096,119,0.029052734375,0.7598565220832825,0.6273479461669922
1179_0.56_1.96.png,4096,721,0.176025390625,0.630926787853241,0.20615600049495697
1187_0.82_1.57.png,4096,785,0.191650390625,0.7077541947364807,0.2803713381290436
119_0.6_1.7.png,4096,424,0.103515625,0.7001363039016724,0.4298483431339264
1200_0.97_0.52.png,4096,226,0.05517578125,0.8297123908996582,0.2554696202278137
1205_0.78_1.01.png,4096,42,0.01025390625,0.7464046478271484,0.4032421410083771
1208_0.63_0.83.png,4096,77,0.018798828125,0.6090690493583679,0.2500584125518799
1211_0.88_1.93.png,4096,63,0.015380859375,0.9125015735626221,0.34247130155563354
1231_0.98_1.26.png,4096,488,0.119140625,0.6465492248535156,0.2286474108695984
123_0.94_1.22.png,4096,71,0.017333984375,0.747117817401886,0.34020698070526123
1240_0.64_0.5.png,4096,748,0.1826171875,0.557299017906189,0.10292959213256836
1246_0.62_2.0.png,4096,351,0.085693359375,0.6552874445915222,0.24869060516357422
1250_0.57_0.61.png,4096,1385,0.338134765625,0.8549364805221558,0.13091148436069489
1254_0.97_1.31.png,4096,19,0.004638671875,0.7007684111595154,0.6595132350921631
1263_0.9_1.41.png,4096,50,0.01220703125,0.680291473865509,0.27468711137771606
1266_0.96_1.34.png,4096,60,0.0146484375,0.713974118232727,0.3979838490486145
126_0.75_1.47.png,4096,595,0.145263671875,0.6844931840896606,0.2765861749649048
1271_0.65_1.66.png,4096,306,0.07470703125,0.8146708011627197,0.26679903268814087
1281_0.89_0.85.png,4096,271,0.066162109375,0.6423466801643372,0.192803293466568
1282_0.62_0.6.png,4096,2524,0.6162109375,0.7126284241676331,0.05399484932422638
1292_0.66_1.45.png,4096,693,0.169189453125,0.7676372528076172,0.19288407266139984
1297_0.99_0.69.png,4096,9,0.002197265625,0.3607712388038635,0.22347688674926758
