variant,name,threshold,ldhn_pixels,ldhn_recall,pred_high_coverage
density_only_matched_threshold,1442_0.62_0.81.png,0.43738746643066406,608,0.0,0.279541015625
d7c_mc_topk_hn_ordinal,1443_0.76_1.22.png,0.5773006677627563,1231,0.016246953696181964,0.543212890625
d7c_mc_hn_ordinal,1443_0.76_1.22.png,0.5773006677627563,1231,0.012185215272136474,0.51025390625
density_only_matched_threshold,1443_0.76_1.22.png,0.43738746643066406,1231,0.0,0.511962890625
d7c_mc_topk_hn_ordinal,1446_0.85_0.59.png,0.5773006677627563,556,0.0,0.060791015625
d7c_mc_hn_ordinal,1446_0.85_0.59.png,0.5773006677627563,556,0.0,0.016357421875
density_only_matched_threshold,1446_0.85_0.59.png,0.43738746643066406,556,0.0,0.0
d7c_mc_topk_hn_ordinal,1449_0.94_0.78.png,0.5773006677627563,589,0.008488964346349746,0.209716796875
d7c_mc_hn_ordinal,1449_0.94_0.78.png,0.5773006677627563,589,0.035653650254668934,0.217529296875
density_only_matched_threshold,1449_0.94_0.78.png,0.43738746643066406,589,0.398981324278438,0.39013671875
d7c_mc_topk_hn_ordinal,1452_0.81_1.88.png,0.5773006677627563,530,0.17547169811320754,0.56884765625
d7c_mc_hn_ordinal,1452_0.81_1.88.png,0.5773006677627563,530,0.5037735849056604,0.6982421875
density_only_matched_threshold,1452_0.81_1.88.png,0.43738746643066406,530,0.3622641509433962,0.687255859375
d7c_mc_topk_hn_ordinal,1454_0.62_1.48.png,0.5773006677627563,1152,0.05381944444444445,0.3056640625
d7c_mc_hn_ordinal,1454_0.62_1.48.png,0.5773006677627563,1152,0.9652777777777778,0.681396484375
density_only_matched_threshold,1454_0.62_1.48.png,0.43738746643066406,1152,0.03732638888888889,0.54150390625
d7c_mc_topk_hn_ordinal,1456_0.66_1.83.png,0.5773006677627563,1264,0.07357594936708861,0.482666015625
d7c_mc_hn_ordinal,1456_0.66_1.83.png,0.5773006677627563,1264,0.9889240506329114,0.801025390625
density_only_matched_threshold,1456_0.66_1.83.png,0.43738746643066406,1264,0.0245253164556962,0.55419921875
d7c_mc_topk_hn_ordinal,1457_0.88_0.58.png,0.5773006677627563,603,0.001658374792703151,0.12939453125
d7c_mc_hn_ordinal,1457_0.88_0.58.png,0.5773006677627563,603,0.006633499170812604,0.11962890625
density_only_matched_threshold,1457_0.88_0.58.png,0.43738746643066406,603,0.0,0.1513671875
d7c_mc_topk_hn_ordinal,145_0.5_1.08.png,0.5773006677627563,143,0.09090909090909091,0.10791015625
d7c_mc_hn_ordinal,145_0.5_1.08.png,0.5773006677627563,143,0.11888111888111888,0.12841796875
density_only_matched_threshold,145_0.5_1.08.png,0.43738746643066406,143,0.0,0.14013671875
d7c_mc_topk_hn_ordinal,1461_0.59_0.54.png,0.5773006677627563,1934,0.001034126163391934,0.00146484375
d7c_mc_hn_ordinal,1461_0.59_0.54.png,0.5773006677627563,1934,0.0031023784901758012,0.005859375
density_only_matched_threshold,1461_0.59_0.54.png,0.43738746643066406,1934,0.21199586349534644,0.10888671875
d7c_mc_topk_hn_ordinal,1464_0.64_1.56.png,0.5773006677627563,728,0.04532967032967033,0.3896484375
d7c_mc_hn_ordinal,1464_0.64_1.56.png,0.5773006677627563,728,0.12774725274725274,0.607177734375
density_only_matched_threshold,1464_0.64_1.56.png,0.43738746643066406,728,0.5906593406593407,0.38525390625
d7c_mc_topk_hn_ordinal,1470_0.63_1.26.png,0.5773006677627563,338,0.03550295857988166,0.082275390625
d7c_mc_hn_ordinal,1470_0.63_1.26.png,0.5773006677627563,338,0.05621301775147929,0.1826171875
density_only_matched_threshold,1470_0.63_1.26.png,0.43738746643066406,338,0.07100591715976332,0.46484375
d7c_mc_topk_hn_ordinal,1471_0.82_1.95.png,0.5773006677627563,116,0.16379310344827586,0.7353515625
d7c_mc_hn_ordinal,1471_0.82_1.95.png,0.5773006677627563,116,0.3275862068965517,0.730224609375
