threshold,coverage,recall,precision,false_global,false_per_image_mean,false_per_image_p90,false_per_image_p95,ldhn_recall,ldhn_precision,ldhn_per_image_recall_p50,ldhn_per_image_recall_p75,ldhn_per_image_recall_p90,ldhn_images_with_support,pearson,spearman,auroc,auprc,auroc_high_vs_hard_negative,monotonic_pairs,monotonic_valid_pairs,target_high_prevalence,variant,selected_threshold,seed,pixels_per_image
0.5773006677627563,0.3028971354166667,0.30108161560102104,0.4221063944116067,0.2931245849721612,0.27299280665038234,0.75,0.8698884758364313,0.27281599016879315,0.27031479425563154,0.15,0.41818181818181815,0.6923076923076923,583,0.00416660282257864,0.0062997701318685305,0.5053645958393459,0.42316298906098804,0.5113168175763653,3,4,0.4246516927083333,d7c_mc_topk_hn_ordinal_perm_seed3407,0.5773006677627563,3407,512
0.5773006677627563,0.3028971354166667,0.30359220922398483,0.4261579795808705,0.29838400857777436,0.26558576332185246,0.7244094488188977,0.8260869565217391,0.26529941977155785,0.2551414332842002,0.14,0.4090909090909091,0.704225352112676,590,0.0187539077728971,0.015215764062434838,0.5125370885897886,0.4253677870757627,0.5144292464918457,3,4,0.42518229166666666,d7c_mc_topk_hn_ordinal_perm_seed3408,0.5773006677627563,3408,512
0.5773006677627563,0.3028971354166667,0.2965241440599407,0.41595916174099945,0.28825668339649696,0.25975031364740214,0.7037037037037037,0.8561151079136691,0.2814096016343207,0.27459775024918126,0.16666666666666666,0.43478260869565216,0.6875,588,-0.002868491999797094,-0.004486305172831395,0.501247170913115,0.41980812029818654,0.5158009850228291,2,4,0.4248990885416667,d7c_mc_topk_hn_ordinal_perm_seed3409,0.5773006677627563,3409,512
0.5773006677627563,0.3028971354166667,0.3117448710760179,0.43618484685652875,0.2785236599452832,0.28289176496227986,0.75,0.8846153846153846,0.27884580441181817,0.27332312186086277,0.15,0.4050632911392405,0.7272727272727273,586,0.036400490605944094,0.031800425530556245,0.5229271752250158,0.4341787877337395,0.5340301089643124,3,4,0.4238053385416667,d7c_mc_topk_hn_ordinal_perm_seed3410,0.5773006677627563,3410,512
0.5773006677627563,0.3028971354166667,0.2970098549305258,0.4171735626007523,0.2921140130460164,0.2879030133944488,0.797752808988764,0.9523809523809523,0.27641773671383363,0.26812744786704773,0.14814814814814814,0.42990654205607476,0.7209302325581395,590,0.004802145036581473,-0.0018232771035532893,0.5037003994502322,0.4232452496373093,0.5124662113140989,3,4,0.4254427083333333,d7c_mc_topk_hn_ordinal_perm_seed3411,0.5773006677627563,3411,512
0.5773006677627563,0.3028971354166667,0.31202053852501604,0.43886082751209027,0.27966902469545674,0.2742437780576517,0.7391304347826086,0.8707482993197279,0.295286439448876,0.2890608362319869,0.14634146341463414,0.4444444444444444,0.7049180327868853,589,0.025709809085313486,0.028426261133298266,0.5232570712618475,0.4339768263129191,0.5286347421866945,3,4,0.42602864583333333,d7c_mc_topk_hn_ordinal_perm_seed3412,0.5773006677627563,3412,512
0.5773006677627563,0.3028971354166667,0.30273657152037703,0.42526598602901666,0.2981399739749445,0.29144639529028527,0.782608695652174,0.9242424242424242,0.2790881633827125,0.26731411647208736,0.1476510067114094,0.4166666666666667,0.6857142857142857,589,0.022603695704764067,0.016618402667206482,0.5136230047565222,0.42876428385915843,0.5144935730987994,4,4,0.4254915364583333,d7c_mc_topk_hn_ordinal_perm_seed3413,0.5773006677627563,3413,512
0.5773006677627563,0.3028971354166667,0.30087730704216736,0.4227512090274046,0.28368562595822755,0.25251473876085045,0.6923076923076923,0.81875,0.2849851589082748,0.2834155297166925,0.14285714285714285,0.42857142857142855,0.6875,585,-0.004896200932777723,-0.004076721310177466,0.4978822044618639,0.42523862983374433,0.517235163309438,2,4,0.42558919270833334,d7c_mc_topk_hn_ordinal_perm_seed3414,0.5773006677627563,3414,512
0.5773006677627563,0.3028971354166667,0.2964359492232197,0.41484148307361635,0.28813904888118663,0.28879734801630247,0.7941176470588235,0.9230769230769231,0.25990680200845284,0.2581628991747399,0.15384615384615385,0.42857142857142855,0.6904761904761905,587,-0.011769291095729188,-0.013849160103449457,0.49756324538789004,0.4210488406946286,0.5110379077430801,2,4,0.42388346354166667,d7c_mc_topk_hn_ordinal_perm_seed3415,0.5773006677627563,3415,512
0.5773006677627563,0.3028971354166667,0.3023133182016186,0.4251262761955938,0.29009082978395856,0.28855278281545954,0.7954545454545454,0.9090909090909091,0.2692893953690934,0.2656926988219286,0.1276595744680851,0.42857142857142855,0.6629213483146067,586,0.013862671328956319,0.01204658178871315,0.5080748879824627,0.42655609818038587,0.5190278870269511,2,4,0.425947265625,d7c_mc_topk_hn_ordinal_perm_seed3416,0.5773006677627563,3416,512
0.5773006677627563,0.3028971354166667,0.28522600714313145,0.39908651262761957,0.31272727272727274,0.28761094936418496,0.7704918032786885,0.9074074074074074,0.2647345788313519,0.25133799917661587,0.15,0.40425531914893614,0.6666666666666666,586,-0.02721580892027542,-0.025860463870437212,0.4883616964864295,0.4099868461341684,0.49343379082679223,2,4,0.42381184895833335,d7c_mc_topk_hn_ordinal_perm_seed3417,0.5773006677627563,3417,512
0.5773006677627563,0.3028971354166667,0.2960325534079349,0.4159376679204729,0.3107567691484755,0.2790947262343369,0.7227722772277227,0.8985507246376812,0.2600970484147543,0.24886546114640787,0.13333333333333333,0.4117647058823529,0.6923076923076923,587,0.0024841882419488885,-0.0017845040427866992,0.5000774796217375,0.42359646965747705,0.5019182046989858,3,4,0.4255826822916667,d7c_mc_topk_hn_ordinal_perm_seed3418,0.5773006677627563,3418,512
0.5773006677627563,0.3028971354166667,0.29924544506471995,0.4193874261149919,0.27435260367306163,0.26829976668860517,0.7125,0.875,0.2724179563165404,0.2761766996773117,0.14285714285714285,0.39622641509433965,0.6842105263157895,587,-0.004911516693097716,-0.004327906069656772,0.4954624094241262,0.42251680364220884,0.5159324230673825,2,4,0.42450520833333333,d7c_mc_topk_hn_ordinal_perm_seed3419,0.5773006677627563,3419,512
0.5773006677627563,0.3028971354166667,0.29555111509221615,0.41487372380440624,0.31263936752483273,0.27988211984437034,0.7466666666666667,0.9166666666666666,0.27585328578706064,0.2597923306260923,0.17045454545454544,0.43523316062176165,0.75,587,-0.010904846935589707,-0.013610163567064267,0.49210028356082164,0.4174532825567989,0.4956299421473186,1,4,0.425185546875,d7c_mc_topk_hn_ordinal_perm_seed3420,0.5773006677627563,3420,512
0.5773006677627563,0.3028971354166667,0.30667054340673633,0.430736163353036,0.28255291038898345,0.2844402017630956,0.7483443708609272,0.9145299145299145,0.254143245693563,0.2637660431329745,0.14068441064638784,0.43478260869565216,0.75,581,0.026722155282744728,0.025499708454560583,0.517994926979482,0.4316987846968464,0.5300150872558527,4,4,0.42543619791666665,d7c_mc_topk_hn_ordinal_perm_seed3421,0.5773006677627563,3421,512
0.5773006677627563,0.3028971354166667,0.3018367065105645,0.4228049435787211,0.2804871834072262,0.27930059911191213,0.7307692307692307,0.9117647058823529,0.2793190872872148,0.279298855570042,0.1348314606741573,0.39285714285714285,0.6666666666666666,589,0.04092144522981563,0.030473854169658858,0.5213282413563044,0.42925323200840254,0.5400425224086762,4,4,0.42429036458333336,d7c_mc_topk_hn_ordinal_perm_seed3422,0.5773006677627563,3422,512
0.5773006677627563,0.3028971354166667,0.31616143827382637,0.4437506716818915,0.25989233869939027,0.2745681765305593,0.7247706422018348,0.8936170212765957,0.2848792884371029,0.2914283592067147,0.15384615384615385,0.4153846153846154,0.6842105263157895,583,0.04768053889318436,0.04374494474854884,0.5308466805217791,0.44078871862745184,0.5423720197403812,4,4,0.42513346354166665,d7c_mc_topk_hn_ordinal_perm_seed3423,0.5773006677627563,3423,512
0.5773006677627563,0.3028971354166667,0.29986689921057463,0.4212896292315959,0.29470385781065395,0.2983197499808607,0.7692307692307693,0.9285714285714286,0.2787878787878788,0.2715159226663839,0.15384615384615385,0.4067796610169492,0.675,585,-0.01029469782211125,-0.013323073993965087,0.49524969936967095,0.4243623520189351,0.49840057484457584,2,4,0.425546875,d7c_mc_topk_hn_ordinal_perm_seed3424,0.5773006677627563,3424,512
0.5773006677627563,0.3028971354166667,0.3119310270964978,0.438205265986029,0.2845793440619271,0.2720040533238124,0.7368421052631579,0.8928571428571429,0.2687012473489342,0.2759117082533589,0.14285714285714285,0.40384615384615385,0.7142857142857143,587,0.021162903211263795,0.02919529642784136,0.5172960050041968,0.4381044955864525,0.5213297746935286,3,4,0.4255143229166667,d7c_mc_topk_hn_ordinal_perm_seed3425,0.5773006677627563,3425,512
0.5773006677627563,0.3028971354166667,0.30998500566112797,0.4354648038688877,0.27334968322092784,0.27826038524475816,0.788,0.9545454545454546,0.2815880531779275,0.2826381018535444,0.14285714285714285,0.42857142857142855,0.7368421052631579,589,0.036774807743100865,0.03252286510244099,0.5247733234947394,0.43495168639414955,0.5370170836373624,3,4,0.4255078125,d7c_mc_topk_hn_ordinal_perm_seed3426,0.5773006677627563,3426,512
0.5773006677627563,0.3028971354166667,0.29638670380459736,0.41626007522837183,0.29961378110852493,0.28552413146782557,0.7551020408163265,0.8978494623655914,0.2696334123654933,0.26249067859806113,0.14285714285714285,0.42857142857142855,0.71875,588,-0.016644700036832008,-0.01580176061146856,0.4908390326336031,0.4194088807997782,0.49443487656295027,1,4,0.42540364583333334,d7c_mc_topk_hn_ordinal_perm_seed3427,0.5773006677627563,3427,512
0.5773006677627563,0.3028971354166667,0.3005280073461892,0.4220634067705535,0.29043827741459566,0.28301641750167933,0.7586206896551724,0.96,0.2723739609197884,0.2649746192893401,0.15,0.4318181818181818,0.6666666666666666,587,0.013238530307194529,0.009896422330740428,0.5077353600400201,0.4256534026930925,0.5105578410983979,4,4,0.425390625,d7c_mc_topk_hn_ordinal_perm_seed3428,0.5773006677627563,3428,512
0.5773006677627563,0.3028971354166667,0.296042903658303,0.4152713594841483,0.3093661305581835,0.2872657658895903,0.7681159420289855,0.935064935064935,0.268468402574605,0.2561499005547995,0.1414141414141414,0.42105263157894735,0.6923076923076923,584,-0.01287188963479842,-0.013437074601762035,0.49259090574547565,0.4197752890333245,0.4928138966029502,1,4,0.4248860677083333,d7c_mc_topk_hn_ordinal_perm_seed3429,0.5773006677627563,3429,512
0.5773006677627563,0.3028971354166667,0.29727262965746803,0.41653949489521763,0.29688972667295005,0.2856034708983983,0.75,0.8940397350993378,0.2546568002041337,0.2511413883596362,0.13333333333333333,0.36363636363636365,0.6887755102040817,585,0.0038553289071354556,0.00221164147763615,0.5035948787835706,0.4217272364464998,0.5140480806047105,2,4,0.4244205729166667,d7c_mc_topk_hn_ordinal_perm_seed3430,0.5773006677627563,3430,512
0.5773006677627563,0.3028971354166667,0.3099854728954813,0.43571198280494355,0.29054019522665714,0.2582749212355937,0.7142857142857143,0.8666666666666667,0.2821187754660513,0.2759691016189905,0.14285714285714285,0.42105263157894735,0.68,583,0.03381286029381137,0.03281821831524387,0.523208227640553,0.4320776864771313,0.5248173217769262,4,4,0.42574869791666664,d7c_mc_topk_hn_ordinal_perm_seed3431,0.5773006677627563,3431,512
0.5773006677627563,0.3028971354166667,0.30221354166666664,0.4240408382590005,0.2916528271034007,0.2783603838200937,0.7522935779816514,0.88,0.2916440684094443,0.28189983573899974,0.12962962962962962,0.42857142857142855,0.7222222222222222,590,0.02812348873181326,0.02446609562862179,0.5154019500432616,0.42536640289900374,0.5220920437650199,3,4,0.425,d7c_mc_topk_hn_ordinal_perm_seed3432,0.5773006677627563,3432,512
0.5773006677627563,0.3028971354166667,0.3060027379031333,0.4300053734551316,0.28069996168092987,0.27534801586310326,0.75,0.9923076923076923,0.26345742559901403,0.2643005200189098,0.12857142857142856,0.3728813559322034,0.6875,587,0.02750206375810877,0.026274148722082048,0.5172826357486704,0.4294280425366861,0.5276786759874925,4,4,0.4256412760416667,d7c_mc_topk_hn_ordinal_perm_seed3433,0.5773006677627563,3433,512
0.5773006677627563,0.3028971354166667,0.30831619743611305,0.4334551316496507,0.2851389242926332,0.2835965474956044,0.7619047619047619,1.0,0.2575735666256959,0.26249861842832406,0.15,0.38461538461538464,0.6666666666666666,588,0.04940386913588321,0.044585079810238355,0.5307301614536765,0.4390491782305041,0.5369180113611024,4,4,0.42583658854166667,d7c_mc_topk_hn_ordinal_perm_seed3434,0.5773006677627563,3434,512
0.5773006677627563,0.3028971354166667,0.30641951398049516,0.43187533584094573,0.2740336586490433,0.269667355300608,0.7777777777777778,0.9215686274509803,0.2749792964389875,0.28155876714348915,0.14285714285714285,0.4186046511627907,0.7142857142857143,587,0.026392507927377823,0.02391784042143911,0.5199520397173388,0.43328185603996344,0.5415917019616567,3,4,0.4269108072916667,d7c_mc_topk_hn_ordinal_perm_seed3435,0.5773006677627563,3435,512
0.5773006677627563,0.3028971354166667,0.30256630121884,0.42471789360558837,0.30076740687861714,0.28211708202813657,0.7435897435897436,0.8421052631578947,0.27562700495771364,0.2675229098114142,0.15,0.45454545454545453,0.6842105263157895,585,-0.0004617044149584868,0.0034945449968236263,0.5044500635972446,0.42299412411305415,0.5079730230605983,2,4,0.42518229166666666,d7c_mc_topk_hn_ordinal_perm_seed3436,0.5773006677627563,3436,512
0.5773006677627563,0.3028971354166667,0.29200523844899023,0.40975819451907575,0.3167873058396229,0.28828859411513313,0.7358490566037735,0.89,0.27457491060351746,0.2562312721329338,0.13953488372093023,0.4067796610169492,0.6756756756756757,592,-0.00713212080546811,-0.015045173066543101,0.4924354615612169,0.41607043240339775,0.4943892731407667,2,4,0.42504231770833334,d7c_mc_topk_hn_ordinal_perm_seed3437,0.5773006677627563,3437,512
0.5773006677627563,0.3028971354166667,0.30723015891215116,0.43196131112305214,0.27731285400826655,0.2824051191316657,0.7239583333333334,0.918918918918919,0.2744048049786526,0.2725116780452749,0.14492753623188406,0.42105263157894735,0.6956521739130435,591,0.03254024689886327,0.03359687722466324,0.5211872877778647,0.4320889121038673,0.5275454876421687,4,4,0.425869140625,d7c_mc_topk_hn_ordinal_perm_seed3438,0.5773006677627563,3438,512
