variant,threshold,coverage,recall,precision,false_global,false_per_image_mean,false_per_image_p90,false_per_image_p95,ldhn_recall,ldhn_precision,ldhn_per_image_recall_p50,ldhn_per_image_recall_p75,ldhn_per_image_recall_p90,ldhn_images_with_support,pearson,spearman,auroc,auprc,auroc_high_vs_hard_negative,monotonic_pairs,monotonic_valid_pairs,target_high_prevalence
d7c_mc_topk_hn_ordinal,0.019672323018312454,1.0,1.0,0.42529134114583333,1.0,1.0,1.0,1.0,1.0,0.2798194770255002,1.0,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.05,0.999320068359375,0.9999971297249511,0.425579485400433,0.9949663199303764,0.997887983494304,1.0,1.0,0.9999864199933911,0.280380711594087,1.0,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.0875187216947476,0.991138916015625,0.9999569458742666,0.429075101105458,0.9517863347859491,0.977228438812323,1.0,1.0,0.9997962999008659,0.28535622370828206,1.0,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.1,0.9873270670572917,0.9999416377406726,0.4307250701125716,0.9352730588134032,0.9672964298131206,1.0,1.0,0.9997329265366909,0.28735965691817067,1.0,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.11383660820623238,0.9831587727864584,0.999930156640477,0.43254624699581284,0.9193877973903923,0.9569627513704105,1.0,1.0,0.9996876598479945,0.2893635532215418,1.0,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.1421953707933426,0.974677734375,0.9998622267976532,0.43628035441735885,0.8901038296135957,0.9379130799791033,1.0,1.0,0.9993798463648585,0.2932069006733336,1.0,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.15,0.972403564453125,0.9998383078389125,0.43729022641842613,0.8826919827726364,0.9329727350509689,1.0,1.0,0.999284786318596,0.29421368425822514,1.0,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.1707084168990453,0.9663716634114583,0.9997416752455999,0.4399771785149613,0.8638292310487843,0.9193350147080142,1.0,1.0,0.9988728594514583,0.2968187993489636,1.0,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.19733159181972346,0.9582157389322916,0.9995264046169331,0.443626531958108,0.8388967346431315,0.9011201162786688,1.0,1.0,0.9980444790483132,0.30047657920522886,1.0,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.2,0.9573282877604167,0.9995005721414931,0.4440263013605471,0.8361423967202977,0.8992638662734745,1.0,1.0,0.9979584723397898,0.3009079295057981,1.0,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.22115733474493027,0.9500712076822917,0.9992183284283522,0.4472916340991779,0.8121981465601061,0.8817615073660496,1.0,1.0,0.9969580785195982,0.3046429342082695,1.0,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.24138129303852718,0.9418184407552084,0.9986423599018749,0.4509509797102151,0.7836665210863057,0.8626783891998913,1.0,1.0,0.9947173774291237,0.3092278942006225,1.0,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.25,0.9377107747395833,0.9982242565030865,0.4527367544970358,0.7689289004644757,0.8534611800026549,1.0,1.0,0.9930425099473549,0.3116685325256153,1.0,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.2583032449086507,0.9331949869791667,0.9977114340276848,0.454693863313305,0.7524570670764169,0.8429228392017949,1.0,1.0,0.9909421355918393,0.3144437996633093,1.0,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.27283292561769484,0.92418701171875,0.9963490101378115,0.458498768536888,0.7196345401626462,0.8220094360686995,1.0,1.0,0.9853969662265236,0.3200596931536658,1.0,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.28549039363861084,0.9151216634114583,0.9947081695681959,0.46227817392862525,0.6860118525791633,0.8018026495482329,1.0,1.0,0.9787653963324929,0.3258607983530784,1.0,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.2968110305567582,0.9062227376302083,0.9927994366606837,0.46592188252789574,0.6537217034814958,0.7829025968328648,1.0,1.0,0.9710519525786169,0.3316163899048673,1.0,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.3,0.903558349609375,0.9922301654426539,0.4670278327557828,0.6441133996627211,0.777317107484345,1.0,1.0,0.9686482914088351,0.3333904597796062,0.9993880048959608,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.30696561336517336,0.8975349934895833,0.9908017252266561,0.469485198446628,0.6227035229384705,0.7648684428942857,1.0,1.0,0.9628767886000371,0.3373574994766258,0.9966722129783694,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.3164132237434387,0.88882080078125,0.9886174459144504,0.4730429790612013,0.5922495991226924,0.7465865679057893,1.0,1.0,0.9543123310986678,0.34333939168897837,0.9937304075235109,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.3251848081747691,0.8804459635416667,0.9863107015334923,0.47642833110883526,0.5642152846627371,0.7278769130938955,1.0,1.0,0.945358580074509,0.34915120489783363,0.9907407407407407,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.33342350646853447,0.8722420247395833,0.9839063678008718,0.47973709917140245,0.5379566255534975,0.7102405724267751,1.0,1.0,0.9360653288851267,0.35488255474114333,0.9850746268656716,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.3412324706713359,0.8641097005208334,0.9813594770741564,0.4829984988011128,0.5123961145983098,0.6919575412089278,1.0,1.0,0.9263375174842585,0.36063470580356827,0.978494623655914,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.34863813867171606,0.8560831705729167,0.9786499374280039,0.48618096781706444,0.48798962022653153,0.6745536493237259,1.0,1.0,0.9160710324879024,0.3664068511628328,0.9725609756097561,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.35,0.854530029296875,0.9780663148347296,0.4867741571444693,0.4833129839617198,0.6711793183724473,1.0,1.0,0.9138258047285583,0.3674809001894963,0.9693877551020408,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.3556756034493446,0.8480729166666666,0.9756763324773535,0.4892818622182645,0.4644789232578972,0.6574339910217046,1.0,1.0,0.9048992137176174,0.37210618309342675,0.9634831460674157,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.36235730424523355,0.8401485188802084,0.9725993976249431,0.49233926254474514,0.4423039526661927,0.6405086915643796,1.0,1.0,0.8934467414774142,0.37777603390096526,0.9565217391304348,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.3688601106405258,0.8320125325520833,0.9692746623599784,0.4954542208989443,0.4202883766302078,0.6213414526924441,1.0,1.0,0.8812473688737196,0.38365156659841515,0.9451679232350926,1.0,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.37511040195822715,0.823984375,0.96575283487499,0.498463721911444,0.3996977879223557,0.6049844410278952,1.0,1.0,0.8686224893962782,0.38937848384066104,0.9333333333333333,0.9985855728429985,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.3811426351467768,0.81609375,0.9622405749734978,0.5014529086093561,0.3803026583824003,0.5871186654197766,1.0,1.0,0.8563461634217995,0.39518288734306783,0.9241071428571429,0.9975062344139651,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.38703500082095466,0.8080061848958333,0.9583896226162366,0.5044451584182548,0.3615132281541792,0.5699007170117077,1.0,1.0,0.8431645036733918,0.40093935519422097,0.9090909090909091,0.9944852941176471,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.3927566409111023,0.7999641927083333,0.954392286231482,0.5073911796182283,0.3431860421375447,0.5527834720057828,1.0,1.0,0.8296976637861964,0.40675923686178606,0.8947368421052632,0.9923747276688453,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.3982702965537707,0.7920674641927083,0.9503002307701139,0.5102525705273595,0.3268481001762904,0.5372678512335802,1.0,1.0,0.8161493438593473,0.41216623994147766,0.8808777429467085,0.9893617021276596,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.39999999999999997,0.78947021484375,0.9489454609470377,0.5112014109871034,0.32145418841074064,0.5321640869252965,1.0,1.0,0.8117584750557912,0.4140481957197842,0.877030162412993,0.988558352402746,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.4036192998290062,0.784012451171875,0.9460503101810569,0.5131895604552444,0.31070143168189945,0.5216693379685309,1.0,1.0,0.8022615237672749,0.4178681486057308,0.868421052631579,0.9839816933638444,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
d7c_mc_topk_hn_ordinal,0.4088118404150009,0.776102294921875,0.9416827083149955,0.5160266946426689,0.2955302578685122,0.5066735759174901,1.0,1.0,0.7881473702317202,0.42325531645938874,0.8529411764705882,0.9787234042553191,1.0,599,0.5496378245758332,0.517479385753199,0.8455740268877702,0.6442368793472579,0.9406998269246774,4,4,0.42529134114583333
