n,mean,ci95_low,ci95_high,policy
600,-0.007418342730799701,-0.012241122252132235,-0.0027509340265272886,DISAGREE_CKPT_RESP_MAG_TOP50
600,0.00014467629256912436,-4.855161594690128e-06,0.00031213047326739715,DISAGREE_FLIP_GATE_MAG_TOP50
600,-0.00853441462537645,-0.013740481221375141,-0.003321030365756248,DISAGREE_FLIP_RESP_MAG_TOP50
600,-0.003121907491059576,-0.00803463792005957,0.0015765399138303617,OOF_DISAGREE_DW3X3_TOP50
600,-0.002250298655561996,-0.007422340860871748,0.002836802492955326,OOF_DISAGREE_LINEAR_TOP50
600,-0.0053938414360112045,-0.010494636633104643,-0.0008048935388271962,RANDOM_TOP50
600,-0.003967929562452864,-0.010794954986795844,0.0032559647421886123,V3H_RESIDUAL_ABS_TOP25
