n,mean,ci95_low,ci95_high,policy
600,-0.004122725961824566,-0.008714709881679465,0.00030318471587167684,CF_CURVATURE_MAG_TOP50
600,-0.006559696749721399,-0.011645961945776908,-0.0019662585437651907,CF_RESPONSE_MAG_TOP50
600,-0.004241078947226544,-0.009492406729341226,0.001037176098832202,OOF_CF_RESPONSE_DW3X3_TOP50
600,-0.005012140391752257,-0.010486597945306847,0.0008055721678690204,OOF_CF_RESPONSE_LINEAR_TOP50
600,-0.0053938414360112045,-0.010167428143136611,-0.00040981450211606557,RANDOM_TOP50
600,-0.003967929562452864,-0.011265443170303691,0.0034861038312705406,V3H_RESIDUAL_ABS_TOP25
