stage,epoch,sample_count,loss,mean_dPSNR_vs_A0,p05_dPSNR_vs_A0,CVaR5_dPSNR_vs_A0,severe_rate,mean_unsafe_probability,mean_action_rms_proxy,grad_clip_norm
microfit16,1,16,0.046297613298520446,-0.009110274646507044,-0.06370717665297931,-0.06815424902315925,0.0,0.1823008805513382,0.0228208719054237,0.001
microfit16,2,16,0.04766035312786698,0.034455967832345724,-0.08361321245492626,-0.10115343791257914,0.0,0.18197449762374163,0.03326022299006581,0.001
microfit16,3,16,0.046566193690523505,0.03652659127774616,-0.17453424449358224,-0.2756028568547464,0.0625,0.1817672960460186,0.036360253812745214,0.001
microfit16,4,16,0.04714839835651219,-0.012650818909686112,-0.25386438960368807,-0.38613020485122007,0.125,0.18154488131403923,0.038721358170732856,0.001
