operator_label,split,label,feature,n,positive_count,negative_count,auc_high_feature_positive,best_oriented_auc,best_orientation
D_ref,CONFIRM_AUDIT_ONLY,direct_hard_le_0p5,frac_t_lt_0p3,600,47,553,0.49267053980223924,0.5073294601977607,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,direct_hard_le_0p5,frac_t_lt_0p4,600,47,553,0.48970797583779,0.51029202416221,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,direct_hard_le_0p5,frac_t_lt_0p5,600,47,553,0.49190104266861606,0.5080989573313839,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,direct_hard_le_0p5,frac_t_lt_0p6,600,47,553,0.49871109230118116,0.5012889076988188,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,direct_hard_le_0p5,frac_t_lt_0p7,600,47,553,0.5102535493055288,0.5102535493055288,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,direct_hard_le_0p5,t_grad_mean,600,47,553,0.5857027432572813,0.5857027432572813,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,direct_hard_le_0p5,t_grad_p90,600,47,553,0.5068485244892463,0.5068485244892463,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed025_severe_le_0p2,t_mean,600,11,589,0.38617070535576475,0.6138292946442352,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed025_severe_le_0p2,t_std,600,11,589,0.44729124864948294,0.5527087513505171,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed025_severe_le_0p2,t_min,600,11,589,0.5,0.5,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed025_severe_le_0p2,t_p05,600,11,589,0.40785615064053093,0.5921438493594691,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed025_severe_le_0p2,t_p10,600,11,589,0.4005247723414107,0.5994752276585893,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed025_severe_le_0p2,t_p25,600,11,589,0.4807068992128415,0.5192931007871585,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed025_severe_le_0p2,t_p50,600,11,589,0.3927303596233987,0.6072696403766014,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed025_severe_le_0p2,haze_mean,600,11,589,0.6138292946442352,0.6138292946442352,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed025_severe_le_0p2,frac_t_lt_0p2,600,11,589,0.6007099861089674,0.6007099861089674,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed025_severe_le_0p2,frac_t_lt_0p3,600,11,589,0.6346658434943664,0.6346658434943664,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed025_severe_le_0p2,frac_t_lt_0p4,600,11,589,0.6297268096928539,0.6297268096928539,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed025_severe_le_0p2,frac_t_lt_0p5,600,11,589,0.6179966044142614,0.6179966044142614,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed025_severe_le_0p2,frac_t_lt_0p6,600,11,589,0.6328137058187991,0.6328137058187991,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed025_severe_le_0p2,frac_t_lt_0p7,600,11,589,0.6301898441117456,0.6301898441117456,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed025_severe_le_0p2,t_grad_mean,600,11,589,0.3979009106343572,0.6020990893656428,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed025_severe_le_0p2,t_grad_p90,600,11,589,0.558419509183516,0.558419509183516,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed05_severe_le_0p2,t_mean,600,39,561,0.509255450431921,0.509255450431921,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed05_severe_le_0p2,t_std,600,39,561,0.5169340463458111,0.5169340463458111,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed05_severe_le_0p2,t_min,600,39,561,0.5,0.5,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed05_severe_le_0p2,t_p05,600,39,561,0.49490378902143606,0.5050962109785639,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed05_severe_le_0p2,t_p10,600,39,561,0.5086155674390969,0.5086155674390969,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed05_severe_le_0p2,t_p25,600,39,561,0.5452488687782805,0.5452488687782805,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed05_severe_le_0p2,t_p50,600,39,561,0.5165912518853696,0.5165912518853696,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed05_severe_le_0p2,haze_mean,600,39,561,0.490744549568079,0.509255450431921,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed05_severe_le_0p2,frac_t_lt_0p2,600,39,561,0.5007998537410302,0.5007998537410302,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed05_severe_le_0p2,frac_t_lt_0p3,600,39,561,0.49897161661867545,0.5010283833813245,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed05_severe_le_0p2,frac_t_lt_0p4,600,39,561,0.499474381827323,0.5005256181726769,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed05_severe_le_0p2,frac_t_lt_0p5,600,39,561,0.5112208053384524,0.5112208053384524,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed05_severe_le_0p2,frac_t_lt_0p6,600,39,561,0.5177110471228118,0.5177110471228118,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed05_severe_le_0p2,frac_t_lt_0p7,600,39,561,0.5186251656839892,0.5186251656839892,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed05_severe_le_0p2,t_grad_mean,600,39,561,0.5806481100598747,0.5806481100598747,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,fixed05_severe_le_0p2,t_grad_p90,600,39,561,0.5265779971662324,0.5265779971662324,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_direction,t_mean,600,156,444,0.592443404943405,0.592443404943405,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_direction,t_std,600,156,444,0.3973925848925849,0.6026074151074151,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_direction,t_min,600,156,444,0.5,0.5,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_direction,t_p05,600,156,444,0.6318217255717256,0.6318217255717256,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_direction,t_p10,600,156,444,0.6371491683991684,0.6371491683991684,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_direction,t_p25,600,156,444,0.6357703857703858,0.6357703857703858,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_direction,t_p50,600,156,444,0.5978791291291291,0.5978791291291291,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_direction,haze_mean,600,156,444,0.4075565950565951,0.5924434049434049,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_direction,frac_t_lt_0p2,600,156,444,0.39154539154539153,0.6084546084546085,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_direction,frac_t_lt_0p3,600,156,444,0.40492896742896745,0.5950710325710326,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_direction,frac_t_lt_0p4,600,156,444,0.4194097944097944,0.5805902055902056,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_direction,frac_t_lt_0p5,600,156,444,0.4391530954030954,0.5608469045969047,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_direction,frac_t_lt_0p6,600,156,444,0.4494470431970432,0.5505529568029568,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_direction,frac_t_lt_0p7,600,156,444,0.4531719219219219,0.5468280780780781,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_direction,t_grad_mean,600,156,444,0.5356173481173481,0.5356173481173481,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_direction,t_grad_p90,600,156,444,0.47326894201894204,0.526731057981058,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,harmful_overshoot,t_mean,600,129,471,0.6166987606774305,0.6166987606774305,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,harmful_overshoot,t_std,600,129,471,0.6156454187856943,0.6156454187856943,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,harmful_overshoot,t_min,600,129,471,0.5,0.5,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,harmful_overshoot,t_p05,600,129,471,0.6307542915452855,0.6307542915452855,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,harmful_overshoot,t_p10,600,129,471,0.6287134416300466,0.6287134416300466,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,harmful_overshoot,t_p25,600,129,471,0.5918793923533961,0.5918793923533961,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,harmful_overshoot,t_p50,600,129,471,0.5909330304975394,0.5909330304975394,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,harmful_overshoot,haze_mean,600,129,471,0.3833012393225695,0.6166987606774306,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,harmful_overshoot,frac_t_lt_0p2,600,129,471,0.4189009035698415,0.5810990964301586,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,harmful_overshoot,frac_t_lt_0p3,600,129,471,0.4241840714955809,0.5758159285044191,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,harmful_overshoot,frac_t_lt_0p4,600,129,471,0.42181405223917445,0.5781859477608255,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,harmful_overshoot,frac_t_lt_0p5,600,129,471,0.4065241363419411,0.5934758636580588,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,harmful_overshoot,frac_t_lt_0p6,600,129,471,0.38407478727431327,0.6159252127256867,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,harmful_overshoot,frac_t_lt_0p7,600,129,471,0.35732977830444873,0.6426702216955513,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,harmful_overshoot,t_grad_mean,600,129,471,0.5826132753995293,0.5826132753995293,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,harmful_overshoot,t_grad_p90,600,129,471,0.4064006978390033,0.5935993021609967,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_or_harmful,t_mean,600,285,315,0.650303536619326,0.650303536619326,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_or_harmful,t_std,600,285,315,0.49910331384015594,0.5008966861598441,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_or_harmful,t_min,600,285,315,0.5,0.5,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_or_harmful,t_p05,600,285,315,0.690197716513506,0.690197716513506,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_or_harmful,t_p10,600,285,315,0.692926761347814,0.692926761347814,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_or_harmful,t_p25,600,285,315,0.6669340016708438,0.6669340016708438,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_or_harmful,t_p50,600,285,315,0.6370593149540518,0.6370593149540518,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_or_harmful,haze_mean,600,285,315,0.3496964633806739,0.6503035366193262,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_or_harmful,frac_t_lt_0p2,600,285,315,0.36143692564745195,0.6385630743525481,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_or_harmful,frac_t_lt_0p3,600,285,315,0.37533834586466164,0.6246616541353384,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_or_harmful,frac_t_lt_0p4,600,285,315,0.3849067112225007,0.6150932887774994,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_or_harmful,frac_t_lt_0p5,600,285,315,0.38979114452798663,0.6102088554720133,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_or_harmful,frac_t_lt_0p6,600,285,315,0.3825396825396825,0.6174603174603175,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_or_harmful,frac_t_lt_0p7,600,285,315,0.3673127262600947,0.6326872737399053,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_or_harmful,t_grad_mean,600,285,315,0.5833918128654971,0.5833918128654971,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,wrong_or_harmful,t_grad_p90,600,285,315,0.4160289612921192,0.5839710387078808,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_eq0,t_mean,600,158,442,0.5975141760696489,0.5975141760696489,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_eq0,t_std,600,158,442,0.4001231456555358,0.5998768543444641,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_eq0,t_min,600,158,442,0.5,0.5,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_eq0,t_p05,600,158,442,0.6359041182198293,0.6359041182198293,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_eq0,t_p10,600,158,442,0.6408943811214847,0.6408943811214847,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_eq0,t_p25,600,158,442,0.6381236038719286,0.6381236038719286,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_eq0,t_p50,600,158,442,0.603241880978292,0.603241880978292,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_eq0,haze_mean,600,158,442,0.4024858239303511,0.597514176069649,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_eq0,frac_t_lt_0p2,600,158,442,0.3891975485422991,0.6108024514577008,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_eq0,frac_t_lt_0p3,600,158,442,0.4015550718826966,0.5984449281173034,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_eq0,frac_t_lt_0p4,600,158,442,0.414757431697119,0.585242568302881,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_eq0,frac_t_lt_0p5,600,158,442,0.4333653130190733,0.5666346869809267,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_eq0,frac_t_lt_0p6,600,158,442,0.4436895011169025,0.5563104988830976,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_eq0,frac_t_lt_0p7,600,158,442,0.44682541955438454,0.5531745804456154,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_eq0,t_grad_mean,600,158,442,0.5333495618305745,0.5333495618305745,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_eq0,t_grad_p90,600,158,442,0.469005956813105,0.530994043186895,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_le_0p125,t_mean,600,192,408,0.6120174632352942,0.6120174632352942,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_le_0p125,t_std,600,192,408,0.42858966503267976,0.5714103349673203,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_le_0p125,t_min,600,192,408,0.5,0.5,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_le_0p125,t_p05,600,192,408,0.6504736008986928,0.6504736008986928,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_le_0p125,t_p10,600,192,408,0.6559627757352942,0.6559627757352942,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_le_0p125,t_p25,600,192,408,0.6455333435457516,0.6455333435457516,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_le_0p125,t_p50,600,192,408,0.6102494383169934,0.6102494383169934,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_le_0p125,haze_mean,600,192,408,0.3879825367647059,0.6120174632352942,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_le_0p125,frac_t_lt_0p2,600,192,408,0.3821359272875817,0.6178640727124183,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_le_0p125,frac_t_lt_0p3,600,192,408,0.39455678104575165,0.6054432189542484,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_le_0p125,frac_t_lt_0p4,600,192,408,0.4080244076797386,0.5919755923202614,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_le_0p125,frac_t_lt_0p5,600,192,408,0.4248046875,0.5751953125,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_le_0p125,frac_t_lt_0p6,600,192,408,0.4297960069444444,0.5702039930555556,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_le_0p125,frac_t_lt_0p7,600,192,408,0.426898233251634,0.573101766748366,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_le_0p125,t_grad_mean,600,192,408,0.5465558619281046,0.5465558619281046,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_le_0p125,t_grad_p90,600,192,408,0.44378063725490197,0.556219362745098,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_gt_0p125,t_mean,600,408,192,0.3879825367647059,0.6120174632352942,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_gt_0p125,t_std,600,408,192,0.5714103349673203,0.5714103349673203,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_gt_0p125,t_min,600,408,192,0.5,0.5,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_gt_0p125,t_p05,600,408,192,0.3495263991013072,0.6504736008986929,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_gt_0p125,t_p10,600,408,192,0.3440372242647059,0.6559627757352942,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_gt_0p125,t_p25,600,408,192,0.35446665645424835,0.6455333435457516,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_gt_0p125,t_p50,600,408,192,0.38975056168300654,0.6102494383169934,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_gt_0p125,haze_mean,600,408,192,0.6120174632352942,0.6120174632352942,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_gt_0p125,frac_t_lt_0p2,600,408,192,0.6178640727124183,0.6178640727124183,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_gt_0p125,frac_t_lt_0p3,600,408,192,0.6054432189542484,0.6054432189542484,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_gt_0p125,frac_t_lt_0p4,600,408,192,0.5919755923202614,0.5919755923202614,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_gt_0p125,frac_t_lt_0p5,600,408,192,0.5751953125,0.5751953125,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_gt_0p125,frac_t_lt_0p6,600,408,192,0.5702039930555556,0.5702039930555556,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_gt_0p125,frac_t_lt_0p7,600,408,192,0.573101766748366,0.573101766748366,high_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_gt_0p125,t_grad_mean,600,408,192,0.45344413807189543,0.5465558619281046,low_predicts_positive
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_alpha_gt_0p125,t_grad_p90,600,408,192,0.5562193627450981,0.5562193627450981,high_predicts_positive
D_ref,OOF,direct_severe_le_0p2,t_mean,1200,277,923,0.5994715865311279,0.5994715865311279,high_predicts_positive
D_ref,OOF,direct_severe_le_0p2,t_std,1200,277,923,0.4603631229196898,0.5396368770803102,low_predicts_positive
D_ref,OOF,direct_severe_le_0p2,t_min,1200,277,923,0.5,0.5,high_predicts_positive
D_ref,OOF,direct_severe_le_0p2,t_p05,1200,277,923,0.6340609611571121,0.6340609611571121,high_predicts_positive
D_ref,OOF,direct_severe_le_0p2,t_p10,1200,277,923,0.6354025290314506,0.6354025290314506,high_predicts_positive
D_ref,OOF,direct_severe_le_0p2,t_p25,1200,277,923,0.6244939785896719,0.6244939785896719,high_predicts_positive
D_ref,OOF,direct_severe_le_0p2,t_p50,1200,277,923,0.595495773865632,0.595495773865632,high_predicts_positive
D_ref,OOF,direct_severe_le_0p2,haze_mean,1200,277,923,0.4005284134688721,0.599471586531128,low_predicts_positive
D_ref,OOF,direct_severe_le_0p2,frac_t_lt_0p2,1200,277,923,0.3942762378212625,0.6057237621787375,low_predicts_positive
D_ref,OOF,direct_severe_le_0p2,frac_t_lt_0p3,1200,277,923,0.40328586347297896,0.596714136527021,low_predicts_positive
D_ref,OOF,direct_severe_le_0p2,frac_t_lt_0p4,1200,277,923,0.4164062408329455,0.5835937591670546,low_predicts_positive
D_ref,OOF,direct_severe_le_0p2,frac_t_lt_0p5,1200,277,923,0.4278408579776353,0.5721591420223646,low_predicts_positive
D_ref,OOF,direct_severe_le_0p2,frac_t_lt_0p6,1200,277,923,0.435420912031478,0.564579087968522,low_predicts_positive
D_ref,OOF,direct_severe_le_0p2,frac_t_lt_0p7,1200,277,923,0.44340969449018464,0.5565903055098154,low_predicts_positive
D_ref,OOF,direct_severe_le_0p2,t_grad_mean,1200,277,923,0.5698123760614227,0.5698123760614227,high_predicts_positive
D_ref,OOF,direct_severe_le_0p2,t_grad_p90,1200,277,923,0.43297245287889513,0.5670275471211048,low_predicts_positive
D_ref,OOF,direct_hard_le_0p5,t_mean,1200,119,1081,0.5504979049899331,0.5504979049899331,high_predicts_positive
D_ref,OOF,direct_hard_le_0p5,t_std,1200,119,1081,0.48207386562395543,0.5179261343760446,low_predicts_positive
D_ref,OOF,direct_hard_le_0p5,t_min,1200,119,1081,0.5,0.5,high_predicts_positive
D_ref,OOF,direct_hard_le_0p5,t_p05,1200,119,1081,0.5804577150008939,0.5804577150008939,high_predicts_positive
D_ref,OOF,direct_hard_le_0p5,t_p10,1200,119,1081,0.5954337331602391,0.5954337331602391,high_predicts_positive
D_ref,OOF,direct_hard_le_0p5,t_p25,1200,119,1081,0.5789573923926647,0.5789573923926647,high_predicts_positive
D_ref,OOF,direct_hard_le_0p5,t_p50,1200,119,1081,0.5475244676964218,0.5475244676964218,high_predicts_positive
D_ref,OOF,direct_hard_le_0p5,haze_mean,1200,119,1081,0.44950209501006694,0.550497904989933,low_predicts_positive
D_ref,OOF,direct_hard_le_0p5,frac_t_lt_0p2,1200,119,1081,0.4401464563623784,0.5598535436376215,low_predicts_positive
D_ref,OOF,direct_hard_le_0p5,frac_t_lt_0p3,1200,119,1081,0.46128701249232346,0.5387129875076766,low_predicts_positive
D_ref,OOF,direct_hard_le_0p5,frac_t_lt_0p4,1200,119,1081,0.4686564727648691,0.5313435272351309,low_predicts_positive
D_ref,OOF,direct_hard_le_0p5,frac_t_lt_0p5,1200,119,1081,0.4775651241069971,0.5224348758930029,low_predicts_positive
D_ref,OOF,direct_hard_le_0p5,frac_t_lt_0p6,1200,119,1081,0.47391537558594204,0.526084624414058,low_predicts_positive
