operator_label,split,block_size,n,mean_negative_block_fraction,p90_negative_block_fraction,mean_worst_5pct_negative_loss_share,mean_worst_10pct_negative_loss_share,negative_total_gain_images,mean_gain_sum,p10_gain_sum
D_ref,CONFIRM_AUDIT_ONLY,16,600,0.2248131111111111,0.4336,0.7052359376435023,0.8571754250286225,285,6.141135824226966,-6.928942036310036
D_ref,CONFIRM_AUDIT_ONLY,32,600,0.2934603550295858,0.5233333333333333,0.636889485603869,0.8075938764742324,285,6.141135824633819,-6.928942030871986
D_ref,OOF,16,1200,0.22937144444444443,0.4448,0.686802864817602,0.8416828589126827,591,4.757207537765803,-7.056684645019413
D_ref,OOF,32,1200,0.29639294871794875,0.5325443786982249,0.624079991260693,0.7930810429541737,591,4.757207543462864,-7.0566845386230845
D_rep,CONFIRM_AUDIT_ONLY,16,600,0.21789200000000003,0.43,0.7058737084568791,0.8568760180553923,281,6.1867894924208535,-8.020277247227204
D_rep,CONFIRM_AUDIT_ONLY,32,600,0.28442182774490465,0.5149802761341223,0.6358395451802804,0.8044499103890488,281,6.1867894844005455,-8.02027725745429
D_rep,OOF,16,1200,0.22971633333333336,0.4432,0.6910580401836236,0.8459219672780042,586,4.813422729596359,-6.844947570940713
D_rep,OOF,32,1200,0.2968604207758054,0.5325443786982249,0.6292352224743801,0.7992502764801502,586,4.813422730115432,-6.8449474813809505
