operator_label,split,target,feature,n,pearson,spearman
D_ref,CONFIRM_AUDIT_ONLY,direct_psnr_delta,t_mean,600,-0.24549260162023165,-0.2882223006175017
D_ref,CONFIRM_AUDIT_ONLY,direct_psnr_delta,t_std,600,0.03433510579116948,0.022703174175483818
D_ref,CONFIRM_AUDIT_ONLY,direct_psnr_delta,t_min,600,nan,nan
D_ref,CONFIRM_AUDIT_ONLY,direct_psnr_delta,t_p05,600,-0.19747286113804008,-0.36658796527128973
D_ref,CONFIRM_AUDIT_ONLY,direct_psnr_delta,t_p10,600,-0.22575432707183687,-0.3707403273930863
D_ref,CONFIRM_AUDIT_ONLY,direct_psnr_delta,t_p25,600,-0.24533956848488214,-0.33071394956337774
D_ref,CONFIRM_AUDIT_ONLY,direct_psnr_delta,t_p50,600,-0.23650699559492347,-0.27017861802399923
D_ref,CONFIRM_AUDIT_ONLY,direct_psnr_delta,haze_mean,600,0.2454926016202316,0.2882223006175017
D_ref,CONFIRM_AUDIT_ONLY,direct_psnr_delta,frac_t_lt_0p2,600,0.24896269784121308,0.27377635142809714
D_ref,CONFIRM_AUDIT_ONLY,direct_psnr_delta,frac_t_lt_0p3,600,0.22615730036931944,0.24748602766913327
D_ref,CONFIRM_AUDIT_ONLY,direct_psnr_delta,frac_t_lt_0p4,600,0.20660702767634423,0.22692930017762966
D_ref,CONFIRM_AUDIT_ONLY,direct_psnr_delta,frac_t_lt_0p5,600,0.1878361469242567,0.2158582167133303
D_ref,CONFIRM_AUDIT_ONLY,direct_psnr_delta,frac_t_lt_0p6,600,0.18416896888263895,0.21765497780021517
D_ref,CONFIRM_AUDIT_ONLY,direct_psnr_delta,frac_t_lt_0p7,600,0.19738209813548216,0.2326022456036165
D_ref,CONFIRM_AUDIT_ONLY,direct_psnr_delta,t_grad_mean,600,-0.17869866049337052,-0.19264559068219633
D_ref,CONFIRM_AUDIT_ONLY,direct_psnr_delta,t_grad_p90,600,0.09030867093646992,0.17024633188055716
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,t_mean,600,-0.21729345541196163,-0.2342377062158506
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,t_std,600,0.07123652688506493,0.09001797227214518
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,t_min,600,nan,nan
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,t_p05,600,-0.18738748737942545,-0.2921301463738352
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,t_p10,600,-0.2077798951716323,-0.2995124758894008
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,t_p25,600,-0.2300440434245933,-0.27609034468650023
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,t_p50,600,-0.2183472572714899,-0.23588414065091276
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,haze_mean,600,0.21729345541196163,0.2342377062158506
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,frac_t_lt_0p2,600,0.20031843955027534,0.23052248007695808
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,frac_t_lt_0p3,600,0.2040294179444204,0.2223468738065071
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,frac_t_lt_0p4,600,0.19788166011584302,0.20552396264328462
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,frac_t_lt_0p5,600,0.1821215120874871,0.18135498102369682
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,frac_t_lt_0p6,600,0.18026570933978195,0.1705656221581519
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,frac_t_lt_0p7,600,0.1930658886934105,0.17257307468722693
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,t_grad_mean,600,-0.10744023284638302,-0.09201192225533959
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,t_grad_p90,600,0.029487332702605933,0.08202375031620342
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,t_mean,600,-0.22254602819782043,-0.24339684276900767
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,t_std,600,0.06599090840117272,0.07989016636157323
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,t_min,600,nan,nan
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,t_p05,600,-0.18979595668776103,-0.3054841334695804
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,t_p10,600,-0.2114709905131689,-0.3122268681875811
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,t_p25,600,-0.23340524843775787,-0.28569602716795744
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,t_p50,600,-0.22207209103127312,-0.2419968385221962
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,haze_mean,600,0.2225460281978204,0.24339684276900767
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,frac_t_lt_0p2,600,0.20833687761638814,0.23728319348895957
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,frac_t_lt_0p3,600,0.20828190475801084,0.22681274744687485
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,frac_t_lt_0p4,600,0.20025628259067912,0.20974502998265315
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,frac_t_lt_0p5,600,0.18399731818766596,0.18710363604075675
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,frac_t_lt_0p6,600,0.18184315150929622,0.17815928256241195
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,frac_t_lt_0p7,600,0.19473115270883845,0.18230757462573374
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,t_grad_mean,600,-0.1185583342965563,-0.1090888585801627
D_ref,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,t_grad_p90,600,0.03857822384424086,0.09790165755056514
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_selected_alpha,t_mean,600,-0.2658273315278138,-0.267821668269357
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_selected_alpha,t_std,600,0.059158436306591435,0.06278510912898175
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_selected_alpha,t_min,600,nan,nan
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_selected_alpha,t_p05,600,-0.23644670443703225,-0.3533198509778542
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_selected_alpha,t_p10,600,-0.2656397470809604,-0.36160261374242575
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_selected_alpha,t_p25,600,-0.2782363921847233,-0.325252778781621
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_selected_alpha,t_p50,600,-0.24844221839295605,-0.2505478136645188
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_selected_alpha,haze_mean,600,0.2658273315278138,0.267821668269357
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_selected_alpha,frac_t_lt_0p2,600,0.258492018398251,0.2685233764050452
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_selected_alpha,frac_t_lt_0p3,600,0.23417049426950726,0.23479304688787705
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_selected_alpha,frac_t_lt_0p4,600,0.21187784484826985,0.2082572382343964
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_selected_alpha,frac_t_lt_0p5,600,0.1982261718084724,0.18650447619575297
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_selected_alpha,frac_t_lt_0p6,600,0.20831588207131566,0.18908528808597172
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_selected_alpha,frac_t_lt_0p7,600,0.24562492414238293,0.2105404901272392
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_selected_alpha,t_grad_mean,600,-0.16510309350949345,-0.17220877013442512
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_selected_alpha,t_grad_p90,600,0.12881126744119872,0.15005019142150217
D_ref,CONFIRM_AUDIT_ONLY,alpha_star,t_mean,600,-0.2878874216833812,-0.28723118675329656
D_ref,CONFIRM_AUDIT_ONLY,alpha_star,t_std,600,0.054057550001633495,0.06689707471409642
D_ref,CONFIRM_AUDIT_ONLY,alpha_star,t_min,600,nan,nan
D_ref,CONFIRM_AUDIT_ONLY,alpha_star,t_p05,600,-0.22141994558265485,-0.3579390477786377
D_ref,CONFIRM_AUDIT_ONLY,alpha_star,t_p10,600,-0.25206078213854977,-0.3717778263841077
D_ref,CONFIRM_AUDIT_ONLY,alpha_star,t_p25,600,-0.2952460115085956,-0.35453140396983684
D_ref,CONFIRM_AUDIT_ONLY,alpha_star,t_p50,600,-0.2844829527714528,-0.27325663452462495
D_ref,CONFIRM_AUDIT_ONLY,alpha_star,haze_mean,600,0.2878874216833812,0.28723118675329656
D_ref,CONFIRM_AUDIT_ONLY,alpha_star,frac_t_lt_0p2,600,0.3209734202447539,0.2930026275907053
D_ref,CONFIRM_AUDIT_ONLY,alpha_star,frac_t_lt_0p3,600,0.25725411189688613,0.24975372847573832
D_ref,CONFIRM_AUDIT_ONLY,alpha_star,frac_t_lt_0p4,600,0.21808694806251305,0.21715407844402454
D_ref,CONFIRM_AUDIT_ONLY,alpha_star,frac_t_lt_0p5,600,0.20413014971090304,0.1978539717569764
D_ref,CONFIRM_AUDIT_ONLY,alpha_star,frac_t_lt_0p6,600,0.21008268626272503,0.20188576645411632
D_ref,CONFIRM_AUDIT_ONLY,alpha_star,frac_t_lt_0p7,600,0.23004277303647253,0.21964226425922512
D_ref,CONFIRM_AUDIT_ONLY,alpha_star,t_grad_mean,600,-0.1894271126137189,-0.18722779785499405
D_ref,CONFIRM_AUDIT_ONLY,alpha_star,t_grad_p90,600,0.09548944043661389,0.1518194748830274
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_psnr_delta,t_mean,600,-0.2828214974936744,-0.2695785308961312
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_psnr_delta,t_std,600,0.04773927594925005,0.08514177216258995
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_psnr_delta,t_min,600,nan,nan
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_psnr_delta,t_p05,600,-0.24006671187327444,-0.34016011670484986
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_psnr_delta,t_p10,600,-0.26217502737835213,-0.3460916792843849
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_psnr_delta,t_p25,600,-0.28041644338093463,-0.31723868582573284
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_psnr_delta,t_p50,600,-0.2805607377379742,-0.2673444746426278
