operator_label,split,target,feature,n,pearson,spearman
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_psnr_delta,haze_mean,600,0.2828214974936744,0.2695785308961312
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_psnr_delta,frac_t_lt_0p2,600,0.28516420220550653,0.27004142418331556
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_psnr_delta,frac_t_lt_0p3,600,0.27408880107617994,0.2510146619586306
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_psnr_delta,frac_t_lt_0p4,600,0.2504594440472624,0.22653267909270342
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_psnr_delta,frac_t_lt_0p5,600,0.2271951755144123,0.2011562319933028
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_psnr_delta,frac_t_lt_0p6,600,0.21958597812972747,0.19384187920379944
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_psnr_delta,frac_t_lt_0p7,600,0.23230018569607414,0.20332460713671702
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_psnr_delta,t_grad_mean,600,-0.1737055401061915,-0.12700502696021054
D_ref,CONFIRM_AUDIT_ONLY,oracle_image_psnr_delta,t_grad_p90,600,0.0711607868982941,0.11475168680215653
D_ref,OOF,direct_psnr_delta,t_mean,1200,-0.2195238723860739,-0.2577577025167139
D_ref,OOF,direct_psnr_delta,t_std,1200,0.10401428198309387,0.11563201900451339
D_ref,OOF,direct_psnr_delta,t_min,1200,nan,nan
D_ref,OOF,direct_psnr_delta,t_p05,1200,-0.20595306300384847,-0.34957244844027213
D_ref,OOF,direct_psnr_delta,t_p10,1200,-0.2327107638993943,-0.35020209129488633
D_ref,OOF,direct_psnr_delta,t_p25,1200,-0.25252995694555275,-0.33574435880006437
D_ref,OOF,direct_psnr_delta,t_p50,1200,-0.2091993344572882,-0.24328890728252142
D_ref,OOF,direct_psnr_delta,haze_mean,1200,0.21952387238607388,0.2577577025167139
D_ref,OOF,direct_psnr_delta,frac_t_lt_0p2,1200,0.24388926330358732,0.28174306904271346
D_ref,OOF,direct_psnr_delta,frac_t_lt_0p3,1200,0.2170426201331703,0.24726830923925652
D_ref,OOF,direct_psnr_delta,frac_t_lt_0p4,1200,0.199168635389431,0.21557065729086833
D_ref,OOF,direct_psnr_delta,frac_t_lt_0p5,1200,0.17903923546074668,0.19657461595862358
D_ref,OOF,direct_psnr_delta,frac_t_lt_0p6,1200,0.15936129252680875,0.18304283390427392
D_ref,OOF,direct_psnr_delta,frac_t_lt_0p7,1200,0.1388442214837233,0.16997873128661192
D_ref,OOF,direct_psnr_delta,t_grad_mean,1200,-0.08674882314375913,-0.1139052816762923
D_ref,OOF,direct_psnr_delta,t_grad_p90,1200,0.11290067227333203,0.14033196738466122
D_ref,OOF,fixed_alpha_0p125_psnr_delta,t_mean,1200,-0.19262469494541332,-0.20065852685305885
D_ref,OOF,fixed_alpha_0p125_psnr_delta,t_std,1200,0.14612825687140163,0.15667625974055807
D_ref,OOF,fixed_alpha_0p125_psnr_delta,t_min,1200,nan,nan
D_ref,OOF,fixed_alpha_0p125_psnr_delta,t_p05,1200,-0.19814958469227453,-0.28763891557443066
D_ref,OOF,fixed_alpha_0p125_psnr_delta,t_p10,1200,-0.21967959143108942,-0.2844954391627211
D_ref,OOF,fixed_alpha_0p125_psnr_delta,t_p25,1200,-0.23731911135382397,-0.27350984229294906
D_ref,OOF,fixed_alpha_0p125_psnr_delta,t_p50,1200,-0.1947317053371332,-0.20197914659926608
D_ref,OOF,fixed_alpha_0p125_psnr_delta,haze_mean,1200,0.19262469494541326,0.20065852685305885
D_ref,OOF,fixed_alpha_0p125_psnr_delta,frac_t_lt_0p2,1200,0.21155769023077844,0.23405468026884796
D_ref,OOF,fixed_alpha_0p125_psnr_delta,frac_t_lt_0p3,1200,0.19732916027942063,0.20671423849475787
D_ref,OOF,fixed_alpha_0p125_psnr_delta,frac_t_lt_0p4,1200,0.18483942116745453,0.1740128047209423
D_ref,OOF,fixed_alpha_0p125_psnr_delta,frac_t_lt_0p5,1200,0.1740870029364868,0.15700736897574422
D_ref,OOF,fixed_alpha_0p125_psnr_delta,frac_t_lt_0p6,1200,0.15602793493562997,0.14365536788938968
D_ref,OOF,fixed_alpha_0p125_psnr_delta,frac_t_lt_0p7,1200,0.1275655619901331,0.12052175086564869
D_ref,OOF,fixed_alpha_0p125_psnr_delta,t_grad_mean,1200,-0.02655101992285488,-0.026154292740699397
D_ref,OOF,fixed_alpha_0p125_psnr_delta,t_grad_p90,1200,0.050371364208511925,0.06519288007127483
D_ref,OOF,fixed_alpha_0p25_psnr_delta,t_mean,1200,-0.19781931204506004,-0.21237350386049056
D_ref,OOF,fixed_alpha_0p25_psnr_delta,t_std,1200,0.14113468379757632,0.14935796638773327
D_ref,OOF,fixed_alpha_0p25_psnr_delta,t_min,1200,nan,nan
D_ref,OOF,fixed_alpha_0p25_psnr_delta,t_p05,1200,-0.20064533647784258,-0.2996727040850697
D_ref,OOF,fixed_alpha_0p25_psnr_delta,t_p10,1200,-0.22309071516684187,-0.29750584182823625
D_ref,OOF,fixed_alpha_0p25_psnr_delta,t_p25,1200,-0.24111838795028165,-0.2853808340188746
D_ref,OOF,fixed_alpha_0p25_psnr_delta,t_p50,1200,-0.198164681690911,-0.21090300574142215
D_ref,OOF,fixed_alpha_0p25_psnr_delta,haze_mean,1200,0.19781931204506,0.21237350386049056
D_ref,OOF,fixed_alpha_0p25_psnr_delta,frac_t_lt_0p2,1200,0.2177804203127226,0.24378298593973646
D_ref,OOF,fixed_alpha_0p25_psnr_delta,frac_t_lt_0p3,1200,0.20160060807000058,0.21575877970204174
D_ref,OOF,fixed_alpha_0p25_psnr_delta,frac_t_lt_0p4,1200,0.18820658441694627,0.18317291889595433
D_ref,OOF,fixed_alpha_0p25_psnr_delta,frac_t_lt_0p5,1200,0.1759827799465582,0.16565729181449124
D_ref,OOF,fixed_alpha_0p25_psnr_delta,frac_t_lt_0p6,1200,0.15752104948705695,0.1528945447170576
D_ref,OOF,fixed_alpha_0p25_psnr_delta,frac_t_lt_0p7,1200,0.12994476808509714,0.13147196022005445
D_ref,OOF,fixed_alpha_0p25_psnr_delta,t_grad_mean,1200,-0.03552353874916729,-0.04177366138907382
D_ref,OOF,fixed_alpha_0p25_psnr_delta,t_grad_p90,1200,0.05965261933193996,0.07794506254617131
D_ref,OOF,oracle_image_selected_alpha,t_mean,1200,-0.2515255466928478,-0.2599993386429569
D_ref,OOF,oracle_image_selected_alpha,t_std,1200,0.14484137917597328,0.1464779801168771
D_ref,OOF,oracle_image_selected_alpha,t_min,1200,nan,nan
D_ref,OOF,oracle_image_selected_alpha,t_p05,1200,-0.25073031082995256,-0.35804718753447795
D_ref,OOF,oracle_image_selected_alpha,t_p10,1200,-0.2730134128915032,-0.36075618574863494
D_ref,OOF,oracle_image_selected_alpha,t_p25,1200,-0.3008338966027467,-0.3547702444960294
D_ref,OOF,oracle_image_selected_alpha,t_p50,1200,-0.24159552119487468,-0.24840436800028126
D_ref,OOF,oracle_image_selected_alpha,haze_mean,1200,0.2515255466928478,0.2599993386429569
D_ref,OOF,oracle_image_selected_alpha,frac_t_lt_0p2,1200,0.2935382110038877,0.29904088481190116
D_ref,OOF,oracle_image_selected_alpha,frac_t_lt_0p3,1200,0.2516542296579108,0.24999568243500464
D_ref,OOF,oracle_image_selected_alpha,frac_t_lt_0p4,1200,0.2199063568137752,0.20584765194629323
D_ref,OOF,oracle_image_selected_alpha,frac_t_lt_0p5,1200,0.19642353084836145,0.18409441011246036
D_ref,OOF,oracle_image_selected_alpha,frac_t_lt_0p6,1200,0.17997821406802605,0.1765948177736049
D_ref,OOF,oracle_image_selected_alpha,frac_t_lt_0p7,1200,0.15871190089323117,0.17247288975974367
D_ref,OOF,oracle_image_selected_alpha,t_grad_mean,1200,-0.120219264828183,-0.11296406794841644
D_ref,OOF,oracle_image_selected_alpha,t_grad_p90,1200,0.09124141386007369,0.12163921428309832
D_ref,OOF,alpha_star,t_mean,1200,-0.2309254450617383,-0.26165132318443574
D_ref,OOF,alpha_star,t_std,1200,0.10919124779711523,0.14666940884240007
D_ref,OOF,alpha_star,t_min,1200,nan,nan
D_ref,OOF,alpha_star,t_p05,1200,-0.18886185035215344,-0.34886306027858444
D_ref,OOF,alpha_star,t_p10,1200,-0.21894904031668738,-0.35831090036453533
D_ref,OOF,alpha_star,t_p25,1200,-0.27357113986658727,-0.3648553818817526
D_ref,OOF,alpha_star,t_p50,1200,-0.23644581046788554,-0.2540346477364926
D_ref,OOF,alpha_star,haze_mean,1200,0.2309254450617383,0.26165132318443574
D_ref,OOF,alpha_star,frac_t_lt_0p2,1200,0.2748635518912952,0.3012381168751613
D_ref,OOF,alpha_star,frac_t_lt_0p3,1200,0.21471603154696453,0.24666912745648273
D_ref,OOF,alpha_star,frac_t_lt_0p4,1200,0.18269951330198309,0.2032060492732302
D_ref,OOF,alpha_star,frac_t_lt_0p5,1200,0.16271550419592537,0.18113881767173642
D_ref,OOF,alpha_star,frac_t_lt_0p6,1200,0.1563734139766105,0.17385858373142749
D_ref,OOF,alpha_star,frac_t_lt_0p7,1200,0.15650147176696516,0.17291751418724147
D_ref,OOF,alpha_star,t_grad_mean,1200,-0.12297188723370629,-0.11532591275275911
D_ref,OOF,alpha_star,t_grad_p90,1200,0.09661440975293595,0.12995154415816246
D_ref,OOF,oracle_image_psnr_delta,t_mean,1200,-0.23024384673942636,-0.2359850853035944
D_ref,OOF,oracle_image_psnr_delta,t_std,1200,0.1091328956155387,0.15823677346379933
D_ref,OOF,oracle_image_psnr_delta,t_min,1200,nan,nan
D_ref,OOF,oracle_image_psnr_delta,t_p05,1200,-0.22204635864105077,-0.33629126624984235
D_ref,OOF,oracle_image_psnr_delta,t_p10,1200,-0.24573635111758257,-0.3323307379581006
D_ref,OOF,oracle_image_psnr_delta,t_p25,1200,-0.2674347925871974,-0.32038624152042317
D_ref,OOF,oracle_image_psnr_delta,t_p50,1200,-0.2194933674182145,-0.2320458154525211
D_ref,OOF,oracle_image_psnr_delta,haze_mean,1200,0.2302438467394263,0.2359850853035944
D_ref,OOF,oracle_image_psnr_delta,frac_t_lt_0p2,1200,0.2465956674526484,0.2716911796123658
D_ref,OOF,oracle_image_psnr_delta,frac_t_lt_0p3,1200,0.22754238908514343,0.23431871298221188
D_ref,OOF,oracle_image_psnr_delta,frac_t_lt_0p4,1200,0.21689838969600578,0.1972115299687605
D_ref,OOF,oracle_image_psnr_delta,frac_t_lt_0p5,1200,0.20203350324191377,0.17880873884276324
D_ref,OOF,oracle_image_psnr_delta,frac_t_lt_0p6,1200,0.18122842614035328,0.1668749445263322
D_ref,OOF,oracle_image_psnr_delta,frac_t_lt_0p7,1200,0.1501319338405048,0.1486641253457893
D_ref,OOF,oracle_image_psnr_delta,t_grad_mean,1200,-0.07019195291681843,-0.055340611740079156
D_ref,OOF,oracle_image_psnr_delta,t_grad_p90,1200,0.07941880931199918,0.08427759397439614
D_rep,CONFIRM_AUDIT_ONLY,direct_psnr_delta,t_mean,600,-0.24874221173465194,-0.2893654704596401
D_rep,CONFIRM_AUDIT_ONLY,direct_psnr_delta,t_std,600,0.024927994556702845,0.019991388864969064
D_rep,CONFIRM_AUDIT_ONLY,direct_psnr_delta,t_min,600,nan,nan
D_rep,CONFIRM_AUDIT_ONLY,direct_psnr_delta,t_p05,600,-0.19790973316364316,-0.37240492894828214
D_rep,CONFIRM_AUDIT_ONLY,direct_psnr_delta,t_p10,600,-0.22717481687924196,-0.37557146689873805
D_rep,CONFIRM_AUDIT_ONLY,direct_psnr_delta,t_p25,600,-0.24566634467257412,-0.33172772483124063
D_rep,CONFIRM_AUDIT_ONLY,direct_psnr_delta,t_p50,600,-0.2381344329431711,-0.26801677839611404
D_rep,CONFIRM_AUDIT_ONLY,direct_psnr_delta,haze_mean,600,0.24874221173465189,0.2893654704596401
D_rep,CONFIRM_AUDIT_ONLY,direct_psnr_delta,frac_t_lt_0p2,600,0.2484752136685329,0.2721093189733672
D_rep,CONFIRM_AUDIT_ONLY,direct_psnr_delta,frac_t_lt_0p3,600,0.22802136958177824,0.2462519686513566
D_rep,CONFIRM_AUDIT_ONLY,direct_psnr_delta,frac_t_lt_0p4,600,0.20991622603568333,0.2273468846767197
D_rep,CONFIRM_AUDIT_ONLY,direct_psnr_delta,frac_t_lt_0p5,600,0.1922269824774346,0.21795016702685757
D_rep,CONFIRM_AUDIT_ONLY,direct_psnr_delta,frac_t_lt_0p6,600,0.18846736520565222,0.22024992959702305
D_rep,CONFIRM_AUDIT_ONLY,direct_psnr_delta,frac_t_lt_0p7,600,0.20159992201632318,0.2361135889345246
D_rep,CONFIRM_AUDIT_ONLY,direct_psnr_delta,t_grad_mean,600,-0.17576955673656658,-0.1872641312892536
D_rep,CONFIRM_AUDIT_ONLY,direct_psnr_delta,t_grad_p90,600,0.10793392586025163,0.18359540583996242
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,t_mean,600,-0.22110889969298886,-0.23743638176772713
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,t_std,600,0.0603963361292129,0.082997508326412
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,t_min,600,nan,nan
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,t_p05,600,-0.18804487729083053,-0.2976416373145573
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,t_p10,600,-0.20943292679537162,-0.30390625743973637
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,t_p25,600,-0.23042856588123045,-0.2767550087880782
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,t_p50,600,-0.22019099281717072,-0.23617693056749153
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,haze_mean,600,0.22110889969298886,0.23743638176772713
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,frac_t_lt_0p2,600,0.19985088024712427,0.22948806050816983
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,frac_t_lt_0p3,600,0.20624613800024535,0.2231189037502578
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,frac_t_lt_0p4,600,0.20172704785390103,0.20789702482363875
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,frac_t_lt_0p5,600,0.18705140295581865,0.1860876054124486
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,frac_t_lt_0p6,600,0.18512890723939357,0.17645241661518066
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,frac_t_lt_0p7,600,0.19806391539930543,0.17950567775922183
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,t_grad_mean,600,-0.10262719713530515,-0.08811813366148238
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p125_psnr_delta,t_grad_p90,600,0.049832833553560045,0.09934761472844761
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,t_mean,600,-0.226284599823496,-0.24684618568384908
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,t_std,600,0.055210105538915345,0.07509120858669052
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,t_min,600,nan,nan
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,t_p05,600,-0.19037586248376243,-0.3112323525768398
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,t_p10,600,-0.21305395984673975,-0.3168262543831536
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,t_p25,600,-0.23373211593566723,-0.2870617471613445
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,t_p50,600,-0.22387120707742597,-0.24283467881384063
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,haze_mean,600,0.2262845998234959,0.24684618568384908
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,frac_t_lt_0p2,600,0.20788261765332053,0.23736808261600967
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,frac_t_lt_0p3,600,0.21045054661124263,0.22856583569859468
D_rep,CONFIRM_AUDIT_ONLY,fixed_alpha_0p25_psnr_delta,frac_t_lt_0p4,600,0.2040128649110961,0.21318412291678762
