stratum,scenes,positive_scenes,estimate,lower_95,upper_95
stable_any_local_error,150,18,0.12,0.0772684043967938,0.18170966135395242
stable_under_recovery,150,0,0.0,0.0,0.02497113914571871
stable_signed_overshoot,150,11,0.07333333333333333,0.04143838680502927,0.12653698526598406
stable_low_demand_harm,150,10,0.06666666666666667,0.03661146073480972,0.11836352652481316
global_competence,150,150,1.0,0.9750288608542812,1.0
