count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,strong_reference_cut_psnr,strong_reference_regression_count,strong_count_le_-0.05,strong_per_600,worst_count_le_-0.20,worst_per_600,true_vs_zero,true_vs_shuffle,true_vs_normal,max_outer_worst_per_600,feature_group,action_bank,score_mode,target_intervention,model_type,outer_groups,strict_gate_checks,strict_gate_pass,intervention_rate,mean_alpha,score
2400,1.0,0.009157199859619141,0.00740597407023112,0.01108652114868164,2.6726971069971722e-06,0.6695833333333333,42.80718994140625,17,37,9.25,0,0.0,0.009812034765879314,0.007622582912445068,0.00824926217397054,0.0,diagnostic_with_trans_gt,micro_shrink,pred_highpos,1.0,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": true, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",False,1.0,0.115875,0.04633935356140136
2400,1.0,0.009128405253092447,0.007471186319986979,0.010783055623372395,2.671629190444946e-06,0.6691666666666667,42.80718994140625,17,36,9.0,0,0.0,0.009744516213734945,0.007566484610239664,0.008178917566935222,0.0,diagnostic_with_trans_gt,micro_shrink,pred_positive_forced,1.0,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": true, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",False,1.0,0.11570833333333336,0.04632233174641927
2400,1.0,0.014398512840270996,0.012628199259440104,0.015806922912597655,4.835923512776693e-06,0.5170833333333333,42.80718994140625,46,124,31.0,1,0.25,0.014060664176940917,0.01073800802230835,0.011526663303375245,1.0,T_pred,shrink,pred_highpos,0.75,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",False,0.75,0.18822916666666667,0.045316779136657714
2400,1.0,0.014361859957377116,0.012628199259440104,0.015733858744303386,4.833961526552836e-06,0.5170833333333333,42.80718994140625,46,124,31.0,1,0.25,0.014023302396138509,0.010699654420216878,0.011489627361297607,1.0,T_pred,shrink,pred_positive_forced,0.75,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",False,0.75,0.18822916666666667,0.04528012625376383
2400,1.0,0.016861260732014972,0.014419460296630859,0.01899942398071289,5.4239978392918905e-06,0.49583333333333335,42.80718994140625,53,130,32.5,3,0.75,0.016104856332143147,0.012898190021514893,0.013877034187316895,2.0,deployable_TQAU_action_all,shrink,pred_highpos,0.7,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",False,0.7,0.18083333333333335,0.04511265754699707
2400,1.0,0.016825923919677733,0.014513320922851562,0.018900477091471354,5.422458052635193e-06,0.49541666666666667,42.80718994140625,53,130,32.5,3,0.75,0.0160793137550354,0.012867990334828695,0.01385666847229004,2.0,deployable_TQAU_action_all,shrink,pred_positive_forced,0.7,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",False,0.7,0.1809375,0.04510341771443685
2400,1.0,0.008151870568593343,0.0068189271291097,0.009309870402018229,2.434626221656799e-06,0.6691666666666667,42.80718994140625,15,32,8.0,0,0.0,0.008787289460500081,0.006754256089528401,0.007190052668253581,0.0,FDF_action_stats,micro_shrink,pred_positive_forced,1.0,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": true, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",False,1.0,0.10699999999999998,0.045019667466481526
2400,1.0,0.008122777144114177,0.006821788152058919,0.009207223256429036,2.4443119764328002e-06,0.6683333333333333,42.80718994140625,15,32,8.0,0,0.0,0.00876816193262736,0.006728052298227946,0.0071568838755289715,0.0,FDF_action_stats,micro_shrink,pred_highpos,1.0,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": true, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",False,1.0,0.10668749999999998,0.044950337886810306
2400,1.0,0.015174129009246827,0.011872123082478842,0.01754052480061849,4.798943797747294e-06,0.48375,42.80718994140625,63,136,34.0,1,0.25,0.015039122104644776,0.011506503423055012,0.012213888963063559,1.0,FDF_action_stats,shrink,pred_positive_forced,0.7,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",False,0.7,0.17635416666666667,0.04404769055048625
2400,1.0,0.015941200256347657,0.012501398722330729,0.01853438059488932,4.948601126670838e-06,0.46208333333333335,42.80718994140625,49,124,31.0,1,0.25,0.015385689735412598,0.01215126355489095,0.013111301263173421,1.0,diagnostic_with_trans_gt,shrink,pred_positive_forced,0.65,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",False,0.65,0.16791666666666666,0.04404606628417969
