count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,strong_reference_cut_psnr,strong_reference_regression_count,strong_count_le_-0.05,strong_per_600,worst_count_le_-0.20,worst_per_600,true_vs_zero,true_vs_shuffle,true_vs_normal,worst_per_1000,strong_per_1000,test_image_count,policy_id,feature_group,action_bank,score_mode,target_intervention,outer_groups,selected_rows,mean_alpha,intervention_rate,locked_test_touched,one_shot_locked_confirmation,post_test_tuning_allowed,strict_gate_checks,strict_gate_pass,decision
4000,1.0,0.020946037769317628,0.021358879089355468,0.002934497833251953,4.350191354751587e-05,0.53175,39.07731628417969,254,736,110.4,238,35.7,0.009703637599945069,0.012501611232757568,0.015169747829437256,59.5,184.0,1000,primary_outputdiff_plus_Q_micro_shrink_pred_gain_t100,outputdiff_plus_Q,micro_shrink,pred_gain,1.0,4,4000,0.6170999999999737,1.0,True,True,False,"{'coverage': True, 'mean': False, 'hard': False, 'dssim': True, 'positive_ratio': False, 'true_vs_zero': False, 'true_vs_shuffle': False, 'true_vs_normal': False, 'worst': True, 'max_outer_worst': False}",False,D9_LOCKED_FIXED_POLICY_FAIL_NO_TUNING
