count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,strong_reference_cut_psnr,strong_reference_regression_count,strong_count_le_-0.05,strong_per_600,worst_count_le_-0.20,worst_per_600,true_vs_zero,true_vs_shuffle,true_vs_normal,max_outer_worst_per_600,policy_id,role,fold,seed,feature_group,action_bank,score_mode,target_intervention,strict_gate_checks,strict_gate_pass,intervention_rate
600,1.0,0.09303301811218262,0.11510054270426433,0.07876393636067708,3.118554751078288e-05,0.66,42.755948066711426,42,136,136.0,49,49.0,0.08911002477010091,0.06878785133361816,0.07220769882202148,49.0,primary_outputdiff_plus_Q_micro_shrink_pred_gain_t100,primary,0,3407,outputdiff_plus_Q,micro_shrink,pred_gain,1.0,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}",False,1.0
600,1.0,0.07986110051472982,0.05299873352050781,0.09157824198404949,1.478960116704305e-05,0.6416666666666667,42.755948066711426,35,112,112.0,34,34.0,0.07766885757446289,0.05879608154296875,0.06412126541137696,34.0,primary_outputdiff_plus_Q_micro_shrink_pred_gain_t100,primary,0,3411,outputdiff_plus_Q,micro_shrink,pred_gain,1.0,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",True,1.0
600,1.0,0.07707508087158203,0.08543271382649739,0.05060188293457031,1.795301834742228e-05,0.6566666666666666,42.834919929504395,44,129,129.0,52,52.0,0.08524773597717285,0.06659529685974121,0.07107890129089356,52.0,primary_outputdiff_plus_Q_micro_shrink_pred_gain_t100,primary,1,3407,outputdiff_plus_Q,micro_shrink,pred_gain,1.0,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}",False,1.0
600,1.0,0.06441465059916178,0.0815163548787435,0.034128239949544274,1.261085271835327e-05,0.675,42.834919929504395,42,108,108.0,49,49.0,0.08357041676839193,0.06400108019510906,0.06852451006571451,49.0,primary_outputdiff_plus_Q_micro_shrink_pred_gain_t100,primary,1,3411,outputdiff_plus_Q,micro_shrink,pred_gain,1.0,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}",False,1.0
600,1.0,0.09373077710469564,0.11769448598225911,0.07894299825032552,3.0160844326019286e-05,0.66,42.755948066711426,42,134,134.0,48,48.0,0.08938575108846028,0.06899981498718262,0.07251813252766927,48.0,backup_outputdiff_only_micro_shrink_pred_gain_t100,tail_safety_backup,0,3407,outputdiff_only,micro_shrink,pred_gain,1.0,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",True,1.0
600,1.0,0.07961229960123697,0.052483927408854165,0.09236142476399739,1.4829933643341065e-05,0.6383333333333333,42.755948066711426,30,101,101.0,29,29.0,0.07488491376241048,0.05708212534586588,0.06318252881368001,29.0,backup_outputdiff_only_micro_shrink_pred_gain_t100,tail_safety_backup,0,3411,outputdiff_only,micro_shrink,pred_gain,1.0,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",True,1.0
600,1.0,0.07796153704325358,0.08669635772705078,0.05251767476399739,1.8471380074818928e-05,0.6566666666666666,42.834919929504395,43,129,129.0,50,50.0,0.08483261744181315,0.06637313842773437,0.07092462539672852,50.0,backup_outputdiff_only_micro_shrink_pred_gain_t100,tail_safety_backup,1,3407,outputdiff_only,micro_shrink,pred_gain,1.0,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}",False,1.0
600,1.0,0.06275397300720215,0.08030096689860027,0.031341018676757815,1.2092490990956624e-05,0.6733333333333333,42.834919929504395,41,110,110.0,49,49.0,0.080986115137736,0.06225608507792155,0.0670658016204834,49.0,backup_outputdiff_only_micro_shrink_pred_gain_t100,tail_safety_backup,1,3411,outputdiff_only,micro_shrink,pred_gain,1.0,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}",False,1.0
