policy_id,feature_group,action_bank,score_mode,target_intervention,count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,worst_per_600,max_outer_worst_per_600,true_vs_zero,true_vs_shuffle,true_vs_normal,mean_alpha,outputdiff_rows,rows,image_groups,fixed_policy_count,strict_consistent_count,primary_pass,strict_gate_pass,locked_test_touched,raw_d1_full_5x3_run
primary_outputdiff_plus_Q_micro_shrink_pred_gain_t100,outputdiff_plus_Q,micro_shrink,pred_gain,1.0,2400,1.0,0.07829696575800578,0.08528067588806153,0.0626927630106608,1.9039933880170185e-05,0.65875,46.5,52.0,0.08361961364746094,0.06433206955591837,0.06885411262512207,0.8327916666666666,135000,38400,2400,1,1,True,True,False,True
