count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,strong_reference_cut_psnr,strong_reference_regression_count,strong_count_le_-0.05,strong_per_600,worst_count_le_-0.20,worst_per_600,true_vs_zero,true_vs_shuffle,true_vs_normal,max_outer_worst_per_600,feature_group,action_bank,score_mode,target_intervention,model_type,outer_groups,strict_gate_checks,strict_gate_pass,intervention_rate,mean_alpha,score,policy_id,role,phase,fixed_policy,feature_count,locked_test_touched,raw_d1_full_5x3_run,d6_match_found,d6_consistency_pass,d6_metric_diffs
2400,1.0,0.07859596252441406,0.0853278096516927,0.06271399180094402,1.913475493590037e-05,0.6583333333333333,42.80718994140625,164,485,121.25,184,46.0,0.08389925877253214,0.0645450774828593,0.06898309389750162,52.0,outputdiff_plus_Q,micro_shrink,pred_gain,1.0,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",True,1.0,0.8329375,-0.07582346598307294,primary_outputdiff_plus_Q_micro_shrink_pred_gain_t100,primary,D7_fixed_outputdiff_confirmation,True,120,False,False,True,True,"{""dSSIM"": 0.0, ""easy_top25_dPSNR"": 0.0, ""hard_bottom25_dPSNR"": 0.0, ""intervention_rate"": 0.0, ""max_outer_worst_per_600"": 0.0, ""mean_alpha"": 0.0, ""mean_dPSNR"": 0.0, ""positive_ratio"": 0.0, ""true_vs_normal"": 0.0, ""true_vs_shuffle"": 0.0, ""true_vs_zero"": 0.0, ""worst_per_600"": 0.0}"
2400,1.0,0.07851464668909709,0.08613513628641764,0.06273669560750325,1.8888662258783975e-05,0.6570833333333334,42.80718994140625,157,474,118.5,176,44.0,0.08252234935760498,0.0636777909596761,0.0684227720896403,50.0,outputdiff_only,micro_shrink,pred_gain,1.0,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",True,1.0,0.8181458333333333,-0.0655636185010274,backup_outputdiff_only_micro_shrink_pred_gain_t100,tail_safety_backup,D7_fixed_outputdiff_confirmation,True,115,False,False,True,True,"{""dSSIM"": 0.0, ""easy_top25_dPSNR"": 0.0, ""hard_bottom25_dPSNR"": 0.0, ""intervention_rate"": 0.0, ""max_outer_worst_per_600"": 0.0, ""mean_alpha"": 0.0, ""mean_dPSNR"": 0.0, ""positive_ratio"": 0.0, ""true_vs_normal"": 0.0, ""true_vs_shuffle"": 0.0, ""true_vs_zero"": 0.0, ""worst_per_600"": 0.0}"
