count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,strong_reference_cut_psnr,strong_reference_regression_count,strong_count_le_-0.05,strong_per_600,worst_count_le_-0.20,worst_per_600,true_vs_zero,true_vs_shuffle,true_vs_normal,max_outer_worst_per_600,feature_group,action_bank,score_mode,target_intervention,model_type,outer_groups,strict_gate_checks,strict_gate_pass,intervention_rate,mean_alpha,score,policy_id,role,phase,fixed_policy,feature_count,locked_test_touched,raw_d1_full_5x3_run,d6_match_found,d6_consistency_pass,d6_metric_diffs
2400,1.0,0.07829696575800578,0.08528067588806153,0.0626927630106608,1.9039933880170185e-05,0.65875,42.80718994140625,164,483,120.75,186,46.5,0.08361961364746094,0.06433206955591837,0.06885411262512207,52.0,outputdiff_plus_Q,micro_shrink,pred_gain,1.0,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",True,1.0,0.8327916666666666,-0.07862519629796347,primary_outputdiff_plus_Q_micro_shrink_pred_gain_t100,primary,D7_fixed_outputdiff_confirmation,True,120,False,False,False,True,{}
