variant,outer_fold,image_id,seed,accept_depth_action,selected_delta_psnr,selected_delta_ssim,true_delta_psnr,zero_delta_psnr,shuffle_delta_psnr,normal_delta_psnr,failure_group
u1_tau_l1_s004_g025_a006,0,104_0.88_1.76.png,3407,False,0.0,0.0,-0.07938957214355469,-0.08981704711914062,-0.021707534790039062,-0.021253585815429688,strong_regression
u1_tau_l1_s004_g025_a006,0,1063_0.51_1.61.png,3407,True,-0.06038665771484375,-0.00019305944442749023,-0.06038665771484375,-0.18220901489257812,-0.08919525146484375,-0.11038589477539062,strong_regression
u1_tau_l1_s004_g025_a006,0,1069_0.66_1.4.png,3407,True,0.163330078125,0.0001074075698852539,0.163330078125,-0.07635879516601562,0.031543731689453125,0.029575347900390625,gain
u1_tau_l1_s004_g025_a006,0,1072_0.58_0.58.png,3407,True,0.2372589111328125,8.702278137207031e-05,0.2372589111328125,-0.122344970703125,0.05327606201171875,0.08309173583984375,gain
u1_tau_l1_s004_g025_a006,0,1079_0.77_1.21.png,3407,False,0.0,0.0,0.18502426147460938,0.08927536010742188,0.10847091674804688,0.1032867431640625,gain
u1_tau_l1_s004_g025_a006,0,108_0.96_0.98.png,3407,False,0.0,0.0,0.16820335388183594,0.1688671112060547,0.11907005310058594,0.07935142517089844,gain
u1_tau_l1_s004_g025_a006,0,1090_0.54_0.58.png,3407,False,0.0,0.0,0.03882598876953125,-0.23427200317382812,-0.09989166259765625,0.023746490478515625,ssim_regression
u1_tau_l1_s004_g025_a006,0,1098_0.8_0.51.png,3407,True,0.14869308471679688,4.3451786041259766e-05,0.14869308471679688,-0.028591156005859375,0.007152557373046875,-0.059444427490234375,gain
u1_tau_l1_s004_g025_a006,0,1104_0.89_1.59.png,3407,True,0.1371784210205078,0.00023680925369262695,0.1371784210205078,0.030252456665039062,0.05485725402832031,0.030080795288085938,gain
u1_tau_l1_s004_g025_a006,0,1108_0.58_1.2.png,3407,True,0.21256256103515625,3.1113624572753906e-05,0.21256256103515625,-0.1418914794921875,-0.05673980712890625,-0.057155609130859375,gain
u1_tau_l1_s004_g025_a006,0,1116_0.63_1.62.png,3407,True,0.27504730224609375,3.409385681152344e-05,0.27504730224609375,0.053928375244140625,0.13818740844726562,0.139892578125,gain
u1_tau_l1_s004_g025_a006,0,1121_0.88_0.92.png,3407,False,0.0,0.0,0.1365203857421875,-0.024036407470703125,0.049137115478515625,-0.000453948974609375,gain
u1_tau_l1_s004_g025_a006,0,1124_0.74_1.17.png,3407,False,0.0,0.0,0.2607994079589844,0.041324615478515625,0.17982101440429688,0.15642166137695312,gain
u1_tau_l1_s004_g025_a006,0,1125_0.72_1.76.png,3407,False,0.0,0.0,0.2772216796875,0.12485885620117188,0.19234848022460938,0.15739059448242188,gain
u1_tau_l1_s004_g025_a006,0,1126_0.73_0.82.png,3407,False,0.0,0.0,-0.20822906494140625,-0.11328887939453125,-0.1121826171875,-0.09433364868164062,worst_regression
u1_tau_l1_s004_g025_a006,0,1127_0.91_0.61.png,3407,False,0.0,0.0,0.046413421630859375,0.271026611328125,0.10122299194335938,0.036136627197265625,gain
u1_tau_l1_s004_g025_a006,0,1133_0.68_1.41.png,3407,False,0.0,0.0,-0.12004852294921875,0.0161285400390625,-0.06212615966796875,-0.054935455322265625,strong_regression
u1_tau_l1_s004_g025_a006,0,1134_0.69_1.2.png,3407,False,0.0,0.0,-0.10282516479492188,0.043384552001953125,-0.035556793212890625,-0.02153778076171875,strong_regression
u1_tau_l1_s004_g025_a006,0,1139_0.58_1.05.png,3407,True,0.3775825500488281,1.8775463104248047e-05,0.3775825500488281,0.10052871704101562,0.19079208374023438,0.06688308715820312,gain
u1_tau_l1_s004_g025_a006,0,113_0.65_1.81.png,3407,True,-0.000255584716796875,6.139278411865234e-05,-0.000255584716796875,-0.041507720947265625,-0.0544586181640625,-0.06315231323242188,neutral
u1_tau_l1_s004_g025_a006,0,1147_0.56_1.1.png,3407,False,0.0,0.0,-0.16730117797851562,-0.1280975341796875,-0.12524795532226562,-0.08771514892578125,strong_regression
u1_tau_l1_s004_g025_a006,0,1152_0.65_1.76.png,3407,True,0.42952728271484375,4.482269287109375e-05,0.42952728271484375,0.2622795104980469,0.25327301025390625,0.2536888122558594,gain
u1_tau_l1_s004_g025_a006,0,1154_0.96_0.62.png,3407,False,0.0,0.0,0.09556198120117188,0.033069610595703125,0.039516448974609375,0.01871490478515625,gain
u1_tau_l1_s004_g025_a006,0,1155_0.63_1.27.png,3407,False,0.0,0.0,0.30864715576171875,-0.028682708740234375,0.14577484130859375,0.13790512084960938,gain
u1_tau_l1_s004_g025_a006,0,1157_0.56_1.98.png,3407,True,1.0235595703125,4.976987838745117e-05,1.0235595703125,0.7109222412109375,0.7718238830566406,0.7220535278320312,gain
u1_tau_l1_s004_g025_a006,0,1163_0.95_1.89.png,3407,False,0.0,0.0,0.16508865356445312,-0.03131103515625,0.09564971923828125,0.0804443359375,ssim_regression
u1_tau_l1_s004_g025_a006,0,1164_0.79_1.96.png,3407,False,0.0,0.0,-0.20533370971679688,-0.2408599853515625,-0.1732330322265625,-0.09220123291015625,worst_regression
u1_tau_l1_s004_g025_a006,0,1167_0.95_0.68.png,3407,True,0.19102859497070312,7.176399230957031e-05,0.19102859497070312,0.10263824462890625,0.05252838134765625,0.0166015625,gain
u1_tau_l1_s004_g025_a006,0,1174_0.74_1.33.png,3407,False,0.0,0.0,-0.1549072265625,-0.18264389038085938,-0.17151260375976562,-0.240081787109375,strong_regression
u1_tau_l1_s004_g025_a006,0,1178_0.68_0.85.png,3407,False,0.0,0.0,0.2620887756347656,-0.11980819702148438,0.061473846435546875,0.012706756591796875,ssim_regression
u1_tau_l1_s004_g025_a006,0,1182_0.63_1.77.png,3407,True,0.40157318115234375,9.40561294555664e-05,0.40157318115234375,0.24593353271484375,0.29358673095703125,0.240753173828125,gain
u1_tau_l1_s004_g025_a006,0,118_0.72_0.71.png,3407,False,0.0,0.0,-0.0580596923828125,0.0394287109375,-0.12160873413085938,-0.14013671875,strong_regression
u1_tau_l1_s004_g025_a006,0,1195_0.65_1.61.png,3407,True,-0.23868179321289062,-2.7894973754882812e-05,-0.23868179321289062,-0.2695121765136719,-0.20071792602539062,-0.18359756469726562,worst_regression
u1_tau_l1_s004_g025_a006,0,1199_0.86_0.65.png,3407,True,0.17599868774414062,5.65648078918457e-05,0.17599868774414062,-0.07539749145507812,0.01641845703125,-0.0738677978515625,gain
u1_tau_l1_s004_g025_a006,0,1207_0.7_1.43.png,3407,False,0.0,0.0,0.08437728881835938,0.022167205810546875,0.10981369018554688,0.07372283935546875,gain
u1_tau_l1_s004_g025_a006,0,1216_0.65_1.09.png,3407,True,-0.16336822509765625,-2.8252601623535156e-05,-0.16336822509765625,-0.088714599609375,-0.0949859619140625,-0.039096832275390625,strong_regression
u1_tau_l1_s004_g025_a006,0,1217_0.82_0.83.png,3407,True,0.16204452514648438,5.5730342864990234e-05,0.16204452514648438,-0.06574630737304688,-0.013317108154296875,-0.037052154541015625,gain
u1_tau_l1_s004_g025_a006,0,1220_0.82_1.9.png,3407,True,0.17138290405273438,0.00011664628982543945,0.17138290405273438,0.03641319274902344,0.072265625,0.07229042053222656,gain
u1_tau_l1_s004_g025_a006,0,1226_0.82_0.78.png,3407,False,0.0,0.0,-0.2316131591796875,-0.30226898193359375,-0.24933624267578125,-0.155242919921875,worst_regression
u1_tau_l1_s004_g025_a006,0,1232_0.77_0.99.png,3407,True,-0.19081497192382812,-5.245208740234375e-06,-0.19081497192382812,-0.46646881103515625,-0.41388702392578125,-0.3658599853515625,strong_regression
u1_tau_l1_s004_g025_a006,0,1233_0.54_0.63.png,3407,False,0.0,0.0,-0.167572021484375,0.03562164306640625,0.0331268310546875,0.0594329833984375,strong_regression
u1_tau_l1_s004_g025_a006,0,1246_0.62_2.0.png,3407,False,0.0,0.0,0.23453903198242188,0.1799163818359375,0.1548309326171875,0.13085556030273438,gain
u1_tau_l1_s004_g025_a006,0,1267_0.75_1.55.png,3407,True,0.8769569396972656,9.524822235107422e-05,0.8769569396972656,0.5435905456542969,0.5833663940429688,0.5507850646972656,gain
u1_tau_l1_s004_g025_a006,0,1270_0.74_1.52.png,3407,True,0.005008697509765625,5.0067901611328125e-06,0.005008697509765625,-0.12619781494140625,-0.053195953369140625,-0.0278778076171875,neutral
u1_tau_l1_s004_g025_a006,0,1275_0.54_1.73.png,3407,False,0.0,0.0,0.4493598937988281,0.21992874145507812,0.2928733825683594,0.23956298828125,gain
u1_tau_l1_s004_g025_a006,0,1284_0.58_1.58.png,3407,True,0.36510467529296875,5.02467155456543e-05,0.36510467529296875,0.20224380493164062,0.20911407470703125,0.21805191040039062,gain
u1_tau_l1_s004_g025_a006,0,1290_0.95_1.76.png,3407,True,0.3506813049316406,0.00010037422180175781,0.3506813049316406,0.12056732177734375,0.1486968994140625,0.148162841796875,gain
u1_tau_l1_s004_g025_a006,0,12_0.9_1.75.png,3407,False,0.0,0.0,0.015193939208984375,-0.24056243896484375,-0.13276290893554688,-0.13365936279296875,ssim_regression
u1_tau_l1_s004_g025_a006,0,1307_0.92_1.87.png,3407,True,-0.21820068359375,-0.00015550851821899414,-0.21820068359375,-0.3712730407714844,-0.3065834045410156,-0.2938194274902344,worst_regression
u1_tau_l1_s004_g025_a006,0,1310_0.53_1.28.png,3407,False,0.0,0.0,0.2739105224609375,0.03086090087890625,0.022857666015625,-0.027202606201171875,gain
u1_tau_l1_s004_g025_a006,0,1323_0.89_0.88.png,3407,False,0.0,0.0,0.0481109619140625,-0.143402099609375,-0.10988235473632812,-0.07804107666015625,gain
u1_tau_l1_s004_g025_a006,0,1324_0.55_1.43.png,3407,False,0.0,0.0,0.07371139526367188,-0.08578109741210938,-0.043529510498046875,-0.026447296142578125,ssim_regression
u1_tau_l1_s004_g025_a006,0,1333_0.79_1.62.png,3407,False,0.0,0.0,0.03890228271484375,0.13053512573242188,0.06105804443359375,-0.0055694580078125,gain
u1_tau_l1_s004_g025_a006,0,1338_0.83_1.25.png,3407,False,0.0,0.0,0.16390228271484375,0.04225921630859375,0.034275054931640625,0.01959228515625,gain
u1_tau_l1_s004_g025_a006,0,1339_0.65_1.47.png,3407,False,0.0,0.0,0.29586029052734375,0.10443878173828125,0.11977005004882812,0.1367950439453125,gain
u1_tau_l1_s004_g025_a006,0,133_0.75_1.91.png,3407,True,0.07770919799804688,-6.026029586791992e-05,0.07770919799804688,-0.08411407470703125,-0.025777816772460938,-0.018682479858398438,ssim_regression
u1_tau_l1_s004_g025_a006,0,1348_0.85_0.74.png,3407,True,0.21627044677734375,4.4286251068115234e-05,0.21627044677734375,-0.06458282470703125,-0.0146484375,-0.002758026123046875,gain
u1_tau_l1_s004_g025_a006,0,1349_0.94_1.22.png,3407,False,0.0,0.0,0.010234832763671875,0.03290557861328125,-0.04443359375,-0.054866790771484375,neutral
u1_tau_l1_s004_g025_a006,0,1354_0.79_1.67.png,3407,True,0.092498779296875,-0.0001081228256225586,0.092498779296875,-0.14717864990234375,-0.06590652465820312,-0.057811737060546875,ssim_regression
u1_tau_l1_s004_g025_a006,0,1357_0.64_1.26.png,3407,False,0.0,0.0,-0.10622406005859375,-0.09290313720703125,-0.1477813720703125,-0.18947982788085938,strong_regression
u1_tau_l1_s004_g025_a006,0,1359_0.92_1.46.png,3407,False,0.0,0.0,0.1642303466796875,0.11811447143554688,0.10276031494140625,0.09598922729492188,gain
u1_tau_l1_s004_g025_a006,0,135_0.95_0.78.png,3407,True,-0.009029388427734375,-4.7266483306884766e-05,-0.009029388427734375,-0.16320037841796875,-0.10870742797851562,-0.1558837890625,ssim_regression
u1_tau_l1_s004_g025_a006,0,1376_0.65_1.6.png,3407,True,0.17304229736328125,4.076957702636719e-05,0.17304229736328125,-0.01619720458984375,0.05913543701171875,0.035518646240234375,gain
u1_tau_l1_s004_g025_a006,0,1381_0.96_0.82.png,3407,False,0.0,0.0,0.008769989013671875,-0.051212310791015625,-0.094207763671875,-0.16518402099609375,ssim_regression
u1_tau_l1_s004_g025_a006,0,1383_0.75_0.81.png,3407,False,0.0,0.0,-0.044704437255859375,-0.1849212646484375,-0.237060546875,-0.2731895446777344,ssim_regression
u1_tau_l1_s004_g025_a006,0,1392_0.87_0.83.png,3407,True,0.20502090454101562,-1.7702579498291016e-05,0.20502090454101562,-0.00095367431640625,0.001354217529296875,0.002941131591796875,ssim_regression
u1_tau_l1_s004_g025_a006,0,1395_0.71_1.8.png,3407,False,0.0,0.0,0.426239013671875,0.21960830688476562,0.26666259765625,0.2508735656738281,gain
u1_tau_l1_s004_g025_a006,0,1397_0.94_0.79.png,3407,True,0.22963714599609375,8.094310760498047e-05,0.22963714599609375,-0.029430389404296875,0.03955078125,0.01401519775390625,gain
u1_tau_l1_s004_g025_a006,0,1399_0.81_0.95.png,3407,True,0.4135704040527344,0.0001297593116760254,0.4135704040527344,0.16472625732421875,0.2024688720703125,0.2122344970703125,gain
u1_tau_l1_s004_g025_a006,0,1401_0.77_1.54.png,3407,True,0.2771453857421875,8.96453857421875e-05,0.2771453857421875,0.02915191650390625,0.12236404418945312,0.0714111328125,gain
u1_tau_l1_s004_g025_a006,0,140_0.99_1.0.png,3407,False,0.0,0.0,-0.0277252197265625,0.049045562744140625,0.010829925537109375,-0.0140380859375,neutral
u1_tau_l1_s004_g025_a006,0,1416_0.95_1.15.png,3407,False,0.0,0.0,0.2885169982910156,0.08560562133789062,0.18370819091796875,0.10953140258789062,gain
u1_tau_l1_s004_g025_a006,0,1417_0.88_0.75.png,3407,False,0.0,0.0,0.058650970458984375,0.1331634521484375,0.09354019165039062,0.05547332763671875,gain
u1_tau_l1_s004_g025_a006,0,1418_0.79_1.51.png,3407,False,0.0,0.0,0.07780838012695312,0.09114456176757812,0.051303863525390625,0.041149139404296875,gain
u1_tau_l1_s004_g025_a006,0,1423_0.68_1.59.png,3407,True,0.017406463623046875,-5.227327346801758e-05,0.017406463623046875,0.05124664306640625,0.055454254150390625,0.09420394897460938,ssim_regression
u1_tau_l1_s004_g025_a006,0,1425_0.84_1.75.png,3407,False,0.0,0.0,-0.33370208740234375,-0.3183555603027344,-0.39398956298828125,-0.4342994689941406,worst_regression
u1_tau_l1_s004_g025_a006,0,1428_0.86_1.18.png,3407,False,0.0,0.0,-0.23261260986328125,-0.20348358154296875,-0.29613494873046875,-0.3555412292480469,worst_regression
u1_tau_l1_s004_g025_a006,0,1431_0.81_0.84.png,3407,True,-0.035884857177734375,-8.761882781982422e-06,-0.035884857177734375,-0.2721900939941406,-0.20186614990234375,-0.178863525390625,ssim_regression
u1_tau_l1_s004_g025_a006,0,1434_0.83_1.44.png,3407,False,0.0,0.0,0.051639556884765625,0.09838104248046875,0.08787155151367188,0.09927749633789062,ssim_regression
u1_tau_l1_s004_g025_a006,0,1436_0.66_1.76.png,3407,False,0.0,0.0,0.26544189453125,0.1429290771484375,0.1937408447265625,0.2607612609863281,ssim_regression
u1_tau_l1_s004_g025_a006,0,1437_0.74_1.01.png,3407,True,0.2745361328125,0.00012511014938354492,0.2745361328125,0.0808868408203125,0.11259841918945312,0.06758880615234375,gain
u1_tau_l1_s004_g025_a006,0,1441_0.58_1.73.png,3407,True,-0.07740402221679688,0.00010532140731811523,-0.07740402221679688,-0.1781158447265625,-0.064544677734375,-0.10378265380859375,strong_regression
u1_tau_l1_s004_g025_a006,0,1442_0.62_0.81.png,3407,True,-0.07681655883789062,3.3855438232421875e-05,-0.07681655883789062,-0.23554611206054688,-0.08701324462890625,-0.12629318237304688,strong_regression
u1_tau_l1_s004_g025_a006,0,1444_0.58_1.95.png,3407,True,-0.06545257568359375,0.00013935565948486328,-0.06545257568359375,-0.14304351806640625,-0.10512542724609375,-0.08165740966796875,strong_regression
u1_tau_l1_s004_g025_a006,0,1447_0.8_1.55.png,3407,True,0.23511886596679688,-2.4318695068359375e-05,0.23511886596679688,-0.00962066650390625,0.053985595703125,0.116363525390625,ssim_regression
u1_tau_l1_s004_g025_a006,0,1463_1.0_1.22.png,3407,False,0.0,0.0,0.1277923583984375,0.1403656005859375,0.08877944946289062,0.07919692993164062,gain
u1_tau_l1_s004_g025_a006,0,1468_0.81_0.54.png,3407,False,0.0,0.0,-0.06946945190429688,0.17017364501953125,0.20503997802734375,0.23126220703125,strong_regression
u1_tau_l1_s004_g025_a006,0,146_0.96_1.51.png,3407,False,0.0,0.0,0.12169837951660156,0.11453819274902344,0.07398605346679688,0.040668487548828125,gain
u1_tau_l1_s004_g025_a006,0,1482_0.59_1.05.png,3407,True,-0.2819786071777344,3.7610530853271484e-05,-0.2819786071777344,-0.21107101440429688,-0.1670074462890625,-0.15716552734375,worst_regression
u1_tau_l1_s004_g025_a006,0,1484_0.75_0.81.png,3407,True,-0.18389892578125,3.2901763916015625e-05,-0.18389892578125,-0.0724334716796875,-0.06447601318359375,-0.056774139404296875,strong_regression
u1_tau_l1_s004_g025_a006,0,1486_0.98_1.1.png,3407,False,0.0,0.0,-0.2913932800292969,-0.07400131225585938,-0.0981292724609375,-0.11631011962890625,worst_regression
u1_tau_l1_s004_g025_a006,0,1487_0.99_1.08.png,3407,False,0.0,0.0,-0.225006103515625,-0.0305633544921875,-0.024211883544921875,-0.056507110595703125,worst_regression
u1_tau_l1_s004_g025_a006,0,1505_0.8_0.86.png,3407,False,0.0,0.0,0.39556884765625,-0.004268646240234375,0.08172607421875,0.14832305908203125,gain
u1_tau_l1_s004_g025_a006,0,1507_0.87_0.95.png,3407,False,0.0,0.0,0.2588310241699219,-0.017185211181640625,0.020565032958984375,0.08058547973632812,gain
u1_tau_l1_s004_g025_a006,0,1510_0.72_1.09.png,3407,False,0.0,0.0,0.110076904296875,0.02962493896484375,-0.016254425048828125,-0.0288543701171875,gain
u1_tau_l1_s004_g025_a006,0,1551_0.97_1.18.png,3407,False,0.0,0.0,-0.028873443603515625,-0.042819976806640625,-0.04644012451171875,-0.053424835205078125,ssim_regression
u1_tau_l1_s004_g025_a006,0,1563_0.95_1.85.png,3407,False,0.0,0.0,0.16399383544921875,0.11949920654296875,0.11226654052734375,0.10321807861328125,gain
u1_tau_l1_s004_g025_a006,0,1564_0.56_1.56.png,3407,False,0.0,0.0,0.14485931396484375,0.032024383544921875,0.053493499755859375,0.17753219604492188,gain
u1_tau_l1_s004_g025_a006,0,157_0.81_1.26.png,3407,False,0.0,0.0,0.2402801513671875,0.059154510498046875,0.06648635864257812,0.02922821044921875,gain
u1_tau_l1_s004_g025_a006,0,1587_0.73_1.54.png,3407,False,0.0,0.0,0.2061767578125,0.1110992431640625,0.1373138427734375,0.146636962890625,gain
u1_tau_l1_s004_g025_a006,0,1588_0.93_1.69.png,3407,False,0.0,0.0,0.24497604370117188,0.12884140014648438,0.15828323364257812,0.15631103515625,gain
u1_tau_l1_s004_g025_a006,0,158_0.56_1.42.png,3407,False,0.0,0.0,0.28754425048828125,0.052188873291015625,0.08887100219726562,0.0980377197265625,gain
u1_tau_l1_s004_g025_a006,0,1590_0.78_0.63.png,3407,False,0.0,0.0,-0.3100433349609375,0.045742034912109375,-0.11401748657226562,-0.049957275390625,worst_regression
u1_tau_l1_s004_g025_a006,0,1594_0.71_0.5.png,3407,False,0.0,0.0,-0.09824371337890625,0.27935028076171875,0.23893356323242188,0.2222442626953125,strong_regression
u1_tau_l1_s004_g025_a006,0,1603_0.54_0.74.png,3407,False,0.0,0.0,0.3128547668457031,-0.043926239013671875,0.052642822265625,0.06698226928710938,gain
u1_tau_l1_s004_g025_a006,0,1605_1.0_1.37.png,3407,False,0.0,0.0,0.08942031860351562,0.051876068115234375,0.057849884033203125,0.046527862548828125,ssim_regression
u1_tau_l1_s004_g025_a006,0,1611_0.9_1.98.png,3407,False,0.0,0.0,0.16380691528320312,0.12519454956054688,0.10593414306640625,0.09859848022460938,ssim_regression
u1_tau_l1_s004_g025_a006,0,1614_0.81_0.78.png,3407,False,0.0,0.0,0.05747222900390625,-0.45565032958984375,-0.39151763916015625,-0.386199951171875,ssim_regression
u1_tau_l1_s004_g025_a006,0,1623_0.78_1.81.png,3407,False,0.0,0.0,0.093475341796875,-0.06536865234375,-0.02854156494140625,-0.020687103271484375,ssim_regression
u1_tau_l1_s004_g025_a006,0,1626_0.53_1.25.png,3407,False,0.0,0.0,-0.7556915283203125,-0.19140625,-0.36614227294921875,-0.19810104370117188,worst_regression
u1_tau_l1_s004_g025_a006,0,1628_0.8_1.49.png,3407,False,0.0,0.0,-0.0765838623046875,-0.020359039306640625,-0.00138092041015625,-0.007537841796875,strong_regression
u1_tau_l1_s004_g025_a006,0,162_0.75_0.98.png,3407,True,0.19559097290039062,4.947185516357422e-05,0.19559097290039062,-0.09002685546875,-0.03376007080078125,-0.0650482177734375,gain
u1_tau_l1_s004_g025_a006,0,1638_0.83_1.06.png,3407,False,0.0,0.0,0.05071258544921875,-0.18882369995117188,-0.14878463745117188,-0.1152191162109375,gain
u1_tau_l1_s004_g025_a006,0,1643_0.77_0.66.png,3407,False,0.0,0.0,0.6161155700683594,0.08031082153320312,0.1288909912109375,0.1111602783203125,gain
u1_tau_l1_s004_g025_a006,0,1645_0.87_1.02.png,3407,False,0.0,0.0,0.10205459594726562,0.010631561279296875,-0.008434295654296875,0.07512664794921875,gain
u1_tau_l1_s004_g025_a006,0,1647_0.89_1.55.png,3407,False,0.0,0.0,0.17112350463867188,0.044521331787109375,0.01966094970703125,0.08292770385742188,gain
u1_tau_l1_s004_g025_a006,0,1653_0.9_1.01.png,3407,False,0.0,0.0,0.08066558837890625,0.03726959228515625,0.028316497802734375,0.024227142333984375,ssim_regression
u1_tau_l1_s004_g025_a006,0,1655_0.54_1.38.png,3407,False,0.0,0.0,-0.5894241333007812,-0.24175262451171875,-0.4337043762207031,-0.23875808715820312,worst_regression
u1_tau_l1_s004_g025_a006,0,166_0.58_1.66.png,3407,False,0.0,0.0,0.15282058715820312,-0.07805633544921875,2.288818359375e-05,0.11464309692382812,ssim_regression
u1_tau_l1_s004_g025_a006,0,1672_0.86_1.68.png,3407,False,0.0,0.0,0.035564422607421875,-0.15583038330078125,-0.07936477661132812,-0.13599014282226562,gain
u1_tau_l1_s004_g025_a006,0,1678_0.95_0.64.png,3407,False,0.0,0.0,0.071746826171875,0.0579376220703125,0.05611419677734375,0.06952667236328125,gain
u1_tau_l1_s004_g025_a006,0,1680_0.79_1.69.png,3407,False,0.0,0.0,0.13743209838867188,-0.06492233276367188,-0.030742645263671875,-0.02002716064453125,gain
u1_tau_l1_s004_g025_a006,0,1681_0.98_1.69.png,3407,False,0.0,0.0,0.3073539733886719,0.2236175537109375,0.21509170532226562,0.23297500610351562,gain
u1_tau_l1_s004_g025_a006,0,1684_0.61_1.24.png,3407,False,0.0,0.0,0.35538482666015625,0.2936820983886719,0.28844451904296875,0.26280975341796875,gain
u1_tau_l1_s004_g025_a006,0,1685_0.79_1.99.png,3407,False,0.0,0.0,0.37439727783203125,0.18514251708984375,0.2547416687011719,0.20547103881835938,gain
u1_tau_l1_s004_g025_a006,0,1688_0.94_1.37.png,3407,False,0.0,0.0,0.33818817138671875,0.18439102172851562,0.22830963134765625,0.217437744140625,gain
u1_tau_l1_s004_g025_a006,0,1693_0.51_1.03.png,3407,False,0.0,0.0,-0.26425933837890625,-0.18339157104492188,-0.20607757568359375,-0.179107666015625,worst_regression
u1_tau_l1_s004_g025_a006,0,1697_0.87_1.23.png,3407,False,0.0,0.0,-0.07556915283203125,-0.129058837890625,-0.055507659912109375,-0.032115936279296875,strong_regression
u1_tau_l1_s004_g025_a006,0,1702_0.69_0.67.png,3407,False,0.0,0.0,0.2625160217285156,-0.01276397705078125,0.08860015869140625,0.11029434204101562,gain
u1_tau_l1_s004_g025_a006,0,1712_0.9_0.74.png,3407,False,0.0,0.0,0.06905364990234375,-0.02593994140625,0.0164031982421875,0.046234130859375,gain
u1_tau_l1_s004_g025_a006,0,1718_0.92_1.01.png,3407,False,0.0,0.0,0.07419204711914062,0.01277923583984375,0.018321990966796875,0.0178375244140625,ssim_regression
u1_tau_l1_s004_g025_a006,0,1726_0.54_0.7.png,3407,False,0.0,0.0,-0.08083343505859375,0.002994537353515625,-0.028324127197265625,0.014476776123046875,strong_regression
u1_tau_l1_s004_g025_a006,0,1729_0.85_0.57.png,3407,False,0.0,0.0,-0.14340591430664062,-0.0745697021484375,-0.0923004150390625,-0.09087753295898438,strong_regression
u1_tau_l1_s004_g025_a006,0,1731_0.84_1.3.png,3407,False,0.0,0.0,-0.18330001831054688,-0.13340377807617188,-0.1629180908203125,-0.13769912719726562,strong_regression
u1_tau_l1_s004_g025_a006,0,1732_0.87_0.59.png,3407,False,0.0,0.0,-0.12009811401367188,-0.08913040161132812,-0.09824752807617188,-0.08174514770507812,strong_regression
u1_tau_l1_s004_g025_a006,0,1735_0.72_0.9.png,3407,False,0.0,0.0,0.29210662841796875,-0.05937957763671875,0.058620452880859375,0.039890289306640625,gain
u1_tau_l1_s004_g025_a006,0,1737_0.98_0.6.png,3407,False,0.0,0.0,0.056179046630859375,0.09733963012695312,0.08424758911132812,0.053470611572265625,ssim_regression
