count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,strong_reference_cut_psnr,strong_reference_regression_count,strong_count_le_-0.05,strong_per_600,worst_count_le_-0.20,worst_per_600,true_vs_zero,true_vs_shuffle,true_vs_normal,max_outer_worst_per_600,bank_name,utility_mode,include_a0,alphas,variants,missing_key_count,intervention_rate,mean_chosen_alpha,chosen_action_counts,chosen_variant_counts,strict_gate_pass,strict_gate_checks,proxy_note
9000,1.0,0.14329772440592448,0.12110054355197483,0.1538957231309679,2.55140397283766e-05,0.6623333333333333,42.76437759399414,0,0,0.0,0,0.0,0.10660423723856607,0.08051076147291396,0.08832209248012966,0.0,A0_L2_L3_L1_full,max_dpsnr,True,1,l2_fdf_lite_s002_g025_bm2;l3_fdf_lite_s004_g015_bm2;l1_fdf_lite_s004_g025_bm2,0,0.6623333333333333,0.6623333333333333,"{""A0@0"": 3039, ""L1_high_gain@1"": 4814, ""L2_tail_safe@1"": 725, ""L3_balanced@1"": 422}","{""A0"": 3039, ""l1_fdf_lite_s004_g025_bm2"": 4814, ""l2_fdf_lite_s002_g025_bm2"": 725, ""l3_fdf_lite_s004_g015_bm2"": 422}",True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",metric-linear alpha proxy; real blended-image PSNR must be verified after Phase A
9000,1.0,0.14329772440592448,0.12110054355197483,0.1538957231309679,2.55140397283766e-05,0.6623333333333333,42.76437759399414,0,0,0.0,0,0.0,0.10660423723856607,0.08051076147291396,0.08832209248012966,0.0,A0_L2_L3_L1_shrink,max_dpsnr,True,0.25;0.5;0.75;1,l2_fdf_lite_s002_g025_bm2;l3_fdf_lite_s004_g015_bm2;l1_fdf_lite_s004_g025_bm2,0,0.6623333333333333,0.6623333333333333,"{""A0@0"": 3039, ""L1_high_gain@1"": 4814, ""L2_tail_safe@1"": 725, ""L3_balanced@1"": 422}","{""A0"": 3039, ""l1_fdf_lite_s004_g025_bm2"": 4814, ""l2_fdf_lite_s002_g025_bm2"": 725, ""l3_fdf_lite_s004_g015_bm2"": 422}",True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",metric-linear alpha proxy; real blended-image PSNR must be verified after Phase A
9000,1.0,0.14329772440592448,0.12110054355197483,0.1538957231309679,2.55140397283766e-05,0.6623333333333333,42.76437759399414,0,0,0.0,0,0.0,0.10660423723856607,0.08051076147291396,0.08832209248012966,0.0,A0_L2_L3_L1_micro_shrink,max_dpsnr,True,0.1;0.25;0.5;0.75;1,l2_fdf_lite_s002_g025_bm2;l3_fdf_lite_s004_g015_bm2;l1_fdf_lite_s004_g025_bm2,0,0.6623333333333333,0.6623333333333333,"{""A0@0"": 3039, ""L1_high_gain@1"": 4814, ""L2_tail_safe@1"": 725, ""L3_balanced@1"": 422}","{""A0"": 3039, ""l1_fdf_lite_s004_g025_bm2"": 4814, ""l2_fdf_lite_s002_g025_bm2"": 725, ""l3_fdf_lite_s004_g015_bm2"": 422}",True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",metric-linear alpha proxy; real blended-image PSNR must be verified after Phase A
9000,1.0,0.1431351237297058,0.12074620882670084,0.1537077645195855,2.7404816614256966e-05,0.6561111111111111,42.76437759399414,0,0,0.0,0,0.0,0.10603843233320448,0.0801163715256585,0.08798837889565361,0.0,A0_L2_L3_L1_shrink,tail_averse,True,0.25;0.5;0.75;1,l2_fdf_lite_s002_g025_bm2;l3_fdf_lite_s004_g015_bm2;l1_fdf_lite_s004_g025_bm2,0,0.6561111111111111,0.6548333333333334,"{""A0@0"": 3095, ""L1_high_gain@0.25"": 5, ""L1_high_gain@0.5"": 2, ""L1_high_gain@1"": 4737, ""L2_tail_safe@0.25"": 6, ""L2_tail_safe@1"": 726, ""L3_balanced@0.25"": 3, ""L3_balanced@1"": 426}","{""A0"": 3095, ""l1_fdf_lite_s004_g025_bm2"": 4744, ""l2_fdf_lite_s002_g025_bm2"": 732, ""l3_fdf_lite_s004_g015_bm2"": 429}",True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",metric-linear alpha proxy; real blended-image PSNR must be verified after Phase A
9000,1.0,0.14313476859198676,0.1207450900607639,0.1537041778564453,2.740958664152357e-05,0.6548888888888889,42.76437759399414,0,0,0.0,0,0.0,0.10604169358147515,0.080128599802653,0.08800032530890571,0.0,A0_L2_L3_L1_full,tail_averse,True,1,l2_fdf_lite_s002_g025_bm2;l3_fdf_lite_s004_g015_bm2;l1_fdf_lite_s004_g025_bm2,0,0.6548888888888889,0.6548888888888889,"{""A0@0"": 3106, ""L1_high_gain@1"": 4740, ""L2_tail_safe@1"": 727, ""L3_balanced@1"": 427}","{""A0"": 3106, ""l1_fdf_lite_s004_g025_bm2"": 4740, ""l2_fdf_lite_s002_g025_bm2"": 727, ""l3_fdf_lite_s004_g015_bm2"": 427}",True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",metric-linear alpha proxy; real blended-image PSNR must be verified after Phase A
9000,1.0,0.14313433576160006,0.12074575386047363,0.15370603925916884,2.7405147088898552e-05,0.6577777777777778,42.76437759399414,0,0,0.0,0,0.0,0.10603178600735134,0.08011268962224324,0.08798851946724785,0.0,A0_L2_L3_L1_micro_shrink,tail_averse,True,0.1;0.25;0.5;0.75;1,l2_fdf_lite_s002_g025_bm2;l3_fdf_lite_s004_g015_bm2;l1_fdf_lite_s004_g025_bm2,0,0.6577777777777778,0.65485,"{""A0@0"": 3080, ""L1_high_gain@0.1"": 13, ""L1_high_gain@0.5"": 2, ""L1_high_gain@1"": 4737, ""L2_tail_safe@0.1"": 11, ""L2_tail_safe@0.25"": 2, ""L2_tail_safe@1"": 726, ""L3_balanced@0.25"": 3, ""L3_balanced@1"": 426}","{""A0"": 3080, ""l1_fdf_lite_s004_g025_bm2"": 4752, ""l2_fdf_lite_s002_g025_bm2"": 739, ""l3_fdf_lite_s004_g015_bm2"": 429}",True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",metric-linear alpha proxy; real blended-image PSNR must be verified after Phase A
9000,1.0,0.13983139599694147,0.11778947304619683,0.15079647615220812,2.9635168446434867e-05,0.6417777777777778,42.76437759399414,0,0,0.0,0,0.0,0.10106770729488797,0.07612207218805948,0.08373743909200032,0.0,A0_L2_L3_L1_micro_shrink,ssim_guarded,True,0.1;0.25;0.5;0.75;1,l2_fdf_lite_s002_g025_bm2;l3_fdf_lite_s004_g015_bm2;l1_fdf_lite_s004_g025_bm2,0,0.6417777777777778,0.6040444444444445,"{""A0@0"": 3224, ""L1_high_gain@0.1"": 102, ""L1_high_gain@0.25"": 95, ""L1_high_gain@0.5"": 49, ""L1_high_gain@0.75"": 42, ""L1_high_gain@1"": 4316, ""L2_tail_safe@0.1"": 46, ""L2_tail_safe@0.25"": 38, ""L2_tail_safe@0.5"": 27, ""L2_tail_safe@0.75"": 17, ""L2_tail_safe@1"": 606, ""L3_balanced@0.1"": 31, ""L3_balanced@0.25"": 27, ""L3_balanced@0.5"": 7, ""L3_balanced@0.75"": 9, ""L3_balanced@1"": 364}","{""A0"": 3224, ""l1_fdf_lite_s004_g025_bm2"": 4604, ""l2_fdf_lite_s002_g025_bm2"": 734, ""l3_fdf_lite_s004_g015_bm2"": 438}",True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",metric-linear alpha proxy; real blended-image PSNR must be verified after Phase A
9000,1.0,0.13065829009479946,0.10829268593258327,0.1389984007941352,1.4165086878670586e-05,0.6623333333333333,42.76437759399414,247,754,50.266666666666666,8,0.5333333333333333,0.1035091138680776,0.07912747595045301,0.08676154025395712,1.6666666666666667,forced_L2_L3_L1_shrink_no_A0,max_dpsnr,False,0.25;0.5;0.75;1,l2_fdf_lite_s002_g025_bm2;l3_fdf_lite_s004_g015_bm2;l1_fdf_lite_s004_g025_bm2,0,1.0,0.74675,"{""L1_high_gain@0.25"": 685, ""L1_high_gain@1"": 4814, ""L2_tail_safe@0.25"": 2236, ""L2_tail_safe@1"": 725, ""L3_balanced@0.25"": 118, ""L3_balanced@1"": 422}","{""l1_fdf_lite_s004_g025_bm2"": 5499, ""l2_fdf_lite_s002_g025_bm2"": 2961, ""l3_fdf_lite_s004_g015_bm2"": 540}",True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",metric-linear alpha proxy; real blended-image PSNR must be verified after Phase A
9000,1.0,0.1305254663096534,0.10801055452558729,0.13884279293484159,1.5720054507255553e-05,0.6622222222222223,42.76437759399414,247,754,50.266666666666666,8,0.5333333333333333,0.10303031214078268,0.07879894987742106,0.08648676045735677,1.6666666666666667,forced_L2_L3_L1_shrink_no_A0,tail_averse,False,0.25;0.5;0.75;1,l2_fdf_lite_s002_g025_bm2;l3_fdf_lite_s004_g015_bm2;l1_fdf_lite_s004_g025_bm2,0,1.0,0.7408055555555556,"{""L1_high_gain@0.25"": 708, ""L1_high_gain@0.5"": 2, ""L1_high_gain@1"": 4737, ""L2_tail_safe@0.25"": 2277, ""L2_tail_safe@1"": 726, ""L3_balanced@0.25"": 124, ""L3_balanced@1"": 426}","{""l1_fdf_lite_s004_g025_bm2"": 5447, ""l2_fdf_lite_s002_g025_bm2"": 3003, ""l3_fdf_lite_s004_g015_bm2"": 550}",True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",metric-linear alpha proxy; real blended-image PSNR must be verified after Phase A
9000,1.0,0.1290617736445533,0.1070164384841919,0.13748994742499457,1.4633436997731526e-05,0.6618888888888889,42.76437759399414,248,756,50.4,8,0.5333333333333333,0.101078623480267,0.0771534588072035,0.084560095416175,1.6666666666666667,forced_L2_L3_L1_shrink_no_A0,ssim_guarded,False,0.25;0.5;0.75;1,l2_fdf_lite_s002_g025_bm2;l3_fdf_lite_s004_g015_bm2;l1_fdf_lite_s004_g025_bm2,0,1.0,0.7265,"{""L1_high_gain@0.25"": 767, ""L1_high_gain@0.5"": 49, ""L1_high_gain@0.75"": 42, ""L1_high_gain@1"": 4544, ""L2_tail_safe@0.25"": 2271, ""L2_tail_safe@0.5"": 27, ""L2_tail_safe@0.75"": 17, ""L2_tail_safe@1"": 691, ""L3_balanced@0.25"": 166, ""L3_balanced@0.5"": 7, ""L3_balanced@0.75"": 9, ""L3_balanced@1"": 410}","{""l1_fdf_lite_s004_g025_bm2"": 5402, ""l2_fdf_lite_s002_g025_bm2"": 3006, ""l3_fdf_lite_s004_g015_bm2"": 592}",True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",metric-linear alpha proxy; real blended-image PSNR must be verified after Phase A
