count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,strong_reference_cut_psnr,strong_reference_regression_count,strong_count_le_-0.05,strong_per_600,worst_count_le_-0.20,worst_per_600,true_vs_zero,true_vs_shuffle,true_vs_normal,max_outer_worst_per_600,feature_group,action_bank,score_mode,target_intervention,model_type,outer_groups,strict_gate_checks,strict_gate_pass,intervention_rate,mean_alpha,score,phase,policy_name,selection_mode
2400,1.0,0.03101449410120646,0.04676145871480306,0.021467113494873048,1.1473422249158224e-05,0.5141666666666667,42.80718994140625,50,137,34.25,13,3.25,0.025940588315327962,0.020861839453379313,0.022654176553090412,8.0,deployable_TQAU_outputdiff_all,shrink,pred_highpos,0.7,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",False,0.7,0.25927083333333334,0.06385355679194132,D6_outputdiff_targeted,pred_highpos,pred_highpos
2400,1.0,0.03262205839157104,0.04945002555847168,0.019763348897298177,1.2062241633733114e-05,0.5995833333333334,42.80718994140625,64,170,42.5,19,4.75,0.028579923311869305,0.02263960043589274,0.024671409130096435,12.0,outputdiff_only,shrink,pred_highpos,0.85,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",False,0.85,0.3042708333333333,0.06357623783747354,D6_outputdiff_targeted,pred_highpos,pred_highpos
2400,1.0,0.03186950524648031,0.04827653249104818,0.020235010782877604,9.736145536104838e-06,0.6695833333333333,42.80718994140625,76,221,55.25,21,5.25,0.030478434562683107,0.023732537428538005,0.02560558239618937,12.0,outputdiff_only,shrink,pred_highpos,1.0,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": true, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",False,1.0,0.34697916666666667,0.06323693815867107,D6_outputdiff_targeted,pred_highpos,pred_highpos
2400,1.0,0.031585095723470055,0.0481453005472819,0.020344130198160806,9.634718298912049e-06,0.6691666666666667,42.80718994140625,77,222,55.5,21,5.25,0.03033077557881673,0.023607498009999592,0.02546487092971802,12.0,outputdiff_only,shrink,pred_positive_forced,1.0,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": true, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",False,1.0,0.3460416666666667,0.06286607933044434,D6_outputdiff_targeted,pred_positive_forced,pred_positive_forced
2400,1.0,0.0643768302599589,0.07280207633972167,0.05359264373779297,1.4031603932380676e-05,0.28791666666666665,42.80718994140625,36,109,27.25,42,10.5,0.05477915366490682,0.04134133259455363,0.04648202498753866,19.0,outputdiff_plus_Q,full,pred_gain,0.35,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",False,0.35,0.35,0.06267370176315307,D6_outputdiff_targeted,pred_gain,pred_gain
2400,1.0,0.029771963755289715,0.04477153778076172,0.021211827596028646,1.100197434425354e-05,0.48125,42.80718994140625,50,125,31.25,11,2.75,0.02491755803426107,0.02004731337229411,0.0218669064839681,8.0,diagnostic_trans_TQAU_outputdiff,shrink,pred_positive_forced,0.65,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",False,0.65,0.2421875,0.06247023264567057,D6_outputdiff_targeted,pred_positive_forced,pred_positive_forced
2400,1.0,0.021917155583699544,0.03817511876424154,0.013453184763590495,7.402126987775167e-06,0.6725,42.80718994140625,22,62,15.5,10,2.5,0.019051403999328614,0.015219790935516357,0.0165609876314799,8.0,diagnostic_trans_TQAU_outputdiff,micro_shrink,pred_positive_forced,1.0,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": true, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",False,1.0,0.19820833333333332,0.062129714965820315,D6_outputdiff_targeted,pred_positive_forced,pred_positive_forced
2400,1.0,0.02970502773920695,0.04415209770202637,0.020511741638183593,1.0933727025985718e-05,0.4816666666666667,42.80718994140625,48,123,30.75,11,2.75,0.024918774763743084,0.02009407599767049,0.021865649223327635,8.0,deployable_TQAU_outputdiff_all,shrink,pred_positive_forced,0.65,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",False,0.65,0.24177083333333332,0.062114409923553465,D6_outputdiff_targeted,pred_positive_forced,pred_positive_forced
2400,1.0,0.03290032466252645,0.04782017707824707,0.02102943420410156,1.2163370847702026e-05,0.6008333333333333,42.80718994140625,62,172,43.0,20,5.0,0.029086302916208902,0.02298449436823527,0.024971009890238444,13.0,outputdiff_plus_Q,shrink,pred_highpos,0.85,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",False,0.85,0.30541666666666667,0.06185207986831665,D6_outputdiff_targeted,pred_highpos,pred_highpos
2400,1.0,0.03232222954432169,0.046974980036417646,0.021860218048095702,9.902169307072957e-06,0.67,42.80718994140625,74,221,55.25,22,5.5,0.030926499366760254,0.024092498620351156,0.02594792127609253,13.0,outputdiff_plus_Q,shrink,pred_highpos,1.0,nested_numpy_ridge_targeted_intervention,4,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": true, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",False,1.0,0.3490625,0.06180971956253052,D6_outputdiff_targeted,pred_highpos,pred_highpos
