count,coverage,dSSIM,easy_top25_dPSNR,fold,hard_bottom25_dPSNR,mean_dPSNR,policy_id,positive_ratio,seed,strict_gate_checks,strict_gate_pass,strong_count_le_-0.05,strong_per_1000,strong_per_600,strong_reference_cut_psnr,strong_reference_regression_count,test_image_count,true_vs_normal,true_vs_shuffle,true_vs_zero,worst_count_le_-0.20,worst_per_1000,worst_per_600
1000,1.0,5.8516860008239746e-05,0.00173162841796875,0,0.026265602111816406,0.026726938247680663,primary_outputdiff_plus_Q_micro_shrink_pred_gain_t100,0.526,3407,"{'coverage': True, 'dssim': True, 'hard': False, 'max_outer_worst': False, 'mean': False, 'positive_ratio': False, 'true_vs_normal': False, 'true_vs_shuffle': False, 'true_vs_zero': False, 'worst': True}",False,220,220.0,132.0,39.07731628417969,71,1000,0.018057315826416016,0.015151140213012695,0.012296358108520507,66,66.0,39.6
1000,1.0,4.7179520130157474e-05,0.011669479370117187,0,0.025768081665039064,0.0255330867767334,primary_outputdiff_plus_Q_micro_shrink_pred_gain_t100,0.527,3411,"{'coverage': True, 'dssim': True, 'hard': False, 'max_outer_worst': False, 'mean': False, 'positive_ratio': False, 'true_vs_normal': False, 'true_vs_shuffle': False, 'true_vs_zero': False, 'worst': True}",False,147,147.0,88.2,39.07731628417969,58,1000,0.01500279140472412,0.012201899528503419,0.009913142204284669,37,37.0,22.2
1000,1.0,2.9790818691253663e-05,-0.004071014404296875,1,0.011220245361328126,0.015359346389770507,primary_outputdiff_plus_Q_micro_shrink_pred_gain_t100,0.538,3407,"{'coverage': True, 'dssim': True, 'hard': False, 'max_outer_worst': False, 'mean': False, 'positive_ratio': False, 'true_vs_normal': False, 'true_vs_shuffle': False, 'true_vs_zero': False, 'worst': True}",False,186,186.0,111.6,39.07731628417969,68,1000,0.013050232887268066,0.011033164024353028,0.007750312805175782,66,66.0,39.6
1000,1.0,3.8520455360412595e-05,0.00240789794921875,1,0.022181587219238283,0.016164779663085938,primary_outputdiff_plus_Q_micro_shrink_pred_gain_t100,0.536,3411,"{'coverage': True, 'dssim': True, 'hard': False, 'max_outer_worst': False, 'mean': False, 'positive_ratio': False, 'true_vs_normal': False, 'true_vs_shuffle': False, 'true_vs_zero': False, 'worst': True}",False,183,183.0,109.8,39.07731628417969,57,1000,0.01456865119934082,0.011620241165161133,0.008854737281799316,69,69.0,41.4
